SMILES;Name;InChI;Formula;MW;LogP;pKd;Structure;Synthesize;Chemical
ON(c1cc(S)c(cc1Br)C#CCCC)C(=O)C=C;16/000000043;InChI=1S/C14H14BrNO2S/c1-3-5-6-7-10-8-11(15)12(9-13(10)19)16(18)14(17)4-2/h4,8-9,18-19H,2-3,5H2,1H3;C14H14NO2SBr;340;3.70;4.10;9.48;20.00;-20
Sc1c(N)cc(cc1COc1nc(Cl)ccc1NC(=O)N)Br;16/000000008;InChI=1S/C13H12BrClN4O2S/c14-7-3-6(11(22)8(16)4-7)5-21-12-9(18-13(17)20)1-2-10(15)19-12/h1-4,22H,5,16H2,(H3,17,18,20);C13H12N4O2SClBr;403;2.57;4.53;7.96;3.70;0
OC[C@H](Cc1cc(Br)c(cc1S)NC(N)N)C1=CCC=CO1;16/000000014;InChI=1S/C15H20BrN3O2S/c16-11-6-9(14(22)7-12(11)19-15(17)18)5-10(8-20)13-3-1-2-4-21-13/h2-4,6-7,10,15,19-20,22H,1,5,8,17-18H2/t10-/m0/s1;C15H19N3O2SBr;385;2.16;4.30;8.83;21.70;-150
Sc1cc(I)c(cc1COC(=O)CCN1C=CCN1)Br;16/000000034;InChI=1S/C13H14BrIN2O2S/c14-10-6-9(12(20)7-11(10)15)8-19-13(18)2-5-17-4-1-3-16-17/h1,4,6-7,16,20H,2-3,5,8H2;C13H14N2O2SBrI;469;4.03;4.12;2.84;3.72;-22
Sc1cc(NC(N)N)c(cc1CCC1=CCC=C(O1)[C@H]1NC1)Br;16/000000028;InChI=1S/C16H21BrN4OS/c17-11-6-9(15(23)7-12(11)21-16(18)19)4-5-10-2-1-3-14(22-10)13-8-20-13/h2-3,6-7,13,16,20-21,23H,1,4-5,8,18-19H2/t13-/m0/s1;C16H20N4OSBr;396;2.41;4.23;8.75;22.90;-190
Sc1cc(S)c(cc1CONC(=O)[C@H](CC)CCl)Br;16/000000024;InChI=1S/C12H15BrClNO2S2/c1-2-7(5-14)12(16)15-17-6-8-3-9(13)11(19)4-10(8)18/h3-4,7,18-19H,2,5-6H2,1H3,(H,15,16)/t7-/m1/s1;C12H15NO2S2ClBr;384;4.38;4.17;6.88;3.85;-170
OCC#C[C@H](NCNNC)c1cc(Br)ccc1S;16/000000038;InChI=1S/C12H16BrN3OS/c1-14-16-8-15-11(3-2-6-17)10-7-9(13)4-5-12(10)18/h4-5,7,11,14-18H,6,8H2,1H3/t11-/m0/s1;C12H16N3OSBr;330;2.70;4.17;7.96;3.72;-170
O[C@@H](/C=C/c1cc(Br)c(cc1S)O)C(=O)NC;16/000000027;InChI=1S/C11H12BrNO3S/c1-13-11(16)8(14)3-2-6-4-7(12)9(15)5-10(6)17/h2-5,8,14-15,17H,1H3,(H,13,16)/b3-2+/t8-/m0/s1;C11H12NO3SBr;318;1.62;4.07;6.88;2.35;-170
Sc1cc(c(cc1C[C@@H](c1scnc1)F)Br)CCNC(=O)C;16/000000016;InChI=1S/C15H16BrFN2OS2/c1-9(20)19-3-2-10-6-14(21)11(4-12(10)16)5-13(17)15-7-18-8-22-15/h4,6-8,13,21H,2-3,5H2,1H3,(H,19,20)/t13-/m0/s1;C15H16N2OS2FBr;403;3.02;4.06;9.22;3.87;-170
OC(=O)/C=C/c1c(S)cc(c(c1)Br)NC(=O)N;16/000000004;InChI=1S/C10H9BrN2O3S/c11-6-3-5(1-2-9(14)15)8(17)4-7(6)13-10(12)16/h1-4,17H,(H,14,15)(H3,12,13,16)/b2-1+;C10H9N2O3SBr;317;1.46;4.16;6.64;3.58;0
Sc1cc(NC(N)N)c(cc1C[C@@H](CN)c1ncsc1)Br;16/000000032;InChI=1S/C13H18BrN5S2/c14-9-2-7(12(20)3-10(9)19-13(16)17)1-8(4-15)11-5-21-6-18-11/h2-3,5-6,8,13,19-20H,1,4,15-17H2/t8-/m0/s1;C13H17N5S2Br;387;1.83;4.06;8.81;24.00;-150
Sc1cc(c(cc1C[C@@H](c1scnc1)F)Br)CCNC(=O)C;16/000000015;InChI=1S/C15H16BrFN2OS2/c1-9(20)19-3-2-10-6-14(21)11(4-12(10)16)5-13(17)15-7-18-8-22-15/h4,6-8,13,21H,2-3,5H2,1H3,(H,19,20)/t13-/m0/s1;C15H16N2OS2FBr;403;3.02;4.05;8.20;3.87;-170
Sc1c(S)cc(cc1/[NH]=c/1\[nH]nc([nH]1)C(=O)N1CCC1)Br;16/000000006;InChI=1S/C12H13BrN5OS2/c13-6-4-7(9(21)8(20)5-6)14-12-15-10(16-17-12)11(19)18-2-1-3-18/h4-5,14,17,20-21H,1-3H2,(H,15,16)/b14-12-;C12H12N5OS2Br;386;3.45;4.03;2.97;25.00;-13
Sc1cc(S)c(cc1CONC(=O)[C@H](CCC)CCl)Br;16/000000035;InChI=1S/C13H17BrClNO2S2/c1-2-3-8(6-15)13(17)16-18-7-9-4-10(14)12(20)5-11(9)19/h4-5,8,19-20H,2-3,6-7H2,1H3,(H,16,17)/t8-/m1/s1;C13H17NO2S2ClBr;398;4.73;4.28;6.50;3.85;-170
OCC#C[C@H](NCNNC)c1cc(Br)ccc1S;16/000000037;InChI=1S/C12H16BrN3OS/c1-14-16-8-15-11(3-2-6-17)10-7-9(13)4-5-12(10)18/h4-5,7,11,14-18H,6,8H2,1H3/t11-/m0/s1;C12H16N3OSBr;330;2.70;4.17;8.02;3.72;-170
OCC#CCc1cc(Br)c(cc1S)NC(=O)C;16/000000020;InChI=1S/C12H12BrNO2S/c1-8(16)14-11-7-12(17)9(6-10(11)13)4-2-3-5-15/h6-7,15,17H,4-5H2,1H3,(H,14,16);C12H12NO2SBr;314;2.12;4.09;6.64;3.85;-20
Sc1cc(S)c(cc1CONC(=O)[C@H](CC)CCl)Br;16/000000025;InChI=1S/C12H15BrClNO2S2/c1-2-7(5-14)12(16)15-17-6-8-3-9(13)11(19)4-10(8)18/h3-4,7,18-19H,2,5-6H2,1H3,(H,15,16)/t7-/m1/s1;C12H15NO2S2ClBr;384;4.38;4.14;7.04;3.85;-170
OC(=O)CC(=O)Oc1cc(Br)c(cc1S)S;16/000000022;InChI=1S/C9H7BrO4S2/c10-4-1-5(7(16)2-6(4)15)14-9(13)3-8(11)12/h1-2,15-16H,3H2,(H,11,12);C9H7O4S2Br;323;2.56;4.15;7.06;2.22;0
Sc1cc(S)c(cc1CONC(=O)[C@H](CCC)CCl)Br;16/000000036;InChI=1S/C13H17BrClNO2S2/c1-2-3-8(6-15)13(17)16-18-7-9-4-10(14)12(20)5-11(9)19/h4-5,8,19-20H,2-3,6-7H2,1H3,(H,16,17)/t8-/m1/s1;C13H17NO2S2ClBr;398;4.73;4.26;6.40;3.85;-170
Sc1cc(c(cc1CC#CCO)Br)NC1=NCCO1;16/000000033;InChI=1S/C13H13BrN2O2S/c14-10-7-9(3-1-2-5-17)12(19)8-11(10)16-13-15-4-6-18-13/h7-8,17,19H,3-6H2,(H,15,16);C13H13N2O2SBr;341;2.55;4.32;7.02;19.90;0
OC(=O)/C=C/c1c(S)cc(c(c1)Br)NC(=O)N;16/000000001;InChI=1S/C10H9BrN2O3S/c11-6-3-5(1-2-9(14)15)8(17)4-7(6)13-10(12)16/h1-4,17H,(H,14,15)(H3,12,13,16)/b2-1+;C10H9N2O3SBr;317;1.46;4.25;7.13;3.58;0
Sc1cc(I)c(cc1COC(=O)CC/C=C/C(=O)N)Br;16/000000026;InChI=1S/C13H13BrINO3S/c14-9-5-8(11(20)6-10(9)15)7-19-13(18)4-2-1-3-12(16)17/h1,3,5-6,20H,2,4,7H2,(H2,16,17)/b3-1+;C13H13NO3SBrI;470;3.44;4.02;2.64;3.72;-66
OCC#CCc1cc(Br)c(cc1S)NC(=O)C;16/000000019;InChI=1S/C12H12BrNO2S/c1-8(16)14-11-7-12(17)9(6-10(11)13)4-2-3-5-15/h6-7,15,17H,4-5H2,1H3,(H,14,16);C12H12NO2SBr;314;2.12;4.12;6.62;3.85;-20
Sc1ccc(cc1C[C@@H](c1nnn[nH]1)F)Br;16/000000007;InChI=1S/C9H8BrFN4S/c10-6-1-2-8(16)5(3-6)4-7(11)9-12-14-15-13-9/h1-3,7,16H,4H2,(H,12,13,14,15)/t7-/m0/s1;C9H8N4SFBr;303;2.46;4.08;4.38;2.22;-150
Sc1cc(NC(N)N)c(cc1CCCc1oncc1)Br;16/000000042;InChI=1S/C13H17BrN4OS/c14-10-6-8(2-1-3-9-4-5-17-19-9)12(20)7-11(10)18-13(15)16/h4-7,13,18,20H,1-3,15-16H2;C13H16N4OSBr;356;2.92;4.12;5.28;21.30;0
OC(=O)CC(=O)Oc1cc(Br)c(cc1S)S;16/000000023;InChI=1S/C9H7BrO4S2/c10-4-1-5(7(16)2-6(4)15)14-9(13)3-8(11)12/h1-2,15-16H,3H2,(H,11,12);C9H7O4S2Br;323;2.56;4.14;6.72;2.22;0
Sc1ccc(cc1C[C@@H](c1nnn[nH]1)F)Br;16/000000012;InChI=1S/C9H8BrFN4S/c10-6-1-2-8(16)5(3-6)4-7(11)9-12-14-15-13-9/h1-3,7,16H,4H2,(H,12,13,14,15)/t7-/m0/s1;C9H8N4SFBr;303;2.46;4.08;4.38;2.22;-150
Sc1cc(NC(N)N)c(cc1CCC1=CCC=C(O1)[C@H]1NC1)Br;16/000000031;InChI=1S/C16H21BrN4OS/c17-11-6-9(15(23)7-12(11)21-16(18)19)4-5-10-2-1-3-14(22-10)13-8-20-13/h2-3,6-7,13,16,20-21,23H,1,4-5,8,18-19H2/t13-/m0/s1;C16H20N4OSBr;396;2.41;4.43;8.30;22.90;-190
Sc1cc(S)c(cc1OC(=O)CC(=O)C)Br;16/000000041;InChI=1S/C10H9BrO3S2/c1-5(12)2-10(13)14-7-3-6(11)8(15)4-9(7)16/h3-4,15-16H,2H2,1H3;C10H9O3S2Br;321;2.83;4.06;6.90;2.22;-20
OC[P@](=O)(Oc1cc(Br)c(cc1S)CC[C@H](N)C#C)O;16/000000021;InChI=1S/C12H15BrNO4PS/c1-2-9(14)4-3-8-5-12(20)11(6-10(8)13)18-19(16,17)7-15/h1,5-6,9,15,20H,3-4,7,14H2,(H,16,17)/t9-/m1/s1;C12H15NO4PSBr;380;1.24;4.02;6.81;4.81;-150
OC(=O)/C=C/c1c(S)cc(c(c1)Br)NC(=O)N;16/000000003;InChI=1S/C10H9BrN2O3S/c11-6-3-5(1-2-9(14)15)8(17)4-7(6)13-10(12)16/h1-4,17H,(H,14,15)(H3,12,13,16)/b2-1+;C10H9N2O3SBr;317;1.46;4.25;7.13;3.58;0
Sc1cc(NC(N)N)c(cc1CCC1=CCC=C(O1)[C@H]1NC1)Br;16/000000029;InChI=1S/C16H21BrN4OS/c17-11-6-9(15(23)7-12(11)21-16(18)19)4-5-10-2-1-3-14(22-10)13-8-20-13/h2-3,6-7,13,16,20-21,23H,1,4-5,8,18-19H2/t13-/m0/s1;C16H20N4OSBr;396;2.41;4.25;8.72;22.90;-190
OC(=O)/C=C/c1c(S)cc(c(c1)Br)NC(=O)N;16/000000002;InChI=1S/C10H9BrN2O3S/c11-6-3-5(1-2-9(14)15)8(17)4-7(6)13-10(12)16/h1-4,17H,(H,14,15)(H3,12,13,16)/b2-1+;C10H9N2O3SBr;317;1.46;4.16;6.64;3.58;0
OCC#C[C@@H](c1cc(Br)ccc1S)O[P@](=O)(C)O;16/000000039;InChI=1S/C11H12BrO4PS/c1-17(14,15)16-10(3-2-6-13)9-7-8(12)4-5-11(9)18/h4-5,7,10,13,18H,6H2,1H3,(H,14,15)/t10-/m0/s1;C11H12O4PSBr;351;1.64;4.02;9.17;4.69;-170
Sc1cc(NC(N)N)c(cc1CCC1=CCC=C(O1)[C@H]1NC1)Br;16/000000030;InChI=1S/C16H21BrN4OS/c17-11-6-9(15(23)7-12(11)21-16(18)19)4-5-10-2-1-3-14(22-10)13-8-20-13/h2-3,6-7,13,16,20-21,23H,1,4-5,8,18-19H2/t13-/m0/s1;C16H20N4OSBr;396;2.41;4.17;8.32;22.90;-190
OCC#C[C@@H](c1cc(Br)ccc1S)O[P@](=O)(C)O;16/000000040;InChI=1S/C11H12BrO4PS/c1-17(14,15)16-10(3-2-6-13)9-7-8(12)4-5-11(9)18/h4-5,7,10,13,18H,6H2,1H3,(H,14,15)/t10-/m0/s1;C11H12O4PSBr;351;1.64;4.06;8.66;4.69;-170
Sc1c(N)cc(cc1COc1nc(Cl)ccc1NC(=O)N)Br;16/000000009;InChI=1S/C13H12BrClN4O2S/c14-7-3-6(11(22)8(16)4-7)5-21-12-9(18-13(17)20)1-2-10(15)19-12/h1-4,22H,5,16H2,(H3,17,18,20);C13H12N4O2SClBr;403;2.57;4.37;7.55;3.70;0
Sc1cc(I)c(cc1COC(=O)CCc1c(=O)[nH][nH]c1)Br;16/000000018;InChI=1S/C13H12BrIN2O3S/c14-9-3-8(11(21)4-10(9)15)6-20-12(18)2-1-7-5-16-17-13(7)19/h3-5,21H,1-2,6H2,(H2,16,17,19);C13H12N2O3SBrI;483;3.78;4.08;4.19;3.72;-2
Sc1c(/C=C/C=C/CCOC(=O)C)cc(c(c1)CCS)Br;16/000000013;InChI=1S/C16H19BrO2S2/c1-12(18)19-8-5-3-2-4-6-14-10-15(17)13(7-9-20)11-16(14)21/h2-4,6,10-11,20-21H,5,7-9H2,1H3/b3-2+,6-4+;C16H19O2S2Br;387;4.89;4.19;7.22;5.09;-53
Sc1cc(I)c(cc1COC(=O)CCn1cc[nH]c1=O)Br;16/000000017;InChI=1S/C13H12BrIN2O3S/c14-9-5-8(11(21)6-10(9)15)7-20-12(18)1-3-17-4-2-16-13(17)19/h2,4-6,21H,1,3,7H2,(H,16,19);C13H12N2O3SBrI;483;3.37;4.10;3.50;3.72;0
OC(=O)/C=C/c1c(S)cc(c(c1)Br)NC(=O)N;16/000000010;InChI=1S/C10H9BrN2O3S/c11-6-3-5(1-2-9(14)15)8(17)4-7(6)13-10(12)16/h1-4,17H,(H,14,15)(H3,12,13,16)/b2-1+;C10H9N2O3SBr;317;1.46;4.25;7.13;3.58;0
OC(=O)c1sccc1CC/C=C/c1conc1C(=O)[C@@H](CO)S;17/000000002;InChI=1S/C15H15NO5S2/c17-7-11(22)13(18)12-10(8-21-16-12)4-2-1-3-9-5-6-23-14(9)15(19)20/h2,4-6,8,11,17,22H,1,3,7H2,(H,19,20)/b4-2+/t11-/m1/s1;C15H15NO5S2;353;0.81;4.28;5.31;4.94;-150
OC(=O)c1sccc1CC/C=C/c1conc1C(=O)[C@@H](CO)S;17/000000001;InChI=1S/C15H15NO5S2/c17-7-11(22)13(18)12-10(8-21-16-12)4-2-1-3-9-5-6-23-14(9)15(19)20/h2,4-6,8,11,17,22H,1,3,7H2,(H,19,20)/b4-2+/t11-/m1/s1;C15H15NO5S2;353;0.81;4.42;5.36;4.94;-150
OC(=O)/C=C/c1nc(n[nH]1)c1ccnc(c1F)Cl;18/000000001;InChI=1S/C10H6ClFN4O2/c11-9-8(12)5(3-4-13-9)10-14-6(15-16-10)1-2-7(17)18/h1-4H,(H,17,18)(H,14,15,16)/b2-1+;C10H6N4O2FCl;268;1.72;4.26;5.17;22.60;-120
OC(=O)/C=C/c1nc(n[nH]1)c1ccnc(c1F)Cl;18/000000003;InChI=1S/C10H6ClFN4O2/c11-9-8(12)5(3-4-13-9)10-14-6(15-16-10)1-2-7(17)18/h1-4H,(H,17,18)(H,14,15,16)/b2-1+;C10H6N4O2FCl;268;1.72;4.26;5.17;22.60;-120
OC(=O)/C=C/c1nc(n[nH]1)c1ccnc(c1F)Cl;18/000000002;InChI=1S/C10H6ClFN4O2/c11-9-8(12)5(3-4-13-9)10-14-6(15-16-10)1-2-7(17)18/h1-4H,(H,17,18)(H,14,15,16)/b2-1+;C10H6N4O2FCl;268;1.72;4.26;5.17;22.60;-120
Oc1ccc(c(c1)C[C@H](CO)O)F;19/000000002;InChI=1S/C9H11FO3/c10-9-2-1-7(12)3-6(9)4-8(13)5-11/h1-3,8,11-13H,4-5H2/t8-/m1/s1;C9H11O3F;186;0.45;4.04;5.75;2.22;-150
Oc1ccc(c(c1)C[C@H](CO)O)F;19/000000003;InChI=1S/C9H11FO3/c10-9-2-1-7(12)3-6(9)4-8(13)5-11/h1-3,8,11-13H,4-5H2/t8-/m1/s1;C9H11O3F;186;0.45;4.04;5.75;2.22;-150
Oc1ccc(c(c1)C[C@H](CO)O)F;19/000000001;InChI=1S/C9H11FO3/c10-9-2-1-7(12)3-6(9)4-8(13)5-11/h1-3,8,11-13H,4-5H2/t8-/m1/s1;C9H11O3F;186;0.45;4.05;5.37;2.22;-150
Oc1ccc(c(c1)C[C@H](CO)O)F;19/000000004;InChI=1S/C9H11FO3/c10-9-2-1-7(12)3-6(9)4-8(13)5-11/h1-3,8,11-13H,4-5H2/t8-/m1/s1;C9H11O3F;186;0.45;4.05;5.37;2.22;-150
OC/C(=C\c1nc(S)[nH]c(=O)c1[C@H](C)F)/c1ccccc1;20/000000001;InChI=1S/C15H15FN2O2S/c1-9(16)13-12(17-15(21)18-14(13)20)7-11(8-19)10-5-3-2-4-6-10/h2-7,9,19H,8H2,1H3,(H2,17,18,20,21)/b11-7+/t9-/m0/s1;C15H15N2O2SF;306;1.60;4.52;7.06;22.30;-170
Sc1nc(C(=O)c2ccnc(c2)C=C)c(c(=O)[nH]1)CO;20/000000003;InChI=1S/C13H11N3O3S/c1-2-8-5-7(3-4-14-8)11(18)10-9(6-17)12(19)16-13(20)15-10/h2-5,17H,1,6H2,(H2,15,16,19,20);C13H11N3O3S;289;-0.24;4.01;6.52;21.80;0
Oc1ccccc1NCc1nc(S)[nH]c(=O)c1C(=O)O;20/000000002;InChI=1S/C12H11N3O4S/c16-8-4-2-1-3-6(8)13-5-7-9(11(18)19)10(17)15-12(20)14-7/h1-4,13,16H,5H2,(H,18,19)(H2,14,15,17,20);C12H11N3O4S;293;0.23;4.33;4.88;21.60;0
NNC(=O)c1nc(c([nH]1)C#CC)N(=O)=O;21/000000008;InChI=1S/C7H7N5O3/c1-2-3-4-6(12(14)15)10-5(9-4)7(13)11-8/h8H2,1H3,(H,9,10)(H,11,13);C7H7N5O3;209;-0.34;4.46;-0.29;22.60;-20
NNC(=O)c1nc(c([nH]1)CCCCCC)N(=O)=O;21/000000005;InChI=1S/C10H17N5O3/c1-2-3-4-5-6-7-9(15(17)18)13-8(12-7)10(16)14-11/h2-6,11H2,1H3,(H,12,13)(H,14,16);C10H17N5O3;255;0.68;4.77;1.09;21.60;-80
NNC(=O)c1nc(c([nH]1)C#CC)N(=O)=O;21/000000007;InChI=1S/C7H7N5O3/c1-2-3-4-6(12(14)15)10-5(9-4)7(13)11-8/h8H2,1H3,(H,9,10)(H,11,13);C7H7N5O3;209;-0.34;4.53;0.32;22.60;-20
NNC(=O)c1nc(c([nH]1)CCCCCC)N(=O)=O;21/000000004;InChI=1S/C10H17N5O3/c1-2-3-4-5-6-7-9(15(17)18)13-8(12-7)10(16)14-11/h2-6,11H2,1H3,(H,12,13)(H,14,16);C10H17N5O3;255;0.68;4.48;1.37;21.60;-80
C1=C[C@H](C=C(O1)C(=O)NN)C[N@@H+](Cc1nonc1)CF;21/000000003;InChI=1S/C11H14FN5O3/c12-7-17(6-9-4-14-20-16-9)5-8-1-2-19-10(3-8)11(18)15-13/h1-4,8H,5-7,13H2,(H,15,18)/p+1/t8-/m1/s1;C11H15N5O3F;284;0.23;4.01;1.24;5.09;-150
NNC(=O)c1nc(c([nH]1)C#CC)N(=O)=O;21/000000006;InChI=1S/C7H7N5O3/c1-2-3-4-6(12(14)15)10-5(9-4)7(13)11-8/h8H2,1H3,(H,9,10)(H,11,13);C7H7N5O3;209;-0.34;4.54;0.06;22.60;-20
C1=C[C@H](C=C(O1)C(=O)NN)C[N@@H+](Cc1nonc1)CF;21/000000001;InChI=1S/C11H14FN5O3/c12-7-17(6-9-4-14-20-16-9)5-8-1-2-19-10(3-8)11(18)15-13/h1-4,8H,5-7,13H2,(H,15,18)/p+1/t8-/m1/s1;C11H15N5O3F;284;0.23;4.04;1.38;5.09;-150
C1=C[C@H](C=C(O1)C(=O)NN)C[N@@H+](Cc1nonc1)CF;21/000000002;InChI=1S/C11H14FN5O3/c12-7-17(6-9-4-14-20-16-9)5-8-1-2-19-10(3-8)11(18)15-13/h1-4,8H,5-7,13H2,(H,15,18)/p+1/t8-/m1/s1;C11H15N5O3F;284;0.23;4.02;1.37;5.09;-150
OC(=O)[C@@H](c1ccc(c(c1)O)I)OC(=O)CC(=O)N;22/000000043;InChI=1S/C11H10INO6/c12-6-2-1-5(3-7(6)14)10(11(17)18)19-9(16)4-8(13)15/h1-3,10,14H,4H2,(H2,13,15)(H,17,18)/t10-/m1/s1;C11H10NO6I;379;0.33;4.74;1.98;4.69;-150
C#Cc1ccc(c2c1nc[nH]2)[C@H](/C=C/C1=NCNC=C1)N;22/000000062;InChI=1S/C16H15N5/c1-2-11-3-5-13(16-15(11)20-10-21-16)14(17)6-4-12-7-8-18-9-19-12/h1,3-8,10,14,18H,9,17H2,(H,20,21)/b6-4+/t14-/m0/s1;C16H15N5;277;1.15;4.10;1.72;23.30;-190
OC(=O)[C@H](CCCl)c1ccc(c(c1)O)I;22/000000005;InChI=1S/C10H10ClIO3/c11-4-3-7(10(14)15)6-1-2-8(12)9(13)5-6/h1-2,5,7,13H,3-4H2,(H,14,15)/t7-/m1/s1;C10H10O3ClI;340;3.03;4.45;2.28;3.33;-150
OC(=O)[C@H](CC=C)c1ccc(c(c1)O)I;22/000000008;InChI=1S/C11H11IO3/c1-2-3-8(11(14)15)7-4-5-9(12)10(13)6-7/h2,4-6,8,13H,1,3H2,(H,14,15)/t8-/m1/s1;C11H11O3I;318;2.68;4.54;1.94;3.33;-150
Oc1c(I)c(F)cc(c1)CC(=O)O;22/000000011;InChI=1S/C8H6FIO3/c9-5-1-4(3-7(12)13)2-6(11)8(5)10/h1-2,11H,3H2,(H,12,13);C8H6O3FI;296;2.27;4.12;3.14;2.22;0
C#Cc1ccc(c2c1nc[nH]2)[C@@H](CO)c1onc(c1)O;22/000000066;InChI=1S/C14H11N3O3/c1-2-8-3-4-9(14-13(8)15-7-16-14)10(6-18)11-5-12(19)17-20-11/h1,3-5,7,10,18H,6H2,(H,15,16)(H,17,19)/t10-/m1/s1;C14H11N3O3;269;1.30;4.43;3.22;21.90;-190
OC(=O)[C@H](CC=C)c1ccc(c(c1)O)I;22/000000014;InChI=1S/C11H11IO3/c1-2-3-8(11(14)15)7-4-5-9(12)10(13)6-7/h2,4-6,8,13H,1,3H2,(H,14,15)/t8-/m1/s1;C11H11O3I;318;2.68;4.49;4.49;3.33;-150
OC(=O)[C@@H](c1ccc(c(c1)O)I)C=S;22/000000034;InChI=1S/C9H7IO3S/c10-7-2-1-5(3-8(7)11)6(4-14)9(12)13/h1-4,6,11H,(H,12,13)/t6-/m1/s1;C9H7O3SI;322;2.12;4.20;3.67;3.33;-150
OC(=O)[C@@H](c1ccc(c(c1)O)I)OC(=O)CC(=O)NO;22/000000045;InChI=1S/C11H10INO7/c12-6-2-1-5(3-7(6)14)10(11(17)18)20-9(16)4-8(15)13-19/h1-3,10,14,19H,4H2,(H,13,15)(H,17,18)/t10-/m1/s1;C11H10NO7I;395;0.41;4.28;1.92;4.69;-170
OC(=O)[C@@H](c1ccc(c(c1)O)I)OC(=O)C=C;22/000000024;InChI=1S/C11H9IO5/c1-2-9(14)17-10(11(15)16)6-3-4-7(12)8(13)5-6/h2-5,10,13H,1H2,(H,15,16)/t10-/m1/s1;C11H9O5I;348;2.15;4.41;2.31;3.58;-150
OC(=O)Cc1ccc(c2c1[nH]cn2)S;22/000000054;InChI=1S/C9H8N2O2S/c12-7(13)3-5-1-2-6(14)9-8(5)10-4-11-9/h1-2,4,14H,3H2,(H,10,11)(H,12,13);C9H8N2O2S;208;1.12;4.46;3.09;3.46;-40
OC(=O)C[C@H](c1ccc(c(c1)O)I)C(=O)O;22/000000038;InChI=1S/C10H9IO5/c11-7-2-1-5(3-8(7)12)6(10(15)16)4-9(13)14/h1-3,6,12H,4H2,(H,13,14)(H,15,16)/t6-/m1/s1;C10H9O5I;336;1.44;4.19;2.54;3.58;-150
OC(=O)[C@H](C)c1ccc(c(c1)O)I;22/000000028;InChI=1S/C9H9IO3/c1-5(9(12)13)6-2-3-7(10)8(11)4-6/h2-5,11H,1H3,(H,12,13)/t5-/m1/s1;C9H9O3I;292;2.33;4.31;2.96;3.33;-170
OC(=O)Cc1ccc(c(c1)O)I;22/000000004;InChI=1S/C8H7IO3/c9-6-2-1-5(3-7(6)10)4-8(11)12/h1-3,10H,4H2,(H,11,12);C8H7O3I;278;2.11;4.02;3.07;2.47;0
OC(=O)[C@@H](c1ccc(c(c1)O)I)OC(=O)CN(=O)=O;22/000000027;InChI=1S/C10H8INO7/c11-6-2-1-5(3-7(6)13)9(10(15)16)19-8(14)4-12(17)18/h1-3,9,13H,4H2,(H,15,16)/t9-/m1/s1;C10H8NO7I;381;1.16;5.17;2.45;3.58;-150
OC(=O)[C@@H](c1ccc(c(c1)O)I)OC(=O)CC(=O)C;22/000000016;InChI=1S/C12H11IO6/c1-6(14)4-10(16)19-11(12(17)18)7-2-3-8(13)9(15)5-7/h2-3,5,11,15H,4H2,1H3,(H,17,18)/t11-/m1/s1;C12H11O6I;378;1.33;4.13;1.72;4.69;-170
Oc1c(O)c(Cl)cc(c1)[C@H](CC#CCC(=O)O)NN;22/000000032;InChI=1S/C12H13ClN2O4/c13-8-5-7(6-10(16)12(8)19)9(15-14)3-1-2-4-11(17)18/h5-6,9,15-16,19H,3-4,14H2,(H,17,18)/t9-/m0/s1;C12H13N2O4Cl;284;0.85;4.33;7.11;19.10;-150
OC(=O)[C@H](CC=C)c1ccc(c(c1)O)I;22/000000015;InChI=1S/C11H11IO3/c1-2-3-8(11(14)15)7-4-5-9(12)10(13)6-7/h2,4-6,8,13H,1,3H2,(H,14,15)/t8-/m1/s1;C11H11O3I;318;2.68;4.48;4.30;3.33;-150
OC(=O)[C@H](CC=C)c1ccc(c(c1)O)I;22/000000006;InChI=1S/C11H11IO3/c1-2-3-8(11(14)15)7-4-5-9(12)10(13)6-7/h2,4-6,8,13H,1,3H2,(H,14,15)/t8-/m1/s1;C11H11O3I;318;2.68;4.49;2.19;3.33;-150
S[C@@H](CNC(=O)c1nonc1)c1nnc2n1ncs2;22/000000048;InChI=1S/C8H7N7O2S2/c16-7(4-1-11-17-14-4)9-2-5(18)6-12-13-8-15(6)10-3-19-8/h1,3,5,18H,2H2,(H,9,16)/t5-/m0/s1;C8H7N7O2S2;297;2.02;4.09;2.07;4.94;-150
OC(=O)[C@@H](c1ccc(c(c1)O)I)OC(=O)C#CC;22/000000035;InChI=1S/C12H9IO5/c1-2-3-10(15)18-11(12(16)17)7-4-5-8(13)9(14)6-7/h4-6,11,14H,1H3,(H,16,17)/t11-/m1/s1;C12H9O5I;360;2.52;4.73;1.43;3.58;-170
OC(=O)[C@@H](c1ccc(c(c1)O)I)OC(=O)CC(=O)NO;22/000000044;InChI=1S/C11H10INO7/c12-6-2-1-5(3-7(6)14)10(11(17)18)20-9(16)4-8(15)13-19/h1-3,10,14,19H,4H2,(H,13,15)(H,17,18)/t10-/m1/s1;C11H10NO7I;395;0.41;4.25;1.40;4.69;-170
Sc1ccc(c2c1ncn2CC(F)F)ON;22/000000055;InChI=1S/C9H9F2N3OS/c10-7(11)3-14-4-13-8-6(16)2-1-5(15-12)9(8)14/h1-2,4,7,16H,3,12H2;C9H9N3OSF2;245;1.31;4.40;2.19;18.60;-190
