SMILES;Name;InChI;Formula;MW;LogP;pKd;Structure;Synthesize;Chemical
OC(=O)CCC[C@H](CO)/C=C/c1cc(F)cc(c1O)F;1/000000043;InChI=1S/C14H16F2O4/c15-11-6-10(14(20)12(16)7-11)5-4-9(8-17)2-1-3-13(18)19/h4-7,9,17,20H,1-3,8H2,(H,18,19)/b5-4+/t9-/m0/s1;C14H16O4F2;286;2.01;4.37;2.05;3.58;-150
ONC(=O)/C=C/[C@H](CO)/C=C/c1cc(F)cc(c1O)F;1/000000062;InChI=1S/C13H13F2NO4/c14-10-5-9(13(19)11(15)6-10)3-1-8(7-17)2-4-12(18)16-20/h1-6,8,17,19-20H,7H2,(H,16,18)/b3-1+,4-2+/t8-/m1/s1;C13H13NO4F2;285;1.01;4.41;2.02;3.58;-170
ON[C@@H](c1nnc([nH]1)C)/C=C/c1cc(F)cc(c1O)F;1/000000115;InChI=1S/C12H12F2N4O2/c1-6-15-12(17-16-6)10(18-20)3-2-7-4-8(13)5-9(14)11(7)19/h2-5,10,18-20H,1H3,(H,15,16,17)/b3-2+/t10-/m1/s1;C12H12N4O2F2;282;2.85;4.37;2.41;3.58;-170
Oc1c(cc(cc1F)F)/C=C/[C@H]([NH2+]CCN)CO;1/000000103;InChI=1S/C12H16F2N2O2/c13-9-5-8(12(18)11(14)6-9)1-2-10(7-17)16-4-3-15/h1-2,5-6,10,16-18H,3-4,7,15H2/p+1/b2-1+/t10-/m0/s1;C12H17N2O2F2;259;0.67;4.12;2.72;2.22;-150
ON[C@@H](c1nnc([nH]1)CO)/C=C/c1cc(F)cc(c1O)F;1/000000136;InChI=1S/C12H12F2N4O3/c13-7-3-6(11(20)8(14)4-7)1-2-9(18-21)12-15-10(5-19)16-17-12/h1-4,9,18-21H,5H2,(H,15,16,17)/b2-1+/t9-/m1/s1;C12H12N4O3F2;298;1.81;4.33;2.12;23.40;-150
ON[C@@H](CCNCN)/C=C/c1cc(F)cc(c1O)F;1/000000114;InChI=1S/C12H17F2N3O2/c13-9-5-8(12(18)11(14)6-9)1-2-10(17-19)3-4-16-7-15/h1-2,5-6,10,16-19H,3-4,7,15H2/b2-1+/t10-/m1/s1;C12H17N3O2F2;273;1.43;4.26;5.98;2.22;-150
ON[C@@H](c1nnc([nH]1)CO)/C=C/c1cc(F)cc(c1O)F;1/000000124;InChI=1S/C12H12F2N4O3/c13-7-3-6(11(20)8(14)4-7)1-2-9(18-21)12-15-10(5-19)16-17-12/h1-4,9,18-21H,5H2,(H,15,16,17)/b2-1+/t9-/m1/s1;C12H12N4O3F2;298;1.81;4.27;2.69;23.40;-150
ON[C@@H](c1nnc([nH]1)CO)/C=C/c1cc(F)cc(c1O)F;1/000000131;InChI=1S/C12H12F2N4O3/c13-7-3-6(11(20)8(14)4-7)1-2-9(18-21)12-15-10(5-19)16-17-12/h1-4,9,18-21H,5H2,(H,15,16,17)/b2-1+/t9-/m1/s1;C12H12N4O3F2;298;1.81;4.26;2.37;23.40;-170
Oc1c(cc(cc1F)F)/C=C/[C@H]([NH2+]CCS(=O)(=O)O)CO;1/000000155;InChI=1S/C12H15F2NO5S/c13-9-5-8(12(17)11(14)6-9)1-2-10(7-16)15-3-4-21(18,19)20/h1-2,5-6,10,15-17H,3-4,7H2,(H,18,19,20)/p+1/b2-1+/t10-/m0/s1;C12H16NO5SF2;324;0.27;4.20;2.62;3.58;-200
Oc1c(Cl)c(ncc1O)[C@@H](CF)N;1/000000141;InChI=1S/C7H8ClFN2O2/c8-5-6(3(10)1-9)11-2-4(12)7(5)13/h2-3,12H,1,10H2,(H,11,13)/t3-/m1/s1;C7H8N2O2FCl;206;0.52;4.11;2.33;2.47;-150
ONC/C=C/c1cc(F)cc(c1O)F;1/000000005;InChI=1S/C9H9F2NO2/c10-7-4-6(2-1-3-12-14)9(13)8(11)5-7/h1-2,4-5,12-14H,3H2/b2-1+;C9H9NO2F2;201;2.00;4.22;3.44;2.22;0
Oc1c(cc(cc1F)F)/C=C/[C@H](CCCN)S=O;1/000000081;InChI=1S/C12H15F2NO2S/c13-9-6-8(12(16)11(14)7-9)3-4-10(18-17)2-1-5-15/h3-4,6-7,10,16,18H,1-2,5,15H2/b4-3+/t10-/m0/s1;C12H15NO2SF2;275;0.53;4.47;5.84;2.22;-150
Oc1c(cc(cc1F)F)/C=C/[C@H](CCO)CO;1/000000011;InChI=1S/C12H14F2O3/c13-10-5-9(12(17)11(14)6-10)2-1-8(7-16)3-4-15/h1-2,5-6,8,15-17H,3-4,7H2/b2-1+/t8-/m1/s1;C12H14O3F2;244;1.41;4.12;3.41;2.22;-150
Oc1c(Cl)c(ncc1O)[C@@H](CF)N;1/000000142;InChI=1S/C7H8ClFN2O2/c8-5-6(3(10)1-9)11-2-4(12)7(5)13/h2-3,12H,1,10H2,(H,11,13)/t3-/m1/s1;C7H8N2O2FCl;206;0.52;4.10;2.30;2.47;-150
ONC/C=C/c1cc(F)cc(c1O)F;1/000000008;InChI=1S/C9H9F2NO2/c10-7-4-6(2-1-3-12-14)9(13)8(11)5-7/h1-2,4-5,12-14H,3H2/b2-1+;C9H9NO2F2;201;2.00;4.26;2.71;2.22;0
Oc1c(cc(cc1F)F)/C=C/[C@@H](CO)/C=C/C(=O)N;1/000000066;InChI=1S/C13H13F2NO3/c14-10-5-9(13(19)11(15)6-10)3-1-8(7-17)2-4-12(16)18/h1-6,8,17,19H,7H2,(H2,16,18)/b3-1+,4-2+/t8-/m1/s1;C13H13NO3F2;269;0.93;4.96;2.85;2.22;-150
Oc1c(cc(cc1F)F)/C=C/[C@H](CNCC(=O)C)CO;1/000000140;InChI=1S/C14H17F2NO3/c1-9(19)6-17-7-10(8-18)2-3-11-4-12(15)5-13(16)14(11)20/h2-5,10,17-18,20H,6-8H2,1H3/b3-2+/t10-/m1/s1;C14H17NO3F2;285;1.02;4.05;2.75;3.58;-170
Oc1c(cc(cc1F)F)/C=C/[C@H]([NH2+]Cc1oncn1)CO;1/000000096;InChI=1S/C13H13F2N3O3/c14-9-3-8(13(20)11(15)4-9)1-2-10(6-19)16-5-12-17-7-18-21-12/h1-4,7,10,16,19-20H,5-6H2/p+1/b2-1+/t10-/m0/s1;C13H14N3O3F2;298;1.03;4.43;2.69;3.58;-190
ON[C@@H](c1nnc([nH]1)CO)/C=C/c1cc(F)cc(c1O)F;1/000000132;InChI=1S/C12H12F2N4O3/c13-7-3-6(11(20)8(14)4-7)1-2-9(18-21)12-15-10(5-19)16-17-12/h1-4,9,18-21H,5H2,(H,15,16,17)/b2-1+/t9-/m1/s1;C12H12N4O3F2;298;1.81;4.29;2.57;23.40;-170
Oc1c(cc(cc1F)F)/C=C/[C@H](CCOCC)CO;1/000000045;InChI=1S/C14H18F2O3/c1-2-19-6-5-10(9-17)3-4-11-7-12(15)8-13(16)14(11)18/h3-4,7-8,10,17-18H,2,5-6,9H2,1H3/b4-3+/t10-/m1/s1;C14H18O3F2;272;2.35;4.26;1.03;2.22;-190
Oc1c(Cl)c(ncc1O)[C@@H](CF)N;1/000000146;InChI=1S/C7H8ClFN2O2/c8-5-6(3(10)1-9)11-2-4(12)7(5)13/h2-3,12H,1,10H2,(H,11,13)/t3-/m1/s1;C7H8N2O2FCl;206;0.52;4.09;2.27;2.47;-150
Oc1c(cc(cc1F)F)/C=C/[C@H]([NH2+]C)CO;1/000000014;InChI=1S/C11H13F2NO2/c1-14-9(6-15)3-2-7-4-8(12)5-10(13)11(7)16/h2-5,9,14-16H,6H2,1H3/p+1/b3-2+/t9-/m0/s1;C11H14NO2F2;230;1.45;4.00;4.04;2.22;-170
Oc1c(cc(cc1F)F)/C=C/[C@H](CN)CO;1/000000034;InChI=1S/C11H13F2NO2/c12-9-3-8(11(16)10(13)4-9)2-1-7(5-14)6-15/h1-4,7,15-16H,5-6,14H2/b2-1+/t7-/m1/s1;C11H13NO2F2;229;0.98;4.00;3.25;2.22;-150
Oc1c(cc(cc1F)F)/C=C/[C@H](CON)CO;1/000000024;InChI=1S/C11H13F2NO3/c12-9-3-8(11(16)10(13)4-9)2-1-7(5-15)6-17-14/h1-4,7,15-16H,5-6,14H2/b2-1+/t7-/m0/s1;C11H13NO3F2;245;0.54;4.01;1.98;2.22;-150
Oc1c(cc(cc1F)F)/C=C/[C@H](COC)ON;1/000000147;InChI=1S/C11H13F2NO3/c1-16-6-9(17-14)3-2-7-4-8(12)5-10(13)11(7)15/h2-5,9,15H,6,14H2,1H3/b3-2+/t9-/m1/s1;C11H13NO3F2;245;1.13;4.06;5.00;2.22;-170
Oc1c(cc(cc1F)F)/C=C/[C@@H](CO)S;1/000000054;InChI=1S/C10H10F2O2S/c11-7-3-6(1-2-8(15)5-13)10(14)9(12)4-7/h1-4,8,13-15H,5H2/b2-1+/t8-/m0/s1;C10H10O2SF2;232;2.07;4.13;3.58;2.22;-150
SS[C@H](CO)/C=C/c1cc(F)cc(c1O)F;1/000000028;InChI=1S/C10H10F2O2S2/c11-7-3-6(10(14)9(12)4-7)1-2-8(5-13)16-15/h1-4,8,13-15H,5H2/b2-1+/t8-/m0/s1;C10H10O2S2F2;264;2.33;4.32;3.33;2.22;-150
Oc1c(cc(cc1F)F)/C=C/[C@H](CON)CO;1/000000082;InChI=1S/C11H13F2NO3/c12-9-3-8(11(16)10(13)4-9)2-1-7(5-15)6-17-14/h1-4,7,15-16H,5-6,14H2/b2-1+/t7-/m0/s1;C11H13NO3F2;245;0.54;4.75;3.52;2.22;-150
Oc1c(cc(cc1F)F)/C=C/C[C@@H](CO)O;1/000000038;InChI=1S/C11H12F2O3/c12-8-4-7(11(16)10(13)5-8)2-1-3-9(15)6-14/h1-2,4-5,9,14-16H,3,6H2/b2-1+/t9-/m0/s1;C11H12O3F2;230;1.22;4.05;3.92;2.22;-150
ONC/C=C/c1cc(F)cc(c1O)F;1/000000004;InChI=1S/C9H9F2NO2/c10-7-4-6(2-1-3-12-14)9(13)8(11)5-7/h1-2,4-5,12-14H,3H2/b2-1+;C9H9NO2F2;201;2.00;4.26;2.71;2.22;0
Oc1c(cc(cc1F)F)/C=C/[C@H]([NH2+]CCN)CO;1/000000102;InChI=1S/C12H16F2N2O2/c13-9-5-8(12(18)11(14)6-9)1-2-10(7-17)16-4-3-15/h1-2,5-6,10,16-18H,3-4,7,15H2/p+1/b2-1+/t10-/m0/s1;C12H17N2O2F2;259;0.67;4.83;2.75;2.22;-150
ON[C@@H](c1nnc([nH]1)CO)/C=C/c1cc(F)cc(c1O)F;1/000000126;InChI=1S/C12H12F2N4O3/c13-7-3-6(11(20)8(14)4-7)1-2-9(18-21)12-15-10(5-19)16-17-12/h1-4,9,18-21H,5H2,(H,15,16,17)/b2-1+/t9-/m1/s1;C12H12N4O3F2;298;1.81;4.35;2.50;23.40;-150
SS[C@H](CO)/C=C/c1cc(F)cc(c1O)F;1/000000027;InChI=1S/C10H10F2O2S2/c11-7-3-6(10(14)9(12)4-7)1-2-8(5-13)16-15/h1-4,8,13-15H,5H2/b2-1+/t8-/m0/s1;C10H10O2S2F2;264;2.33;4.31;3.89;2.22;-150
Oc1c(F)cc(cc1CS[C@@H](S(=O)(=O)NO)NCO)F;1/000000118;InChI=1S/C9H12F2N2O5S2/c10-6-1-5(8(15)7(11)2-6)3-19-9(12-4-14)20(17,18)13-16/h1-2,9,12-16H,3-4H2/t9-/m0/s1;C9H12N2O5S2F2;330;0.06;4.30;4.50;24.00;-150
ONC/C=C/c1cc(F)cc(c1O)F;1/000000077;InChI=1S/C9H9F2NO2/c10-7-4-6(2-1-3-12-14)9(13)8(11)5-7/h1-2,4-5,12-14H,3H2/b2-1+;C9H9NO2F2;201;2.00;4.26;2.71;2.22;0
Oc1c(cc(cc1F)F)/C=C/[C@H]([NH2+]C)CO;1/000000016;InChI=1S/C11H13F2NO2/c1-14-9(6-15)3-2-7-4-8(12)5-10(13)11(7)16/h2-5,9,14-16H,6H2,1H3/p+1/b3-2+/t9-/m0/s1;C11H14NO2F2;230;1.45;4.15;2.62;2.22;-170
Oc1c(cc(cc1F)F)/C=C/[C@H](CN)CO;1/000000032;InChI=1S/C11H13F2NO2/c12-9-3-8(11(16)10(13)4-9)2-1-7(5-14)6-15/h1-4,7,15-16H,5-6,14H2/b2-1+/t7-/m1/s1;C11H13NO2F2;229;0.98;4.19;3.87;2.22;-150
ON[C@@H](c1nnc([nH]1)CO)/C=C/c1cc(F)cc(c1O)F;1/000000129;InChI=1S/C12H12F2N4O3/c13-7-3-6(11(20)8(14)4-7)1-2-9(18-21)12-15-10(5-19)16-17-12/h1-4,9,18-21H,5H2,(H,15,16,17)/b2-1+/t9-/m1/s1;C12H12N4O3F2;298;1.81;4.37;2.04;23.40;-170
Oc1c(Cl)c(ncc1O)[C@@H](CF)N;1/000000144;InChI=1S/C7H8ClFN2O2/c8-5-6(3(10)1-9)11-2-4(12)7(5)13/h2-3,12H,1,10H2,(H,11,13)/t3-/m1/s1;C7H8N2O2FCl;206;0.52;4.05;2.09;2.47;-150
Oc1c(cc(cc1F)F)/C=C/[C@H]([NH2+]C)CO;1/000000015;InChI=1S/C11H13F2NO2/c1-14-9(6-15)3-2-7-4-8(12)5-10(13)11(7)16/h2-5,9,14-16H,6H2,1H3/p+1/b3-2+/t9-/m0/s1;C11H14NO2F2;230;1.45;4.16;2.65;2.22;-170
ONC/C=C/c1cc(F)cc(c1O)F;1/000000006;InChI=1S/C9H9F2NO2/c10-7-4-6(2-1-3-12-14)9(13)8(11)5-7/h1-2,4-5,12-14H,3H2/b2-1+;C9H9NO2F2;201;2.00;4.19;3.02;2.22;0
Oc1c(cc(cc1F)F)/C=C/[C@@H](CO)S;1/000000048;InChI=1S/C10H10F2O2S/c11-7-3-6(1-2-8(15)5-13)10(14)9(12)4-7/h1-4,8,13-15H,5H2/b2-1+/t8-/m0/s1;C10H10O2SF2;232;2.07;4.18;3.26;2.22;-150
Oc1c(cc(cc1F)F)/C=C/[C@H](CN)CO;1/000000035;InChI=1S/C11H13F2NO2/c12-9-3-8(11(16)10(13)4-9)2-1-7(5-14)6-15/h1-4,7,15-16H,5-6,14H2/b2-1+/t7-/m1/s1;C11H13NO2F2;229;0.98;4.14;3.49;2.22;-150
ON[C@@H](c1nnc([nH]1)CO)/C=C/c1cc(F)cc(c1O)F;1/000000122;InChI=1S/C12H12F2N4O3/c13-7-3-6(11(20)8(14)4-7)1-2-9(18-21)12-15-10(5-19)16-17-12/h1-4,9,18-21H,5H2,(H,15,16,17)/b2-1+/t9-/m1/s1;C12H12N4O3F2;298;1.81;4.41;2.18;23.40;-150
ON[C@@H](c1nnc[nH]1)/C=C/c1cc(F)cc(c1O)F;1/000000072;InChI=1S/C11H10F2N4O2/c12-7-3-6(10(18)8(13)4-7)1-2-9(17-19)11-14-5-15-16-11/h1-5,9,17-19H,(H,14,15,16)/b2-1+/t9-/m1/s1;C11H10N4O2F2;268;2.61;4.03;2.67;2.22;-150
Oc1c(cc(cc1F)F)/C=C/[C@H](CCOCC)CO;1/000000044;InChI=1S/C14H18F2O3/c1-2-19-6-5-10(9-17)3-4-11-7-12(15)8-13(16)14(11)18/h3-4,7-8,10,17-18H,2,5-6,9H2,1H3/b4-3+/t10-/m1/s1;C14H18O3F2;272;2.35;4.22;1.03;2.22;-170
Oc1c(cc(cc1F)F)/C=C/[C@@H](CO)S;1/000000055;InChI=1S/C10H10F2O2S/c11-7-3-6(1-2-8(15)5-13)10(14)9(12)4-7/h1-4,8,13-15H,5H2/b2-1+/t8-/m0/s1;C10H10O2SF2;232;2.07;4.14;3.40;2.22;-150
Oc1c(cc(cc1F)F)/C=C/[C@H](CN)CO;1/000000037;InChI=1S/C11H13F2NO2/c12-9-3-8(11(16)10(13)4-9)2-1-7(5-14)6-15/h1-4,7,15-16H,5-6,14H2/b2-1+/t7-/m1/s1;C11H13NO2F2;229;0.98;4.16;2.40;2.22;-150
ONC(=O)/C=C/[C@H](CO)/C=C/c1cc(F)cc(c1O)F;1/000000059;InChI=1S/C13H13F2NO4/c14-10-5-9(13(19)11(15)6-10)3-1-8(7-17)2-4-12(18)16-20/h1-6,8,17,19-20H,7H2,(H,16,18)/b3-1+,4-2+/t8-/m1/s1;C13H13NO4F2;285;1.01;5.14;2.33;3.58;-150
Oc1c(cc(cc1F)F)/C=C/[C@@H](CO)S;1/000000057;InChI=1S/C10H10F2O2S/c11-7-3-6(1-2-8(15)5-13)10(14)9(12)4-7/h1-4,8,13-15H,5H2/b2-1+/t8-/m0/s1;C10H10O2SF2;232;2.07;4.12;3.60;2.22;-150
SS[C@H](CO)/C=C/c1cc(F)cc(c1O)F;1/000000078;InChI=1S/C10H10F2O2S2/c11-7-3-6(10(14)9(12)4-7)1-2-8(5-13)16-15/h1-4,8,13-15H,5H2/b2-1+/t8-/m0/s1;C10H10O2S2F2;264;2.33;4.38;4.73;2.22;-150
Oc1c(cc(cc1F)F)/C=C/[C@H](CON)CO;1/000000020;InChI=1S/C11H13F2NO3/c12-9-3-8(11(16)10(13)4-9)2-1-7(5-15)6-17-14/h1-4,7,15-16H,5-6,14H2/b2-1+/t7-/m0/s1;C11H13NO3F2;245;0.54;4.75;3.52;2.22;-150
Oc1c(cc(cc1F)F)/C=C/[C@H]([NH2+]CCN)CO;1/000000100;InChI=1S/C12H16F2N2O2/c13-9-5-8(12(18)11(14)6-9)1-2-10(7-17)16-4-3-15/h1-2,5-6,10,16-18H,3-4,7,15H2/p+1/b2-1+/t10-/m0/s1;C12H17N2O2F2;259;0.67;4.76;3.22;2.22;-150
Oc1c(cc(cc1F)F)/C=C/[C@@H](CO)SCSC;1/000000113;InChI=1S/C12H14F2O2S2/c1-17-7-18-10(6-15)3-2-8-4-9(13)5-11(14)12(8)16/h2-5,10,15-16H,6-7H2,1H3/b3-2+/t10-/m0/s1;C12H14O2S2F2;292;3.05;4.45;2.87;2.22;-170
ONC(=O)/C=C/[C@H](CO)/C=C/c1cc(F)cc(c1O)F;1/000000063;InChI=1S/C13H13F2NO4/c14-10-5-9(13(19)11(15)6-10)3-1-8(7-17)2-4-12(18)16-20/h1-6,8,17,19-20H,7H2,(H,16,18)/b3-1+,4-2+/t8-/m1/s1;C13H13NO4F2;285;1.01;4.41;1.95;3.58;-170
ON[C@@H](c1nnc([nH]1)CNC)/C=C/c1cc(F)cc(c1O)F;1/000000108;InChI=1S/C13H15F2N5O2/c1-16-6-11-17-13(19-18-11)10(20-22)3-2-7-4-8(14)5-9(15)12(7)21/h2-5,10,16,20-22H,6H2,1H3,(H,17,18,19)/b3-2+/t10-/m1/s1;C13H15N5O2F2;311;2.13;4.47;2.07;6.58;-170
ON[C@@H](c1nnc([nH]1)CO)/C=C/c1cc(F)cc(c1O)F;1/000000133;InChI=1S/C12H12F2N4O3/c13-7-3-6(11(20)8(14)4-7)1-2-9(18-21)12-15-10(5-19)16-17-12/h1-4,9,18-21H,5H2,(H,15,16,17)/b2-1+/t9-/m1/s1;C12H12N4O3F2;298;1.81;4.34;2.22;23.40;-170
Oc1c(cc(cc1F)F)/C=C/[C@H]([NH2+]CCS(=O)(=O)O)CO;1/000000156;InChI=1S/C12H15F2NO5S/c13-9-5-8(12(17)11(14)6-9)1-2-10(7-16)15-3-4-21(18,19)20/h1-2,5-6,10,15-17H,3-4,7H2,(H,18,19,20)/p+1/b2-1+/t10-/m0/s1;C12H16NO5SF2;324;0.27;4.22;2.72;3.58;-200
ONC/C=C/c1cc(F)cc(c1O)F;1/000000075;InChI=1S/C9H9F2NO2/c10-7-4-6(2-1-3-12-14)9(13)8(11)5-7/h1-2,4-5,12-14H,3H2/b2-1+;C9H9NO2F2;201;2.00;4.19;3.02;2.22;0
Oc1c(cc(cc1F)F)/C=C/[C@@H](CO)S;1/000000053;InChI=1S/C10H10F2O2S/c11-7-3-6(1-2-8(15)5-13)10(14)9(12)4-7/h1-4,8,13-15H,5H2/b2-1+/t8-/m0/s1;C10H10O2SF2;232;2.07;4.12;3.52;2.22;-150
Oc1c(cc(cc1F)F)/C=C/[C@H](CONCC)CO;1/000000154;InChI=1S/C13H17F2NO3/c1-2-16-19-8-9(7-17)3-4-10-5-11(14)6-12(15)13(10)18/h3-6,9,16-18H,2,7-8H2,1H3/b4-3+/t9-/m0/s1;C13H17NO3F2;273;2.34;4.20;2.04;2.22;-190
ON[C@@H](CCO)/C=C/c1cc(F)cc(c1O)F;1/000000139;InChI=1S/C11H13F2NO3/c12-8-5-7(11(16)10(13)6-8)1-2-9(14-17)3-4-15/h1-2,5-6,9,14-17H,3-4H2/b2-1+/t9-/m1/s1;C11H13NO3F2;245;1.75;4.40;4.69;2.22;-150
Oc1c(cc(cc1F)F)/C=C/[C@H](CON)CO;1/000000079;InChI=1S/C11H13F2NO3/c12-9-3-8(11(16)10(13)4-9)2-1-7(5-15)6-17-14/h1-4,7,15-16H,5-6,14H2/b2-1+/t7-/m0/s1;C11H13NO3F2;245;0.54;4.76;3.85;2.22;-150
ON[C@@H](c1nnc([nH]1)C)/C=C/c1cc(F)cc(c1O)F;1/000000117;InChI=1S/C12H12F2N4O2/c1-6-15-12(17-16-6)10(18-20)3-2-7-4-8(13)5-9(14)11(7)19/h2-5,10,18-20H,1H3,(H,15,16,17)/b3-2+/t10-/m1/s1;C12H12N4O2F2;282;2.85;4.42;2.42;3.58;-170
ONC(=O)/C=C/[C@H](CO)/C=C/c1cc(F)cc(c1O)F;1/000000058;InChI=1S/C13H13F2NO4/c14-10-5-9(13(19)11(15)6-10)3-1-8(7-17)2-4-12(18)16-20/h1-6,8,17,19-20H,7H2,(H,16,18)/b3-1+,4-2+/t8-/m1/s1;C13H13NO4F2;285;1.01;5.15;2.35;3.58;-150
ON[C@@H](c1nnc([nH]1)CO)/C=C/c1cc(F)cc(c1O)F;1/000000127;InChI=1S/C12H12F2N4O3/c13-7-3-6(11(20)8(14)4-7)1-2-9(18-21)12-15-10(5-19)16-17-12/h1-4,9,18-21H,5H2,(H,15,16,17)/b2-1+/t9-/m1/s1;C12H12N4O3F2;298;1.81;4.36;2.51;23.40;-170
SS[C@H](CO)/C=C/c1cc(F)cc(c1O)F;1/000000080;InChI=1S/C10H10F2O2S2/c11-7-3-6(10(14)9(12)4-7)1-2-8(5-13)16-15/h1-4,8,13-15H,5H2/b2-1+/t8-/m0/s1;C10H10O2S2F2;264;2.33;4.18;5.08;2.22;-150
SS[C@H](CO)/C=C/c1cc(F)cc(c1O)F;1/000000025;InChI=1S/C10H10F2O2S2/c11-7-3-6(10(14)9(12)4-7)1-2-8(5-13)16-15/h1-4,8,13-15H,5H2/b2-1+/t8-/m0/s1;C10H10O2S2F2;264;2.33;4.18;5.08;2.22;-150
SS[C@H](CO)/C=C/c1cc(F)cc(c1O)F;1/000000087;InChI=1S/C10H10F2O2S2/c11-7-3-6(10(14)9(12)4-7)1-2-8(5-13)16-15/h1-4,8,13-15H,5H2/b2-1+/t8-/m0/s1;C10H10O2S2F2;264;2.33;4.22;3.76;2.22;-150
ON[C@@H](c1nnc([nH]1)CO)/C=C/c1cc(F)cc(c1O)F;1/000000135;InChI=1S/C12H12F2N4O3/c13-7-3-6(11(20)8(14)4-7)1-2-9(18-21)12-15-10(5-19)16-17-12/h1-4,9,18-21H,5H2,(H,15,16,17)/b2-1+/t9-/m1/s1;C12H12N4O3F2;298;1.81;4.87;1.66;23.40;-150
Oc1c(cc(cc1F)F)/C=C/[C@H](CON)CO;1/000000022;InChI=1S/C11H13F2NO3/c12-9-3-8(11(16)10(13)4-9)2-1-7(5-15)6-17-14/h1-4,7,15-16H,5-6,14H2/b2-1+/t7-/m0/s1;C11H13NO3F2;245;0.54;4.08;2.66;2.22;-150
Oc1c(cc(cc1F)F)/C=C/[C@H](CN)CO;1/000000036;InChI=1S/C11H13F2NO2/c12-9-3-8(11(16)10(13)4-9)2-1-7(5-14)6-15/h1-4,7,15-16H,5-6,14H2/b2-1+/t7-/m1/s1;C11H13NO2F2;229;0.98;4.17;2.91;2.22;-150
Oc1c(cc(cc1F)F)/C=C/[C@@H](CO)S;1/000000050;InChI=1S/C10H10F2O2S/c11-7-3-6(1-2-8(15)5-13)10(14)9(12)4-7/h1-4,8,13-15H,5H2/b2-1+/t8-/m0/s1;C10H10O2SF2;232;2.07;4.09;3.41;2.22;-150
Oc1c(cc(cc1F)F)/C=C/[C@H](CN)CO;1/000000033;InChI=1S/C11H13F2NO2/c12-9-3-8(11(16)10(13)4-9)2-1-7(5-14)6-15/h1-4,7,15-16H,5-6,14H2/b2-1+/t7-/m1/s1;C11H13NO2F2;229;0.98;4.11;4.17;2.22;-150
Oc1c(cc(cc1F)F)/C=C/[C@@H](CO)S;1/000000088;InChI=1S/C10H10F2O2S/c11-7-3-6(1-2-8(15)5-13)10(14)9(12)4-7/h1-4,8,13-15H,5H2/b2-1+/t8-/m0/s1;C10H10O2SF2;232;2.07;4.13;3.65;2.22;-150
ON[C@@H](c1nnc([nH]1)CO)/C=C/c1cc(F)cc(c1O)F;1/000000130;InChI=1S/C12H12F2N4O3/c13-7-3-6(11(20)8(14)4-7)1-2-9(18-21)12-15-10(5-19)16-17-12/h1-4,9,18-21H,5H2,(H,15,16,17)/b2-1+/t9-/m1/s1;C12H12N4O3F2;298;1.81;4.28;2.26;23.40;-170
ONC/C=C/c1cc(F)cc(c1O)F;1/000000001;InChI=1S/C9H9F2NO2/c10-7-4-6(2-1-3-12-14)9(13)8(11)5-7/h1-2,4-5,12-14H,3H2/b2-1+;C9H9NO2F2;201;2.00;4.19;3.02;2.22;0
Oc1c(cc(cc1F)F)/C=C/[C@H]([NH2+]Cc1oncn1)CO;1/000000097;InChI=1S/C13H13F2N3O3/c14-9-3-8(13(20)11(15)4-9)1-2-10(6-19)16-5-12-17-7-18-21-12/h1-4,7,10,16,19-20H,5-6H2/p+1/b2-1+/t10-/m0/s1;C13H14N3O3F2;298;1.03;4.50;2.53;3.58;-190
Oc1c(cc(cc1F)F)/C=C/[C@H](CS)ON;1/000000134;InChI=1S/C10H11F2NO2S/c11-7-3-6(10(14)9(12)4-7)1-2-8(5-16)15-13/h1-4,8,14,16H,5,13H2/b2-1+/t8-/m1/s1;C10H11NO2SF2;247;1.99;4.09;4.27;2.22;-150
ON[C@@H](c1nnc[nH]1)/C=C/c1cc(F)cc(c1O)F;1/000000071;InChI=1S/C11H10F2N4O2/c12-7-3-6(10(18)8(13)4-7)1-2-9(17-19)11-14-5-15-16-11/h1-5,9,17-19H,(H,14,15,16)/b2-1+/t9-/m1/s1;C11H10N4O2F2;268;2.61;4.17;2.29;2.22;-150
Oc1c(cc(cc1F)F)/C=C/[C@H]([NH2+]CCN)CO;1/000000104;InChI=1S/C12H16F2N2O2/c13-9-5-8(12(18)11(14)6-9)1-2-10(7-17)16-4-3-15/h1-2,5-6,10,16-18H,3-4,7,15H2/p+1/b2-1+/t10-/m0/s1;C12H17N2O2F2;259;0.67;4.08;3.20;2.22;-150
ON[C@@H](c1nnc([nH]1)C)/C=C/c1cc(F)cc(c1O)F;1/000000116;InChI=1S/C12H12F2N4O2/c1-6-15-12(17-16-6)10(18-20)3-2-7-4-8(13)5-9(14)11(7)19/h2-5,10,18-20H,1H3,(H,15,16,17)/b3-2+/t10-/m1/s1;C12H12N4O2F2;282;2.85;4.52;2.05;3.58;-170
Oc1c(cc(cc1F)F)/C=C/[C@H](CN)CO;1/000000094;InChI=1S/C11H13F2NO2/c12-9-3-8(11(16)10(13)4-9)2-1-7(5-14)6-15/h1-4,7,15-16H,5-6,14H2/b2-1+/t7-/m1/s1;C11H13NO2F2;229;0.98;4.11;4.17;2.22;-150
