SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical,SA_Score,SA_Score_Binary
Oc1cncc(c1O)C#CC(=O)Nc1ccccc1F,1/000000364,"InChI=1S/C14H9FN2O3/c15-10-3-1-2-4-11(10)17-13(19)6-5-9-7-16-8-12(18)14(9)20/h1-4,7-8,18H,(H,16,20)(H,17,19)",C14H9N2O3F,272,1.75,4.74,4.09,19.1,0,2.7780171690178115,1
SCc1ncc(c(c1C#CC(=O)NC1CCCCCC1)O)O,1/000000410,"InChI=1S/C16H20N2O3S/c19-14-9-17-13(10-22)12(16(14)21)7-8-15(20)18-11-5-3-1-2-4-6-11/h9,11,19,22H,1-6,10H2,(H,17,21)(H,18,20)",C16H20N2O3S,320,2.46,4.74,7.44,21.3,-150,3.234796806318271,1
Oc1c(cncc1O)c1ccc(cc1)/C(=C\C=C)/CC(=O)N,1/000000257,"InChI=1S/C17H16N2O3/c1-2-3-13(8-16(18)21)11-4-6-12(7-5-11)14-9-19-10-15(20)17(14)22/h2-7,9-10,20H,1,8H2,(H2,18,21)(H,19,22)/b13-3-",C17H16N2O3,296,1.3,4.74,6.68,17.4,-160,3.0332272663923057,1
Oc1c(C#CC(=O)N[C@H]2SCC=C2)c(ncc1O)C(=O)O,1/000000200,"InChI=1S/C13H10N2O5S/c16-8-6-14-11(13(19)20)7(12(8)18)3-4-9(17)15-10-2-1-5-21-10/h1-2,6,10,16H,5H2,(H,14,18)(H,15,17)(H,19,20)/t10-/m0/s1",C13H9N2O5S,305,0.19,4.74,5.86,23.9,-150,4.375518309388662,0
Oc1cnc(c(c1O)C#CC(=O)Nc1cccnc1C)CF,1/000000434,"InChI=1S/C15H12FN3O3/c1-9-11(3-2-6-17-9)19-14(21)5-4-10-12(7-16)18-8-13(20)15(10)22/h2-3,6,8,20H,7H2,1H3,(H,18,22)(H,19,21)",C15H12N3O3F,301,1.07,4.72,7.39,20.9,-20,3.2809780860644366,1
c1nc(c(cc1Cl)Cl)NC(=O)c1c(N(=O)=O)ccc2c1NCC(=O)N2,18/000000023,"InChI=1S/C14H9Cl2N5O4/c15-6-3-7(16)13(18-4-6)20-14(23)11-9(21(24)25)2-1-8-12(11)17-5-10(22)19-8/h1-4,17H,5H2,(H,19,22)(H,18,20,23)",C14H9N5O4Cl2,381,1.97,4.72,9.25,3.58,-97,2.8335107679492193,1
Oc1c(C#CC(=O)N[C@H](c2onc(c2)CC)C=C)cncc1O,1/000000442,"InChI=1S/C16H15N3O4/c1-3-11-7-14(23-19-11)12(4-2)18-15(21)6-5-10-8-17-9-13(20)16(10)22/h4,7-9,12,20H,2-3H2,1H3,(H,17,22)(H,18,21)/t12-/m0/s1",C16H15N3O4,313,1.34,4.71,2.95,25.0,-190,4.1093231323547315,0
Oc1c(C#CC(=O)N[C@H](CBr)C=C)c(ncc1O)CNC,1/000000493,"InChI=1S/C14H16BrN3O3/c1-3-9(6-15)18-13(20)5-4-10-11(7-16-2)17-8-12(19)14(10)21/h3,8-9,16,19H,1,6-7H2,2H3,(H,17,21)(H,18,20)/t9-/m0/s1",C14H16N3O3Br,354,1.45,4.71,8.51,21.3,-200,4.246362885683512,0
Oc1c(O)c(C2=NCON2)cc(c1)C(=O)CCNN,3/000000098,"InChI=1S/C11H14N4O4/c12-14-2-1-8(16)6-3-7(10(18)9(17)4-6)11-13-5-19-15-11/h3-4,14,17-18H,1-2,5,12H2,(H,13,15)",C11H14N4O4,266,-0.05,4.7,0.86,17.9,-140,3.582017593742224,1
Oc1c(cncc1O)c1ccc(c(c1)C=C)C(=C)CC(=O)N,1/000000263,"InChI=1S/C17H16N2O3/c1-3-11-7-12(14-8-19-9-15(20)17(14)22)4-5-13(11)10(2)6-16(18)21/h3-5,7-9,20H,1-2,6H2,(H2,18,21)(H,19,22)",C17H16N2O3,296,1.55,4.7,7.45,17.4,-160,3.219595664879064,1
Oc1c(O)cc(cc1C1=CCC=CO1)C(=O)CO,3/000000107,"InChI=1S/C13H12O5/c14-7-11(16)8-5-9(13(17)10(15)6-8)12-3-1-2-4-18-12/h2-6,14-15,17H,1,7H2",C13H12O5,248,1.13,4.69,2.13,3.58,-160,3.321374810607299,1
OC(=O)[C@@H](n1ncc(c1)N(=O)=O)C#Cc1ccc(c(c1)CC#CC)O,27/000000016,"InChI=1S/C17H13N3O5/c1-2-3-4-13-9-12(6-8-16(13)21)5-7-15(17(22)23)19-11-14(10-18-19)20(24)25/h6,8-11,15,21H,4H2,1H3,(H,22,23)/t15-/m0/s1",C17H13N3O5,339,2.73,4.69,2.54,3.84,-170,3.832468019470583,1
Oc1c(C#CC(=O)N[C@H](CBr)C(=C)CCl)cncc1O,1/000000460,"InChI=1S/C13H12BrClN2O3/c1-8(5-15)10(4-14)17-12(19)3-2-9-6-16-7-11(18)13(9)20/h6-7,10,18H,1,4-5H2,(H,16,20)(H,17,19)/t10-/m1/s1",C13H12N2O3ClBr,359,1.93,4.68,5.51,21.0,-150,4.223039379131309,0
C#CCc1c(ccc(c1N)c1cncc(c1)O)/C=C\CCO,1/000000323,"InChI=1S/C18H18N2O2/c1-2-5-16-13(6-3-4-9-21)7-8-17(18(16)19)14-10-15(22)12-20-11-14/h1,3,6-8,10-12,21-22H,4-5,9,19H2/b6-3-",C18H18N2O2,294,1.75,4.67,5.99,17.6,-160,3.1476531338616933,1
Oc1c(cncc1O)c1ccc(cc1)C(=C)CC(=O)N,1/000000061,"InChI=1S/C15H14N2O3/c1-9(6-14(16)19)10-2-4-11(5-3-10)12-7-17-8-13(18)15(12)20/h2-5,7-8,18H,1,6H2,(H2,16,19)(H,17,20)",C15H14N2O3,270,1.03,4.66,5.79,15.2,-160,2.75526348769913,1
Oc1c(cncc1O)c1ccc(cc1)/C=C/C,1/000000055,"InChI=1S/C14H13NO2/c1-2-3-10-4-6-11(7-5-10)12-8-15-9-13(16)14(12)17/h2-9,16H,1H3,(H,15,17)/b3-2+",C14H13NO2,227,2.73,4.66,3.84,11.0,-180,2.4893194664559406,1
Oc1cccc(c1[C@@H](C#CC(=O)c1occc1)O)NS(=O)=O,30/000000017,"InChI=1S/C14H11NO6S/c16-10(13-5-2-8-21-13)6-7-12(18)14-9(15-22(19)20)3-1-4-11(14)17/h1-5,8,12,17-18,22H,(H,15,19,20)/t12-/m1/s1",C14H11NO6S,321,-0.2,4.65,6.96,3.58,-150,4.130674095193127,0
Oc1c(Br)cc(cc1CO)C(=O)C[C@H](CCl)N(=O)=O,3/000000055,"InChI=1S/C11H11BrClNO5/c12-9-2-6(1-7(5-15)11(9)17)10(16)3-8(4-13)14(18)19/h1-2,8,15,17H,3-5H2/t8-/m1/s1",C11H11NO5ClBr,352,2.11,4.65,2.63,2.48,-150,3.5482255529054143,1
SSCCc1cccc(c1)C#C[C@H](n1ncc(c1)N(=O)=O)C(=O)O,27/000000018,"InChI=1S/C15H13N3O4S2/c19-15(20)14(17-10-13(9-16-17)18(21)22)5-4-11-2-1-3-12(8-11)6-7-24-23/h1-3,8-10,14,23H,6-7H2,(H,19,20)/t14-/m0/s1",C15H13N3O4S2,363,3.41,4.65,1.86,3.98,-153,3.768365725655646,1
Oc1cnc(c(c1O)C#CC(=O)N[C@@H](CCl)C=S)CBr,1/000000539,"InChI=1S/C12H10BrClN2O3S/c13-3-9-8(12(19)10(17)5-15-9)1-2-11(18)16-7(4-14)6-20/h5-7,17H,3-4H2,(H,15,19)(H,16,18)/t7-/m0/s1",C12H10N2O3SClBr,377,1.83,4.65,7.83,23.1,-150,4.527836815028745,0
Oc1nc2c([nH]1)cc(cc2)CCc1nn(cc1N(=O)=O)C(=O)O,25/000000013,"InChI=1S/C13H11N5O5/c19-12-14-8-3-1-7(5-10(8)15-12)2-4-9-11(18(22)23)6-17(16-9)13(20)21/h1,3,5-6H,2,4H2,(H,20,21)(H2,14,15,19)",C13H10N5O5,316,1.13,4.65,4.66,3.98,-40,3.1543534748969098,1
Oc1c(C#CC(=O)N[C@H](CCC)C=S)cncc1O,1/000000505,"InChI=1S/C13H14N2O3S/c1-2-3-10(8-19)15-12(17)5-4-9-6-14-7-11(16)13(9)18/h6-8,10,16H,2-3H2,1H3,(H,14,18)(H,15,17)/t10-/m1/s1",C13H14N2O3S,278,1.31,4.65,6.2,20.3,-170,4.134882191958669,0
C#Cc1ncc(c(c1C#CC(=O)Nc1cnccc1)O)O,1/000000236,"InChI=1S/C15H9N3O3/c1-2-12-11(15(21)13(19)9-17-12)5-6-14(20)18-10-4-3-7-16-8-10/h1,3-4,7-9,19H,(H,17,21)(H,18,20)",C15H9N3O3,279,0.92,4.64,6.34,21.0,0,3.281001638685103,1
OC(=O)[C@@H](n1ncc(c1)N(=O)=O)C#Cc1ccc(c(c1)Cl)O,27/000000015,"InChI=1S/C13H8ClN3O5/c14-10-5-8(2-4-12(10)18)1-3-11(13(19)20)16-7-9(6-15-16)17(21)22/h2,4-7,11,18H,(H,19,20)/t11-/m0/s1",C13H8N3O5Cl,321,2.65,4.64,3.01,2.61,-150,3.5005802742599617,1
Oc1c(C#CC(=O)NCCCC)c(ncc1O)C(=O)O,1/000000420,"InChI=1S/C13H14N2O5/c1-2-3-6-14-10(17)5-4-8-11(13(19)20)15-7-9(16)12(8)18/h7,16H,2-3,6H2,1H3,(H,14,17)(H,15,18)(H,19,20)",C13H13N2O5,277,0.43,4.64,5.69,20.0,-20,3.0673440005196424,1
Oc1c(C#CC(=O)NC2CCCCC2)cncc1O,1/000000106,"InChI=1S/C14H16N2O3/c17-12-9-15-8-10(14(12)19)6-7-13(18)16-11-4-2-1-3-5-11/h8-9,11,17H,1-5H2,(H,15,19)(H,16,18)",C14H16N2O3,260,1.64,4.61,4.91,17.6,-150,2.9507668922424664,1
Oc1c(cncc1O)c1ccc(cc1)C(=C)CC(=O)O,1/000000314,"InChI=1S/C15H13NO4/c1-9(6-14(18)19)10-2-4-11(5-3-10)12-7-16-8-13(17)15(12)20/h2-5,7-8,17H,1,6H2,(H,16,20)(H,18,19)",C15H13NO4,271,1.76,4.61,5.43,15.0,-160,2.697484746440388,1
Oc1ccc(cc1c1nn(c(c1)/C=C/CO)CS)NCCNN,3/000000016,"InChI=1S/C15H21N5O2S/c16-18-6-5-17-11-3-4-15(22)13(8-11)14-9-12(2-1-7-21)20(10-23)19-14/h1-4,8-9,17-18,21-23H,5-7,10,16H2/b2-1+",C15H21N5O2S,335,0.81,4.61,2.72,23.7,-140,3.3690588262282724,1
Oc1ccccc1NC(=O)C#Cc1cncc(c1O)O,1/000000090,"InChI=1S/C14H10N2O4/c17-11-4-2-1-3-10(11)16-13(19)6-5-9-7-15-8-12(18)14(9)20/h1-4,7-8,17-18H,(H,15,20)(H,16,19)",C14H10N2O4,270,1.18,4.61,4.28,17.6,0,2.871092993193635,1
Oc1c(O)cc(cc1C1=CCC=C1)C(=O)C=C,3/000000110,"InChI=1S/C14H12O3/c1-2-12(15)10-7-11(9-5-3-4-6-9)14(17)13(16)8-10/h2-3,5-8,16-17H,1,4H2",C14H12O3,228,2.19,4.61,1.33,3.58,-140,3.1483628175197698,1
Oc1c(C#CC(=O)N[C@H](CBr)C=C)cncc1O,1/000000163,"InChI=1S/C12H11BrN2O3/c1-2-9(5-13)15-11(17)4-3-8-6-14-7-10(16)12(8)18/h2,6-7,9,16H,1,5H2,(H,14,18)(H,15,17)/t9-/m0/s1",C12H11N2O3Br,311,1.84,4.6,4.76,18.7,-150,4.204382861118495,0
Oc1cnc(c(c1O)C#CC(=O)Nc1cccnc1C)C,1/000000513,"InChI=1S/C15H13N3O3/c1-9-11(15(21)13(19)8-17-9)5-6-14(20)18-12-4-3-7-16-10(12)2/h3-4,7-8,19H,1-2H3,(H,17,21)(H,18,20)",C15H13N3O3,283,0.97,4.6,7.15,18.2,-80,3.0427080766655905,1
O[C@H](/C=C/Cn1c(=O)cc([nH]1)C#CCN)c1ncc(cc1)Cl,5/000000006,"InChI=1S/C15H15ClN4O2/c16-11-5-6-13(18-10-11)14(21)4-2-8-20-15(22)9-12(19-20)3-1-7-17/h2,4-6,9-10,14,19,21H,7-8,17H2/b4-2+/t14-/m1/s1",C15H15N4O2Cl,318,0.61,4.6,4.91,23.5,-150,4.160509554656984,0
Oc1ncccc1NC(=O)C#Cc1c(O)c(O)cnc1C,1/000000357,"InChI=1S/C14H11N3O4/c1-8-9(13(20)11(18)7-16-8)4-5-12(19)17-10-3-2-6-15-14(10)21/h2-3,6-7,18H,1H3,(H,15,21)(H,16,20)(H,17,19)",C14H11N3O4,285,0.97,4.59,5.78,18.8,-20,3.2734709413870764,1
Oc1ccc(cc1c1cc(Cl)c(c(c1)N)CC=C)C(=O)CC=C,3/000000077,"InChI=1S/C19H18ClNO2/c1-3-5-14-16(20)10-13(11-17(14)21)15-9-12(7-8-19(15)23)18(22)6-4-2/h3-4,7-11,23H,1-2,5-6,21H2",C19H18NO2Cl,327,4.3,4.59,3.93,17.9,-160,2.8041947180287785,1
Oc1c(cncc1O)c1ccc(cc1)/C=C/CC(=O)C,1/000000254,"InChI=1S/C16H15NO3/c1-11(18)3-2-4-12-5-7-13(8-6-12)14-9-17-10-15(19)16(14)20/h2,4-10,19H,3H2,1H3,(H,17,20)/b4-2+",C16H15NO3,269,2.19,4.59,5.85,14.4,-180,2.6517773338529764,1
Oc1c(NC(=O)c2cccc3c2NCC(=O)N3)cc(c(c1)CBr)CCl,18/000000019,"InChI=1S/C17H15BrClN3O3/c18-6-9-5-14(23)13(4-10(9)7-19)22-17(25)11-2-1-3-12-16(11)20-8-15(24)21-12/h1-5,20,23H,6-8H2,(H,21,24)(H,22,25)",C17H15N3O3ClBr,424,2.21,4.59,7.42,3.7,-80,2.9283694779348846,1
Sc1nnc(o1)c1cc(O)c(c(c1)Br)C(=O)O,3/000000047,"InChI=1S/C9H5BrN2O4S/c10-4-1-3(7-11-12-9(17)16-7)2-5(13)6(4)8(14)15/h1-2,13H,(H,12,17)(H,14,15)",C9H5N2O4SBr,317,3.29,4.58,2.59,20.6,-160,2.946261230669988,1
Oc1cncc(c1O)C#CC(=O)Nc1ccccc1,1/000000086,"InChI=1S/C14H10N2O3/c17-12-9-15-8-10(14(12)19)6-7-13(18)16-11-4-2-1-3-5-11/h1-5,8-9,17H,(H,15,19)(H,16,18)",C14H10N2O3,254,1.59,4.58,3.92,16.4,0,2.6836002255757982,1
Oc1cnc(c(c1O)C#CC(=O)N[C@@H](CCN)C)CS,1/000000421,"InChI=1S/C13H17N3O3S/c1-8(4-5-14)16-12(18)3-2-9-10(7-20)15-6-11(17)13(9)19/h6,8,17,20H,4-5,7,14H2,1H3,(H,15,19)(H,16,18)/t8-/m1/s1",C13H17N3O3S,295,0.52,4.58,8.41,20.5,-170,4.066252199644129,0
Oc1c(cncc1O)c1ccc(cc1)/C=C/COC,1/000000049,"InChI=1S/C15H15NO3/c1-19-8-2-3-11-4-6-12(7-5-11)13-9-16-10-14(17)15(13)18/h2-7,9-10,17H,8H2,1H3,(H,16,18)/b3-2+",C15H15NO3,257,2.21,4.57,5.22,12.8,-180,2.575177148652722,1
Oc1c(O)cc(c(c1)CBr)C(=O)CCNN,3/000000122,"InChI=1S/C10H13BrN2O3/c11-5-6-3-9(15)10(16)4-7(6)8(14)1-2-13-12/h3-4,13,15-16H,1-2,5,12H2",C10H13N2O3Br,289,0.68,4.57,3.17,2.35,0,2.927796060321498,1
Oc1c(C#CC(=O)Nc2cc(O)ccc2F)cnc(c1O)/C=C\C,1/000000162,"InChI=1S/C17H13FN2O4/c1-2-3-13-17(24)16(23)10(9-19-13)4-7-15(22)20-14-8-11(21)5-6-12(14)18/h2-3,5-6,8-9,21,24H,1H3,(H,19,23)(H,20,22)/b3-2-",C17H13N2O4F,328,2.26,4.57,5.89,23.1,-20,3.2564635732207883,1
Oc1cncc(c1)c1ccc(c(c1)O)N(=O)=O,1/000000003,"InChI=1S/C11H8N2O4/c14-9-3-8(5-12-6-9)7-1-2-10(13(16)17)11(15)4-7/h1-6,14-15H",C11H8N2O4,232,1.79,4.57,3.09,13.4,-160,2.289474110482127,1
Sc1c(cc(cc1Br)O)C(=O)C[C@H](CCl)N(=O)=O,3/000000043,"InChI=1S/C10H9BrClNO4S/c11-8-3-6(14)2-7(10(8)18)9(15)1-5(4-12)13(16)17/h2-3,5,14,18H,1,4H2/t5-/m1/s1",C10H9NO4SClBr,354,3.3,4.56,2.19,5.09,-170,3.972951884799981,1
Oc1c(cncc1O)c1ccc(cc1)C=C,1/000000036,"InChI=1S/C13H11NO2/c1-2-9-3-5-10(6-4-9)11-7-14-8-12(15)13(11)16/h2-8,15H,1H2,(H,14,16)",C13H11NO2,213,2.41,4.56,3.5,10.4,-160,2.4787853984252557,1
OCC1=CC(=O)C=C(C1=O)/C=C/COc1cc(O)c(cc1F)N(=O)=O,23/000000003,"InChI=1S/C16H12FNO7/c17-12-6-13(18(23)24)14(21)7-15(12)25-3-1-2-9-4-11(20)5-10(8-19)16(9)22/h1-2,4-7,19,21H,3,8H2/b2-1+",C16H12NO7F,349,0.67,4.56,6.49,6.58,0,3.206230195452661,1
Oc1cnc(c(c1O)C#CC(=O)NCC=C)CO,1/000000473,"InChI=1S/C12H12N2O4/c1-2-5-13-11(17)4-3-8-9(7-15)14-6-10(16)12(8)18/h2,6,15-16H,1,5,7H2,(H,13,17)(H,14,18)",C12H12N2O4,248,-0.08,4.56,5.68,18.2,0,3.4696389738726054,1
Oc1cnc(c(c1O)C#CC(=O)N[C@H]1C=CC(=C1)CC)C=S,1/000000468,"InChI=1S/C16H14N2O3S/c1-2-10-3-4-11(7-10)18-15(20)6-5-12-13(9-22)17-8-14(19)16(12)21/h3-4,7-9,11,19H,2H2,1H3,(H,17,21)(H,18,20)/t11-/m0/s1",C16H14N2O3S,314,0.98,4.55,8.74,24.5,-170,4.592761106542433,0
N1OCN=C1/C=C/[C@@H](/C=C/CN)N(=O)=O,10/000000003,"InChI=1S/C8H12N4O3/c9-5-1-2-7(12(13)14)3-4-8-10-6-15-11-8/h1-4,7H,5-6,9H2,(H,10,11)/b2-1+,4-3+/t7-/m1/s1",C8H12N4O3,212,0.47,4.55,2.34,2.22,-150,5.199715310602397,0
Oc1cnc(c(c1O)C#CC(=O)NCCS)CO,1/000000545,"InChI=1S/C11H12N2O4S/c14-6-8-7(11(17)9(15)5-13-8)1-2-10(16)12-3-4-18/h5,14-15,18H,3-4,6H2,(H,12,16)(H,13,17)",C11H12N2O4S,268,-0.03,4.55,5.24,19.1,0,3.5750505908270798,1
Oc1ccccc1[C@@H](C#Cc1c(N)[nH]nc1CBr)O,30/000000028,"InChI=1S/C13H12BrN3O2/c14-7-10-8(13(15)17-16-10)5-6-12(19)9-3-1-2-4-11(9)18/h1-4,12,18-19H,7H2,(H3,15,16,17)/t12-/m1/s1",C13H12N3O2Br,322,2.12,4.54,5.52,2.22,-150,3.662345918652875,1
Oc1c(C#CC(=O)Nc2cccc(c2)O)cncc1O,1/000000092,"InChI=1S/C14H10N2O4/c17-11-3-1-2-10(6-11)16-13(19)5-4-9-7-15-8-12(18)14(9)20/h1-3,6-8,17-18H,(H,15,20)(H,16,19)",C14H10N2O4,270,1.18,4.54,4.33,17.6,0,2.879924861325504,1
Oc1cncc(c1O)c1ccc(c(c1)CO)C=C,1/000000248,"InChI=1S/C14H13NO3/c1-2-9-3-4-10(5-11(9)8-16)12-6-15-7-13(17)14(12)18/h2-7,16-17H,1,8H2,(H,15,18)",C14H13NO3,243,1.6,4.54,4.45,12.2,-160,2.8242065029149916,1
Oc1cccc(c1[C@@H](C#CCN1CCCC1)N=O)OP(=O)(O)O,30/000000012,"InChI=1S/C14H17N2O6P/c17-12-6-3-7-13(22-23(19,20)21)14(12)11(15-18)5-4-10-16-8-1-2-9-16/h3,6-7,11,17H,1-2,8-10H2,(H2,19,20,21)/t11-/m1/s1",C14H17N2O6P,340,0.02,4.53,6.6,24.6,-150,3.7276387573547316,1
Oc1c(C#CC(=O)NCCCOCC)c(ncc1O)C(=O)O,1/000000536,"InChI=1S/C14H16N2O6/c1-2-22-7-3-6-15-11(18)5-4-9-12(14(20)21)16-8-10(17)13(9)19/h8,17H,2-3,6-7H2,1H3,(H,15,18)(H,16,19)(H,20,21)",C14H15N2O6,307,-0.12,4.53,4.87,21.8,-80,3.091308741802141,1
Oc1c(O)c(c2nonc2)cc(c1)C(=O)C,3/000000085,"InChI=1S/C10H8N2O4/c1-5(13)6-2-7(8-4-11-16-12-8)10(15)9(14)3-6/h2-4,14-15H,1H3",C10H8N2O4,220,2.0,4.53,1.12,17.0,-140,3.106848125697981,1
Oc1c(C#CC(=O)Nc2ccccc2F)cnc(c1O)C,1/000000544,"InChI=1S/C15H11FN2O3/c1-9-14(20)15(21)10(8-17-9)6-7-13(19)18-12-5-3-2-4-11(12)16/h2-5,8,20H,1H3,(H,17,21)(H,18,19)",C15H11N2O3F,286,2.07,4.52,5.02,19.7,-20,2.7472478644640006,1
Oc1cncc(c1O)C#CC(=O)Nc1cccnc1[C@H]1NC1,1/000000128,"InChI=1S/C15H12N4O3/c20-12-8-16-6-9(15(12)22)3-4-13(21)19-10-2-1-5-17-14(10)11-7-18-11/h1-2,5-6,8,11,18,20H,7H2,(H,16,22)(H,19,21)/t11-/m0/s1",C15H12N4O3,296,-0.17,4.52,6.92,20.0,-190,3.7497991328207547,1
Sc1c(ccc(c1)c1cccc(c1)C(=O)C(=O)O)/C=C/CN,3/000000061,"InChI=1S/C17H15NO3S/c18-8-2-5-11-6-7-13(10-15(11)22)12-3-1-4-14(9-12)16(19)17(20)21/h1-7,9-10,22H,8,18H2,(H,20,21)/b5-2+",C17H14NO3S,312,2.85,4.52,2.21,5.09,-180,2.6886804820291275,1
Oc1cncc(c1CBr)c1n[nH]/c(=[NH]\c2ccccc2F)/[nH]1,1/000000275,"InChI=1S/C14H12BrFN5O/c15-5-8-9(6-17-7-12(8)22)13-19-14(21-20-13)18-11-4-2-1-3-10(11)16/h1-4,6-7,18,21-22H,5H2,(H,19,20)/b18-14-",C14H11N5OFBr,364,3.17,4.51,8.26,21.5,-120,,0
N/C(=[NH]\C(=O)c1cc(O)c(c(c1)CS)O)/N,3/000000167,"InChI=1S/C9H12N3O3S/c10-9(11)12-8(15)4-1-5(3-16)7(14)6(13)2-4/h1-2,12-14,16H,3,10-11H2",C9H11N3O3S,241,0.38,4.51,1.69,2.22,-60,,0
Oc1cc(C(=O)C=C)cc(c1O)c1oncc1,3/000000091,"InChI=1S/C12H9NO4/c1-2-9(14)7-5-8(11-3-4-13-17-11)12(16)10(15)6-7/h2-6,15-16H,1H2",C12H9NO4,231,2.01,4.5,1.05,3.58,-140,2.9526724738209165,1
Oc1cnc(c(c1)c1ccc(cc1)CCF)C(=O)CO,1/000000057,"InChI=1S/C15H14FNO3/c16-6-5-10-1-3-11(4-2-10)13-7-12(19)8-17-15(13)14(20)9-18/h1-4,7-8,18-19H,5-6,9H2",C15H14NO3F,275,1.88,4.5,4.06,15.5,-160,2.5938089272595697,1
Oc1c(C#CC(=O)NCCCl)c(ncc1O)C(=O)O,1/000000456,"InChI=1S/C11H9ClN2O5/c12-3-4-13-8(16)2-1-6-9(11(18)19)14-5-7(15)10(6)17/h5,15H,3-4H2,(H,13,16)(H,14,17)(H,18,19)",C11H8N2O5Cl,283,0.05,4.5,4.37,20.5,0,3.326147586058453,1
Oc1cc(C(=O)OC(F)F)cc(c1O)CNN,3/000000096,"InChI=1S/C9H10F2N2O4/c10-9(11)17-8(16)4-1-5(3-13-12)7(15)6(14)2-4/h1-2,9,13-15H,3,12H2",C9H10N2O4F2,248,0.62,4.5,0.98,18.2,-170,2.9017435049174782,1
Oc1c(O)cc(c(c1)CC=C)C(=O)CCNN,3/000000082,"InChI=1S/C12H16N2O3/c1-2-3-8-6-11(16)12(17)7-9(8)10(15)4-5-14-13/h2,6-7,14,16-17H,1,3-5,13H2",C12H16N2O3,236,0.54,4.48,3.02,3.58,0,2.9129281203020945,1
Oc1c(O)c(OC(=O)C)cc(c1)C(=O)CCNN,3/000000109,"InChI=1S/C11H14N2O5/c1-6(14)18-10-5-7(4-9(16)11(10)17)8(15)2-3-13-12/h4-5,13,16-17H,2-3,12H2,1H3",C11H14N2O5,254,-0.33,4.48,1.17,3.58,-20,2.649196195222684,1
Oc1cncc(c1O)c1ccc(cc1F)C=C,1/000000247,"InChI=1S/C13H10FNO2/c1-2-8-3-4-9(11(14)5-8)10-6-15-7-12(16)13(10)17/h2-7,16H,1H2,(H,15,17)",C13H10NO2F,231,2.57,4.48,3.5,13.1,-160,2.6898960417423563,1
Oc1cncc(c1O)C#CC(=O)Nc1cncc(c1)C=C,1/000000214,"InChI=1S/C15H11N3O3/c1-2-10-5-12(8-16-6-10)18-14(20)4-3-11-7-17-9-13(19)15(11)21/h2,5-9,19H,1H2,(H,17,21)(H,18,20)",C15H11N3O3,281,0.85,4.48,6.13,19.2,0,3.2719007260384263,1
Oc1cc(C#Cc2cncc(c2COC)O)c(cc1Cl)Cl,1/000000027,"InChI=1S/C15H11Cl2NO3/c1-21-8-11-10(6-18-7-15(11)20)3-2-9-4-14(19)13(17)5-12(9)16/h4-7,19-20H,8H2,1H3",C15H11NO3Cl2,323,3.51,4.48,6.96,18.0,-20,3.0033348671165196,1
Oc1c(C#CC(=O)NC2CCCC2)cncc1O,1/000000096,"InChI=1S/C13H14N2O3/c16-11-8-14-7-9(13(11)18)5-6-12(17)15-10-3-1-2-4-10/h7-8,10,16H,1-4H2,(H,14,18)(H,15,17)",C13H14N2O3,246,1.28,4.48,4.46,17.0,-150,3.0031765119647655,1
Oc1c(O)c(cc(c1)C(=O)CN(CN)C)C1=CCC=C1,3/000000152,"InChI=1S/C15H18N2O3/c1-17(9-16)8-14(19)11-6-12(10-4-2-3-5-10)15(20)13(18)7-11/h2,4-7,18,20H,3,8-9,16H2,1H3",C15H18N2O3,274,0.79,4.48,0.95,3.58,-180,3.2563910401466813,1
OCC(=O)c1cc(O)c(c(c1)c1nncs1)O,3/000000123,"InChI=1S/C10H8N2O4S/c13-3-8(15)5-1-6(9(16)7(14)2-5)10-12-11-4-17-10/h1-2,4,13-14,16H,3H2",C10H8N2O4S,252,1.21,4.47,2.34,19.5,-120,2.9701097896965294,1
Oc1cncc(c1O)C#CC(=O)N[C@H](c1oncc1)C=C,1/000000193,"InChI=1S/C14H11N3O4/c1-2-10(12-5-6-16-21-12)17-13(19)4-3-9-7-15-8-11(18)14(9)20/h2,5-8,10,18H,1H2,(H,15,20)(H,17,19)/t10-/m0/s1",C14H11N3O4,285,0.95,4.47,3.59,23.8,-150,4.243456469708764,0
Oc1c(O)c(S)cc(c1)C(=O)[C@H]1SCC=C1,3/000000118,"InChI=1S/C11H10O3S2/c12-7-4-6(5-8(15)11(7)14)10(13)9-2-1-3-16-9/h1-2,4-5,9,12,14-15H,3H2/t9-/m0/s1",C11H10O3S2,254,1.84,4.47,0.56,2.22,-190,4.193353294519438,0
Oc1cc(c2cc(N)cc(c2)Cl)cc(c1)C(=O)CC(=O)N,3/000000062,"InChI=1S/C15H13ClN2O3/c16-11-2-9(3-12(17)6-11)8-1-10(5-13(19)4-8)14(20)7-15(18)21/h1-6,19H,7,17H2,(H2,18,21)",C15H13N2O3Cl,304,1.67,4.46,3.71,4.94,-180,2.4870436204321695,1
Oc1cnc(c(c1O)C#CC(=O)NCCCl)CBr,1/000000341,"InChI=1S/C11H10BrClN2O3/c12-5-8-7(11(18)9(16)6-15-8)1-2-10(17)14-4-3-13/h6,16H,3-5H2,(H,14,17)(H,15,18)",C11H10N2O3ClBr,333,1.68,4.46,6.84,18.8,0,3.5647733537784134,1
