SMILES;Name;InChI;Formula;MW;LogP;pKd;Structure;Synthesize;Chemical
OCc1ccc2c(c1N=O)C(=O)/C(=C\C1NCCN1)/O2;1/000000011;InChI=1S/C13H13N3O4/c17-6-7-1-2-8-11(12(7)16-19)13(18)9(20-8)5-10-14-3-4-15-10/h1-2,5,10,14-15,17H,3-4,6H2/b9-5+;C13H13N3O4;275;-0.09;4.57;4.97;3.58;-190
Oc1ccc(cc1S)/C=C/[C@H](C(=O)N1N=COC1)O;1/000000004;InChI=1S/C12H12N2O4S/c15-9-3-1-8(5-11(9)19)2-4-10(16)12(17)14-7-18-6-13-14/h1-6,10,15-16,19H,7H2/b4-2+/t10-/m1/s1;C12H12N2O4S;280;1.50;4.30;4.76;3.58;-150
Oc1ccc(cc1S)/C=C/[C@H](C(=O)N1N=COC1)O;1/000000005;InChI=1S/C12H12N2O4S/c15-9-3-1-8(5-11(9)19)2-4-10(16)12(17)14-7-18-6-13-14/h1-6,10,15-16,19H,7H2/b4-2+/t10-/m1/s1;C12H12N2O4S;280;1.50;4.12;4.98;3.58;-150
Oc1ccc(cc1S)/C=C/[C@H](C(=O)N1N=COC1)O;1/000000006;InChI=1S/C12H12N2O4S/c15-9-3-1-8(5-11(9)19)2-4-10(16)12(17)14-7-18-6-13-14/h1-6,10,15-16,19H,7H2/b4-2+/t10-/m1/s1;C12H12N2O4S;280;1.50;4.28;4.79;3.58;-150
OC[C@@H](/C=C\1/Oc2c(C1=O)c(O)c(cc2)ON)S;1/000000001;InChI=1S/C11H11NO5S/c12-17-7-2-1-6-9(10(7)14)11(15)8(16-6)3-5(18)4-13/h1-3,5,13-14,18H,4,12H2/b8-3+/t5-/m1/s1;C11H11NO5S;269;-0.32;4.44;4.50;3.58;-190
Oc1ccc(cc1CC)/C=C/[C@H](C(=O)N1N=COC1)O;1/000000008;InChI=1S/C14H16N2O4/c1-2-11-7-10(3-5-12(11)17)4-6-13(18)14(19)16-9-20-8-15-16/h3-8,13,17-18H,2,9H2,1H3/b6-4+/t13-/m1/s1;C14H16N2O4;276;1.60;4.14;5.52;4.94;-170
Oc1ccc(cc1CC)/C=C/[C@H](C(=O)N1N=COC1)O;1/000000007;InChI=1S/C14H16N2O4/c1-2-11-7-10(3-5-12(11)17)4-6-13(18)14(19)16-9-20-8-15-16/h3-8,13,17-18H,2,9H2,1H3/b6-4+/t13-/m1/s1;C14H16N2O4;276;1.60;4.07;5.88;4.94;-170
OCc1ccc2c(c1N=O)C(=O)/C(=C\C1NCCN1)/O2;1/000000012;InChI=1S/C13H13N3O4/c17-6-7-1-2-8-11(12(7)16-19)13(18)9(20-8)5-10-14-3-4-15-10/h1-2,5,10,14-15,17H,3-4,6H2/b9-5+;C13H13N3O4;275;-0.09;4.67;4.82;3.58;-190
Oc1ccc(cc1S)/C=C/[C@H](C(=O)N1N=COC1)O;1/000000003;InChI=1S/C12H12N2O4S/c15-9-3-1-8(5-11(9)19)2-4-10(16)12(17)14-7-18-6-13-14/h1-6,10,15-16,19H,7H2/b4-2+/t10-/m1/s1;C12H12N2O4S;280;1.50;4.14;4.43;3.58;-150
OC[C@@H](/C=C\1/Oc2c(C1=O)c(O)c(cc2)ON)S;1/000000002;InChI=1S/C11H11NO5S/c12-17-7-2-1-6-9(10(7)14)11(15)8(16-6)3-5(18)4-13/h1-3,5,13-14,18H,4,12H2/b8-3+/t5-/m1/s1;C11H11NO5S;269;-0.32;4.51;4.22;3.58;-190
OC[C@@H](/C=C\1/Oc2c(C1=O)c(O)c(cc2)ON)S;1/000000009;InChI=1S/C11H11NO5S/c12-17-7-2-1-6-9(10(7)14)11(15)8(16-6)3-5(18)4-13/h1-3,5,13-14,18H,4,12H2/b8-3+/t5-/m1/s1;C11H11NO5S;269;-0.32;4.51;4.22;3.58;-190
NOC(=O)n1c(cnc1Cc1ccccc1)c1cnc[nH]1;1/000000013;InChI=1S/C14H13N5O2/c15-21-14(20)19-12(11-7-16-9-18-11)8-17-13(19)6-10-4-2-1-3-5-10/h1-5,7-9H,6,15H2,(H,16,18);C14H13N5O2;283;-0.20;4.10;1.58;21.80;-140
OC[C@@H](/C=C\1/Oc2c(C1=O)c(O)c(cc2)ON)S;1/000000010;InChI=1S/C11H11NO5S/c12-17-7-2-1-6-9(10(7)14)11(15)8(16-6)3-5(18)4-13/h1-3,5,13-14,18H,4,12H2/b8-3+/t5-/m1/s1;C11H11NO5S;269;-0.32;4.44;4.50;3.58;-190
OC/C(=C/Cc1c[nH]cc1C(=O)c1nn(cc1Br)C(=O)O)/C;3/000000043;InChI=1S/C14H14BrN3O4/c1-8(7-19)2-3-9-4-16-5-10(9)13(20)12-11(15)6-18(17-12)14(21)22/h2,4-6,16,19H,3,7H2,1H3,(H,21,22)/b8-2+;C14H13N3O4Br;367;0.30;4.99;10.42;5.09;-20
c1[nH]ccc1C(=O)c1nn(cc1Br)C(=O)O;3/000000005;InChI=1S/C9H6BrN3O3/c10-6-4-13(9(15)16)12-7(6)8(14)5-1-2-11-3-5/h1-4,11H,(H,15,16);C9H5N3O3Br;283;0.60;4.05;6.97;2.22;0
c1[nH]ccc1C(=O)c1nn(cc1Br)C(=O)O;3/000000011;InChI=1S/C9H6BrN3O3/c10-6-4-13(9(15)16)12-7(6)8(14)5-1-2-11-3-5/h1-4,11H,(H,15,16);C9H5N3O3Br;283;0.60;4.05;6.97;2.22;0
OC(=O)C1=NN=C(CN1)C(=O)c1c[nH]cc1[C@@H](CCl)N;3/000000008;InChI=1S/C11H12ClN5O3/c12-1-7(13)5-2-14-3-6(5)9(18)8-4-15-10(11(19)20)17-16-8/h2-3,7,14H,1,4,13H2,(H,15,17)(H,19,20)/t7-/m1/s1;C11H12N5O3Cl;297;0.23;4.12;5.57;3.72;-150
OC(=O)n1nc(c(c1)Br)C(=O)c1c(C=S)c[nH]c1;3/000000045;InChI=1S/C10H6BrN3O3S/c11-7-3-14(10(16)17)13-8(7)9(15)6-2-12-1-5(6)4-18/h1-4,12H,(H,16,17);C10H5N3O3SBr;327;0.46;4.30;7.61;2.22;0
OC(=O)C1=NN=C(CN1)C(=O)c1c[nH]cc1[C@@H](CCl)N;3/000000014;InChI=1S/C11H12ClN5O3/c12-1-7(13)5-2-14-3-6(5)9(18)8-4-15-10(11(19)20)17-16-8/h2-3,7,14H,1,4,13H2,(H,15,17)(H,19,20)/t7-/m1/s1;C11H12N5O3Cl;297;0.23;4.12;5.57;3.72;-150
OCc1c(C(=O)c2nn(cc2Br)C(=O)O)c[nH]c1;3/000000034;InChI=1S/C10H8BrN3O4/c11-7-3-14(10(17)18)13-8(7)9(16)6-2-12-1-5(6)4-15/h1-3,12,15H,4H2,(H,17,18);C10H7N3O4Br;313;-0.30;4.12;6.37;2.22;0
[nH]1cc(c(c1)C(=O)c1nn(cc1Br)C(=O)O)C[N@@H+](CC)C;3/000000024;InChI=1S/C13H15BrN4O3/c1-3-17(2)6-8-4-15-5-9(8)12(19)11-10(14)7-18(16-11)13(20)21/h4-5,7,15H,3,6H2,1-2H3,(H,20,21)/p+1;C13H15N4O3Br;355;0.69;4.39;8.44;5.09;-80
OCCc1c(C(=O)c2nn(cc2Br)C(=O)O)c[nH]c1;3/000000028;InChI=1S/C11H10BrN3O4/c12-8-5-15(11(18)19)14-9(8)10(17)7-4-13-3-6(7)1-2-16/h3-5,13,16H,1-2H2,(H,18,19);C11H9N3O4Br;327;-0.14;4.15;6.75;3.58;0
OC(=O)n1nc(c(c1)Br)C(=O)c1c(C=S)c[nH]c1;3/000000038;InChI=1S/C10H6BrN3O3S/c11-7-3-14(10(16)17)13-8(7)9(15)6-2-12-1-5(6)4-18/h1-4,12H,(H,16,17);C10H5N3O3SBr;327;0.46;4.16;6.58;2.22;0
OC(=O)c1scc(n1)C(=O)c1cc[nH]c1;3/000000004;InChI=1S/C9H6N2O3S/c12-7(5-1-2-10-3-5)6-4-15-8(11-6)9(13)14/h1-4,10H,(H,13,14);C9H6N2O3S;222;0.40;4.49;5.58;2.22;0
C=CCC(=O)c1c(C(=O)c2ncc([nH]2)N(=O)=O)c[nH]c1;3/000000016;InChI=1S/C12H10N4O4/c1-2-3-9(17)7-4-13-5-8(7)11(18)12-14-6-10(15-12)16(19)20/h2,4-6,13H,1,3H2,(H,14,15);C12H10N4O4;274;0.50;4.34;7.01;3.58;0
OC(=O)c1scc(n1)C(=O)c1c(C(=C)C=C)c[nH]c1;3/000000027;InChI=1S/C13H10N2O3S/c1-3-7(2)8-4-14-5-9(8)11(16)10-6-19-12(15-10)13(17)18/h3-6,14H,1-2H2,(H,17,18);C13H10N2O3S;274;1.26;4.28;6.84;2.35;0
OCc1c(C(=O)c2nn(cc2Br)C(=O)O)c[nH]c1;3/000000032;InChI=1S/C10H8BrN3O4/c11-7-3-14(10(17)18)13-8(7)9(16)6-2-12-1-5(6)4-15/h1-3,12,15H,4H2,(H,17,18);C10H7N3O4Br;313;-0.30;4.10;6.08;2.22;0
C=CCC(=O)c1c(C(=O)c2ncc([nH]2)N(=O)=O)c[nH]c1;3/000000015;InChI=1S/C12H10N4O4/c1-2-3-9(17)7-4-13-5-8(7)11(18)12-14-6-10(15-12)16(19)20/h2,4-6,13H,1,3H2,(H,14,15);C12H10N4O4;274;0.50;4.34;6.69;3.58;0
OC(=O)c1scc(n1)C(=O)c1cc[nH]c1;3/000000006;InChI=1S/C9H6N2O3S/c12-7(5-1-2-10-3-5)6-4-15-8(11-6)9(13)14/h1-4,10H,(H,13,14);C9H6N2O3S;222;0.40;4.49;5.58;2.22;0
OC(=O)c1scc(n1)C(=O)c1c[nH]cc1CN(=O)=O;3/000000048;InChI=1S/C10H7N3O5S/c14-8(7-4-19-9(12-7)10(15)16)6-2-11-1-5(6)3-13(17)18/h1-2,4,11H,3H2,(H,15,16);C10H7N3O5S;281;-0.16;4.10;5.58;2.35;0
OCc1c(C(=O)c2nn(cc2Br)C(=O)O)c[nH]c1;3/000000035;InChI=1S/C10H8BrN3O4/c11-7-3-14(10(17)18)13-8(7)9(16)6-2-12-1-5(6)4-15/h1-3,12,15H,4H2,(H,17,18);C10H7N3O4Br;313;-0.30;4.10;6.53;2.22;0
OC/C(=C/Cc1c[nH]cc1C(=O)c1nn(cc1Br)C(=O)O)/C;3/000000044;InChI=1S/C14H14BrN3O4/c1-8(7-19)2-3-9-4-16-5-10(9)13(20)12-11(15)6-18(17-12)14(21)22/h2,4-6,16,19H,3,7H2,1H3,(H,21,22)/b8-2+;C14H13N3O4Br;367;0.30;5.13;9.34;5.09;-20
OC(=O)n1nc(c(c1)Br)C(=O)c1c(C=S)c[nH]c1;3/000000037;InChI=1S/C10H6BrN3O3S/c11-7-3-14(10(16)17)13-8(7)9(15)6-2-12-1-5(6)4-18/h1-4,12H,(H,16,17);C10H5N3O3SBr;327;0.46;4.27;7.90;2.22;0
C=CCC(=O)c1c(C(=O)c2ncc([nH]2)N(=O)=O)c[nH]c1;3/000000020;InChI=1S/C12H10N4O4/c1-2-3-9(17)7-4-13-5-8(7)11(18)12-14-6-10(15-12)16(19)20/h2,4-6,13H,1,3H2,(H,14,15);C12H10N4O4;274;0.50;4.37;7.32;3.58;0
[nH]1cc(c(c1)CCCCCCC)C(=O)c1nn(cc1Br)C(=O)O;3/000000025;InChI=1S/C16H20BrN3O3/c1-2-3-4-5-6-7-11-8-18-9-12(11)15(21)14-13(17)10-20(19-14)16(22)23/h8-10,18H,2-7H2,1H3,(H,22,23);C16H19N3O3Br;381;2.78;4.84;5.27;5.09;-40
OC(=O)c1scc(n1)C(=O)c1c[nH]cc1CSC;3/000000022;InChI=1S/C11H10N2O3S2/c1-17-4-6-2-12-3-7(6)9(14)8-5-18-10(13-8)11(15)16/h2-3,5,12H,4H2,1H3,(H,15,16);C11H10N2O3S2;282;1.05;4.01;5.70;2.35;-20
OC(=O)[C@H](CSC)c1c[nH]cc1C(=O)c1nnsc1;3/000000050;InChI=1S/C11H11N3O3S2/c1-18-4-8(11(16)17)6-2-12-3-7(6)10(15)9-5-19-14-13-9/h2-3,5,8,12H,4H2,1H3,(H,16,17)/t8-/m1/s1;C11H11N3O3S2;297;2.25;4.00;3.51;3.72;-170
OCc1c(C(=O)c2nn(cc2Br)C(=O)O)c[nH]c1;3/000000036;InChI=1S/C10H8BrN3O4/c11-7-3-14(10(17)18)13-8(7)9(16)6-2-12-1-5(6)4-15/h1-3,12,15H,4H2,(H,17,18);C10H7N3O4Br;313;-0.30;4.15;6.75;2.22;0
OCc1c(C(=O)c2nn(cc2Br)C(=O)O)c[nH]c1;3/000000033;InChI=1S/C10H8BrN3O4/c11-7-3-14(10(17)18)13-8(7)9(16)6-2-12-1-5(6)4-15/h1-3,12,15H,4H2,(H,17,18);C10H7N3O4Br;313;-0.30;4.13;6.08;2.22;0
c1[nH]cc(c1C(=O)C)C(=O)c1ncc([nH]1)N(=O)=O;3/000000001;InChI=1S/C10H8N4O4/c1-5(15)6-2-11-3-7(6)9(16)10-12-4-8(13-10)14(17)18/h2-4,11H,1H3,(H,12,13);C10H8N4O4;248;0.07;4.15;6.05;3.58;-20
[nH]1cc(c(c1)CCCCCCC)C(=O)c1nn(cc1Br)C(=O)O;3/000000026;InChI=1S/C16H20BrN3O3/c1-2-3-4-5-6-7-11-8-18-9-12(11)15(21)14-13(17)10-20(19-14)16(22)23/h8-10,18H,2-7H2,1H3,(H,22,23);C16H19N3O3Br;381;2.78;4.83;5.43;5.09;-40
c1[nH]ccc1C(=O)c1nn(c(c1Br)C[NH2+]C)C(=O)O;3/000000051;InChI=1S/C11H11BrN4O3/c1-13-5-7-8(12)9(15-16(7)11(18)19)10(17)6-2-3-14-4-6/h2-4,13-14H,5H2,1H3,(H,18,19)/p+1;C11H11N4O3Br;327;0.12;4.12;5.97;3.58;-20
C=CCC(=O)c1c(C(=O)c2ncc([nH]2)N(=O)=O)c[nH]c1;3/000000019;InChI=1S/C12H10N4O4/c1-2-3-9(17)7-4-13-5-8(7)11(18)12-14-6-10(15-12)16(19)20/h2,4-6,13H,1,3H2,(H,14,15);C12H10N4O4;274;0.50;4.34;6.95;3.58;0
c1[nH]cc(c1C(=O)C)C(=O)c1ncc([nH]1)N(=O)=O;3/000000007;InChI=1S/C10H8N4O4/c1-5(15)6-2-11-3-7(6)9(16)10-12-4-8(13-10)14(17)18/h2-4,11H,1H3,(H,12,13);C10H8N4O4;248;0.07;4.15;6.05;3.58;-20
C#Cc1c(C(=O)c2nn(cc2Br)C(=O)O)c[nH]c1;3/000000042;InChI=1S/C11H6BrN3O3/c1-2-6-3-13-4-7(6)10(16)9-8(12)5-15(14-9)11(17)18/h1,3-5,13H,(H,17,18);C11H5N3O3Br;307;1.01;4.45;7.02;2.22;0
OC(=O)[C@H](CSC)c1c[nH]cc1C(=O)c1nnsc1;3/000000049;InChI=1S/C11H11N3O3S2/c1-18-4-8(11(16)17)6-2-12-3-7(6)10(15)9-5-19-14-13-9/h2-3,5,8,12H,4H2,1H3,(H,16,17)/t8-/m1/s1;C11H11N3O3S2;297;2.25;4.01;3.29;3.72;-170
[nH]1cc(c(c1)C(=O)c1nn(cc1Br)C(=O)O)C[N@@H+](CC)C;3/000000023;InChI=1S/C13H15BrN4O3/c1-3-17(2)6-8-4-15-5-9(8)12(19)11-10(14)7-18(16-11)13(20)21/h4-5,7,15H,3,6H2,1-2H3,(H,20,21)/p+1;C13H15N4O3Br;355;0.69;4.32;8.81;5.09;-80
OCc1c(C(=O)c2nn(cc2Br)C(=O)O)c[nH]c1;3/000000031;InChI=1S/C10H8BrN3O4/c11-7-3-14(10(17)18)13-8(7)9(16)6-2-12-1-5(6)4-15/h1-3,12,15H,4H2,(H,17,18);C10H7N3O4Br;313;-0.30;4.09;6.74;2.22;0
OC(=O)c1scc(n1)C(=O)c1cc[nH]c1;3/000000012;InChI=1S/C9H6N2O3S/c12-7(5-1-2-10-3-5)6-4-15-8(11-6)9(13)14/h1-4,10H,(H,13,14);C9H6N2O3S;222;0.40;4.49;5.58;2.22;0
c1[nH]ccc1C(=O)c1nn(c(c1Br)C[NH2+]C)C(=O)O;3/000000052;InChI=1S/C11H11BrN4O3/c1-13-5-7-8(12)9(15-16(7)11(18)19)10(17)6-2-3-14-4-6/h2-4,13-14H,5H2,1H3,(H,18,19)/p+1;C11H11N4O3Br;327;0.12;4.12;6.14;3.58;-20
c1[nH]ccc1C(=O)c1nn(c(c1Br)COCNCC)C(=O)O;3/000000041;InChI=1S/C13H15BrN4O4/c1-2-15-7-22-6-9-10(14)11(17-18(9)13(20)21)12(19)8-3-4-16-5-8/h3-5,15-16H,2,6-7H2,1H3,(H,20,21);C13H14N4O4Br;370;0.49;4.17;4.38;5.09;-40
C=CCC(=O)c1c(C(=O)c2ncc([nH]2)N(=O)=O)c[nH]c1;3/000000021;InChI=1S/C12H10N4O4/c1-2-3-9(17)7-4-13-5-8(7)11(18)12-14-6-10(15-12)16(19)20/h2,4-6,13H,1,3H2,(H,14,15);C12H10N4O4;274;0.50;4.22;7.24;3.58;-100
c1[nH]ccc1C(=O)c1nn(cc1Br)C(=O)O;3/000000003;InChI=1S/C9H6BrN3O3/c10-6-4-13(9(15)16)12-7(6)8(14)5-1-2-11-3-5/h1-4,11H,(H,15,16);C9H5N3O3Br;283;0.60;4.05;6.97;2.22;0
c1[nH]cc(c1C(=O)C)C(=O)c1ncc([nH]1)N(=O)=O;3/000000002;InChI=1S/C10H8N4O4/c1-5(15)6-2-11-3-7(6)9(16)10-12-4-8(13-10)14(17)18/h2-4,11H,1H3,(H,12,13);C10H8N4O4;248;0.07;4.15;6.05;3.58;-20
OCc1c(C(=O)c2nn(cc2Br)C(=O)O)c[nH]c1;3/000000029;InChI=1S/C10H8BrN3O4/c11-7-3-14(10(17)18)13-8(7)9(16)6-2-12-1-5(6)4-15/h1-3,12,15H,4H2,(H,17,18);C10H7N3O4Br;313;-0.30;4.15;7.26;2.22;0
OC(=O)n1nc(c(c1)Br)C(=O)c1c(C=S)c[nH]c1;3/000000039;InChI=1S/C10H6BrN3O3S/c11-7-3-14(10(16)17)13-8(7)9(15)6-2-12-1-5(6)4-18/h1-4,12H,(H,16,17);C10H5N3O3SBr;327;0.46;4.27;6.67;2.22;0
OCc1c(C(=O)c2nn(cc2Br)C(=O)O)c[nH]c1;3/000000030;InChI=1S/C10H8BrN3O4/c11-7-3-14(10(17)18)13-8(7)9(16)6-2-12-1-5(6)4-15/h1-3,12,15H,4H2,(H,17,18);C10H7N3O4Br;313;-0.30;4.38;7.66;2.22;0
c1[nH]ccc1C(=O)c1nn(c(c1Br)COCNCC)C(=O)O;3/000000040;InChI=1S/C13H15BrN4O4/c1-2-15-7-22-6-9-10(14)11(17-18(9)13(20)21)12(19)8-3-4-16-5-8/h3-5,15-16H,2,6-7H2,1H3,(H,20,21);C13H14N4O4Br;370;0.49;4.15;4.66;5.09;-60
C1=NN=C(CN1CC[NH3+])C(=O)c1c[nH]cc1[C@@H](CCl)N;3/000000009;InChI=1S/C12H17ClN6O/c13-3-10(15)8-4-16-5-9(8)12(20)11-6-19(2-1-14)7-17-18-11/h4-5,7,10,16H,1-3,6,14-15H2/p+1/t10-/m1/s1;C12H18N6OCl;297;0.38;4.11;3.99;3.72;-150
C=CCC(=O)c1c(C(=O)c2ncc([nH]2)N(=O)=O)c[nH]c1;3/000000018;InChI=1S/C12H10N4O4/c1-2-3-9(17)7-4-13-5-8(7)11(18)12-14-6-10(15-12)16(19)20/h2,4-6,13H,1,3H2,(H,14,15);C12H10N4O4;274;0.50;4.36;7.03;3.58;0
OC(=O)n1nc(c(c1)Br)C(=O)c1c(C=S)c[nH]c1;3/000000046;InChI=1S/C10H6BrN3O3S/c11-7-3-14(10(16)17)13-8(7)9(15)6-2-12-1-5(6)4-18/h1-4,12H,(H,16,17);C10H5N3O3SBr;327;0.46;4.21;6.86;2.22;0
c1[nH]cc(c1C(=O)C)C(=O)c1ncc([nH]1)N(=O)=O;3/000000013;InChI=1S/C10H8N4O4/c1-5(15)6-2-11-3-7(6)9(16)10-12-4-8(13-10)14(17)18/h2-4,11H,1H3,(H,12,13);C10H8N4O4;248;0.07;4.15;6.05;3.58;-20
C=CCC(=O)c1c(C(=O)c2ncc([nH]2)N(=O)=O)c[nH]c1;3/000000017;InChI=1S/C12H10N4O4/c1-2-3-9(17)7-4-13-5-8(7)11(18)12-14-6-10(15-12)16(19)20/h2,4-6,13H,1,3H2,(H,14,15);C12H10N4O4;274;0.50;4.26;6.99;3.58;0
OC(=O)n1nc(c(c1)Br)C(=O)c1c(C=S)c[nH]c1;3/000000047;InChI=1S/C10H6BrN3O3S/c11-7-3-14(10(16)17)13-8(7)9(15)6-2-12-1-5(6)4-18/h1-4,12H,(H,16,17);C10H5N3O3SBr;327;0.46;4.24;7.06;2.22;0
OC(=O)c1cccc2c1ccn2CCCCCO;3/000000010;InChI=1S/C14H17NO3/c16-10-3-1-2-8-15-9-7-11-12(14(17)18)5-4-6-13(11)15/h4-7,9,16H,1-3,8,10H2,(H,17,18);C14H17NO3;247;2.46;4.10;3.02;3.58;-40
OC(=O)[C@@H](C=C)OC(=O)/C=C\c1nc2c([nH]1)cccc2;5/000000001;InChI=1S/C14H12N2O4/c1-2-11(14(18)19)20-13(17)8-7-12-15-9-5-3-4-6-10(9)16-12/h2-8,11H,1H2,(H,15,16)(H,18,19)/b8-7-/t11-/m1/s1;C14H12N2O4;272;1.40;4.33;6.73;5.09;-190
OC(=O)[C@@H](C=C)OC(=O)/C=C\c1nc2c([nH]1)cccc2;5/000000004;InChI=1S/C14H12N2O4/c1-2-11(14(18)19)20-13(17)8-7-12-15-9-5-3-4-6-10(9)16-12/h2-8,11H,1H2,(H,15,16)(H,18,19)/b8-7-/t11-/m1/s1;C14H12N2O4;272;1.40;4.29;6.50;5.09;-190
OC(=O)[C@@H](C=C)OC(=O)/C=C\c1nc2c([nH]1)cccc2;5/000000003;InChI=1S/C14H12N2O4/c1-2-11(14(18)19)20-13(17)8-7-12-15-9-5-3-4-6-10(9)16-12/h2-8,11H,1H2,(H,15,16)(H,18,19)/b8-7-/t11-/m1/s1;C14H12N2O4;272;1.40;4.08;6.71;5.09;-190
OC(=O)[C@@H](C=C)OC(=O)/C=C\c1nc2c([nH]1)cccc2;5/000000002;InChI=1S/C14H12N2O4/c1-2-11(14(18)19)20-13(17)8-7-12-15-9-5-3-4-6-10(9)16-12/h2-8,11H,1H2,(H,15,16)(H,18,19)/b8-7-/t11-/m1/s1;C14H12N2O4;272;1.40;4.90;6.60;5.09;-190
OCCc1cccc(c1)COC(=O)C[C@@H](C=C)ON;6/000000001;InChI=1S/C14H19NO4/c1-2-13(19-15)9-14(17)18-10-12-5-3-4-11(8-12)6-7-16/h2-5,8,13,16H,1,6-7,9-10,15H2/t13-/m1/s1;C14H19NO4;265;0.63;4.16;8.73;3.58;-150
S[C@@H](CCN(=O)=O)Nc1ccc(cc1)ON;6/000000002;InChI=1S/C9H13N3O3S/c10-15-8-3-1-7(2-4-8)11-9(16)5-6-12(13)14/h1-4,9,11,16H,5-6,10H2/t9-/m0/s1;C9H13N3O3S;243;0.88;4.21;3.40;15.90;-150
ONCc1c(ncn1C[C@@H](c1ccc2c(c1)cns2)O)N(=O)=O;7/000000004;InChI=1S/C13H13N5O4S/c19-11(8-1-2-12-9(3-8)4-16-23-12)6-17-7-14-13(18(21)22)10(17)5-15-20/h1-4,7,11,15,19-20H,5-6H2/t11-/m0/s1;C13H13N5O4S;335;1.53;4.92;8.27;5.08;-190
ONCc1c(ncn1C[C@@H](c1nnc(o1)S)O)N(=O)=O;7/000000002;InChI=1S/C8H10N6O5S/c15-5(7-11-12-8(20)19-7)2-13-3-9-6(14(17)18)4(13)1-10-16/h3,5,10,15-16H,1-2H2,(H,12,20)/t5-/m0/s1;C8H10N6O5S;302;0.53;4.18;6.51;2.35;-150
ONCc1c(ncn1C[C@@H](c1ccc2c(c1)cns2)O)N(=O)=O;7/000000005;InChI=1S/C13H13N5O4S/c19-11(8-1-2-12-9(3-8)4-16-23-12)6-17-7-14-13(18(21)22)10(17)5-15-20/h1-4,7,11,15,19-20H,5-6H2/t11-/m0/s1;C13H13N5O4S;335;1.53;4.77;8.71;5.08;-190
O[C@@H](/C=C/CN(=O)=O)c1nn[nH]n1;7/000000008;InChI=1S/C5H7N5O3/c11-4(2-1-3-10(12)13)5-6-8-9-7-5/h1-2,4,11H,3H2,(H,6,7,8,9)/b2-1+/t4-/m0/s1;C5H7N5O3;185;-0.25;4.05;1.16;2.22;-150
ONCc1c(ncn1C[C@@H](c1ccnc(c1)Cl)O)N(=O)=O;7/000000009;InChI=1S/C11H12ClN5O4/c12-10-3-7(1-2-13-10)9(18)5-16-6-14-11(17(20)21)8(16)4-15-19/h1-3,6,9,15,18-19H,4-5H2/t9-/m0/s1;C11H12N5O4Cl;313;0.67;4.01;5.66;3.70;-150
O[C@@H](/C=C/CN(=O)=O)c1nn[nH]n1;7/000000006;InChI=1S/C5H7N5O3/c11-4(2-1-3-10(12)13)5-6-8-9-7-5/h1-2,4,11H,3H2,(H,6,7,8,9)/b2-1+/t4-/m0/s1;C5H7N5O3;185;-0.25;4.03;1.68;2.22;-150
ONCc1c(ncn1C[C@@H](c1ccc2c(c1)cns2)O)N(=O)=O;7/000000003;InChI=1S/C13H13N5O4S/c19-11(8-1-2-12-9(3-8)4-16-23-12)6-17-7-14-13(18(21)22)10(17)5-15-20/h1-4,7,11,15,19-20H,5-6H2/t11-/m0/s1;C13H13N5O4S;335;1.53;4.36;8.01;5.08;-190
ONCc1c(ncn1C[C@@H](c1nnc(o1)S)O)N(=O)=O;7/000000001;InChI=1S/C8H10N6O5S/c15-5(7-11-12-8(20)19-7)2-13-3-9-6(14(17)18)4(13)1-10-16/h3,5,10,15-16H,1-2H2,(H,12,20)/t5-/m0/s1;C8H10N6O5S;302;0.53;4.08;6.68;2.35;-150
O[C@@H](/C=C/CN(=O)=O)c1nn[nH]n1;7/000000007;InChI=1S/C5H7N5O3/c11-4(2-1-3-10(12)13)5-6-8-9-7-5/h1-2,4,11H,3H2,(H,6,7,8,9)/b2-1+/t4-/m0/s1;C5H7N5O3;185;-0.25;4.07;1.76;2.22;-150
OCc1cc(N)c(cc1O)C#C[C@H](CC1=CCC=C(O1)C(=O)C)O;8/000000043;InChI=1S/C18H19NO5/c1-11(21)18-4-2-3-15(24-18)9-14(22)6-5-12-8-17(23)13(10-20)7-16(12)19/h3-4,7-8,14,20,22-23H,2,9-10,19H2,1H3/t14-/m1/s1;C18H19NO5;329;0.83;4.88;3.70;3.70;-170
OCc1cc(N)c(cc1O)C#C[C@H](Cn1cnnc1)O;8/000000005;InChI=1S/C13H14N4O3/c14-12-3-10(6-18)13(20)4-9(12)1-2-11(19)5-17-7-15-16-8-17/h3-4,7-8,11,18-20H,5-6,14H2/t11-/m1/s1;C13H14N4O3;274;1.08;4.03;3.31;2.35;-150
OCc1cc(N)c(cc1O)C#C[C@H](Cn1cnnc1)O;8/000000011;InChI=1S/C13H14N4O3/c14-12-3-10(6-18)13(20)4-9(12)1-2-11(19)5-17-7-15-16-8-17/h3-4,7-8,11,18-20H,5-6,14H2/t11-/m1/s1;C13H14N4O3;274;1.08;4.03;3.31;2.35;-150
OCc1cc(N)c(cc1O)C#C[C@H](CC1=CCC=CO1)O;8/000000008;InChI=1S/C16H17NO4/c17-15-7-12(10-18)16(20)8-11(15)4-5-13(19)9-14-3-1-2-6-21-14/h2-3,6-8,13,18-20H,1,9-10,17H2/t13-/m1/s1;C16H17NO4;287;0.98;4.09;4.48;2.35;-150
