SMILES;Name;InChI;Formula;MW;LogP;pKd;Structure;Synthesize;Chemical
Sc1ccc(c(c1C[C@H](c1cc(F)c(c(c1)N(=O)=O)O)S)Cl)OC;11/000000049;InChI=1S/C15H13ClFNO4S2/c1-22-11-2-3-12(23)8(14(11)16)6-13(24)7-4-9(17)15(19)10(5-7)18(20)21/h2-5,13,19,23-24H,6H2,1H3/t13-/m1/s1;C15H13NO4S2FCl;389;4.69;4.89;5.27;4.94;-170
OC(=O)c1cc(cc(c1Cl)CCc1cc(O)c(c(c1)F)O)CO;11/000000031;InChI=1S/C16H14ClFO5/c17-14-10(3-9(7-19)4-11(14)16(22)23)2-1-8-5-12(18)15(21)13(20)6-8/h3-6,19-21H,1-2,7H2,(H,22,23);C16H14O5FCl;340;2.72;4.23;5.29;3.70;0
OC(=O)c1cc(cc(c1Cl)CCc1cc(O)c(c(c1)F)O)CO;11/000000012;InChI=1S/C16H14ClFO5/c17-14-10(3-9(7-19)4-11(14)16(22)23)2-1-8-5-12(18)15(21)13(20)6-8/h3-6,19-21H,1-2,7H2,(H,22,23);C16H14O5FCl;340;2.72;4.32;4.48;3.70;0
NC(=O)Nc1ccc(cc1Cl)[C@@H](Cc1ncnc2c1[nH]nc2)N=O;11/000000068;InChI=1S/C14H12ClN7O2/c15-8-3-7(1-2-9(8)20-14(16)23)10(22-24)4-11-13-12(5-19-21-13)18-6-17-11/h1-3,5-6,10H,4H2,(H,19,21)(H3,16,20,23)/t10-/m1/s1;C14H11N7O2Cl;344;0.28;4.44;5.36;4.94;-190
Oc1ccc(c(c1C[C@H](c1cc(F)c(c(c1)N(=O)=O)O)S)Cl)OC;11/000000052;InChI=1S/C15H13ClFNO5S/c1-23-12-3-2-11(19)8(14(12)16)6-13(24)7-4-9(17)15(20)10(5-7)18(21)22/h2-5,13,19-20,24H,6H2,1H3/t13-/m1/s1;C15H13NO5SFCl;373;3.91;4.66;4.76;4.94;-170
Oc1ccc(c(c1CCc1cc(F)c(c(c1)N(=O)=O)O)Cl)OCCO;11/000000041;InChI=1S/C16H15ClFNO6/c17-15-10(13(21)3-4-14(15)25-6-5-20)2-1-9-7-11(18)16(22)12(8-9)19(23)24/h3-4,7-8,20-22H,1-2,5-6H2;C16H15NO6FCl;371;3.02;4.85;2.51;6.45;0
S[C@H](Cc1ccc(c(c1)Cl)NC(=O)CO)/C=C/CCN;11/000000065;InChI=1S/C14H19ClN2O2S/c15-12-8-10(7-11(20)3-1-2-6-16)4-5-13(12)17-14(19)9-18/h1,3-5,8,11,18,20H,2,6-7,9,16H2,(H,17,19)/b3-1+/t11-/m0/s1;C14H19N2O2SCl;314;1.24;4.16;7.48;3.58;-150
C#C[C@H](c1[nH]ncc1)c1ccc(c(c1)Cl)NC(=O)CO;11/000000021;InChI=1S/C14H12ClN3O2/c1-2-10(12-5-6-16-18-12)9-3-4-13(11(15)7-9)17-14(20)8-19/h1,3-7,10,19H,8H2,(H,16,18)(H,17,20)/t10-/m0/s1;C14H12N3O2Cl;289;1.62;4.08;6.17;22.30;-150
OC(=O)c1cccc(c1Cl)CCc1cc(F)c(c(c1)N(=O)=O)O;11/000000003;InChI=1S/C15H11ClFNO5/c16-13-9(2-1-3-10(13)15(20)21)5-4-8-6-11(17)14(19)12(7-8)18(22)23/h1-3,6-7,19H,4-5H2,(H,20,21);C15H11NO5FCl;339;3.83;4.14;3.79;3.58;-7
O=Nc1ccc(c(c1Cl)CCc1cc(F)c(c(c1)N(=O)=O)O)CN;11/000000029;InChI=1S/C15H13ClFN3O4/c16-14-10(9(7-18)2-4-12(14)19-22)3-1-8-5-11(17)15(21)13(6-8)20(23)24/h2,4-6,21H,1,3,7,18H2;C15H13N3O4FCl;353;2.88;4.65;5.47;3.70;0
C#C[C@H](c1[nH]ncc1)c1ccc(c(c1)Cl)NC(=O)CO;11/000000002;InChI=1S/C14H12ClN3O2/c1-2-10(12-5-6-16-18-12)9-3-4-13(11(15)7-9)17-14(20)8-19/h1,3-7,10,19H,8H2,(H,16,18)(H,17,20)/t10-/m0/s1;C14H12N3O2Cl;289;1.62;4.08;6.17;22.30;-150
Oc1ccc(c(c1CCc1cc(F)c(c(c1)N(=O)=O)O)Cl)OCCO;11/000000039;InChI=1S/C16H15ClFNO6/c17-15-10(13(21)3-4-14(15)25-6-5-20)2-1-9-7-11(18)16(22)12(8-9)19(23)24/h3-4,7-8,20-22H,1-2,5-6H2;C16H15NO6FCl;371;3.02;4.76;2.55;6.45;-20
Oc1c(F)cc(cc1N(=O)=O)[C@@H](Cc1cccc(c1Cl)OCCN)S;11/000000056;InChI=1S/C16H16ClFN2O4S/c17-15-9(2-1-3-13(15)24-5-4-19)8-14(25)10-6-11(18)16(21)12(7-10)20(22)23/h1-3,6-7,14,21,25H,4-5,8,19H2/t14-/m1/s1;C16H16N2O4SFCl;386;3.54;4.77;4.07;4.94;-174
OC(=O)c1cc(cc(c1Cl)CCc1cc(O)c(c(c1)F)O)CO;11/000000030;InChI=1S/C16H14ClFO5/c17-14-10(3-9(7-19)4-11(14)16(22)23)2-1-8-5-12(18)15(21)13(20)6-8/h3-6,19-21H,1-2,7H2,(H,22,23);C16H14O5FCl;340;2.72;4.53;5.24;3.70;0
NC(=O)Nc1ccc(cc1Cl)CCCCCN(=O)=O;11/000000064;InChI=1S/C12H16ClN3O3/c13-10-8-9(4-2-1-3-7-16(18)19)5-6-11(10)15-12(14)17/h5-6,8H,1-4,7H2,(H3,14,15,17);C12H15N3O3Cl;284;2.12;4.32;5.81;2.22;0
Oc1ccc(c(c1CCc1cc(F)c(c(c1)N(=O)=O)O)Cl)OCCO;11/000000040;InChI=1S/C16H15ClFNO6/c17-15-10(13(21)3-4-14(15)25-6-5-20)2-1-9-7-11(18)16(22)12(8-9)19(23)24/h3-4,7-8,20-22H,1-2,5-6H2;C16H15NO6FCl;371;3.02;4.82;3.09;6.45;0
O[C@@H](C/C=C\Cc1cc(Cl)c(cc1C)NC(=O)CF)N;11/000000060;InChI=1S/C14H18ClFN2O2/c1-9-6-12(18-14(20)8-16)11(15)7-10(9)4-2-3-5-13(17)19/h2-3,6-7,13,19H,4-5,8,17H2,1H3,(H,18,20)/b3-2-/t13-/m0/s1;C14H18N2O2FCl;300;1.72;4.70;6.30;3.58;-170
OC(=O)c1cc(cc(c1Cl)CCc1cc(O)c(c(c1)F)O)CO;11/000000009;InChI=1S/C16H14ClFO5/c17-14-10(3-9(7-19)4-11(14)16(22)23)2-1-8-5-12(18)15(21)13(20)6-8/h3-6,19-21H,1-2,7H2,(H,22,23);C16H14O5FCl;340;2.72;4.23;5.29;3.70;0
OCC(=O)Nc1ccc(cc1Cl)C[C@H](/C=C/CO)S;11/000000073;InChI=1S/C13H16ClNO3S/c14-11-7-9(6-10(19)2-1-5-16)3-4-12(11)15-13(18)8-17/h1-4,7,10,16-17,19H,5-6,8H2,(H,15,18)/b2-1+/t10-/m0/s1;C13H16NO3SCl;301;1.15;4.06;6.91;3.58;-150
NC(=O)Nc1ccc(cc1Cl)CC[C@@H](C(=O)O)SC;11/000000067;InChI=1S/C12H15ClN2O3S/c1-19-10(11(16)17)5-3-7-2-4-9(8(13)6-7)15-12(14)18/h2,4,6,10H,3,5H2,1H3,(H,16,17)(H3,14,15,18)/t10-/m0/s1;C12H14N2O3SCl;301;1.52;4.04;5.83;2.22;-170
Oc1cc(/C=C/N)c(c(c1)CCc1cc(F)c(c(c1)N(=O)=O)O)Cl;11/000000018;InChI=1S/C16H14ClFN2O4/c17-15-10(7-12(21)8-11(15)3-4-19)2-1-9-5-13(18)16(22)14(6-9)20(23)24/h3-8,21-22H,1-2,19H2/b4-3+;C16H14N2O4FCl;352;3.58;4.54;4.33;5.09;0
OC(=O)c1cc(cc(c1Cl)CCc1cc(O)c(c(c1)F)O)CO;11/000000013;InChI=1S/C16H14ClFO5/c17-14-10(3-9(7-19)4-11(14)16(22)23)2-1-8-5-12(18)15(21)13(20)6-8/h3-6,19-21H,1-2,7H2,(H,22,23);C16H14O5FCl;340;2.72;4.53;5.24;3.70;0
Sc1ccc(c(c1C[C@H](c1cc(F)c(c(c1)N(=O)=O)O)S)Cl)OC;11/000000046;InChI=1S/C15H13ClFNO4S2/c1-22-11-2-3-12(23)8(14(11)16)6-13(24)7-4-9(17)15(19)10(5-7)18(20)21/h2-5,13,19,23-24H,6H2,1H3/t13-/m1/s1;C15H13NO4S2FCl;389;4.69;4.86;5.45;4.94;-170
Oc1c(O)c(F)cc(c1)CCc1c(Cl)ccc(c1C(=O)O)CO;11/000000017;InChI=1S/C16H14ClFO5/c17-11-4-2-9(7-19)14(16(22)23)10(11)3-1-8-5-12(18)15(21)13(20)6-8/h2,4-6,19-21H,1,3,7H2,(H,22,23);C16H13O5FCl;339;2.28;4.43;7.67;3.70;0
O[C@@H](C/C=C\Cc1cc(Cl)c(cc1C)NC(=O)CF)N;11/000000061;InChI=1S/C14H18ClFN2O2/c1-9-6-12(18-14(20)8-16)11(15)7-10(9)4-2-3-5-13(17)19/h2-3,6-7,13,19H,4-5,8,17H2,1H3,(H,18,20)/b3-2-/t13-/m0/s1;C14H18N2O2FCl;300;1.72;4.52;6.07;3.58;-170
OC(=O)/C=C/Cc1cc(F)c(c(c1)c1n[nH]cc1Br)O;11/000000076;InChI=1S/C13H10BrFN2O3/c14-9-6-16-17-12(9)8-4-7(2-1-3-11(18)19)5-10(15)13(8)20/h1,3-6,20H,2H2,(H,16,17)(H,18,19)/b3-1+;C13H10N2O3FBr;341;3.15;4.03;5.46;22.40;-120
Sc1ccc(c(c1C[C@H](c1cc(F)c(c(c1)N(=O)=O)O)S)Cl)OC;11/000000047;InChI=1S/C15H13ClFNO4S2/c1-22-11-2-3-12(23)8(14(11)16)6-13(24)7-4-9(17)15(19)10(5-7)18(20)21/h2-5,13,19,23-24H,6H2,1H3/t13-/m1/s1;C15H13NO4S2FCl;389;4.69;4.85;5.30;4.94;-170
NC(=O)Nc1ccc(cc1Cl)[C@@H](Cc1ccnn2c1nnc2)N=O;11/000000069;InChI=1S/C14H12ClN7O2/c15-10-5-8(1-2-11(10)19-14(16)23)12(21-24)6-9-3-4-18-22-7-17-20-13(9)22/h1-5,7,12H,6H2,(H3,16,19,23)/t12-/m1/s1;C14H11N7O2Cl;344;1.41;4.48;5.01;4.94;-190
OC(=O)c1cc(cc(c1Cl)CCc1cc(O)c(c(c1)F)O)CO;11/000000010;InChI=1S/C16H14ClFO5/c17-14-10(3-9(7-19)4-11(14)16(22)23)2-1-8-5-12(18)15(21)13(20)6-8/h3-6,19-21H,1-2,7H2,(H,22,23);C16H14O5FCl;340;2.72;4.18;4.82;3.70;0
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)c(c(s2)C(=O)N)C[NH3+])O;12/000000209;InChI=1S/C16H13IN2O4S2/c17-10-4-12(21)14(5-11(10)20)25(23)7-1-2-13-8(3-7)9(6-18)15(24-13)16(19)22/h1-5,20-21H,6,18H2,(H2,19,22)/p+1/t25-/m0/s1;C16H14N2O4S2I;489;0.73;5.05;6.38;24.60;-40
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)c(c(s2)C(=O)N)CO)O;12/000000294;InChI=1S/C16H12INO5S2/c17-10-4-12(21)14(5-11(10)20)25(23)7-1-2-13-8(3-7)9(6-19)15(24-13)16(18)22/h1-5,19-21H,6H2,(H2,18,22)/t25-/m0/s1;C16H12NO5S2I;489;0.80;4.77;6.34;24.40;-40
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)cc(c(=O)o2)COC)O;12/000000234;InChI=1S/C17H13IO6S/c1-23-8-10-4-9-5-11(2-3-15(9)24-17(10)21)25(22)16-7-13(19)12(18)6-14(16)20/h2-7,19-20H,8H2,1H3/t25-/m0/s1;C17H13O6SI;472;1.82;4.77;5.35;22.30;-100
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)cc(c(=O)o2)COC)O;12/000000238;InChI=1S/C17H13IO6S/c1-23-8-10-4-9-5-11(2-3-15(9)24-17(10)21)25(22)16-7-13(19)12(18)6-14(16)20/h2-7,19-20H,8H2,1H3/t25-/m0/s1;C17H13O6SI;472;1.82;4.84;6.10;22.30;-100
Oc1cc(cc2c1NC(=O)CS2)[S@](=O)c1cc(O)c(cc1O)I;12/000000189;InChI=1S/C14H10INO5S2/c15-7-3-9(18)12(4-8(7)17)23(21)6-1-10(19)14-11(2-6)22-5-13(20)16-14/h1-4,17-19H,5H2,(H,16,20)/t23-/m0/s1;C14H10NO5S2I;463;1.23;4.38;4.87;22.20;-80
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)cc(c(=O)o2)CC(=C)C)O;12/000000192;InChI=1S/C19H15IO5S/c1-10(2)5-12-6-11-7-13(3-4-17(11)25-19(12)23)26(24)18-9-15(21)14(20)8-16(18)22/h3-4,6-9,21-22H,1,5H2,2H3/t26-/m0/s1;C19H15O5SI;482;2.62;5.05;6.57;23.30;-100
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)c(c(s2)C(=O)N)CO)O;12/000000290;InChI=1S/C16H12INO5S2/c17-10-4-12(21)14(5-11(10)20)25(23)7-1-2-13-8(3-7)9(6-19)15(24-13)16(18)22/h1-5,19-21H,6H2,(H2,18,22)/t25-/m0/s1;C16H12NO5S2I;489;0.80;4.78;5.42;24.40;-40
Oc1cc(I)c(cc1[C@H](C1=CCON1)O)O;12/000000043;InChI=1S/C10H10INO4/c11-6-4-8(13)5(3-9(6)14)10(15)7-1-2-16-12-7/h1,3-4,10,12-15H,2H2/t10-/m1/s1;C10H10NO4I;335;1.62;4.14;2.63;2.22;-150
Oc1cc(I)c(cc1[S@@](=O)c1cccc(c1)c1nnco1)O;12/000000195;InChI=1S/C14H9IN2O4S/c15-10-5-12(19)13(6-11(10)18)22(20)9-3-1-2-8(4-9)14-17-16-7-21-14/h1-7,18-19H/t22-/m0/s1;C14H9N2O4SI;428;3.31;4.96;3.93;22.10;-120
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)c(c(s2)C(=O)N)CN)O;12/000000115;InChI=1S/C16H13IN2O4S2/c17-10-4-12(21)14(5-11(10)20)25(23)7-1-2-13-8(3-7)9(6-18)15(24-13)16(19)22/h1-5,20-21H,6,18H2,(H2,19,22)/t25-/m0/s1;C16H13N2O4S2I;488;0.73;5.24;5.42;24.60;-40
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)cc(c(=O)o2)CO)O;12/000000332;InChI=1S/C16H11IO6S/c17-11-5-13(20)15(6-12(11)19)24(22)10-1-2-14-8(4-10)3-9(7-18)16(21)23-14/h1-6,18-20H,7H2/t24-/m0/s1;C16H11O6SI;458;1.30;4.75;4.76;21.70;-80
Oc1c(I)cc(c(c1)[S@@](=O)c1ccc(c(c1)n1nnnc1)O)O;12/000000315;InChI=1S/C13H9IN4O4S/c14-8-4-12(21)13(5-11(8)20)23(22)7-1-2-10(19)9(3-7)18-6-15-16-17-18/h1-6,19-21H/t23-/m0/s1;C13H9N4O4SI;444;0.60;4.75;3.83;24.00;-120
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)cc(c(=O)o2)CC)O;12/000000170;InChI=1S/C17H13IO5S/c1-2-9-5-10-6-11(3-4-15(10)23-17(9)21)24(22)16-8-13(19)12(18)7-14(16)20/h3-8,19-20H,2H2,1H3/t24-/m0/s1;C17H13O5SI;456;2.59;4.92;4.41;21.10;-100
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)cc(c(=O)o2)CCl)O;12/000000334;InChI=1S/C16H10ClIO5S/c17-7-9-3-8-4-10(1-2-14(8)23-16(9)21)24(22)15-6-12(19)11(18)5-13(15)20/h1-6,19-20H,7H2/t24-/m0/s1;C16H10O5SClI;476;2.58;4.97;4.38;22.20;-80
Oc1c(I)cc(c(c1)[S@@](=O)c1ccc(c(c1)Cl)O)O;12/000000062;InChI=1S/C12H8ClIO4S/c13-7-3-6(1-2-9(7)15)19(18)12-5-10(16)8(14)4-11(12)17/h1-5,15-17H/t19-/m0/s1;C12H8O4SClI;410;2.66;4.47;3.00;16.20;0
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)C[C@H](N2)CO)O;12/000000214;InChI=1S/C15H14INO4S/c16-11-5-14(20)15(6-13(11)19)22(21)10-1-2-12-8(4-10)3-9(7-18)17-12/h1-2,4-6,9,17-20H,3,7H2/t9-,22-/m0/s1;C15H14NO4SI;431;1.26;4.26;4.58;18.10;-190
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)c(c(s2)C(=O)N)CN)O;12/000000114;InChI=1S/C16H13IN2O4S2/c17-10-4-12(21)14(5-11(10)20)25(23)7-1-2-13-8(3-7)9(6-18)15(24-13)16(19)22/h1-5,20-21H,6,18H2,(H2,19,22)/t25-/m0/s1;C16H13N2O4S2I;488;0.73;5.25;5.47;24.60;-40
Oc1cc(I)c(cc1[S@@](=O)c1cccc(c1)c1nc[nH]n1)O;12/000000103;InChI=1S/C14H10IN3O3S/c15-10-5-12(20)13(6-11(10)19)22(21)9-3-1-2-8(4-9)14-16-7-17-18-14/h1-7,19-20H,(H,16,17,18)/t22-/m0/s1;C14H10N3O3SI;427;2.62;4.31;4.27;21.40;-120
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)cc(c(=O)o2)CC(=O)C)O;12/000000124;InChI=1S/C18H13IO6S/c1-9(20)4-11-5-10-6-12(2-3-16(10)25-18(11)23)26(24)17-8-14(21)13(19)7-15(17)22/h2-3,5-8,21-22H,4H2,1H3/t26-/m0/s1;C18H13O6SI;484;1.81;5.29;6.65;23.90;-100
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)c(c(s2)C(=O)N)CO)O;12/000000136;InChI=1S/C16H12INO5S2/c17-10-4-12(21)14(5-11(10)20)25(23)7-1-2-13-8(3-7)9(6-19)15(24-13)16(18)22/h1-5,19-21H,6H2,(H2,18,22)/t25-/m0/s1;C16H12NO5S2I;489;0.80;4.92;6.22;24.40;-40
Oc1cc(I)c(cc1[S@@](=O)c1cc(O)c2c(c1)ccc(=O)o2)O;12/000000222;InChI=1S/C15H9IO6S/c16-9-5-11(18)13(6-10(9)17)23(21)8-3-7-1-2-14(20)22-15(7)12(19)4-8/h1-6,17-19H/t23-/m0/s1;C15H9O6SI;444;1.79;5.10;4.80;21.10;-80
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)cc(c(=O)o2)CC(=O)C)O;12/000000155;InChI=1S/C18H13IO6S/c1-9(20)4-11-5-10-6-12(2-3-16(10)25-18(11)23)26(24)17-8-14(21)13(19)7-15(17)22/h2-3,5-8,21-22H,4H2,1H3/t26-/m0/s1;C18H13O6SI;484;1.81;4.82;5.31;23.90;-100
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)cc(c(=O)o2)C)O;12/000000233;InChI=1S/C16H11IO5S/c1-8-4-9-5-10(2-3-14(9)22-16(8)20)23(21)15-7-12(18)11(17)6-13(15)19/h2-7,18-19H,1H3/t23-/m0/s1;C16H11O5SI;442;2.34;4.93;4.59;20.50;-100
Oc1cc(I)c(cc1[S@@](=O)c1cccc(c1)COC(=O)C)O;12/000000162;InChI=1S/C15H13IO5S/c1-9(17)21-8-10-3-2-4-11(5-10)22(20)15-7-13(18)12(16)6-14(15)19/h2-7,18-19H,8H2,1H3/t22-/m0/s1;C15H13O5SI;432;2.37;4.36;4.06;18.50;-20
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)cc(c(=O)o2)CO)O;12/000000173;InChI=1S/C16H11IO6S/c17-11-5-13(20)15(6-12(11)19)24(22)10-1-2-14-8(4-10)3-9(7-18)16(21)23-14/h1-6,18-20H,7H2/t24-/m0/s1;C16H11O6SI;458;1.30;4.97;4.60;21.70;-80
Oc1cc(I)c(cc1[S@@](=O)c1cccc(c1)CNC=C)O;12/000000304;InChI=1S/C15H14INO3S/c1-2-17-9-10-4-3-5-11(6-10)21(20)15-8-13(18)12(16)7-14(15)19/h2-8,17-19H,1,9H2/t21-/m0/s1;C15H14NO3SI;415;2.69;4.04;3.41;17.50;0
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)C[C@H](N2)CF)O;12/000000244;InChI=1S/C15H13FINO3S/c16-7-9-3-8-4-10(1-2-12(8)18-9)22(21)15-6-13(19)11(17)5-14(15)20/h1-2,4-6,9,18-20H,3,7H2/t9-,22-/m0/s1;C15H13NO3SFI;433;2.60;4.54;3.60;19.60;-190
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)[C@@H](/C=C\CO)CN2)O;12/000000252;InChI=1S/C17H16INO4S/c18-13-7-16(22)17(8-15(13)21)24(23)11-3-4-14-12(6-11)10(9-19-14)2-1-5-20/h1-4,6-8,10,19-22H,5,9H2/b2-1-/t10-,24-/m0/s1;C17H16NO4SI;457;1.61;4.67;4.06;20.30;-190
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)cc(c(=O)o2)CC)O;12/000000254;InChI=1S/C17H13IO5S/c1-2-9-5-10-6-11(3-4-15(10)23-17(9)21)24(22)16-8-13(19)12(18)7-14(16)20/h3-8,19-20H,2H2,1H3/t24-/m0/s1;C17H13O5SI;456;2.59;4.99;4.45;21.10;-100
Oc1c(I)cc(c(c1)[S@@](=O)c1ccc(c(c1)CF)O)O;12/000000197;InChI=1S/C13H10FIO4S/c14-6-7-3-8(1-2-10(7)16)20(19)13-5-11(17)9(15)4-12(13)18/h1-5,16-18H,6H2/t20-/m0/s1;C13H10O4SFI;408;2.36;4.32;2.76;17.80;0
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)cc(s2)C(=O)N)OC;12/000000131;InChI=1S/C16H12INO4S2/c1-22-12-7-15(11(19)6-10(12)17)24(21)9-2-3-13-8(4-9)5-14(23-13)16(18)20/h2-7,19H,1H3,(H2,18,20)/t24-/m0/s1;C16H12NO4S2I;473;2.01;5.30;7.28;23.20;-60
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)c(c(s2)C(=O)N)CN)O;12/000000180;InChI=1S/C16H13IN2O4S2/c17-10-4-12(21)14(5-11(10)20)25(23)7-1-2-13-8(3-7)9(6-18)15(24-13)16(19)22/h1-5,20-21H,6,18H2,(H2,19,22)/t25-/m0/s1;C16H13N2O4S2I;488;0.73;5.03;6.57;24.60;-40
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)c(c(s2)C(=O)N)CN)O;12/000000276;InChI=1S/C16H13IN2O4S2/c17-10-4-12(21)14(5-11(10)20)25(23)7-1-2-13-8(3-7)9(6-18)15(24-13)16(19)22/h1-5,20-21H,6,18H2,(H2,19,22)/t25-/m0/s1;C16H13N2O4S2I;488;0.73;4.80;6.16;24.60;-40
Oc1ccc(c(c1)n1nc(c(c1)Br)CN)CO;12/000000005;InChI=1S/C11H12BrN3O2/c12-9-5-15(14-10(9)4-13)11-3-8(17)2-1-7(11)6-16/h1-3,5,16-17H,4,6,13H2;C11H12N3O2Br;298;0.70;4.21;5.10;16.70;-120
Oc1cc(I)c(cc1[S@@](=O)c1ccc(cc1)CN)O;12/000000141;InChI=1S/C13H12INO3S/c14-10-5-12(17)13(6-11(10)16)19(18)9-3-1-8(7-15)2-4-9/h1-6,16-17H,7,15H2/t19-/m0/s1;C13H12NO3SI;389;1.57;4.08;4.74;15.30;0
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)cc(c(=O)o2)CF)O;12/000000217;InChI=1S/C16H10FIO5S/c17-7-9-3-8-4-10(1-2-14(8)23-16(9)21)24(22)15-6-12(19)11(18)5-13(15)20/h1-6,19-20H,7H2/t24-/m0/s1;C16H10O5SFI;460;2.44;4.92;4.70;23.20;-80
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)c(C=C)c(s2)C(=O)N)O;12/000000081;InChI=1S/C17H12INO4S2/c1-2-9-10-5-8(3-4-14(10)24-16(9)17(19)22)25(23)15-7-12(20)11(18)6-13(15)21/h2-7,20-21H,1H2,(H2,19,22)/t25-/m0/s1;C17H12NO4S2I;485;2.13;5.47;5.54;24.80;-40
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)c(c(s2)C(=O)N)CO)O;12/000000285;InChI=1S/C16H12INO5S2/c17-10-4-12(21)14(5-11(10)20)25(23)7-1-2-13-8(3-7)9(6-19)15(24-13)16(18)22/h1-5,19-21H,6H2,(H2,18,22)/t25-/m0/s1;C16H12NO5S2I;489;0.80;4.93;6.27;24.40;-40
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)cc(c(=O)o2)C=C)O;12/000000186;InChI=1S/C17H11IO5S/c1-2-9-5-10-6-11(3-4-15(10)23-17(9)21)24(22)16-8-13(19)12(18)7-14(16)20/h2-8,19-20H,1H2/t24-/m0/s1;C17H11O5SI;454;2.63;5.34;4.03;22.10;-80
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)c(c(s2)C(=O)N)CO)O;12/000000297;InChI=1S/C16H12INO5S2/c17-10-4-12(21)14(5-11(10)20)25(23)7-1-2-13-8(3-7)9(6-19)15(24-13)16(18)22/h1-5,19-21H,6H2,(H2,18,22)/t25-/m0/s1;C16H12NO5S2I;489;0.80;5.50;6.07;24.40;-40
Oc1c(ccc2c1N/C(=C/CN)/C2)/C=C/[C@@H](S(=O)=O)Cl;12/000000011;InChI=1S/C13H15ClN2O3S/c14-11(20(18)19)4-3-8-1-2-9-7-10(5-6-15)16-12(9)13(8)17/h1-5,11,16-17,20H,6-7,15H2/b4-3+,10-5+/t11-/m1/s1;C13H15N2O3SCl;314;0.91;4.14;5.89;20.20;-190
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)c(C=S)cc(=O)o2)O;12/000000288;InChI=1S/C16H9IO5S2/c17-11-5-13(19)15(6-12(11)18)24(21)9-1-2-14-10(4-9)8(7-23)3-16(20)22-14/h1-7,18-19H/t24-/m0/s1;C16H9O5S2I;472;2.06;4.36;5.50;24.20;-80
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)cc(c(=O)o2)CO)O;12/000000311;InChI=1S/C16H11IO6S/c17-11-5-13(20)15(6-12(11)19)24(22)10-1-2-14-8(4-10)3-9(7-18)16(21)23-14/h1-6,18-20H,7H2/t24-/m0/s1;C16H11O6SI;458;1.30;4.81;4.79;21.70;-80
Oc1cc(I)c(cc1[S@@](=O)c1ccc2c(c1)cc(c(=O)o2)CO)O;12/000000179;InChI=1S/C16H11IO6S/c17-11-5-13(20)15(6-12(11)19)24(22)10-1-2-14-8(4-10)3-9(7-18)16(21)23-14/h1-6,18-20H,7H2/t24-/m0/s1;C16H11O6SI;458;1.30;5.11;4.63;21.70;-80
Oc1cc(I)c(cc1[S@@](=O)c1ccc(cc1)CN)O;12/000000142;InChI=1S/C13H12INO3S/c14-10-5-12(17)13(6-11(10)16)19(18)9-3-1-8(7-15)2-4-9/h1-6,16-17H,7,15H2/t19-/m0/s1;C13H12NO3SI;389;1.57;4.36;4.49;15.30;0
Oc1cc([S@](=O)c2cc(O)c(cc2O)I)cc2c1C=NCC2;12/000000320;InChI=1S/C15H12INO4S/c16-11-5-14(20)15(6-13(11)19)22(21)9-3-8-1-2-17-7-10(8)12(18)4-9/h3-7,18-20H,1-2H2/t22-/m0/s1;C15H12NO4SI;429;1.79;4.43;4.63;19.70;-80
