SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical,SA_Score,SA_Score_Binary
c1[nH]c(cc1CCC1CCCCC1)C(=O)c1nc[nH]c(=O)c1	No_2_539,21/000000029,"InChI=1S/C17H21N3O2/c21-16-9-15(19-11-20-16)17(22)14-8-13(10-18-14)7-6-12-4-2-1-3-5-12/h8-12,18H,1-7H2,(H,19,20,21)",C17H21N3O2,299,1.86,4.23,3.57,3.58,-150,2.927332491802142,1
OC(=O)Cc1cc(NC(=O)N)cc(c1)COC(=O)CC(=C)C	No_4_327,4/000000275,"InChI=1S/C15H18N2O5/c1-9(2)3-14(20)22-8-11-4-10(7-13(18)19)5-12(6-11)17-15(16)21/h4-6H,1,3,7-8H2,2H3,(H,18,19)(H3,16,17,21)",C15H18N2O5,306,0.04,4.23,5.08,5.09,-80,2.5103478682688944,1
OC(=O)Cc1cc(NC(=O)N)cc(c1)C/C=C/CC	No_4_184,4/000000265,"InChI=1S/C14H18N2O3/c1-2-3-4-5-10-6-11(9-13(17)18)8-12(7-10)16-14(15)19/h3-4,6-8H,2,5,9H2,1H3,(H,17,18)(H3,15,16,19)/b4-3+",C14H18N2O3,262,1.05,4.23,3.42,3.58,-20,2.468716990861795,1
OC(=O)c1ccc(c(c1)Br)/C=C/C1CCNCC1	No_1_330,26/000000002,"InChI=1S/C14H16BrNO2/c15-13-9-12(14(17)18)4-3-11(13)2-1-10-5-7-16-8-6-10/h1-4,9-10,16H,5-8H2,(H,17,18)/b2-1+",C14H15NO2Br,309,2.64,4.22,5.88,3.85,-150,2.534788276670648,1
OCc1ccc(cc1N)C/C(=C/[C@H]1OC(=O)CC1)/c1ncn[nH]1	No_5_367,6/000000021,"InChI=1S/C16H18N4O3/c17-14-6-10(1-2-11(14)8-21)5-12(16-18-9-19-20-16)7-13-3-4-15(22)23-13/h1-2,6-7,9,13,21H,3-5,8,17H2,(H,18,19,20)/b12-7-/t13-/m0/s1",C16H18N4O3,314,0.61,4.22,8.05,5.09,-150,3.742209277459626,1
OC(=O)C/C(=C\CCCC1CCCC1)/c1n[nH]nc1	No_5_653,29/000000063,"InChI=1S/C14H21N3O2/c18-14(19)9-12(13-10-15-17-16-13)8-4-3-7-11-5-1-2-6-11/h8,10-11H,1-7,9H2,(H,18,19)(H,15,16,17)/b12-8+",C14H21N3O2,263,3.25,4.22,3.74,5.09,-150,2.9869085239440984,1
OC(=O)c1c(C(=O)OCC[NH3+])c([nH]c1)/C=C/CF	No_2_618,6/000000133,"InChI=1S/C11H13FN2O4/c12-3-1-2-8-9(11(17)18-5-4-13)7(6-14-8)10(15)16/h1-2,6,14H,3-5,13H2,(H,15,16)/p+1/b2-1+",C11H14N2O4F,257,0.37,4.22,1.54,5.09,-60,3.8848540445162474,1
Oc1[nH]nc(c1CCCN)C(=O)/C=C/c1cc[nH]c1	No_4_508,21/000000013,"InChI=1S/C13H16N4O2/c14-6-1-2-10-12(16-17-13(10)19)11(18)4-3-9-5-7-15-8-9/h3-5,7-8,15H,1-2,6,14H2,(H2,16,17,19)/b4-3+",C13H16N4O2,260,0.89,4.21,4.9,3.72,0,3.3970848409604146,1
Oc1ccc(c(c1)NC(=O)N)/C=C/[C@@H](CO)OC	No_3_15,4/000000322,"InChI=1S/C12H16N2O4/c1-18-10(7-15)5-3-8-2-4-9(16)6-11(8)14-12(13)17/h2-6,10,15-16H,7H2,1H3,(H3,13,14,17)/b5-3+/t10-/m0/s1",C12H16N2O4,252,-0.3,4.21,4.08,3.58,-170,3.3180199097841143,1
c1cc(cc(c1)CC[C@H](n1nnc(c1)CN)C=C)COCN	No_6_203,23/000000040,"InChI=1S/C16H23N5O/c1-2-16(21-10-15(9-17)19-20-21)7-6-13-4-3-5-14(8-13)11-22-12-18/h2-5,8,10,16H,1,6-7,9,11-12,17-18H2/t16-/m1/s1",C16H23N5O,301,1.05,4.21,1.05,6.45,-170,3.5210725819522697,1
c1cnnn1CCC#Cc1ccc(cc1Br)C(=O)O	No_1_380,26/000000003,"InChI=1S/C13H10BrN3O2/c14-12-9-11(13(18)19)5-4-10(12)3-1-2-7-17-8-6-15-16-17/h4-6,8-9H,2,7H2,(H,18,19)",C13H9N3O2Br,319,2.09,4.21,6.61,22.3,0,2.755633558909132,1
OC/C(=C/c1nonc1CCC)/c1n[nH]c(=O)[nH]1	No_3_594,16/000000007,"InChI=1S/C10H13N5O3/c1-2-3-7-8(15-18-14-7)4-6(5-16)9-11-10(17)13-12-9/h4,16H,2-3,5H2,1H3,(H2,11,12,13,17)/b6-4-",C10H13N5O3,251,0.93,4.2,2.87,2.22,-40,3.800557507439878,1
OC/C(=C/c1nonc1CCC)/c1ncc2c(c1)[nH]nc2	No_4_86,16/000000019,"InChI=1S/C14H15N5O2/c1-2-3-11-14(19-21-18-11)4-9(8-20)12-5-13-10(6-15-12)7-16-17-13/h4-7,20H,2-3,8H2,1H3,(H,16,17)/b9-4-",C14H15N5O2,285,2.06,4.2,3.98,23.0,-80,3.5950711109744145,1
OC(=O)C/C(=C\CCCCCC)/c1n[nH]nc1	No_5_174,29/000000027,"InChI=1S/C12H19N3O2/c1-2-3-4-5-6-7-10(8-12(16)17)11-9-13-15-14-11/h7,9H,2-6,8H2,1H3,(H,16,17)(H,13,14,15)/b10-7+",C12H19N3O2,237,2.93,4.2,2.78,3.72,-20,2.9380127356867103,1
O=C(Nc1cc(C=C)cc(c1)[C@H](CBr)N)N	No_4_53,4/000000253,"InChI=1S/C11H14BrN3O/c1-2-7-3-8(10(13)6-12)5-9(4-7)15-11(14)16/h2-5,10H,1,6,13H2,(H3,14,15,16)/t10-/m0/s1",C11H14N3OBr,284,1.24,4.2,5.81,3.58,-150,3.3065749809725222,1
Oc1c(=O)cc(oc1CNCCC)c1nnn[nH]1	No_4_96,2/000000003,"InChI=1S/C10H13N5O3/c1-2-3-11-5-8-9(17)6(16)4-7(18-8)10-12-14-15-13-10/h4,11,17H,2-3,5H2,1H3,(H,12,13,14,15)",C10H13N5O3,251,-0.3,4.2,3.7,23.8,-140,3.204076059476078,1
OCC#Cc1c(noc1C1=CCOC1)C(=O)O	No_1_677,6/000000155,"InChI=1S/C11H9NO5/c13-4-1-2-8-9(11(14)15)12-17-10(8)7-3-5-16-6-7/h3,13H,4-6H2,(H,14,15)",C11H9NO5,235,-0.03,4.2,4.02,21.8,-80,3.552170427994403,1
N[C@H](NCCCc1cc(oc(=O)c1)c1cnoc1C=C)N	No_4_7,23/000000016,"InChI=1S/C14H18N4O3/c1-2-11-10(8-18-21-11)12-6-9(7-13(19)20-12)4-3-5-17-14(15)16/h2,6-8,14,17H,1,3-5,15-16H2",C14H16N4O3,288,0.82,4.19,8.85,3.58,-120,3.4301270624139164,1
[nH]1ncc(n1)/C(=C\C[NH3+])/c1cccc(c1Cl)Cl	No_5_307,29/000000036,"InChI=1S/C11H10Cl2N4/c12-9-3-1-2-8(11(9)13)7(4-5-14)10-6-15-17-16-10/h1-4,6H,5,14H2,(H,15,16,17)/p+1/b7-4-",C11H11N4Cl2,269,3.9,4.19,5.04,2.22,0,3.52698773568671,1
OC(=O)c1c(C(=O)O)c[nH]c1CCc1cccc2c1cno2	No_2_571,6/000000129,"InChI=1S/C15H12N2O5/c18-14(19)10-6-16-11(13(10)15(20)21)5-4-8-2-1-3-12-9(8)7-17-22-12/h1-3,6-7,16H,4-5H2,(H,18,19)(H,20,21)",C15H12N2O5,300,1.9,4.19,7.18,3.7,-40,2.9001129353505295,1
OC(=O)c1occ(c1)c1cccc(c1)C#CC(=O)O	No_2_486,17/000000004,"InChI=1S/C14H8O5/c15-13(16)5-4-9-2-1-3-10(6-9)11-7-12(14(17)18)19-8-11/h1-3,6-8H,(H,15,16)(H,17,18)",C14H7O5,255,2.03,4.19,2.97,3.85,-120,2.6723932105782175,1
OCc1cc(c([nH]1)CF)c1cnc([nH]1)C(=O)CC=C	No_3_497,4/000000339,"InChI=1S/C13H14FN3O2/c1-2-3-12(19)13-15-6-11(17-13)9-4-8(7-18)16-10(9)5-14/h2,4,6,16,18H,1,3,5,7H2,(H,15,17)",C13H14N3O2F,263,0.45,4.18,2.8,24.1,-100,3.6208024994026013,1
OC(=O)c1c(/C=C/CC(=O)Cc2oc(=O)[nH]n2)[nH]cc1C(=O)O	No_2_315,6/000000126,"InChI=1S/C13H11N3O7/c17-6(4-9-15-16-13(22)23-9)2-1-3-8-10(12(20)21)7(5-14-8)11(18)19/h1,3,5,14H,2,4H2,(H,16,22)(H,18,19)(H,20,21)/b3-1+",C13H11N3O7,321,0.07,4.18,7.62,4.94,0,3.4311068059408667,1
Oc1[nH]nc(c1)C(=O)c1nc(nc(c1)NCCC)NCC(=O)O	No_4_142,21/000000008,"InChI=1S/C13H16N6O4/c1-2-3-14-9-4-7(12(23)8-5-10(20)19-18-8)16-13(17-9)15-6-11(21)22/h4-5H,2-3,6H2,1H3,(H,21,22)(H2,18,19,20)(H2,14,15,16,17)",C13H16N6O4,320,1.06,4.18,5.2,5.09,-80,3.139756599896911,1
OC(=O)[C@@H](CO)Oc1ccccc1CCC	No_5_27,20/000000058,"InChI=1S/C12H16O4/c1-2-5-9-6-3-4-7-10(9)16-11(8-13)12(14)15/h3-4,6-7,11,13H,2,5,8H2,1H3,(H,14,15)/t11-/m1/s1",C12H16O4,224,1.55,4.18,8.8,2.22,-170,2.527116581232727,1
OCc1cc(c([nH]1)CN)c1cnc([nH]1)CCCCCC	No_6_503,4/000000208,"InChI=1S/C15H24N4O/c1-2-3-4-5-6-15-17-9-14(19-15)12-7-11(10-20)18-13(12)8-16/h7,9,18,20H,2-6,8,10,16H2,1H3,(H,17,19)",C15H24N4O,276,0.88,4.18,2.48,19.9,-120,3.0149595200877934,1
OC(=O)CC#Cc1cccc(c1)[C@@H](CCO)Br	No_4_360,19/000000019,"InChI=1S/C13H13BrO3/c14-12(7-8-15)11-5-1-3-10(9-11)4-2-6-13(16)17/h1,3,5,9,12,15H,6-8H2,(H,16,17)/t12-/m1/s1",C13H13O3Br,297,2.43,4.18,4.94,15.7,-150,3.2792387198630246,1
OC(=O)[C@H](c1cnccc1)C#Cc1cc[nH]c1	No_4_411,20/000000099,"InChI=1S/C13H10N2O2/c16-13(17)12(11-2-1-6-14-9-11)4-3-10-5-7-15-8-10/h1-2,5-9,12,15H,(H,16,17)/t12-/m0/s1",C13H10N2O2,226,1.24,4.18,1.96,2.35,-150,3.5742591347065407,1
NC(=O)Nc1c(ccc(c1)C/C=C/CCl)NC(=O)[C@H]1NC=CN1	No_7_676,4/000000182,"InChI=1S/C15H18ClN5O2/c16-6-2-1-3-10-4-5-11(12(9-10)21-15(17)23)20-14(22)13-18-7-8-19-13/h1-2,4-5,7-9,13,18-19H,3,6H2,(H,20,22)(H3,17,21,23)/b2-1+",C15H18N5O2Cl,335,0.62,4.18,4.71,6.77,-170,3.3721135007844856,1
OC/C=C(/c1n[nH]nc1)\c1nc(cnc1)C(F)F	No_5_493,29/000000048,"InChI=1S/C10H9F2N5O/c11-10(12)9-4-13-3-7(15-9)6(1-2-18)8-5-14-17-16-8/h1,3-5,10,18H,2H2,(H,14,16,17)/b6-1+",C10H9N5OF2,253,0.86,4.18,2.81,22.6,-150,3.5008072811955344,1
C(=C\c1ccc2c(c1)[nH]ccc2=O)/c1nc2[nH]cnc2cc1	No_1_441,25/000000002,"InChI=1S/C17H12N4O/c22-16-7-8-18-15-9-11(2-5-13(15)16)1-3-12-4-6-14-17(21-12)20-10-19-14/h1-10H,(H,18,22)(H,19,20,21)/b3-1+",C17H12N4O,288,2.86,4.18,5.86,19.3,-80,2.8924959015654537,1
Oc1cc(ccc1CCNC(=O)C)[C@@H](C#CCN)O	No_5_199,6/000000056,"InChI=1S/C14H18N2O3/c1-10(17)16-8-6-11-4-5-12(9-14(11)19)13(18)3-2-7-15/h4-5,9,13,18-19H,6-8,15H2,1H3,(H,16,17)/t13-/m1/s1",C14H18N2O3,262,-0.22,4.18,2.74,3.58,-170,3.176986629828491,1
Oc1cccc(c1Cl)/C(=C/CN)/c1n[nH]nc1	No_4_336,29/000000002,"InChI=1S/C11H11ClN4O/c12-11-8(2-1-3-10(11)17)7(4-5-13)9-6-14-16-15-9/h1-4,6,17H,5,13H2,(H,14,15,16)/b7-4-",C11H11N4OCl,250,2.87,4.17,5.14,2.22,0,3.2184550433790173,1
O[C@@H](C(=O)c1nonc1CCN)c1[nH]c2c(c1)cccc2	No_3_665,29/000000075,"InChI=1S/C14H14N4O3/c15-6-5-10-12(18-21-17-10)14(20)13(19)11-7-8-3-1-2-4-9(8)16-11/h1-4,7,13,16,19H,5-6,15H2/t13-/m1/s1",C14H14N4O3,286,0.77,4.17,3.73,3.58,-190,3.4743228451976815,1
Oc1cncc(c1)/C(=C\c1nonc1)/CO	No_4_695,16/000000030,"InChI=1S/C10H9N3O3/c14-6-8(1-9-4-12-16-13-9)7-2-10(15)5-11-3-7/h1-5,14-15H,6H2/b8-1-",C10H9N3O3,219,0.69,4.17,4.21,3.58,0,3.60752874290686,1
C(=C\c1ccc2c(c1)[nH]c(cc2=O)CN)/c1ccc(=O)[nH]c1	No_2_258,25/000000003,"InChI=1S/C17H15N3O2/c18-9-13-8-16(21)14-5-3-11(7-15(14)20-13)1-2-12-4-6-17(22)19-10-12/h1-8,10H,9,18H2,(H,19,22)(H,20,21)/b2-1+",C17H15N3O2,293,0.92,4.16,6.24,22.4,-80,2.759910170373571,1
OCCc1cc(NC(=O)N)cc(c1)CCCCl	No_4_40,4/000000245,"InChI=1S/C12H17ClN2O2/c13-4-1-2-9-6-10(3-5-16)8-11(7-9)15-12(14)17/h6-8,16H,1-5H2,(H3,14,15,17)",C12H17N2O2Cl,256,0.92,4.16,4.83,3.58,0,2.2973575802038955,1
Oc1ccc(cc1Cl)/C=C/[C@@](C)(C1=CCNC1)N	No_4_478,5/000000014,"InChI=1S/C14H17ClN2O/c1-14(16,11-5-7-17-9-11)6-4-10-2-3-13(18)12(15)8-10/h2-6,8,17-18H,7,9,16H2,1H3/b6-4+/t14-/m0/s1",C14H17N2OCl,264,1.87,4.16,3.87,2.22,-170,3.8257264969112734,1
C(=C\c1nnc([nH]1)C(=O)c1nc[nH]c(=O)c1)\C1CCCCC1	No_3_347,21/000000019,"InChI=1S/C15H17N5O2/c21-13-8-11(16-9-17-13)14(22)15-18-12(19-20-15)7-6-10-4-2-1-3-5-10/h6-10H,1-5H2,(H,16,17,21)(H,18,19,20)/b7-6-",C15H17N5O2,299,2.07,4.16,2.91,3.58,-150,3.498854126417526,1
C#CCc1cc(c([nH]1)CN)c1cnc([nH]1)CCCCCCl	No_5_425,4/000000071,"InChI=1S/C16H21ClN4/c1-2-6-12-9-13(14(10-18)20-12)15-11-19-16(21-15)7-4-3-5-8-17/h1,9,11,20H,3-8,10,18H2,(H,19,21)",C16H21N4Cl,304,1.99,4.16,3.15,23.8,-120,3.4480243896629386,1
OC(=O)Cc1cccc(c1)CC[C@H](n1nnc(c1)CN)C=C	No_6_282,23/000000044,"InChI=1S/C16H20N4O2/c1-2-15(20-11-14(10-17)18-19-20)7-6-12-4-3-5-13(8-12)9-16(21)22/h2-5,8,11,15H,1,6-7,9-10,17H2,(H,21,22)/t15-/m1/s1",C16H20N4O2,300,1.41,4.16,1.93,4.94,-170,3.262631142746315,1
Oc1ccc(cc1Cl)[C@H](CN1C(=O)NC(=O)C(=C)C1=O)O	No_4_167,5/000000012,"InChI=1S/C13H11ClN2O5/c1-6-11(19)15-13(21)16(12(6)20)5-10(18)7-2-3-9(17)8(14)4-7/h2-4,10,17-18H,1,5H2,(H,15,19,21)/t10-/m0/s1",C13H11N2O5Cl,310,0.46,4.16,3.02,3.84,-150,3.1973194935493296,1
OC(=O)Cc1cc(NC(=O)N)cc(c1)COC(=O)CC(=C)CCl	No_4_312,4/000000273,"InChI=1S/C15H17ClN2O5/c1-9(7-16)2-14(21)23-8-11-3-10(6-13(19)20)4-12(5-11)18-15(17)22/h3-5H,1-2,6-8H2,(H,19,20)(H3,17,18,22)",C15H17N2O5Cl,340,0.28,4.15,5.74,5.09,-90,2.6929315843882264,1
O[C@H](C)/C=C(/c1n[nH]nc1)\c1nc(cnc1)NCCCl	No_5_568,29/000000056,"InChI=1S/C12H15ClN6O/c1-8(20)4-9(11-6-16-19-18-11)10-5-14-7-12(17-10)15-3-2-13/h4-8,20H,2-3H2,1H3,(H,15,17)(H,16,18,19)/b9-4+/t8-/m1/s1",C12H15N6OCl,294,1.97,4.15,5.52,21.5,-170,3.8904131982946017,1
O[C@@H](CBr)/C=C/c1cn(cc1CO)CCCC	No_6_113,4/000000058,"InChI=1S/C13H20BrNO2/c1-2-3-6-15-8-11(12(9-15)10-16)4-5-13(17)7-14/h4-5,8-9,13,16-17H,2-3,6-7,10H2,1H3/b5-4+/t13-/m1/s1",C13H20NO2Br,302,2.28,4.15,1.75,3.58,-190,3.754132336884301,1
OC(=O)[C@H](c1[nH]ncc1Br)C#CCCCC	No_4_407,20/000000097,"InChI=1S/C11H13BrN2O2/c1-2-3-4-5-6-8(11(15)16)10-9(12)7-13-14-10/h7-8H,2-4H2,1H3,(H,13,14)(H,15,16)/t8-/m0/s1",C11H13N2O2Br,285,2.53,4.15,4.15,2.22,-170,3.7822200777362234,1
C#Cc1c(noc1c1cccc(c1I)O)C(=O)O	No_1_25,6/000000137,"InChI=1S/C12H6INO4/c1-2-6-10(12(16)17)14-18-11(6)7-4-3-5-8(15)9(7)13/h1,3-5,15H,(H,16,17)",C12H6NO4I,355,3.31,4.15,5.71,2.22,-120,3.1703981575460753,1
OC(=O)[C@@H](N)C#Cc1nc2c(cc1Cl)cc[nH]2	No_3_557,12/000000001,"InChI=1S/C11H8ClN3O2/c12-7-5-6-3-4-14-10(6)15-9(7)2-1-8(13)11(16)17/h3-5,8H,13H2,(H,14,15)(H,16,17)/t8-/m0/s1",C11H8N3O2Cl,249,1.39,4.14,4.95,18.7,-190,3.9730694890937936,1
N[C@H](NCC)NCCCc1cc(oc(=O)c1)c1cnoc1	No_5_17,23/000000062,"InChI=1S/C14H20N4O3/c1-2-16-14(15)17-5-3-4-10-6-12(21-13(19)7-10)11-8-18-20-9-11/h6-9,14,16-17H,2-5,15H2,1H3",C14H18N4O3,290,1.18,4.14,8.92,3.58,-140,3.754873614428451,1
OC(=O)C1=CCC=C(O1)C(=O)NCC	No_2_21,20/000000028,"InChI=1S/C9H11NO4/c1-2-10-8(11)6-4-3-5-7(14-6)9(12)13/h4-5H,2-3H2,1H3,(H,10,11)(H,12,13)",C9H11NO4,197,0.65,4.14,2.45,2.48,-20,3.1857668205099525,1
OC/C=C(/c1n[nH]nc1)\c1ncc(nc1)C(F)F	No_5_155,29/000000025,"InChI=1S/C10H9F2N5O/c11-10(12)9-4-13-7(3-14-9)6(1-2-18)8-5-15-17-16-8/h1,3-5,10,18H,2H2,(H,15,16,17)/b6-1+",C10H9N5OF2,253,0.86,4.14,3.15,22.6,-150,3.4621385029149927,1
c1nc([nH]c1c1cc([nH]c1CN)C(=O)C)CC	No_6_504,4/000000209,"InChI=1S/C12H16N4O/c1-3-12-14-6-11(16-12)8-4-9(7(2)17)15-10(8)5-13/h4,6,15H,3,5,13H2,1-2H3,(H,14,16)",C12H16N4O,232,0.1,4.14,3.19,19.1,-200,3.134534339614696,1
OC(=O)/C(=C/c1cnc(cc1)CCCCC)/c1nonc1	No_4_549,16/000000025,"InChI=1S/C15H17N3O3/c1-2-3-4-5-12-7-6-11(9-16-12)8-13(15(19)20)14-10-17-21-18-14/h6-10H,2-5H2,1H3,(H,19,20)/b13-8+",C15H16N3O3,286,2.72,4.14,3.3,5.09,-20,2.981510543509092,1
O[C@H](CN)/C=C/c1ccc(cc1NC(=O)N)Br	No_6_561,4/000000067,"InChI=1S/C11H14BrN3O2/c12-8-3-1-7(2-4-9(16)6-13)10(5-8)15-11(14)17/h1-5,9,16H,6,13H2,(H3,14,15,17)/b4-2+/t9-/m0/s1",C11H14N3O2Br,300,0.31,4.14,2.93,3.58,-170,3.222575672826805,1
OCC1=CCC(=C(O1)C(=O)NCCC(=O)C)C=C	No_3_155,20/000000132,"InChI=1S/C13H17NO4/c1-3-10-4-5-11(8-15)18-12(10)13(17)14-7-6-9(2)16/h3,5,15H,1,4,6-8H2,2H3,(H,14,17)",C13H17NO4,251,-0.29,4.14,3.44,19.0,-80,3.534373981721899,1
c1nc([nH]c1c1cc([nH]c1CN)/C=C/C)CCCC	No_5_480,4/000000073,"InChI=1S/C15H22N4/c1-3-5-7-15-17-10-14(19-15)12-8-11(6-4-2)18-13(12)9-16/h4,6,8,10,18H,3,5,7,9,16H2,1-2H3,(H,17,19)/b6-4+",C15H22N4,258,1.81,4.13,2.88,19.7,-200,3.293102789678363,1
C#C[C@H](CN)c1cc(NC(=O)N)ccc1	No_2_38,4/000000023,"InChI=1S/C11H13N3O/c1-2-8(7-12)9-4-3-5-10(6-9)14-11(13)15/h1,3-6,8H,7,12H2,(H3,13,14,15)/t8-/m1/s1",C11H13N3O,203,-0.27,4.13,4.27,14.6,-150,3.095312362331155,1
Oc1ccc(c(c1)NC(=O)N)/C=C/Cc1n[nH]c(=O)o1	No_2_223,4/000000158,"InChI=1S/C12H12N4O4/c13-11(18)14-9-6-8(17)5-4-7(9)2-1-3-10-15-16-12(19)20-10/h1-2,4-6,17H,3H2,(H,16,19)(H3,13,14,18)/b2-1+",C12H12N4O4,276,0.7,4.13,2.37,3.58,-60,3.0373679931936355,1
OC(=O)c1cccc(c1)C(=O)OC[C@@H](N)O	No_3_57,13/000000003,"InChI=1S/C10H11NO5/c11-8(12)5-16-10(15)7-3-1-2-6(4-7)9(13)14/h1-4,8,12H,5,11H2,(H,13,14)/t8-/m0/s1",C10H11NO5,225,0.26,4.13,4.31,2.22,-150,2.511969972027977,1
OC[C@@H](CBr)C(=O)Nc1c(F)cc2c(c1)[nH]cc2	No_2_78,19/000000001,"InChI=1S/C12H12BrFN2O2/c13-5-8(6-17)12(18)16-11-4-10-7(1-2-15-10)3-9(11)14/h1-4,8,15,17H,5-6H2,(H,16,18)/t8-/m1/s1",C12H12N2O2FBr,315,1.68,4.13,4.38,18.0,-190,3.128949266142042,1
OCc1cc(c([nH]1)CN)c1cnc([nH]1)CCCCCNC=C	No_6_539,4/000000214,"InChI=1S/C16H25N5O/c1-2-18-7-5-3-4-6-16-19-10-15(21-16)13-8-12(11-22)20-14(13)9-17/h2,8,10,18,20,22H,1,3-7,9,11,17H2,(H,19,21)",C16H25N5O,303,0.45,4.13,3.66,22.9,-100,3.4073277527911525,1
OC(=O)c1c(O)ccc(c1)/C=C(/C[C@H]1C=CCCC1)\C	No_3_215,13/000000007,"InChI=1S/C17H20O3/c1-12(9-13-5-3-2-4-6-13)10-14-7-8-16(18)15(11-14)17(19)20/h3,5,7-8,10-11,13,18H,2,4,6,9H2,1H3,(H,19,20)/b12-10+/t13-/m0/s1",C17H20O3,272,3.03,4.13,5.97,5.09,-170,3.1699172179591475,1
OC(=O)c1ccc(cc1C[C@@H](C#CCN)F)CCC	No_4_410,12/000000043,"InChI=1S/C15H18FNO2/c1-2-4-11-6-7-14(15(18)19)12(9-11)10-13(16)5-3-8-17/h6-7,9,13H,2,4,8,10,17H2,1H3,(H,18,19)/t13-/m1/s1",C15H17NO2F,262,1.94,4.13,3.27,3.58,-170,3.3416227245030488,1
C#CCc1cc(C(=O)OC2CNC2)cc(c1)C(=O)O	No_3_211,13/000000005,"InChI=1S/C14H13NO4/c1-2-3-9-4-10(13(16)17)6-11(5-9)14(18)19-12-7-15-8-12/h1,4-6,12,15H,3,7-8H2,(H,16,17)",C14H13NO4,259,1.33,4.13,3.1,3.58,-150,2.7034998310984815,1
c1ncn(n1)C(=O)NC(=O)[C@H](CCc1cccc(c1)C[NH3+])F	No_5_243,21/000000006,"InChI=1S/C14H16FN5O2/c15-12(5-4-10-2-1-3-11(6-10)7-16)13(21)19-14(22)20-9-17-8-18-20/h1-3,6,8-9,12H,4-5,7,16H2,(H,19,21,22)/p+1/t12-/m0/s1",C14H17N5O2F,306,0.33,4.12,5.15,3.58,-150,3.8966241948554963,1
O=C(Nc1cc(C=C)cc(c1)[C@H](CC)N)N	No_3_299,4/000000117,"InChI=1S/C12H17N3O/c1-3-8-5-9(11(13)4-2)7-10(6-8)15-12(14)16/h3,5-7,11H,1,4,13H2,2H3,(H3,14,15,16)/t11-/m0/s1",C12H17N3O,219,0.92,4.12,5.35,13.4,-170,2.9894046768580314,1
OC(=O)Cc1cc(ccc1Cc1n[nH]cc1)NC(=O)N	No_3_211,4/000000014,"InChI=1S/C13H14N4O3/c14-13(20)16-10-2-1-8(5-11-3-4-15-17-11)9(6-10)7-12(18)19/h1-4,6H,5,7H2,(H,15,17)(H,18,19)(H3,14,16,20)",C13H14N4O3,274,0.27,4.12,4.14,3.58,0,2.807588597589241,1
OC(=O)CC#Cc1cccc(c1)[C@@H](C(=O)O)Br	No_4_113,19/000000014,"InChI=1S/C12H9BrO4/c13-11(12(16)17)9-5-1-3-8(7-9)4-2-6-10(14)15/h1,3,5,7,11H,6H2,(H,14,15)(H,16,17)/t11-/m0/s1",C12H9O4Br,297,2.07,4.12,5.89,4.81,-150,3.2338723283451998,1
OC/C=C(\c1oc(cc1)CCl)/c1n[nH]nc1	No_5_662,29/000000069,"InChI=1S/C10H10ClN3O2/c11-5-7-1-2-10(16-7)8(3-4-15)9-6-12-14-13-9/h1-3,6,15H,4-5H2,(H,12,13,14)/b8-3-",C10H10N3O2Cl,239,1.9,4.12,3.04,20.9,0,3.3989454653148865,1
OC/C=C(/c1n[nH]nc1CBr)\c1nccnc1	No_5_573,29/000000057,"InChI=1S/C10H10BrN5O/c11-5-8-10(15-16-14-8)7(1-4-17)9-6-12-2-3-13-9/h1-3,6,17H,4-5H2,(H,14,15,16)/b7-1+",C10H10N5OBr,296,1.03,4.12,3.32,18.9,0,3.47612749235861,1
O[C@H](c1ccccc1)C#Cc1onc(c1C(=O)O)C(=O)O	No_1_623,6/000000153,"InChI=1S/C14H9NO6/c16-9(8-4-2-1-3-5-8)6-7-10-11(13(17)18)12(14(19)20)15-21-10/h1-5,9,16H,(H,17,18)(H,19,20)/t9-/m0/s1",C14H8NO6,286,0.81,4.11,4.14,23.6,-150,3.2429387337918456,1
Oc1ccc(cc1Cl)/C=C/[C@@H](C1=CCOC1)N	No_3_486,5/000000004,"InChI=1S/C13H14ClNO2/c14-11-7-9(2-4-13(11)16)1-3-12(15)10-5-6-17-8-10/h1-5,7,12,16H,6,8,15H2/b3-1+/t12-/m0/s1",C13H14NO2Cl,251,1.55,4.11,2.58,2.22,-150,3.7021542681445307,1
OC/C=C(/c1n[nH]nc1)\c1nccc(n1)N	No_4_361,29/000000004,"InChI=1S/C9H10N6O/c10-8-1-3-11-9(13-8)6(2-4-16)7-5-12-15-14-7/h1-3,5,16H,4H2,(H2,10,11,13)(H,12,14,15)/b6-2-",C9H10N6O,218,0.43,4.11,2.98,18.0,0,3.4485357663182317,1
C#C[C@H](CO)c1cc(NC(=O)N)ccc1	No_3_279,4/000000113,"InChI=1S/C11H12N2O2/c1-2-8(7-14)9-4-3-5-10(6-9)13-11(12)15/h1,3-6,8,14H,7H2,(H3,12,13,15)/t8-/m1/s1",C11H12N2O2,204,-0.21,4.11,4.53,3.85,-150,3.004515364207329,1
NCc1n[nH]nc1C(=C)c1cccc(c1Cl)Cl	No_5_178,29/000000030,"InChI=1S/C11H10Cl2N4/c1-6(11-9(5-14)15-17-16-11)7-3-2-4-8(12)10(7)13/h2-4H,1,5,14H2,(H,15,16,17)",C11H10N4Cl2,268,3.73,4.1,1.81,2.22,0,3.0175667455066773,1
