SMILES;Name;InChI;Formula;MW;LogP;pKd;Structure;Synthesize;Chemical
Oc1c(ccc(c1)C)C(=O)C1=C(C(=O)NC1=O)/C=C/1\N=COC1=O	No_3_362;23/000000035;InChI=1S/C16H10N2O6/c1-7-2-3-8(11(19)4-7)13(20)12-9(14(21)18-15(12)22)5-10-16(23)24-6-17-10/h2-6,19H,1H3,(H,18,21,22)/b10-5-;C16H10N2O6;326;0.34;4.46;5.07;4.94;-20
OC(=O)Cc1cccc(c1)CC[C@H](n1nnc(c1)CN)C=C	No_6_282;23/000000044;InChI=1S/C16H20N4O2/c1-2-15(20-11-14(10-17)18-19-20)7-6-12-4-3-5-13(8-12)9-16(21)22/h2-5,8,11,15H,1,6-7,9-10,17H2,(H,21,22)/t15-/m1/s1;C16H20N4O2;300;1.41;4.16;1.93;4.94;-170
Oc1c(ccc(c1)C)C(=O)C1=C(C(=O)NC1=O)/C=C/1\N=COC1=O	No_4_32;23/000000072;InChI=1S/C16H10N2O6/c1-7-2-3-8(11(19)4-7)13(20)12-9(14(21)18-15(12)22)5-10-16(23)24-6-17-10/h2-6,19H,1H3,(H,18,21,22)/b10-5-;C16H10N2O6;326;0.34;4.46;5.07;4.94;-20
OCCc1ccc(cc1)CC[C@H](n1nnc(c1)CN)C=C	No_6_397;23/000000055;InChI=1S/C16H22N4O/c1-2-16(20-12-15(11-17)18-19-20)8-7-13-3-5-14(6-4-13)9-10-21/h2-6,12,16,21H,1,7-11,17H2/t16-/m1/s1;C16H22N4O;286;1.33;4.19;2.12;6.45;-190
OC(=O)Cc1nnn(c1)c1cnc(c(c1)/C=C/CCCO)N	No_6_583;23/000000059;InChI=1S/C14H17N5O3/c15-14-10(4-2-1-3-5-20)6-12(8-16-14)19-9-11(17-18-19)7-13(21)22/h2,4,6,8-9,20H,1,3,5,7H2,(H2,15,16)(H,21,22)/b4-2+;C14H17N5O3;303;-0.13;4.04;3.26;23.20;-160
[NH2]=C1NCC(=CN1)c1cncc(c1)C/C=C\CCCCC	No_2_245;23/000000037;InChI=1S/C17H25N4/c1-2-3-4-5-6-7-8-14-9-15(11-19-10-14)16-12-20-17(18)21-13-16/h6-7,9-12,20-21H,2-5,8,13,18H2,1H3/b7-6-;C17H24N4;284;1.93;4.00;1.78;17.50;-200
OCCc1ccc(cc1)CC[C@H](n1nnc(c1)CN)C=C	No_6_399;23/000000057;InChI=1S/C16H22N4O/c1-2-16(20-12-15(11-17)18-19-20)8-7-13-3-5-14(6-4-13)9-10-21/h2-6,12,16,21H,1,7-11,17H2/t16-/m1/s1;C16H22N4O;286;1.33;4.05;1.92;6.45;-170
Oc1c(ccc(c1)CC)C(=O)C1=C(C(=O)NC1=O)/C=C/1\N=COC1=O	No_4_531;23/000000078;InChI=1S/C17H12N2O6/c1-2-8-3-4-9(12(20)5-8)14(21)13-10(15(22)19-16(13)23)6-11-17(24)25-7-18-11/h3-7,20H,2H2,1H3,(H,19,22,23)/b11-6-;C17H12N2O6;340;0.59;4.56;5.45;4.94;-20
N[C@@H](NCC)NCCCc1cc(oc(=O)c1)c1cnoc1	No_4_100;23/000000020;InChI=1S/C14H20N4O3/c1-2-16-14(15)17-5-3-4-10-6-12(21-13(19)7-10)11-8-18-20-9-11/h6-9,14,16-17H,2-5,15H2,1H3;C14H18N4O3;290;1.18;4.02;7.45;3.58;-140
N[C@@H](NCC)NCCCc1cc(oc(=O)c1)c1cnoc1	No_5_22;23/000000063;InChI=1S/C14H20N4O3/c1-2-16-14(15)17-5-3-4-10-6-12(21-13(19)7-10)11-8-18-20-9-11/h6-9,14,16-17H,2-5,15H2,1H3;C14H18N4O3;290;1.18;4.07;8.67;3.58;-140
OCCc1ccc(cc1)CC[C@H](n1nnc(c1)CN)C=C	No_6_395;23/000000053;InChI=1S/C16H22N4O/c1-2-16(20-12-15(11-17)18-19-20)8-7-13-3-5-14(6-4-13)9-10-21/h2-6,12,16,21H,1,7-11,17H2/t16-/m1/s1;C16H22N4O;286;1.33;4.23;2.43;6.45;-170
Oc1c(ccc(c1)C)C(=O)C1=C(C(=O)NC1=O)/C=C/1\N=COC1=O	No_4_35;23/000000075;InChI=1S/C16H10N2O6/c1-7-2-3-8(11(19)4-7)13(20)12-9(14(21)18-15(12)22)5-10-16(23)24-6-17-10/h2-6,19H,1H3,(H,18,21,22)/b10-5-;C16H10N2O6;326;0.34;4.46;5.07;4.94;-20
Oc1c(ccc(c1)CC)C(=O)C1=C(C(=O)NC1=O)/C=C/1\N=COC1=O	No_4_532;23/000000079;InChI=1S/C17H12N2O6/c1-2-8-3-4-9(12(20)5-8)14(21)13-10(15(22)19-16(13)23)6-11-17(24)25-7-18-11/h3-7,20H,2H2,1H3,(H,19,22,23)/b11-6-;C17H12N2O6;340;0.59;4.56;5.45;4.94;-20
C=C[C@H](CCc1cccc(c1)C[NH2+]C)n1nnc(c1)CN	No_6_569;23/000000058;InChI=1S/C16H23N5/c1-3-16(21-12-15(10-17)19-20-21)8-7-13-5-4-6-14(9-13)11-18-2/h3-6,9,12,16,18H,1,7-8,10-11,17H2,2H3/p+1/t16-/m1/s1;C16H24N5;286;1.49;4.13;2.31;6.45;-170
Oc1c(ccc(c1)CC)C(=O)C1=C(C(=O)NC1=O)/C=C/1\N=COC1=O	No_4_533;23/000000080;InChI=1S/C17H12N2O6/c1-2-8-3-4-9(12(20)5-8)14(21)13-10(15(22)19-16(13)23)6-11-17(24)25-7-18-11/h3-7,20H,2H2,1H3,(H,19,22,23)/b11-6-;C17H12N2O6;340;0.59;4.56;5.45;4.94;-20
N[C@@H](NCCCCCl)NCCCc1cc(oc(=O)c1)c1cnoc1	No_4_510;23/000000025;InChI=1S/C16H23ClN4O3/c17-5-1-2-6-19-16(18)20-7-3-4-12-8-14(24-15(22)9-12)13-10-21-23-11-13/h8-11,16,19-20H,1-7,18H2;C16H21N4O3Cl;352;2.24;4.39;6.31;4.94;-120
N[C@@H](NCC)NCCCc1cc(oc(=O)c1)c1cnoc1CCl	No_4_411;23/000000022;InChI=1S/C15H21ClN4O3/c1-2-18-15(17)19-5-3-4-10-6-12(22-14(21)7-10)11-9-20-23-13(11)8-16/h6-7,9,15,18-19H,2-5,8,17H2,1H3;C15H19N4O3Cl;338;1.65;4.25;10.63;3.58;-140
OCCc1ccc(cc1)CC[C@H](n1nnc(c1)CN)C=C	No_6_392;23/000000050;InChI=1S/C16H22N4O/c1-2-16(20-12-15(11-17)18-19-20)8-7-13-3-5-14(6-4-13)9-10-21/h2-6,12,16,21H,1,7-11,17H2/t16-/m1/s1;C16H22N4O;286;1.33;4.20;3.48;6.45;-170
Oc1c(ccc(c1)C)C(=O)C1=C(C(=O)NC1=O)/C=C/1\N=COC1=O	No_3_363;23/000000036;InChI=1S/C16H10N2O6/c1-7-2-3-8(11(19)4-7)13(20)12-9(14(21)18-15(12)22)5-10-16(23)24-6-17-10/h2-6,19H,1H3,(H,18,21,22)/b10-5-;C16H10N2O6;326;0.34;4.46;5.07;4.94;-20
Oc1c(ccc(c1)C)C(=O)C1=C(C(=O)NC1=O)/C=C/1\N=COC1=O	No_3_360;23/000000033;InChI=1S/C16H10N2O6/c1-7-2-3-8(11(19)4-7)13(20)12-9(14(21)18-15(12)22)5-10-16(23)24-6-17-10/h2-6,19H,1H3,(H,18,21,22)/b10-5-;C16H10N2O6;326;0.34;4.46;5.07;4.94;-20
c1c(nnn1[C@@H](CCCC)CN)CN	No_3_563;23/000000001;InChI=1S/C9H19N5/c1-2-3-4-9(6-11)14-7-8(5-10)12-13-14/h7,9H,2-6,10-11H2,1H3/t9-/m0/s1;C9H19N5;197;-0.21;4.31;0.32;3.58;-190
N[C@H](NCCCc1cc(oc(=O)c1)c1cnoc1/C=C\C)N	No_5_110;23/000000071;InChI=1S/C15H20N4O3/c1-2-4-12-11(9-19-22-12)13-7-10(8-14(20)21-13)5-3-6-18-15(16)17/h2,4,7-9,15,18H,3,5-6,16-17H2,1H3/b4-2-;C15H18N4O3;302;1.14;4.50;9.67;4.94;-140
OCCc1ccc(cc1)CC[C@H](n1nnc(c1)CN)C=C	No_6_393;23/000000051;InChI=1S/C16H22N4O/c1-2-16(20-12-15(11-17)18-19-20)8-7-13-3-5-14(6-4-13)9-10-21/h2-6,12,16,21H,1,7-11,17H2/t16-/m1/s1;C16H22N4O;286;1.33;4.12;2.43;6.45;-170
[NH2]=C1NCC(=CN1)c1nonc1CC/C=C/CCCCCl	No_4_524;23/000000026;InChI=1S/C14H21ClN5O/c15-8-6-4-2-1-3-5-7-12-13(20-21-19-12)11-9-17-14(16)18-10-11/h1,3,9,17-18H,2,4-8,10,16H2/b3-1+;C14H20N5OCl;309;2.26;4.18;2.47;24.60;-120
N[C@@H](NCC)NCCCc1cc(oc(=O)c1)c1cnoc1	No_4_99;23/000000019;InChI=1S/C14H20N4O3/c1-2-16-14(15)17-5-3-4-10-6-12(21-13(19)7-10)11-8-18-20-9-11/h6-9,14,16-17H,2-5,15H2,1H3;C14H18N4O3;290;1.18;4.07;8.67;3.58;-140
Oc1c(ccc(c1)C)C(=O)C1=C(C(=O)NC1=O)/C=C/1\N=COC1=O	No_4_34;23/000000074;InChI=1S/C16H10N2O6/c1-7-2-3-8(11(19)4-7)13(20)12-9(14(21)18-15(12)22)5-10-16(23)24-6-17-10/h2-6,19H,1H3,(H,18,21,22)/b10-5-;C16H10N2O6;326;0.34;4.46;5.07;4.94;-20
N[C@H](NCCCc1cc(oc(=O)c1)c1cnoc1C=C)N	No_3_620;23/000000007;InChI=1S/C14H18N4O3/c1-2-11-10(8-18-21-11)12-6-9(7-13(19)20-12)4-3-5-17-14(15)16/h2,6-8,14,17H,1,3-5,15-16H2;C14H16N4O3;288;0.82;4.11;8.94;3.58;-120
N[C@@H](NCCCCCl)NCCCc1cc(oc(=O)c1)c1cnoc1	No_5_49;23/000000070;InChI=1S/C16H23ClN4O3/c17-5-1-2-6-19-16(18)20-7-3-4-12-8-14(24-15(22)9-12)13-10-21-23-11-13/h8-11,16,19-20H,1-7,18H2;C16H21N4O3Cl;352;2.24;4.39;6.31;4.94;-120
c1cc(cc(c1)CC[C@H](n1nnc(c1)CN)C=C)COCN	No_6_205;23/000000042;InChI=1S/C16H23N5O/c1-2-16(21-10-15(9-17)19-20-21)7-6-13-4-3-5-14(8-13)11-22-12-18/h2-5,8,10,16H,1,6-7,9,11-12,17-18H2/t16-/m1/s1;C16H23N5O;301;1.05;4.07;0.87;6.45;-170
C(=C(\CCc1nonc1C1=CNC(=[NH2])NC1)/C)/CCF	No_4_489;23/000000023;InChI=1S/C13H19FN5O/c1-9(3-2-6-14)4-5-11-12(19-20-18-11)10-7-16-13(15)17-8-10/h3,7,16-17H,2,4-6,8,15H2,1H3/b9-3+;C13H18N5OF;279;1.26;4.07;1.45;25.00;-160
OCCc1ccc(cc1)CC[C@H](n1nnc(c1)CN)C=C	No_6_391;23/000000049;InChI=1S/C16H22N4O/c1-2-16(20-12-15(11-17)18-19-20)8-7-13-3-5-14(6-4-13)9-10-21/h2-6,12,16,21H,1,7-11,17H2/t16-/m1/s1;C16H22N4O;286;1.33;4.18;3.57;6.45;-170
N[C@H](NCCCc1cc(oc(=O)c1)c1cnoc1C=C)NC	No_4_631;23/000000031;InChI=1S/C15H20N4O3/c1-3-12-11(9-19-22-12)13-7-10(8-14(20)21-13)5-4-6-18-15(16)17-2/h3,7-9,15,17-18H,1,4-6,16H2,2H3;C15H18N4O3;302;1.29;4.01;10.56;3.58;-140
[NH2]=C1NCC(=CN1)c1cncc(c1)CCCCCCCCCC	No_1_200;23/000000012;InChI=1S/C19H31N4/c1-2-3-4-5-6-7-8-9-10-16-11-17(13-21-12-16)18-14-22-19(20)23-15-18/h11-14,22-23H,2-10,15,20H2,1H3;C19H30N4;314;2.97;4.31;0.68;17.70;-200
N[C@@H](NCC)NCCCc1cc(oc(=O)c1)c1cnoc1	No_5_39;23/000000068;InChI=1S/C14H20N4O3/c1-2-16-14(15)17-5-3-4-10-6-12(21-13(19)7-10)11-8-18-20-9-11/h6-9,14,16-17H,2-5,15H2,1H3;C14H18N4O3;290;1.18;4.01;7.06;3.58;-140
OCCc1ccc(cc1)CC[C@H](n1nnc(c1)CN)C=C	No_6_394;23/000000052;InChI=1S/C16H22N4O/c1-2-16(20-12-15(11-17)18-19-20)8-7-13-3-5-14(6-4-13)9-10-21/h2-6,12,16,21H,1,7-11,17H2/t16-/m1/s1;C16H22N4O;286;1.33;4.19;1.84;6.45;-170
c1cc(cc(c1)CC[C@H](n1nnc(c1)CN)C=C)COCN	No_6_204;23/000000041;InChI=1S/C16H23N5O/c1-2-16(21-10-15(9-17)19-20-21)7-6-13-4-3-5-14(8-13)11-22-12-18/h2-5,8,10,16H,1,6-7,9,11-12,17-18H2/t16-/m1/s1;C16H23N5O;301;1.05;4.17;1.44;6.45;-170
N[C@@H](NCC)NCCCc1cc(oc(=O)c1)c1cnoc1	No_4_101;23/000000021;InChI=1S/C14H20N4O3/c1-2-16-14(15)17-5-3-4-10-6-12(21-13(19)7-10)11-8-18-20-9-11/h6-9,14,16-17H,2-5,15H2,1H3;C14H18N4O3;290;1.18;4.01;7.06;3.58;-140
C(=C\CCc1nonc1C1=CNC(=[NH2])NC1)/CCC	No_4_556;23/000000029;InChI=1S/C13H20N5O/c1-2-3-4-5-6-7-11-12(18-19-17-11)10-8-15-13(14)16-9-10/h4-5,8,15-16H,2-3,6-7,9,14H2,1H3/b5-4+;C13H19N5O;261;1.56;4.13;0.78;22.30;-160
N[C@H](NCCCc1cc(oc(=O)c1)c1cnoc1C=C)NC	No_5_29;23/000000065;InChI=1S/C15H20N4O3/c1-3-12-11(9-19-22-12)13-7-10(8-14(20)21-13)5-4-6-18-15(16)17-2/h3,7-9,15,17-18H,1,4-6,16H2,2H3;C15H18N4O3;302;1.29;4.08;10.39;3.58;-140
C=CCc1cc(ncc1n1nnc(c1)CN)N	No_4_319;23/000000002;InChI=1S/C11H14N6/c1-2-3-8-4-11(13)14-6-10(8)17-7-9(5-12)15-16-17/h2,4,6-7H,1,3,5,12H2,(H2,13,14);C11H14N6;230;-0.08;4.22;3.02;18.20;-160
C=CCc1cc(ncc1n1nnc(c1)CN)N	No_4_333;23/000000003;InChI=1S/C11H14N6/c1-2-3-8-4-11(13)14-6-10(8)17-7-9(5-12)15-16-17/h2,4,6-7H,1,3,5,12H2,(H2,13,14);C11H14N6;230;-0.08;4.26;3.09;18.20;-160
C=CCc1cc(ncc1n1nnc(c1)CN)N	No_6_42;23/000000039;InChI=1S/C11H14N6/c1-2-3-8-4-11(13)14-6-10(8)17-7-9(5-12)15-16-17/h2,4,6-7H,1,3,5,12H2,(H2,13,14);C11H14N6;230;-0.08;4.22;3.02;18.20;-160
OCCc1ccc(cc1)CC[C@H](n1nnc(c1)CN)C=C	No_6_398;23/000000056;InChI=1S/C16H22N4O/c1-2-16(20-12-15(11-17)18-19-20)8-7-13-3-5-14(6-4-13)9-10-21/h2-6,12,16,21H,1,7-11,17H2/t16-/m1/s1;C16H22N4O;286;1.33;4.09;1.93;6.45;-170
N[C@@H](NCC)NCCCc1cc(oc(=O)c1)c1cnoc1CCl	No_5_27;23/000000064;InChI=1S/C15H21ClN4O3/c1-2-18-15(17)19-5-3-4-10-6-12(22-14(21)7-10)11-9-20-23-13(11)8-16/h6-7,9,15,18-19H,2-5,8,17H2,1H3;C15H19N4O3Cl;338;1.65;4.25;10.63;3.58;-140
N[C@H](NCCCc1cc(oc(=O)c1)c1cnoc1C=C)NC	No_4_630;23/000000030;InChI=1S/C15H20N4O3/c1-3-12-11(9-19-22-12)13-7-10(8-14(20)21-13)5-4-6-18-15(16)17-2/h3,7-9,15,17-18H,1,4-6,16H2,2H3;C15H18N4O3;302;1.29;4.08;10.39;3.58;-140
N[C@H](NCCCc1cc(oc(=O)c1)c1cnoc1C=C)N	No_5_10;23/000000060;InChI=1S/C14H18N4O3/c1-2-11-10(8-18-21-11)12-6-9(7-13(19)20-12)4-3-5-17-14(15)16/h2,6-8,14,17H,1,3-5,15-16H2;C14H16N4O3;288;0.82;4.19;8.85;3.58;-120
c1cc(cc(c1)CC[C@H](n1nnc(c1)CN)C=C)COCN	No_6_203;23/000000040;InChI=1S/C16H23N5O/c1-2-16(21-10-15(9-17)19-20-21)7-6-13-4-3-5-14(8-13)11-22-12-18/h2-5,8,10,16H,1,6-7,9,11-12,17-18H2/t16-/m1/s1;C16H23N5O;301;1.05;4.21;1.05;6.45;-170
N[C@H](NCC)NCCCc1cc(oc(=O)c1)c1cnoc1	No_3_651;23/000000009;InChI=1S/C14H20N4O3/c1-2-16-14(15)17-5-3-4-10-6-12(21-13(19)7-10)11-8-18-20-9-11/h6-9,14,16-17H,2-5,15H2,1H3;C14H18N4O3;290;1.18;4.14;8.92;3.58;-140
Oc1c(ccc(c1)C)C(=O)C1=C(C(=O)NC1=O)/C=C/1\N=COC1=O	No_4_33;23/000000073;InChI=1S/C16H10N2O6/c1-7-2-3-8(11(19)4-7)13(20)12-9(14(21)18-15(12)22)5-10-16(23)24-6-17-10/h2-6,19H,1H3,(H,18,21,22)/b10-5-;C16H10N2O6;326;0.34;4.46;5.07;4.94;-20
N[C@H](NCC)NCCCc1cc(oc(=O)c1)c1cnoc1	No_4_21;23/000000018;InChI=1S/C14H20N4O3/c1-2-16-14(15)17-5-3-4-10-6-12(21-13(19)7-10)11-8-18-20-9-11/h6-9,14,16-17H,2-5,15H2,1H3;C14H18N4O3;290;1.18;4.14;8.92;3.58;-140
N[C@H](NCCCc1cc(oc(=O)c1)c1cnoc1C=C)NC	No_5_31;23/000000067;InChI=1S/C15H20N4O3/c1-3-12-11(9-19-22-12)13-7-10(8-14(20)21-13)5-4-6-18-15(16)17-2/h3,7-9,15,17-18H,1,4-6,16H2,2H3;C15H18N4O3;302;1.29;4.01;10.56;3.58;-140
C=CCc1cc(ncc1n1nnc(c1)CN)N	No_5_44;23/000000013;InChI=1S/C11H14N6/c1-2-3-8-4-11(13)14-6-10(8)17-7-9(5-12)15-16-17/h2,4,6-7H,1,3,5,12H2,(H2,13,14);C11H14N6;230;-0.08;4.26;3.09;18.20;-160
OCCc1ccc(cc1)CC[C@H](n1nnc(c1)CN)C=C	No_6_388;23/000000046;InChI=1S/C16H22N4O/c1-2-16(20-12-15(11-17)18-19-20)8-7-13-3-5-14(6-4-13)9-10-21/h2-6,12,16,21H,1,7-11,17H2/t16-/m1/s1;C16H22N4O;286;1.33;4.23;2.78;6.45;-170
N[C@H](NCCCc1cc(oc(=O)c1)c1cnoc1C=C)N	No_4_8;23/000000017;InChI=1S/C14H18N4O3/c1-2-11-10(8-18-21-11)12-6-9(7-13(19)20-12)4-3-5-17-14(15)16/h2,6-8,14,17H,1,3-5,15-16H2;C14H16N4O3;288;0.82;4.11;8.94;3.58;-120
N[C@H](NCCCc1cc(oc(=O)c1)c1cnoc1C=C)N	No_5_11;23/000000061;InChI=1S/C14H18N4O3/c1-2-11-10(8-18-21-11)12-6-9(7-13(19)20-12)4-3-5-17-14(15)16/h2,6-8,14,17H,1,3-5,15-16H2;C14H16N4O3;288;0.82;4.11;8.94;3.58;-120
Oc1c(ccc(c1)C)C(=O)C1=C(C(=O)NC1=O)/C=C/1\N=COC1=O	No_4_36;23/000000076;InChI=1S/C16H10N2O6/c1-7-2-3-8(11(19)4-7)13(20)12-9(14(21)18-15(12)22)5-10-16(23)24-6-17-10/h2-6,19H,1H3,(H,18,21,22)/b10-5-;C16H10N2O6;326;0.34;4.46;5.07;4.94;-20
OCCc1ccc(cc1)CC[C@H](n1nnc(c1)CN)C=C	No_6_389;23/000000047;InChI=1S/C16H22N4O/c1-2-16(20-12-15(11-17)18-19-20)8-7-13-3-5-14(6-4-13)9-10-21/h2-6,12,16,21H,1,7-11,17H2/t16-/m1/s1;C16H22N4O;286;1.33;4.20;2.60;6.45;-170
N[C@@H](NCCCCCl)NCCCc1cc(oc(=O)c1)c1cnoc1	No_5_46;23/000000069;InChI=1S/C16H23ClN4O3/c17-5-1-2-6-19-16(18)20-7-3-4-12-8-14(24-15(22)9-12)13-10-21-23-11-13/h8-11,16,19-20H,1-7,18H2;C16H21N4O3Cl;352;2.24;4.44;6.60;4.94;-120
[NH2]=C1NCC(=CN1)c1cncc(c1)CCCCCCCCCC	No_1_198;23/000000010;InChI=1S/C19H31N4/c1-2-3-4-5-6-7-8-9-10-16-11-17(13-21-12-16)18-14-22-19(20)23-15-18/h11-14,22-23H,2-10,15,20H2,1H3;C19H30N4;314;2.97;4.35;0.68;17.70;-200
c1oc2c(n1)cccc2Nc1ccc2c(c1)[nH]c(cc2=O)CC	No_2_428;25/000000005;InChI=1S/C18H15N3O2/c1-2-11-9-17(22)13-7-6-12(8-16(13)20-11)21-15-5-3-4-14-18(15)23-10-19-14/h3-10,21H,2H2,1H3,(H,20,22);C18H15N3O2;305;2.67;4.32;6.42;19.80;-100
C(=C\c1ccc2c(c1)[nH]c(cc2=O)CN)/c1ccc(=O)[nH]c1	No_2_258;25/000000003;InChI=1S/C17H15N3O2/c18-9-13-8-16(21)14-5-3-11(7-15(14)20-13)1-2-12-4-6-17(22)19-10-12/h1-8,10H,9,18H2,(H,19,22)(H,20,21)/b2-1+;C17H15N3O2;293;0.92;4.16;6.24;22.40;-80
C(=C\c1ccc2c(c1)[nH]ccc2=O)/c1nc2[nH]cnc2cc1	No_1_441;25/000000002;InChI=1S/C17H12N4O/c22-16-7-8-18-15-9-11(2-5-13(15)16)1-3-12-4-6-14-17(21-12)20-10-19-14/h1-10H,(H,18,22)(H,19,20,21)/b3-1+;C17H12N4O;288;2.86;4.18;5.86;19.30;-80
C(=C\c1ccc2c(c1)[nH]c(cc2=O)CN)/c1ccc(=O)[nH]c1	No_2_259;25/000000004;InChI=1S/C17H15N3O2/c18-9-13-8-16(21)14-5-3-11(7-15(14)20-13)1-2-12-4-6-17(22)19-10-12/h1-8,10H,9,18H2,(H,19,22)(H,20,21)/b2-1+;C17H15N3O2;293;0.92;4.14;5.80;22.40;-80
c1nc(C(=O)Oc2ccc3c(c2)[nH]c(cc3=O)C[NH3+])ccc1	No_1_199;25/000000001;InChI=1S/C16H13N3O3/c17-9-10-7-15(20)12-5-4-11(8-14(12)19-10)22-16(21)13-3-1-2-6-18-13/h1-8H,9,17H2,(H,19,20)/p+1;C16H14N3O3;296;1.26;4.09;3.10;18.60;-80
OC(=O)c1ccc(c(c1)Br)C#C[C@@H](C)c1c[nH]c(=[NH2])[nH]1	No_1_619;26/000000008;InChI=1S/C14H13BrN3O2/c1-8(12-7-17-14(16)18-12)2-3-9-4-5-10(13(19)20)6-11(9)15/h4-8,17-18H,16H2,1H3,(H,19,20)/t8-/m1/s1;C14H11N3O2Br;333;2.00;4.46;3.74;21.40;-170
C1=C(CNC1=O)[C@H](C)C#Cc1ccc(cc1Br)C(=O)O	No_1_607;26/000000005;InChI=1S/C15H12BrNO3/c1-9(12-7-14(18)17-8-12)2-3-10-4-5-11(15(19)20)6-13(10)16/h4-7,9H,8H2,1H3,(H,17,18)(H,19,20)/t9-/m1/s1;C15H11NO3Br;333;2.00;4.37;4.08;20.70;-170
C1=C(CNC1=O)[C@H](C)C#Cc1ccc(cc1Br)C(=O)O	No_1_604;26/000000004;InChI=1S/C15H12BrNO3/c1-9(12-7-14(18)17-8-12)2-3-10-4-5-11(15(19)20)6-13(10)16/h4-7,9H,8H2,1H3,(H,17,18)(H,19,20)/t9-/m1/s1;C15H11NO3Br;333;2.00;4.30;5.17;20.70;-170
OC(=O)c1ccc(c(c1)Br)C#C[C@@H](C)c1c[nH]c(=[NH2])[nH]1	No_1_618;26/000000007;InChI=1S/C14H13BrN3O2/c1-8(12-7-17-14(16)18-12)2-3-9-4-5-10(13(19)20)6-11(9)15/h4-8,17-18H,16H2,1H3,(H,19,20)/t8-/m1/s1;C14H11N3O2Br;333;2.00;4.40;5.45;21.40;-170
C1=C(CNC1=O)[C@H](C)C#Cc1ccc(cc1Br)C(=O)O	No_1_608;26/000000006;InChI=1S/C15H12BrNO3/c1-9(12-7-14(18)17-8-12)2-3-10-4-5-11(15(19)20)6-13(10)16/h4-7,9H,8H2,1H3,(H,17,18)(H,19,20)/t9-/m1/s1;C15H11NO3Br;333;2.00;4.40;4.55;20.70;-170
OC(=O)c1ccc(c(c1)Br)/C=C/C1CCNCC1	No_1_330;26/000000002;InChI=1S/C14H16BrNO2/c15-13-9-12(14(17)18)4-3-11(13)2-1-10-5-7-16-8-6-10/h1-4,9-10,16H,5-8H2,(H,17,18)/b2-1+;C14H15NO2Br;309;2.64;4.22;5.88;3.85;-150
c1cnnn1CCC#Cc1ccc(cc1Br)C(=O)O	No_1_380;26/000000003;InChI=1S/C13H10BrN3O2/c14-12-9-11(13(18)19)5-4-10(12)3-1-2-7-17-8-6-15-16-17/h4-6,8-9H,2,7H2,(H,18,19);C13H9N3O2Br;319;2.09;4.21;6.61;22.30;0
OC[C@H](/C=C/C)c1cnc(cc1)CC(=O)NCc1cnn[nH]1	No_3_348;26/000000001;InChI=1S/C15H19N5O2/c1-2-3-12(10-21)11-4-5-13(16-7-11)6-15(22)17-8-14-9-18-20-19-14/h2-5,7,9,12,21H,6,8,10H2,1H3,(H,17,22)(H,18,19,20)/b3-2+/t12-/m0/s1;C15H19N5O2;301;-0.39;4.00;4.84;22.60;-170
OC(=O)c1ccc(c(c1)Br)C#C[C@@H](C)c1c[nH]c(=[NH2])[nH]1	No_1_621;26/000000010;InChI=1S/C14H13BrN3O2/c1-8(12-7-17-14(16)18-12)2-3-9-4-5-10(13(19)20)6-11(9)15/h4-8,17-18H,16H2,1H3,(H,19,20)/t8-/m1/s1;C14H11N3O2Br;333;2.00;4.58;4.57;21.40;-170
OC(=O)c1ccc(c(c1)Br)C#C[C@@H](C)c1c[nH]c(=[NH2])[nH]1	No_1_620;26/000000009;InChI=1S/C14H13BrN3O2/c1-8(12-7-17-14(16)18-12)2-3-9-4-5-10(13(19)20)6-11(9)15/h4-8,17-18H,16H2,1H3,(H,19,20)/t8-/m1/s1;C14H11N3O2Br;333;2.00;4.59;3.99;21.40;-170
OC(=O)c1ncc(nc1CCl)[C@@H](/C=C/c1cc(N)cc(c1)F)O	No_4_315;27/000000001;InChI=1S/C15H13ClFN3O3/c16-6-11-14(15(22)23)19-7-12(20-11)13(21)2-1-8-3-9(17)5-10(18)4-8/h1-5,7,13,21H,6,18H2,(H,22,23)/b2-1+/t13-/m1/s1;C15H13N3O3FCl;337;0.57;4.26;5.05;20.80;-150
OC/C=C(\c1oc(cc1)CCCCC)/c1n[nH]nc1	No_5_459;29/000000043;InChI=1S/C14H19N3O2/c1-2-3-4-5-11-6-7-14(19-11)12(8-9-18)13-10-15-17-16-13/h6-8,10,18H,2-5,9H2,1H3,(H,15,16,17)/b12-8-;C14H19N3O2;261;2.99;4.00;2.37;21.60;-20
OC/C=C(/c1n[nH]nc1)\c1nc(cnc1)N[C@@H](CBr)Cl	No_5_620;29/000000062;InChI=1S/C11H12BrClN6O/c12-3-10(13)17-11-6-14-4-8(16-11)7(1-2-20)9-5-15-19-18-9/h1,4-6,10,20H,2-3H2,(H,16,17)(H,15,18,19)/b7-1+/t10-/m0/s1;C11H12N6OClBr;359;2.23;4.24;4.79;22.60;-150
OC/C=C(/c1n[nH]nc1CC)\c1ncn[nH]1	No_4_460;29/000000005;InChI=1S/C9H12N6O/c1-2-7-8(13-15-12-7)6(3-4-16)9-10-5-11-14-9/h3,5,16H,2,4H2,1H3,(H,10,11,14)(H,12,13,15)/b6-3-;C9H12N6O;220;1.05;4.05;3.27;22.80;-20
