SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical,SA_Score,SA_Score_Binary
Oc1c(F)ccc(c1)/C=C/[C@@H](C1=CCNN1)N,16/000000003,"InChI=1S/C12H14FN3O/c13-9-3-1-8(7-12(9)17)2-4-10(14)11-5-6-15-16-11/h1-5,7,10,15-17H,6,14H2/b4-2+/t10-/m0/s1",C12H14N3OF,235,1.88,4.32,2.42,3.58,-150,4.010464845067607,0
OCC1=CCC=C(O1)C(=O)NCC,20/000000030,"InChI=1S/C9H13NO3/c1-2-10-9(12)8-5-3-4-7(6-11)13-8/h4-5,11H,2-3,6H2,1H3,(H,10,12)",C9H13NO3,183,0.22,4.31,2.04,3.58,-20,3.442501288470364,1
c1c(nnn1[C@@H](CCCC)CN)CN,23/000000001,"InChI=1S/C9H19N5/c1-2-3-4-9(6-11)14-7-8(5-10)12-13-14/h7,9H,2-6,10-11H2,1H3/t9-/m0/s1",C9H19N5,197,-0.21,4.31,0.32,3.58,-190,3.3355055501026207,1
OC(=O)c1ccn(c1C#CCO)C[C@H](CO)Cl,6/000000033,"InChI=1S/C11H12ClNO4/c12-8(7-15)6-13-4-3-9(11(16)17)10(13)2-1-5-14/h3-4,8,14-15H,5-7H2,(H,16,17)/t8-/m1/s1",C11H12NO4Cl,257,0.45,4.3,7.39,3.85,-150,3.871009117642859,1
OC(=O)[C@H](c1nonc1)C#CC1=CCNC1=O,20/000000112,"InChI=1S/C10H7N3O4/c14-9-6(3-4-11-9)1-2-7(10(15)16)8-5-12-17-13-8/h3,5,7H,4H2,(H,11,14)(H,15,16)/t7-/m0/s1",C10H7N3O4,233,0.45,4.3,3.1,3.58,-150,4.650734075836837,0
C#CCc1cc(c([nH]1)CN)c1cnc([nH]1)CCCCCBr,4/000000077,"InChI=1S/C16H21BrN4/c1-2-6-12-9-13(14(10-18)20-12)15-11-19-16(21-15)7-4-3-5-8-17/h1,9,11,20H,3-8,10,18H2,(H,19,21)",C16H21N4Br,349,2.33,4.3,3.29,23.8,-120,3.4847859281244773,1
OC(=O)[C@@H](CO)Oc1ccccc1CC#CC,20/000000027,"InChI=1S/C13H14O4/c1-2-3-6-10-7-4-5-8-11(10)17-12(9-14)13(15)16/h4-5,7-8,12,14H,6,9H2,1H3,(H,15,16)/t12-/m1/s1",C13H14O4,234,1.41,4.29,7.07,3.58,-170,3.0866740717451844,1
Oc1[nH]nc(c1CCCN)C(=O)C#CCN,21/000000002,"InChI=1S/C10H14N4O2/c11-5-1-3-7-9(13-14-10(7)16)8(15)4-2-6-12/h1,3,5-6,11-12H2,(H2,13,14,16)",C10H14N4O2,222,-0.25,4.29,4.74,3.72,0,3.6410075662574233,1
Oc1ccc(c(c1)NC(=O)N)/C=C/CC1=NOCC1,4/000000161,"InChI=1S/C13H15N3O3/c14-13(18)15-12-8-11(17)5-4-9(12)2-1-3-10-6-7-19-16-10/h1-2,4-5,8,17H,3,6-7H2,(H3,14,15,18)/b2-1+",C13H15N3O3,261,0.74,4.29,2.72,3.58,-60,3.269156635832209,1
OC(=O)[C@H](CCC/C=C/c1nnc(o1)CO)F,7/000000001,"InChI=1S/C10H13FN2O4/c11-7(10(15)16)4-2-1-3-5-8-12-13-9(6-14)17-8/h3,5,7,14H,1-2,4,6H2,(H,15,16)/b5-3+/t7-/m0/s1",C10H13N2O4F,244,1.2,4.29,6.04,2.22,-150,3.6206436298466587,1
OC(=O)C/C(=C\[C@H](C)c1ncn[nH]1)/c1n[nH]nc1,29/000000008,"InChI=1S/C10H12N6O2/c1-6(10-11-5-13-15-10)2-7(3-9(17)18)8-4-12-16-14-8/h2,4-6H,3H2,1H3,(H,17,18)(H,11,13,15)(H,12,14,16)/b7-2+/t6-/m0/s1",C10H12N6O2,248,0.91,4.29,3.44,3.58,-170,4.0468542435176085,0
O[C@@H](CC#Cc1ccc(cc1Br)NC(=O)CO)C,17/000000003,"InChI=1S/C13H14BrNO3/c1-9(17)3-2-4-10-5-6-11(7-12(10)14)15-13(18)8-16/h5-7,9,16-17H,3,8H2,1H3,(H,15,18)/t9-/m1/s1",C13H14NO3Br,312,1.5,4.29,8.39,17.1,-170,3.134363394870457,1
O=C(Nc1cc(Br)cc(c1)CCC/C=C/Nc1cnccc1)N,4/000000299,"InChI=1S/C17H19BrN4O/c18-14-9-13(10-16(11-14)22-17(19)23)5-2-1-3-8-21-15-6-4-7-20-12-15/h3-4,6-12,21H,1-2,5H2,(H3,19,22,23)/b8-3+",C17H19N4OBr,375,2.41,4.28,4.12,6.45,0,2.615617395351455,1
OC[C@@H](CN)c1cc(NC(=O)N)cc(c1)CCCCl,4/000000155,"InChI=1S/C13H20ClN3O2/c14-3-1-2-9-4-10(11(7-15)8-18)6-12(5-9)17-13(16)19/h4-6,11,18H,1-3,7-8,15H2,(H3,16,17,19)/t11-/m1/s1",C13H20N3O2Cl,285,0.02,4.28,6.37,15.9,-150,3.1072259789409173,1
OCC(=O)C1=N[C@@](CC1)(/C(=C/c1ccc(cc1)CN)/CBr)CN,21/000000003,"InChI=1S/C17H22BrN3O2/c18-8-14(7-12-1-3-13(9-19)4-2-12)17(11-20)6-5-15(21-17)16(23)10-22/h1-4,7,22H,5-6,8-11,19-20H2/b14-7+/t17-/m1/s1",C17H22N3O2Br,380,-0.05,4.28,7.32,5.24,-150,4.008380343893193,0
O=C(NCC)C1=C[C@H](C=C(O1)C(=O)N)/C=C\1/OC(=O)C=C1,20/000000042,"InChI=1S/C14H14N2O5/c1-2-16-14(19)11-7-8(6-10(21-11)13(15)18)5-9-3-4-12(17)20-9/h3-8H,2H2,1H3,(H2,15,18)(H,16,19)/b9-5+/t8-/m0/s1",C14H14N2O5,290,0.33,4.28,3.71,24.6,-170,4.317588866417841,0
Oc1ccc(c(c1)NC(=O)N)/C=C/Cc1cccc(c1F)F,4/000000169,"InChI=1S/C16H14F2N2O2/c17-13-6-2-5-11(15(13)18)4-1-3-10-7-8-12(21)9-14(10)20-16(19)22/h1-3,5-9,21H,4H2,(H3,19,20,22)/b3-1+",C16H14N2O2F2,304,2.67,4.28,2.12,4.94,-60,2.5245808603393414,1
OC(=O)c1noc(c1C#CCN)c1occc1,6/000000144,"InChI=1S/C11H8N2O4/c12-5-1-3-7-9(11(14)15)13-17-10(7)8-4-2-6-16-8/h2,4,6H,5,12H2,(H,14,15)",C11H8N2O4,232,0.63,4.28,4.12,23.0,-80,2.993867543379018,1
OCC(=O)C[NH2+]CC1=CCC(=CO1)c1cccc(c1)Cl,7/000000002,"InChI=1S/C15H16ClNO3/c16-13-3-1-2-11(6-13)12-4-5-15(20-10-12)8-17-7-14(19)9-18/h1-3,5-6,10,17-18H,4,7-9H2/p+1",C15H17NO3Cl,294,1.47,4.27,3.46,3.58,-160,3.9125230828408295,1
OC(=O)[C@@H](CO)Oc1ccccc1COC(=O)CC,20/000000065,"InChI=1S/C13H16O6/c1-2-12(15)18-8-9-5-3-4-6-10(9)19-11(7-14)13(16)17/h3-6,11,14H,2,7-8H2,1H3,(H,16,17)/t11-/m1/s1",C13H16O6,268,0.9,4.27,8.94,3.58,-170,2.684920949355119,1
NC(=[NH2])Nc1cncc(c1)Nc1nc(ncc1)NCC(F)F,12/000000023,"InChI=1S/C12H15F2N8/c13-9(14)6-19-12-18-2-1-10(22-12)20-7-3-8(5-17-4-7)21-11(15)16/h1-5,9,21H,6,15-16H2,(H2,18,19,20,22)",C12H14N8F2,308,0.4,4.27,3.53,21.9,-150,,0
OC/C=C/c1cn(cc1CO)[C@H](CCC)CCl,4/000000064,"InChI=1S/C13H20ClNO2/c1-2-4-13(7-14)15-8-11(5-3-6-16)12(9-15)10-17/h3,5,8-9,13,16-17H,2,4,6-7,10H2,1H3/b5-3+/t13-/m1/s1",C13H20NO2Cl,257,1.88,4.27,2.95,3.58,-170,3.9893460848384743,1
OC(=O)c1c(C(=O)OCC)c([nH]c1)/C=C/C(=O)CCN,6/000000136,"InChI=1S/C13H16N2O5/c1-2-20-13(19)11-9(12(17)18)7-15-10(11)4-3-8(16)5-6-14/h3-4,7,15H,2,5-6,14H2,1H3,(H,17,18)/b4-3+",C13H16N2O5,280,-0.19,4.27,3.57,5.09,-170,2.9328157953914378,1
OC(=O)c1noc(c1C#CC[NH3+])C1=CCOC1,6/000000147,"InChI=1S/C11H10N2O4/c12-4-1-2-8-9(11(14)15)13-17-10(8)7-3-5-16-6-7/h3H,4-6,12H2,(H,14,15)/p+1",C11H11N2O4,235,-0.09,4.27,3.69,22.0,-80,4.209098312609786,0
c1nc([nH]c1c1cc([nH]c1CN)/C=C/C)CCCCCC[NH3+],4/000000185,"InChI=1S/C17H27N5/c1-2-7-13-10-14(15(11-19)21-13)16-12-20-17(22-16)8-5-3-4-6-9-18/h2,7,10,12,21H,3-6,8-9,11,18-19H2,1H3,(H,20,22)/p+1/b7-2+",C17H28N5,302,1.33,4.27,3.12,22.3,-140,3.7986684121318124,1
OC(=O)CC#Cc1ccc(c2c1[nH]cn2)CC(=O)C,12/000000042,"InChI=1S/C14H12N2O3/c1-9(17)7-11-6-5-10(3-2-4-12(18)19)13-14(11)16-8-15-13/h5-6,8H,4,7H2,1H3,(H,15,16)(H,18,19)",C14H12N2O3,256,1.1,4.26,6.39,19.5,-60,3.114589727269075,1
Oc1[nH]nc(c1CCCN)C(=O)/C=C/C1=CNC=CC1,21/000000012,"InChI=1S/C14H18N4O2/c15-7-1-4-11-13(17-18-14(11)20)12(19)6-5-10-3-2-8-16-9-10/h2,5-6,8-9,16H,1,3-4,7,15H2,(H2,17,18,20)/b6-5+",C14H18N4O2,274,1.04,4.26,5.11,3.72,-40,3.841681787294272,1
OC(=O)c1ncc(nc1CCl)[C@@H](/C=C/c1cc(N)cc(c1)F)O,27/000000001,"InChI=1S/C15H13ClFN3O3/c16-6-11-14(15(22)23)19-7-12(20-11)13(21)2-1-8-3-9(17)5-10(18)4-8/h1-5,7,13,21H,6,18H2,(H,22,23)/b2-1+/t13-/m1/s1",C15H13N3O3FCl,337,0.57,4.26,5.05,20.8,-150,3.6516582285085777,1
O=C(Nc1cc(/C=C/CNC[C@@H]2COCC2)cc(c1)CN)N,4/000000287,"InChI=1S/C16H24N4O2/c17-9-14-6-12(7-15(8-14)20-16(18)21)2-1-4-19-10-13-3-5-22-11-13/h1-2,6-8,13,19H,3-5,9-11,17H2,(H3,18,20,21)/b2-1+/t13-/m1/s1",C16H24N4O2,304,-0.18,4.26,4.58,6.77,-150,3.192112142391829,1
OC(=O)CC#Cc1cccc(c1)[C@@H](c1[nH]c(=O)[nH]c1)Br,19/000000017,"InChI=1S/C14H11BrN2O3/c15-13(11-8-16-14(20)17-11)10-5-1-3-9(7-10)4-2-6-12(18)19/h1,3,5,7-8,13H,6H2,(H,18,19)(H2,16,17,20)/t13-/m0/s1",C14H11N2O3Br,335,1.8,4.26,7.91,21.5,-150,3.6360999102668403,1
NC(=[NH2])Nc1cncc(c1)Nc1nc(ncc1)NCCC,12/000000032,"InChI=1S/C13H19N8/c1-2-4-17-13-18-5-3-11(21-13)19-9-6-10(8-16-7-9)20-12(14)15/h3,5-8,20H,2,4,14-15H2,1H3,(H2,17,18,19,21)",C13H18N8,286,0.41,4.26,3.65,17.1,-20,,0
C=CCc1cc(ncc1n1nnc(c1)CN)N,23/000000038,"InChI=1S/C11H14N6/c1-2-3-8-4-11(13)14-6-10(8)17-7-9(5-12)15-16-17/h2,4,6-7H,1,3,5,12H2,(H2,13,14)",C11H14N6,230,-0.08,4.26,3.09,18.2,-160,3.061511774148249,1
OC(=O)[C@H](c1nn[nH]c1)C#Cc1c[nH]cc1,20/000000113,"InChI=1S/C10H8N4O2/c15-10(16)8(9-6-12-14-13-9)2-1-7-3-4-11-5-7/h3-6,8,11H,(H,15,16)(H,12,13,14)/t8-/m0/s1",C10H8N4O2,216,0.58,4.26,2.11,2.35,-150,4.431151546267691,0
O[C@H](c1ccnc2c1[nH]cc2)C(=O)c1nonc1,29/000000017,"InChI=1S/C11H8N4O3/c16-10(11(17)8-5-14-18-15-8)6-1-3-12-7-2-4-13-9(6)7/h1-5,10,13,16H/t10-/m1/s1",C11H8N4O3,244,0.4,4.25,4.14,3.58,-190,3.915424118213048,1
OCc1c(C(=O)O)n(cc1)CC[C@H](C)C=C1C(=O)CCCC1=O,4/000000012,"InChI=1S/C17H21NO5/c1-11(9-13-14(20)3-2-4-15(13)21)5-7-18-8-6-12(10-19)16(18)17(22)23/h6,8-9,11,19H,2-5,7,10H2,1H3,(H,22,23)/t11-/m0/s1",C17H21NO5,319,0.45,4.25,9.52,5.09,-170,3.6819043823547313,1
N[C@@H](NCC)NCCCc1cc(oc(=O)c1)c1cnoc1CCl,23/000000064,"InChI=1S/C15H21ClN4O3/c1-2-18-15(17)19-5-3-4-10-6-12(22-14(21)7-10)11-9-20-23-13(11)8-16/h6-7,9,15,18-19H,2-5,8,17H2,1H3",C15H19N4O3Cl,338,1.65,4.25,10.63,3.58,-140,3.8878156249582805,1
Oc1ccc(c(c1)NC(=O)N)/C=C/[C@@H](CN)OC,4/000000164,"InChI=1S/C12H17N3O3/c1-18-10(7-13)5-3-8-2-4-9(16)6-11(8)15-12(14)17/h2-6,10,16H,7,13H2,1H3,(H3,14,15,17)/b5-3+/t10-/m0/s1",C12H17N3O3,251,-0.37,4.25,4.09,3.58,-170,3.3805112755611955,1
OC(=O)C/C(=C\[C@H](C)c1nnn[nH]1)/c1n[nH]nc1,29/000000014,"InChI=1S/C9H11N7O2/c1-5(9-12-15-16-13-9)2-6(3-8(17)18)7-4-10-14-11-7/h2,4-5H,3H2,1H3,(H,17,18)(H,10,11,14)(H,12,13,15,16)/b6-2+/t5-/m0/s1",C9H11N7O2,249,0.19,4.25,3.49,3.58,-170,4.2021537910289215,0
OC/C=C/c1ccc(cc1)[C@H](CCNC(=O)C)[NH3+],6/000000059,"InChI=1S/C14H20N2O2/c1-11(18)16-9-8-14(15)13-6-4-12(5-7-13)3-2-10-17/h2-7,14,17H,8-10,15H2,1H3,(H,16,18)/p+1/b3-2+/t14-/m0/s1",C14H21N2O2,249,0.9,4.25,2.03,3.58,-170,3.422498804603583,1
OCc1cc(c([nH]1)CN)c1cnc([nH]1)CCCCCCC,4/000000219,"InChI=1S/C16H26N4O/c1-2-3-4-5-6-7-16-18-10-15(20-16)13-8-12(11-21)19-14(13)9-17/h8,10,19,21H,2-7,9,11,17H2,1H3,(H,18,20)",C16H26N4O,290,1.24,4.24,3.6,20.5,-120,2.9799505435090925,1
C1=C(CN)[C@@H](COC1=O)/C=C/c1coc(c1CN)CCCBr,12/000000009,"InChI=1S/C16H21BrN2O3/c17-5-1-2-15-14(8-19)12(10-21-15)4-3-11-9-22-16(20)6-13(11)7-18/h3-4,6,10-11H,1-2,5,7-9,18-19H2/b4-3+/t11-/m1/s1",C16H21N2O3Br,369,0.48,4.24,9.79,5.08,-150,4.3401901998182755,0
OCCc1ccc(cc1)CC[C@H](n1nnc(c1)CN)C=C,23/000000054,"InChI=1S/C16H22N4O/c1-2-16(20-12-15(11-17)18-19-20)8-7-13-3-5-14(6-4-13)9-10-21/h2-6,12,16,21H,1,7-11,17H2/t16-/m1/s1",C16H22N4O,286,1.33,4.24,2.53,6.45,-150,3.246749768274605,1
OC(=O)C[C@H](C(=O)O)C#Cc1cccc2c1[nH]cn2,12/000000040,"InChI=1S/C13H10N2O4/c16-11(17)6-9(13(18)19)5-4-8-2-1-3-10-12(8)15-7-14-10/h1-3,7,9H,6H2,(H,14,15)(H,16,17)(H,18,19)/t9-/m1/s1",C13H10N2O4,258,0.74,4.24,4.74,20.1,-190,3.4685311145890143,1
OC(=O)c1oc(cc1)c1ccc(c(c1)Cl)OCCO,20/000000069,"InChI=1S/C13H11ClO5/c14-9-7-8(1-2-11(9)18-6-5-15)10-3-4-12(19-10)13(16)17/h1-4,7,15H,5-6H2,(H,16,17)",C13H11O5Cl,282,2.12,4.24,5.58,5.09,-120,2.059003370229888,1
Oc1ccc(cc1Cl)/C=C/[C@@H](c1nnco1)N,5/000000006,"InChI=1S/C11H10ClN3O2/c12-8-5-7(2-4-10(8)16)1-3-9(13)11-15-14-6-17-11/h1-6,9,16H,13H2/b3-1+/t9-/m0/s1",C11H10N3O2Cl,251,2.46,4.24,2.52,2.22,-150,3.5287052296829913,1
OCc1c(c2cnc([nH]2)C(=O)CCl)cc([nH]1)COC,4/000000330,"InChI=1S/C12H14ClN3O3/c1-19-6-7-2-8(10(5-17)15-7)9-4-14-12(16-9)11(18)3-13/h2,4,15,17H,3,5-6H2,1H3,(H,14,16)",C12H14N3O3Cl,283,-0.36,4.24,3.34,22.7,-120,3.350078841928001,1
OC(=O)Cc1cc(NC(=O)N)cc(c1)COC(=O)CC(=C)C,4/000000275,"InChI=1S/C15H18N2O5/c1-9(2)3-14(20)22-8-11-4-10(7-13(18)19)5-12(6-11)17-15(16)21/h4-6H,1,3,7-8H2,2H3,(H,18,19)(H3,16,17,21)",C15H18N2O5,306,0.04,4.23,5.08,5.09,-80,2.5103478682688944,1
c1[nH]c(cc1CCC1CCCCC1)C(=O)c1nc[nH]c(=O)c1,21/000000029,"InChI=1S/C17H21N3O2/c21-16-9-15(19-11-20-16)17(22)14-8-13(10-18-14)7-6-12-4-2-1-3-5-12/h8-12,18H,1-7H2,(H,19,20,21)",C17H21N3O2,299,1.86,4.23,3.57,3.58,-150,2.927332491802142,1
OC(=O)Cc1cc(NC(=O)N)cc(c1)C/C=C/CC,4/000000265,"InChI=1S/C14H18N2O3/c1-2-3-4-5-10-6-11(9-13(17)18)8-12(7-10)16-14(15)19/h3-4,6-8H,2,5,9H2,1H3,(H,17,18)(H3,15,16,19)/b4-3+",C14H18N2O3,262,1.05,4.23,3.42,3.58,-20,2.468716990861795,1
OC(=O)c1ccc(c(c1)Br)/C=C/C1CCNCC1,26/000000002,"InChI=1S/C14H16BrNO2/c15-13-9-12(14(17)18)4-3-11(13)2-1-10-5-7-16-8-6-10/h1-4,9-10,16H,5-8H2,(H,17,18)/b2-1+",C14H15NO2Br,309,2.64,4.22,5.88,3.85,-150,2.534788276670648,1
OC(=O)C/C(=C\CCCC1CCCC1)/c1n[nH]nc1,29/000000063,"InChI=1S/C14H21N3O2/c18-14(19)9-12(13-10-15-17-16-13)8-4-3-7-11-5-1-2-6-11/h8,10-11H,1-7,9H2,(H,18,19)(H,15,16,17)/b12-8+",C14H21N3O2,263,3.25,4.22,3.74,5.09,-150,2.9869085239440984,1
OCc1ccc(cc1N)C/C(=C/[C@H]1OC(=O)CC1)/c1ncn[nH]1,6/000000021,"InChI=1S/C16H18N4O3/c17-14-6-10(1-2-11(14)8-21)5-12(16-18-9-19-20-16)7-13-3-4-15(22)23-13/h1-2,6-7,9,13,21H,3-5,8,17H2,(H,18,19,20)/b12-7-/t13-/m0/s1",C16H18N4O3,314,0.61,4.22,8.05,5.09,-150,3.742209277459626,1
OC(=O)c1c(C(=O)OCC[NH3+])c([nH]c1)/C=C/CF,6/000000133,"InChI=1S/C11H13FN2O4/c12-3-1-2-8-9(11(17)18-5-4-13)7(6-14-8)10(15)16/h1-2,6,14H,3-5,13H2,(H,15,16)/p+1/b2-1+",C11H14N2O4F,257,0.37,4.22,1.54,5.09,-60,3.8848540445162474,1
c1cnnn1CCC#Cc1ccc(cc1Br)C(=O)O,26/000000003,"InChI=1S/C13H10BrN3O2/c14-12-9-11(13(18)19)5-4-10(12)3-1-2-7-17-8-6-15-16-17/h4-6,8-9H,2,7H2,(H,18,19)",C13H9N3O2Br,319,2.09,4.21,6.61,22.3,0,2.755633558909132,1
Oc1ccc(c(c1)NC(=O)N)/C=C/[C@@H](CO)OC,4/000000163,"InChI=1S/C12H16N2O4/c1-18-10(7-15)5-3-8-2-4-9(16)6-11(8)14-12(13)17/h2-6,10,15-16H,7H2,1H3,(H3,13,14,17)/b5-3+/t10-/m0/s1",C12H16N2O4,252,-0.3,4.21,4.08,3.58,-170,3.3180199097841143,1
Oc1[nH]nc(c1CCCN)C(=O)/C=C/c1cc[nH]c1,21/000000013,"InChI=1S/C13H16N4O2/c14-6-1-2-10-12(16-17-13(10)19)11(18)4-3-9-5-7-15-8-9/h3-5,7-8,15H,1-2,6,14H2,(H2,16,17,19)/b4-3+",C13H16N4O2,260,0.89,4.21,4.9,3.72,0,3.3970848409604146,1
c1cc(cc(c1)CC[C@H](n1nnc(c1)CN)C=C)COCN,23/000000040,"InChI=1S/C16H23N5O/c1-2-16(21-10-15(9-17)19-20-21)7-6-13-4-3-5-14(8-13)11-22-12-18/h2-5,8,10,16H,1,6-7,9,11-12,17-18H2/t16-/m1/s1",C16H23N5O,301,1.05,4.21,1.05,6.45,-170,3.5210725819522697,1
OC/C=C/c1cn(cc1CO)CC[C@H](C)Oc1[nH]ncc1,4/000000061,"InChI=1S/C15H21N3O3/c1-12(21-15-4-6-16-17-15)5-7-18-9-13(3-2-8-19)14(10-18)11-20/h2-4,6,9-10,12,19-20H,5,7-8,11H2,1H3,(H,16,17)/b3-2+/t12-/m0/s1",C15H21N3O3,291,1.75,4.21,4.07,4.94,-170,4.0408543836592195,0
OC/C(=C/c1nonc1CCC)/c1n[nH]c(=O)[nH]1,16/000000007,"InChI=1S/C10H13N5O3/c1-2-3-7-8(15-18-14-7)4-6(5-16)9-11-10(17)13-12-9/h4,16H,2-3,5H2,1H3,(H2,11,12,13,17)/b6-4-",C10H13N5O3,251,0.93,4.2,2.87,2.22,-40,3.800557507439878,1
OC(=O)C/C(=C\CCCCCC)/c1n[nH]nc1,29/000000027,"InChI=1S/C12H19N3O2/c1-2-3-4-5-6-7-10(8-12(16)17)11-9-13-15-14-11/h7,9H,2-6,8H2,1H3,(H,16,17)(H,13,14,15)/b10-7+",C12H19N3O2,237,2.93,4.2,2.78,3.72,-20,2.9380127356867103,1
NC(=[NH2])Nc1cncc(c1)CC(=O)OC[C@]1(OCCCC1)C=C,12/000000017,"InChI=1S/C16H23N4O3/c1-2-16(5-3-4-6-23-16)11-22-14(21)8-12-7-13(10-19-9-12)20-15(17)18/h2,7,9-10,20H,1,3-6,8,11,17-18H2/t16-/m0/s1",C16H22N4O3,318,0.43,4.2,4.87,4.95,-150,,0
O=C(Nc1cc(C=C)cc(c1)[C@H](CBr)N)N,4/000000110,"InChI=1S/C11H14BrN3O/c1-2-7-3-8(10(13)6-12)5-9(4-7)15-11(14)16/h2-5,10H,1,6,13H2,(H3,14,15,16)/t10-/m0/s1",C11H14N3OBr,284,1.24,4.2,5.81,3.58,-150,3.3065749809725222,1
Oc1c(=O)cc(oc1CNCCC)c1nnn[nH]1,2/000000003,"InChI=1S/C10H13N5O3/c1-2-3-11-5-8-9(17)6(16)4-7(18-8)10-12-14-15-13-10/h4,11,17H,2-3,5H2,1H3,(H,12,13,14,15)",C10H13N5O3,251,-0.3,4.2,3.7,23.8,-140,3.204076059476078,1
C1=C(CN)[C@@H](COC1=O)/C=C/c1coc(c1CN)CCCCC,12/000000004,"InChI=1S/C18H26N2O3/c1-2-3-4-5-17-16(10-20)14(12-22-17)7-6-13-11-23-18(21)8-15(13)9-19/h6-8,12-13H,2-5,9-11,19-20H2,1H3/b7-6+/t13-/m1/s1",C18H26N2O3,318,0.51,4.2,9.96,6.6,-170,4.071694678212719,0
OCC#Cc1c(noc1C1=CCOC1)C(=O)O,6/000000155,"InChI=1S/C11H9NO5/c13-4-1-2-8-9(11(14)15)12-17-10(8)7-3-5-16-6-7/h3,13H,4-6H2,(H,14,15)",C11H9NO5,235,-0.03,4.2,4.02,21.8,-80,3.552170427994403,1
OC/C(=C/c1nonc1CCC)/c1ncc2c(c1)[nH]nc2,16/000000019,"InChI=1S/C14H15N5O2/c1-2-3-11-14(19-21-18-11)4-9(8-20)12-5-13-10(6-15-12)7-16-17-13/h4-7,20H,2-3,8H2,1H3,(H,16,17)/b9-4-",C14H15N5O2,285,2.06,4.2,3.98,23.0,-80,3.5950711109744145,1
N[C@H](NCCCc1cc(oc(=O)c1)c1cnoc1C=C)N,23/000000060,"InChI=1S/C14H18N4O3/c1-2-11-10(8-18-21-11)12-6-9(7-13(19)20-12)4-3-5-17-14(15)16/h2,6-8,14,17H,1,3-5,15-16H2",C14H16N4O3,288,0.82,4.19,8.85,3.58,-120,3.4301270624139164,1
[nH]1ncc(n1)/C(=C\C[NH3+])/c1cccc(c1Cl)Cl,29/000000036,"InChI=1S/C11H10Cl2N4/c12-9-3-1-2-8(11(9)13)7(4-5-14)10-6-15-17-16-10/h1-4,6H,5,14H2,(H,15,16,17)/p+1/b7-4-",C11H11N4Cl2,269,3.9,4.19,5.04,2.22,0,3.52698773568671,1
NC(=[NH2])N1CC[C@H](C1)CCc1[nH]cc(c1C(=O)O)C(=O)O,6/000000125,"InChI=1S/C13H19N4O4/c14-13(15)17-4-3-7(6-17)1-2-9-10(12(20)21)8(5-16-9)11(18)19/h5,7,16H,1-4,6,14-15H2,(H,18,19)(H,20,21)/t7-/m1/s1",C13H18N4O4,294,0.33,4.19,6.57,3.58,-150,,0
OC(=O)c1noc(c1C(=O)O)C#C[C@H]1C=CCCC1,6/000000149,"InChI=1S/C13H11NO5/c15-12(16)10-9(19-14-11(10)13(17)18)7-6-8-4-2-1-3-5-8/h2,4,8H,1,3,5H2,(H,15,16)(H,17,18)/t8-/m0/s1",C13H10NO5,260,1.14,4.19,4.45,24.0,-150,4.038585105880741,0
OC(=O)c1c(C(=O)O)c[nH]c1CCc1cccc2c1cno2,6/000000129,"InChI=1S/C15H12N2O5/c18-14(19)10-6-16-11(13(10)15(20)21)5-4-8-2-1-3-12-9(8)7-17-22-12/h1-3,6-7,16H,4-5H2,(H,18,19)(H,20,21)",C15H12N2O5,300,1.9,4.19,7.18,3.7,-40,2.9001129353505295,1
OC(=O)c1occ(c1)c1cccc(c1)C#CC(=O)O,17/000000004,"InChI=1S/C14H8O5/c15-13(16)5-4-9-2-1-3-10(6-9)11-7-12(14(17)18)19-8-11/h1-3,6-8H,(H,15,16)(H,17,18)",C14H7O5,255,2.03,4.19,2.97,3.85,-120,2.6723932105782175,1
NC(=[NH2])Nc1cncc(c1)Nc1nc(ncc1)NCC=C,12/000000022,"InChI=1S/C13H17N8/c1-2-4-17-13-18-5-3-11(21-13)19-9-6-10(8-16-7-9)20-12(14)15/h2-3,5-8,20H,1,4,14-15H2,(H2,17,18,19,21)",C13H16N8,284,0.24,4.19,3.58,18.1,0,,0
OC(=O)c1c(/C=C/CC(=O)Cc2oc(=O)[nH]n2)[nH]cc1C(=O)O,6/000000126,"InChI=1S/C13H11N3O7/c17-6(4-9-15-16-13(22)23-9)2-1-3-8-10(12(20)21)7(5-14-8)11(18)19/h1,3,5,14H,2,4H2,(H,16,22)(H,18,19)(H,20,21)/b3-1+",C13H11N3O7,321,0.07,4.18,7.62,4.94,0,3.4311068059408667,1
OC(=O)CC#Cc1cccc(c1)[C@@H](CCO)Br,19/000000019,"InChI=1S/C13H13BrO3/c14-12(7-8-15)11-5-1-3-10(9-11)4-2-6-13(16)17/h1,3,5,9,12,15H,6-8H2,(H,16,17)/t12-/m1/s1",C13H13O3Br,297,2.43,4.18,4.94,15.7,-150,3.2792387198630246,1
OC(=O)[C@@H](CO)Oc1ccccc1CCC,20/000000057,"InChI=1S/C12H16O4/c1-2-5-9-6-3-4-7-10(9)16-11(8-13)12(14)15/h3-4,6-7,11,13H,2,5,8H2,1H3,(H,14,15)/t11-/m1/s1",C12H16O4,224,1.55,4.18,9.14,2.22,-170,2.527116581232727,1
