SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical,SA_Score,SA_Score_Binary
SC/C(=C\CC)/C(=O)c1cc(N=O)c(cc1O)Br,12/000000509,"InChI=1S/C12H12BrNO3S/c1-2-3-7(6-18)12(16)8-4-10(14-17)9(13)5-11(8)15/h3-5,15,18H,2,6H2,1H3/b7-3+",C12H12NO3SBr,330.0,2.94,4.71,3.48,2.35,-60.0,3.5783192721457615,1
O=NC(=O)c1cc(c(c(c1)CO)Br)CONC(=O)CCCl,12/000000037,"InChI=1S/C12H12BrClN2O5/c13-11-8(5-17)3-7(12(19)15-20)4-9(11)6-21-16-10(18)1-2-14/h3-4,17H,1-2,5-6H2,(H,16,18)",C12H12N2O5ClBr,379.0,1.72,4.7,6.43,21.8,-30.0,3.1472233775171894,1
O[C@@H](c1cnc(nc1)CNN)C#Cc1cc(S)c(cc1Br)S,29/000000048,"InChI=1S/C14H13BrN4OS2/c15-10-4-13(22)12(21)3-8(10)1-2-11(20)9-5-17-14(7-19-16)18-6-9/h3-6,11,19-22H,7,16H2/t11-/m1/s1",C14H13N4OS2Br,397.0,1.69,4.7,3.87,3.7,-170.0,4.231814574386065,0
Oc1ccc(c(c1CC[C@@H](CCO)C(=O)CS)Cl)Cl,19/000000023,"InChI=1S/C13H16Cl2O3S/c14-10-3-4-11(17)9(13(10)15)2-1-8(5-6-16)12(18)7-19/h3-4,8,16-17,19H,1-2,5-7H2/t8-/m0/s1",C13H16O3SCl2,322.0,2.74,4.7,5.03,3.58,-150.0,3.4036244126339223,1
Oc1cc(cc(c1)CCCCCCC)N1C(=O)NCC1,28/000000367,"InChI=1S/C16H24N2O2/c1-2-3-4-5-6-7-13-10-14(12-15(19)11-13)18-9-8-17-16(18)20/h10-12,19H,2-9H2,1H3,(H,17,20)",C16H24N2O2,276.0,2.71,4.7,2.2,15.0,-140.0,2.3089878601687666,1
Oc1cc(Br)c(cc1C(=O)/C(=C/CC)/CN)N=O,12/000000510,"InChI=1S/C12H13BrN2O3/c1-2-3-7(6-14)12(17)8-4-10(15-18)9(13)5-11(8)16/h3-5,16H,2,6,14H2,1H3/b7-3+",C12H13N2O3Br,313.0,1.69,4.7,3.9,2.35,-40.0,3.466785618299607,1
Oc1cc(OCCl)cc(c1)NC(=O)c1cc(S)cc(c1Br)S,29/000000039,"InChI=1S/C14H11BrClNO3S2/c15-13-11(4-10(21)5-12(13)22)14(19)17-7-1-8(18)3-9(2-7)20-6-16/h1-5,18,21-22H,6H2,(H,17,19)",C14H11NO3S2ClBr,420.0,4.46,4.7,3.81,4.94,-45.0,3.1170095110329106,1
OCc1cc(C(=O)N=O)cc(c1Br)CONC(=O)C(=C)CN,12/000000860,"InChI=1S/C13H14BrN3O5/c1-7(4-15)12(19)17-22-6-10-3-8(13(20)16-21)2-9(5-18)11(10)14/h2-3,18H,1,4-6,15H2,(H,17,19)",C13H14N3O5Br,372.0,0.46,4.7,6.63,23.1,-60.0,3.4695601238099636,1
O=Nc1cc(C(=O)N)cc(c1Br)CNCNC(C=C)C=C,12/000000979,"InChI=1S/C14H17BrN4O2/c1-3-11(4-2)18-8-17-7-10-5-9(14(16)20)6-12(19-21)13(10)15/h3-6,11,17-18H,1-2,7-8H2,(H2,16,20)",C14H17N4O2Br,353.0,1.6,4.7,6.16,3.72,-180.0,3.7299788431042344,1
ON(C(=O)C)c1cc(cc(c1Br)O)C(=O)COC,12/000000161,"InChI=1S/C11H12BrNO5/c1-6(14)13(17)8-3-7(10(16)5-18-2)4-9(15)11(8)12/h3-4,15,17H,5H2,1-2H3",C11H12NO5Br,318.0,0.45,4.7,4.54,3.72,-80.0,2.9905522508691647,1
OC[C@H](/C=C/c1cccc(c1O)Cl)C1=CC(=O)NC1=O,30/000000017,"InChI=1S/C14H12ClNO4/c15-11-3-1-2-8(13(11)19)4-5-9(7-17)10-6-12(18)16-14(10)20/h1-6,9,17,19H,7H2,(H,16,18,20)/b5-4+/t9-/m0/s1",C14H12NO4Cl,293.0,0.9,4.69,4.02,5.09,-150.0,3.6418692159611457,1
OC(=O)c1cc(c(c(c1)ON)Br)CC(=O)CCBr,12/000001427,"InChI=1S/C11H11Br2NO4/c12-2-1-8(15)4-6-3-7(11(16)17)5-9(18-14)10(6)13/h3,5H,1-2,4,14H2,(H,16,17)",C11H11NO4Br2,381.0,1.6,4.69,7.01,2.64,0.0,3.000227925991916,1
O=Nc1cc(cc(c1Br)CNCNC)C(=O)[C@@H]1NOCC1,12/000000093,"InChI=1S/C13H17BrN4O3/c1-15-7-16-6-9-4-8(5-11(17-20)12(9)14)13(19)10-2-3-21-18-10/h4-5,10,15-16,18H,2-3,6-7H2,1H3/t10-/m1/s1",C13H17N4O3Br,357.0,1.54,4.69,3.3,5.24,-190.0,4.223496886918673,0
OC(=O)c1oc(c(c1)C/C=C/Cc1c(O)noc1)N(=O)=O,3/000000173,"InChI=1S/C12H10N2O7/c15-10-8(6-20-13-10)4-2-1-3-7-5-9(12(16)17)21-11(7)14(18)19/h1-2,5-6H,3-4H2,(H,13,15)(H,16,17)/b2-1+",C12H10N2O7,294.0,1.38,4.69,5.17,4.16,0.0,3.6648945488141322,1
OC(=O)c1cc(c(c(c1)ON)Br)C[C@@H]([NH3+])CBr,12/000001200,"InChI=1S/C10H12Br2N2O3/c11-4-7(13)2-5-1-6(10(15)16)3-8(17-14)9(5)12/h1,3,7H,2,4,13-14H2,(H,15,16)/p+1/t7-/m1/s1",C10H13N2O3Br2,369.0,1.39,4.69,4.71,2.48,-150.0,4.117305037375299,0
OC(=O)c1cc(OC(=O)CC[C@H]2NCOC2)c(c(c1)ON)Br,12/000001363,"InChI=1S/C13H15BrN2O6/c14-12-9(3-7(13(18)19)4-10(12)22-15)21-11(17)2-1-8-5-20-6-16-8/h3-4,8,16H,1-2,5-6,15H2,(H,18,19)/t8-/m1/s1",C13H15N2O6Br,375.0,0.33,4.69,6.23,20.7,-150.0,3.6471346248274275,1
Oc1cc(cc(c1C)C#CCCCCON)N1C(=O)NCC1,28/000000548,"InChI=1S/C16H21N3O3/c1-12-13(6-4-2-3-5-9-22-17)10-14(11-15(12)20)19-8-7-18-16(19)21/h10-11,20H,2-3,5,7-9,17H2,1H3,(H,18,21)",C16H21N3O3,303.0,0.88,4.69,3.1,20.4,-140.0,3.099227327410082,1
OC(=O)c1c(O)cc(cc1CCC/C=C\C#CCC)C(=O)O,3/000000232,"InChI=1S/C17H18O5/c1-2-3-4-5-6-7-8-9-12-10-13(16(19)20)11-14(18)15(12)17(21)22/h5-6,10-11,18H,2,7-9H2,1H3,(H,19,20)(H,21,22)/b6-5-",C17H18O5,302.0,2.93,4.69,4.41,4.16,-80.0,2.9112856648790633,1
OCc1cc(C(=O)N=O)cc(c1Br)C[C@H](NCOCC)Cl,12/000000778,"InChI=1S/C13H16BrClN2O4/c1-2-21-7-16-11(15)5-8-3-9(13(19)17-20)4-10(6-18)12(8)14/h3-4,11,16,18H,2,5-7H2,1H3/t11-/m0/s1",C13H16N2O4ClBr,379.0,2.05,4.69,7.03,20.2,-200.0,3.888092440339383,1
Oc1cc(cc(c1C)C#CCCCN)N1C(=O)NCC1,28/000000537,"InChI=1S/C15H19N3O2/c1-11-12(5-3-2-4-6-16)9-13(10-14(11)19)18-8-7-17-15(18)20/h9-10,19H,2,4,6-8,16H2,1H3,(H,17,20)",C15H19N3O2,273.0,0.97,4.69,2.35,18.6,-140.0,2.9838921690178104,1
S[C@@H](C/C=C/Cc1nc(c[nH]1)Cl)c1cc(C(=O)N=O)ccc1Br,12/000000042,"InChI=1S/C15H13BrClN3O2S/c16-11-6-5-9(15(21)20-22)7-10(11)12(23)3-1-2-4-14-18-8-13(17)19-14/h1-2,5-8,12,23H,3-4H2,(H,18,19)/b2-1+/t12-/m0/s1",C15H13N3O2SClBr,414.0,4.13,4.68,4.44,5.39,-150.0,4.234726016970116,0
OCCCc1n[nH]/c(=[NH]\c2cc(cc(c2Br)CO)C(=O)COC)/[nH]1,12/000000650,"InChI=1S/C15H20BrN4O4/c1-24-8-12(23)9-5-10(7-22)14(16)11(6-9)17-15-18-13(19-20-15)3-2-4-21/h5-6,17,20-22H,2-4,7-8H2,1H3,(H,18,19)/b17-15-",C15H19N4O4Br,399.0,1.21,4.68,7.66,22.7,-20.0,,0
Oc1cc(C#CCCN(=O)=O)cc(c1)N1C(=O)NCC1,28/000000376,"InChI=1S/C13H13N3O4/c17-12-8-10(3-1-2-5-16(19)20)7-11(9-12)15-6-4-14-13(15)18/h7-9,17H,2,4-6H2,(H,14,18)",C13H13N3O4,275.0,1.13,4.68,3.82,21.2,-120.0,3.157416619567262,1
OC(=O)c1cc(OC(=O)/C=C/CCC(=O)O)c(c(c1)ON)Br,12/000001304,"InChI=1S/C13H12BrNO7/c14-12-8(5-7(13(19)20)6-9(12)22-15)21-11(18)4-2-1-3-10(16)17/h2,4-6H,1,3,15H2,(H,16,17)(H,19,20)/b4-2+",C13H12NO7Br,374.0,0.73,4.68,6.84,22.1,-60.0,2.8017460429755445,1
Oc1c(F)cc(c(c1)c1c[nH]c(c1)CBr)N=O,6/000000092,"InChI=1S/C11H8BrFN2O2/c12-4-7-1-6(5-14-7)8-2-11(16)9(13)3-10(8)15-17/h1-3,5,14,16H,4H2",C11H8N2O2FBr,299.0,2.78,4.68,2.55,19.0,-120.0,3.4692165000074953,1
O=NC(=O)c1cc(c(c(c1)O)Br)CCC#C[C@H]([NH3+])C(=O)O,12/000000852,"InChI=1S/C13H11BrN2O5/c14-11-7(3-1-2-4-9(15)13(19)20)5-8(6-10(11)17)12(18)16-21/h5-6,9,17H,1,3,15H2,(H,19,20)/p+1/t9-/m0/s1",C13H11N2O5Br,355.0,0.59,4.68,5.06,3.98,-180.0,4.253662350692187,0
OC(=O)Cc1cc(cc(c1Br)N=O)C(=O)[C@@H]1NNCC1,12/000000080,"InChI=1S/C12H12BrN3O4/c13-11-6(5-10(17)18)3-7(4-9(11)16-20)12(19)8-1-2-14-15-8/h3-4,8,14-15H,1-2,5H2,(H,17,18)/t8-/m1/s1",C12H12N3O4Br,342.0,1.92,4.68,3.0,3.58,-190.0,3.9622666984786292,1
O=NC(=O)c1cc(c(c(c1)O)Br)CCC#CC[NH2+]CCC,12/000000806,"InChI=1S/C15H17BrN2O3/c1-2-7-17-8-5-3-4-6-11-9-12(15(20)18-21)10-13(19)14(11)16/h9-10,17,19H,2,4,6-8H2,1H3/p+1",C15H18N2O3Br,354.0,2.91,4.68,3.99,5.21,-50.0,4.1311208087610805,0
Sc1c(Br)c(N=O)cc(c1)C(=O)[C@H](CN)Cl,12/000000963,"InChI=1S/C9H8BrClN2O2S/c10-8-6(13-15)1-4(2-7(8)16)9(14)5(11)3-12/h1-2,5,16H,3,12H2/t5-/m0/s1",C9H8N2O2SClBr,323.0,1.91,4.67,3.37,2.35,-170.0,4.218263634179779,0
OC(=O)c1nc(c(o1)C/C=C/[C@@H](C1=CCOC1)/C=C\CBr)CN,3/000000240,"InChI=1S/C16H19BrN2O4/c17-7-2-4-11(12-6-8-22-10-12)3-1-5-14-13(9-18)19-15(23-14)16(20)21/h1-4,6,11H,5,7-10,18H2,(H,20,21)/b3-1+,4-2-/t11-/m1/s1",C16H19N2O4Br,383.0,0.91,4.67,7.64,6.72,-150.0,4.747203790638755,0
OC(=O)Cc1nc([nH]n1)c1nc(C=C)c(cc1I)C(=O)C,4/000000216,"InChI=1S/C13H11IN4O3/c1-3-9-7(6(2)19)4-8(14)12(15-9)13-16-10(17-18-13)5-11(20)21/h3-4H,1,5H2,2H3,(H,20,21)(H,16,17,18)",C13H11N4O3I,398.0,1.99,4.67,7.9,23.0,-140.0,3.4318201386507923,1
O=NC(=O)c1cc(c(c(c1)O)Br)CC#CCNCN,12/000000768,"InChI=1S/C12H12BrN3O3/c13-11-8(3-1-2-4-15-7-14)5-9(6-10(11)17)12(18)16-19/h5-6,15,17H,3-4,7,14H2",C12H12N3O3Br,326.0,1.32,4.67,6.33,3.85,0.0,3.6137166950038075,1
Oc1cc(cc(c1I)CCCCF)N1C(=O)NCC1,28/000000331,"InChI=1S/C13H16FIN2O2/c14-4-2-1-3-9-7-10(8-11(18)12(9)15)17-6-5-16-13(17)19/h7-8,18H,1-6H2,(H,16,19)",C13H16N2O2FI,378.0,2.91,4.67,4.95,17.6,-120.0,3.0319595385898293,1
O=Nc1cc(cc(c1Br)CCNCC/C=C/[C@H]1CNCC1)C(=O)CCl,12/000000934,"InChI=1S/C18H23BrClN3O2/c19-18-14(9-15(17(24)11-20)10-16(18)23-25)5-8-21-6-2-1-3-13-4-7-22-12-13/h1,3,9-10,13,21-22H,2,4-8,11-12H2/b3-1+/t13-/m1/s1",C18H23N3O2ClBr,428.0,2.65,4.67,4.06,4.94,-150.0,3.862447698211927,1
OC(=O)Cc1n[nH]c(n1)c1nc(C=C)c(cc1I)S,4/000000192,"InChI=1S/C11H9IN4O2S/c1-2-6-7(19)3-5(12)10(13-6)11-14-8(15-16-11)4-9(17)18/h2-3,19H,1,4H2,(H,17,18)(H,14,15,16)",C11H9N4O2SI,388.0,2.53,4.67,6.7,22.1,-120.0,3.7378794168972984,1
OC(=O)c1cc(ON)c(c(c1)C1=CNN(C1)CCl)Br,12/000001328,"InChI=1S/C11H11BrClN3O3/c12-10-8(7-3-15-16(4-7)5-13)1-6(11(17)18)2-9(10)19-14/h1-3,15H,4-5,14H2,(H,17,18)",C11H11N3O3ClBr,348.0,1.1,4.67,4.47,19.0,-120.0,3.6417631447079497,1
O=Nc1cc(C(=O)/C=C/NC)cc(c1Br)[C@H](C(=O)O)O,12/000000897,"InChI=1S/C12H11BrN2O5/c1-14-3-2-9(16)6-4-7(11(17)12(18)19)10(13)8(5-6)15-20/h2-5,11,14,17H,1H3,(H,18,19)/b3-2+/t11-/m1/s1",C12H11N2O5Br,343.0,0.64,4.67,3.59,3.72,-190.0,3.836605513625745,1
O=Nc1cc(F)c(cc1c1c(C=S)[nH]c(c1)CCC)O,6/000000146,"InChI=1S/C14H13FN2O2S/c1-2-3-8-4-9(13(7-20)16-8)10-5-14(18)11(15)6-12(10)17-19/h4-7,16,18H,2-3H2,1H3",C14H13N2O2SF,292.0,2.78,4.67,6.18,22.8,-180.0,3.5885451660208085,1
OC(=O)Cc1nc([nH]n1)c1nc(C=C)c(cc1I)C(=C)N,4/000000215,"InChI=1S/C13H12IN5O2/c1-3-9-7(6(2)15)4-8(14)12(16-9)13-17-10(18-19-13)5-11(20)21/h3-4H,1-2,5,15H2,(H,20,21)(H,17,18,19)",C13H12N5O2I,397.0,2.17,4.66,7.53,23.2,-120.0,3.705799086019214,1
Oc1cc(cc(c1O)CSC)N1C(=O)NCC1,28/000000272,"InChI=1S/C11H14N2O3S/c1-17-6-7-4-8(5-9(14)10(7)15)13-3-2-12-11(13)16/h4-5,14-15H,2-3,6H2,1H3,(H,12,16)",C11H14N2O3S,254.0,0.77,4.66,2.51,15.7,-140.0,2.774328120302094,1
OC(=O)c1cc(ON)c(c(c1)C#CCCCC=S)Br,12/000001191,"InChI=1S/C13H12BrNO3S/c14-12-9(5-3-1-2-4-6-19)7-10(13(16)17)8-11(12)18-15/h6-8H,1-2,4,15H2,(H,16,17)",C13H12NO3SBr,342.0,2.25,4.66,5.76,20.8,0.0,3.466289771926883,1
Oc1cccc(c1)C#C[C@@H](CCO)/C=C/CC,23/000000141,"InChI=1S/C15H18O2/c1-2-3-5-13(10-11-16)8-9-14-6-4-7-15(17)12-14/h3-7,12-13,16-17H,2,10-11H2,1H3/b5-3+/t13-/m0/s1",C15H18O2,230.0,2.94,4.66,3.09,14.0,-170.0,3.565642729682992,1
ONC(=O)/C=C/[C@@H](Cc1cc(C(=O)N=O)cc(c1Br)O)O,12/000000078,"InChI=1S/C12H11BrN2O6/c13-11-6(4-8(16)1-2-10(18)14-20)3-7(5-9(11)17)12(19)15-21/h1-3,5,8,16-17,20H,4H2,(H,14,18)/b2-1+/t8-/m0/s1",C12H11N2O6Br,359.0,0.76,4.66,5.07,5.21,-180.0,3.7338579550877924,1
O=Nc1cc(F)c(cc1c1c[nH]c(c1)CCC)O,6/000000137,"InChI=1S/C13H13FN2O2/c1-2-3-9-4-8(7-15-9)10-5-13(17)11(14)6-12(10)16-18/h4-7,15,17H,2-3H2,1H3",C13H13N2O2F,248.0,2.82,4.66,2.94,18.5,-180.0,3.164276349068838,1
OC/C=C/COc1cc(cc(c1Br)O)C(=O)COC,12/000000671,"InChI=1S/C13H15BrO5/c1-18-8-11(17)9-6-10(16)13(14)12(7-9)19-5-3-2-4-15/h2-3,6-7,15-16H,4-5,8H2,1H3/b3-2+",C13H15O5Br,331.0,1.54,4.65,3.86,3.58,-20.0,2.801693026364754,1
OC(=O)c1cc(O)cc(c1)CCC/C=C(/CN)\C#CCC,3/000000190,"InChI=1S/C17H21NO3/c1-2-3-6-13(12-18)7-4-5-8-14-9-15(17(20)21)11-16(19)10-14/h7,9-11,19H,2,4-5,8,12,18H2,1H3,(H,20,21)/b13-7+",C17H21NO3,287.0,2.35,4.65,2.51,5.21,-50.0,3.0988948140661217,1
Oc1cc(Br)c(cc1C(=O)/C(=C/CCN)/CNN)N=O,12/000000484,"InChI=1S/C12H15BrN4O3/c13-9-5-11(18)8(4-10(9)17-20)12(19)7(6-16-15)2-1-3-14/h2,4-5,16,18H,1,3,6,14-15H2/b7-2+",C12H15N4O3Br,343.0,0.27,4.65,4.14,3.7,-40.0,3.6754286159042575,1
O[C@@H](COc1cc(C(=O)O)cc(c1Br)ON)C=C,12/000001284,"InChI=1S/C11H12BrNO5/c1-2-7(14)5-17-8-3-6(11(15)16)4-9(18-13)10(8)12/h2-4,7,14H,1,5,13H2,(H,15,16)/t7-/m1/s1",C11H12NO5Br,318.0,0.89,4.65,4.94,16.5,-150.0,3.3299233046035814,1
OC(=O)c1cc(ON)c(c(c1)C/C=C/CN)Br,12/000001113,"InChI=1S/C11H13BrN2O3/c12-10-7(3-1-2-4-13)5-8(11(15)16)6-9(10)17-14/h1-2,5-6H,3-4,13-14H2,(H,15,16)/b2-1+",C11H13N2O3Br,301.0,0.84,4.65,6.29,2.48,0.0,3.133479290870657,1
OC(=O)C1=CC(=O)C=C(C1=O)c1ccc(c(c1Cl)CN)F,10/000000131,"InChI=1S/C14H9ClFNO4/c15-12-7(1-2-11(16)10(12)5-17)8-3-6(18)4-9(13(8)19)14(20)21/h1-4H,5,17H2,(H,20,21)",C14H9NO4FCl,309.0,1.07,4.65,5.01,2.47,-160.0,2.9584590050475548,1
OCC(=O)n1nc(nc1/C=C/[C@H](c1nnc([nH]1)/C=C\C)S)CCl,8/000000025,"InChI=1S/C13H15ClN6O2S/c1-2-3-9-16-13(18-17-9)8(23)4-5-11-15-10(6-14)19-20(11)12(22)7-21/h2-5,8,21,23H,6-7H2,1H3,(H,16,17,18)/b3-2-,5-4+/t8-/m1/s1",C13H15N6O2SCl,354.0,1.61,4.65,3.35,6.45,-170.0,4.780327218893191,0
OC(=O)c1cc(c(c(c1)ON)Br)CC[NH2+]CC,12/000001274,"InChI=1S/C11H15BrN2O3/c1-2-14-4-3-7-5-8(11(15)16)6-9(17-13)10(7)12/h5-6,14H,2-4,13H2,1H3,(H,15,16)/p+1",C11H16N2O3Br,304.0,1.06,4.65,6.68,2.48,-20.0,3.8196976855194853,1
O=Nc1cc(cc(c1Br)CC(=O)O)C(=O)C(=C)CCO,12/000000091,"InChI=1S/C13H12BrNO5/c1-7(2-3-16)13(19)9-4-8(6-11(17)18)12(14)10(5-9)15-20/h4-5,16H,1-3,6H2,(H,17,18)",C13H12NO5Br,342.0,1.18,4.65,3.36,3.58,-40.0,3.2508481611388973,1
O=NC(=O)c1cc(c(c(c1)CO)Br)C[C@H](c1[nH]c(=[NH2])[nH]c1)Cl,12/000000812,"InChI=1S/C13H13BrClN4O3/c14-11-6(3-9(15)10-4-17-13(16)18-10)1-7(12(21)19-22)2-8(11)5-20/h1-2,4,9,17-18,20H,3,5,16H2/t9-/m1/s1",C13H12N4O3ClBr,387.0,1.47,4.65,5.89,23.9,-150.0,,0
OC(=O)c1cc(OC/C=C/C=S)c(c(c1)ON)Br,12/000001405,"InChI=1S/C11H10BrNO4S/c12-10-8(16-3-1-2-4-18)5-7(11(14)15)6-9(10)17-13/h1-2,4-6H,3,13H2,(H,14,15)/b2-1+",C11H10NO4SBr,332.0,1.2,4.65,5.98,19.0,0.0,3.2598923490688376,1
OC(=O)c1oc(c(n1)CO)CC#C/C(=C\C)/CCC,3/000000096,"InChI=1S/C14H17NO4/c1-3-6-10(4-2)7-5-8-12-11(9-16)15-13(19-12)14(17)18/h4,16H,3,6,8-9H2,1-2H3,(H,17,18)/b10-4-",C14H17NO4,263.0,1.06,4.64,5.44,22.0,-170.0,3.7797560441162332,1
Sc1cc(F)c(c(c1)Br)c1oc(c(c1)CN)CC(=O)O,20/000000021,"InChI=1S/C13H11BrFNO3S/c14-8-2-7(20)3-9(15)13(8)11-1-6(5-16)10(19-11)4-12(17)18/h1-3,20H,4-5,16H2,(H,17,18)",C13H11NO3SFBr,360.0,2.48,4.64,5.25,2.35,-120.0,3.334000410776053,1
Oc1cc(/C=C/c2cncc(c2)c2occ(c2)CCl)c(cc1I)CO,7/000000013,"InChI=1S/C19H15ClINO3/c20-7-13-4-19(25-11-13)15-3-12(8-22-9-15)1-2-14-6-18(24)17(21)5-16(14)10-23/h1-6,8-9,11,23-24H,7,10H2/b2-1+",C19H15NO3ClI,467.0,3.85,4.64,4.51,21.0,-140.0,3.273277671712936,1
Oc1cc(N)cc(c1)C#CCC[C@@H](CO)N(=O)=O,23/000000239,"InChI=1S/C12H14N2O4/c13-10-5-9(6-12(16)7-10)3-1-2-4-11(8-15)14(17)18/h5-7,11,15-16H,2,4,8,13H2/t11-/m0/s1",C12H14N2O4,250.0,1.24,4.64,4.21,17.8,-150.0,3.749502798324146,1
OC(=O)c1cc(c(c(c1)ON)Br)C/C=C/C,12/000001117,"InChI=1S/C11H12BrNO3/c1-2-3-4-7-5-8(11(14)15)6-9(16-13)10(7)12/h2-3,5-6H,4,13H2,1H3,(H,14,15)/b3-2+",C11H12NO3Br,286.0,1.94,4.64,5.97,2.48,-20.0,3.004384611305399,1
OC(=O)c1cc2c([nH]1)c(=O)[nH]cc2CNO[C@H](CCl)C=C,3/000000046,"InChI=1S/C13H14ClN3O4/c1-2-8(4-14)21-16-6-7-5-15-12(18)11-9(7)3-10(17-11)13(19)20/h2-3,5,8,16-17H,1,4,6H2,(H,15,18)(H,19,20)/t8-/m0/s1",C13H14N3O4Cl,311.0,1.37,4.64,7.31,24.9,-190.0,3.995104781537205,1
O=Nc1cc(cc(c1Br)CCNCCC=C1NCCN1)C(=O)CCl,12/000000438,"InChI=1S/C16H20BrClN4O2/c17-16-11(8-12(14(23)10-18)9-13(16)22-24)3-5-19-4-1-2-15-20-6-7-21-15/h2,8-9,19-21H,1,3-7,10H2",C16H20N4O2ClBr,415.0,2.52,4.64,6.69,4.94,0.0,3.7399821252569865,1
ONCCC#Cc1cc(cc(c1C=C)O)N1C(=O)NCC1,28/000000461,"InChI=1S/C15H17N3O3/c1-2-13-11(5-3-4-6-17-21)9-12(10-14(13)19)18-8-7-16-15(18)20/h2,9-10,17,19,21H,1,4,6-8H2,(H,16,20)",C15H17N3O3,287.0,1.23,4.64,3.22,20.8,-120.0,3.407313763848075,1
Oc1cc(cc(c1Cl)CSCNCN)N1C(=O)NCC1,28/000000498,"InChI=1S/C12H17ClN4O2S/c13-11-8(5-20-7-15-6-14)3-9(4-10(11)18)17-2-1-16-12(17)19/h3-4,15,18H,1-2,5-7,14H2,(H,16,19)",C12H17N4O2SCl,316.0,0.35,4.63,5.1,19.6,-120.0,3.3520984876991307,1
Oc1cc(cc(c1)CCc1n[nH]c2c1ccnc2)N1C(=O)NCC1,28/000000029,"InChI=1S/C17H17N5O2/c23-13-8-11(7-12(9-13)22-6-5-19-17(22)24)1-2-15-14-3-4-18-10-16(14)21-20-15/h3-4,7-10,23H,1-2,5-6H2,(H,19,24)(H,20,21)",C17H17N5O2,323.0,1.16,4.63,2.4,20.8,-140.0,2.889931485308699,1
O[C@H](c1nc(oc1CC(=O)/C=C\c1nnc(o1)S)C(=O)O)C=C,3/000000079,"InChI=1S/C13H11N3O6S/c1-2-7(18)10-8(21-11(14-10)12(19)20)5-6(17)3-4-9-15-16-13(23)22-9/h2-4,7,18H,1,5H2,(H,16,23)(H,19,20)/b4-3-/t7-/m0/s1",C13H11N3O6S,337.0,0.44,4.63,9.21,6.6,-150.0,4.3912230636734115,0
OC(=O)c1cc(ON)c(c(c1)CCN)Br,12/000000017,"InChI=1S/C9H11BrN2O3/c10-8-5(1-2-11)3-6(9(13)14)4-7(8)15-12/h3-4H,1-2,11-12H2,(H,13,14)",C9H11N2O3Br,275.0,0.25,4.63,5.74,2.48,0.0,2.7263623495731473,1
Oc1cc(cc(c1CC)C#CCC)N1C(=O)NCC1,28/000000194,"InChI=1S/C15H18N2O2/c1-3-5-6-11-9-12(10-14(18)13(11)4-2)17-8-7-16-15(17)19/h9-10,18H,3-4,7-8H2,1-2H3,(H,16,19)",C15H18N2O2,258.0,2.06,4.63,3.21,17.2,-200.0,2.991442557457754,1
O=Nc1cc(cc(c1Br)CNCNCC=C)C(=O)[C@@H]1ONC=C1,12/000000431,"InChI=1S/C15H17BrN4O3/c1-2-4-17-9-18-8-11-6-10(7-12(20-22)14(11)16)15(21)13-3-5-19-23-13/h2-3,5-7,13,17-19H,1,4,8-9H2/t13-/m1/s1",C15H17N4O3Br,381.0,2.0,4.63,3.89,5.09,-150.0,4.553949826141713,0
OC(=O)c1cc(ON)c(c(c1)CN)Br,12/000001103,"InChI=1S/C8H9BrN2O3/c9-7-5(3-10)1-4(8(12)13)2-6(7)14-11/h1-2H,3,10-11H2,(H,12,13)",C8H9N2O3Br,261.0,0.09,4.63,5.59,12.7,0.0,2.7401911886027417,1
OC(=O)Cc1n[nH]c(n1)c1nc(/C=C/CNC=C)ccc1I,4/000000116,"InChI=1S/C14H14IN5O2/c1-2-16-7-3-4-9-5-6-10(15)13(17-9)14-18-11(19-20-14)8-12(21)22/h2-6,16H,1,7-8H2,(H,21,22)(H,18,19,20)/b4-3+",C14H14N5O2I,411.0,2.48,4.63,5.74,23.8,-140.0,3.6410362604125623,1
Oc1cc(C#CCCCC(=C)C)cc(c1)N1C(=O)NCC1,28/000000174,"InChI=1S/C17H20N2O2/c1-13(2)6-4-3-5-7-14-10-15(12-16(20)11-14)19-9-8-18-17(19)21/h10-12,20H,1,3-4,6,8-9H2,2H3,(H,18,21)",C17H20N2O2,284.0,2.14,4.63,1.76,19.4,-140.0,2.957210504395663,1
OC(=O)c1cc(c(c(c1)ON)Br)CC(=O)CCC=C,12/000001322,"InChI=1S/C13H14BrNO4/c1-2-3-4-10(16)6-8-5-9(13(17)18)7-11(19-15)12(8)14/h2,5,7H,1,3-4,6,15H2,(H,17,18)",C13H14NO4Br,328.0,1.26,4.62,6.95,2.64,0.0,2.9165349163751966,1
OC(=O)c1cc(OCC(=O)NCC=C)c(c(c1)ON)Br,12/000001396,"InChI=1S/C12H13BrN2O5/c1-2-3-15-10(16)6-19-8-4-7(12(17)18)5-9(20-14)11(8)13/h2,4-5H,1,3,6,14H2,(H,15,16)(H,17,18)",C12H13N2O5Br,345.0,0.67,4.62,4.51,19.5,0.0,2.6050414364170784,1
