SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical,SA_Score,SA_Score_Binary
Oc1cc(SCS(=O)(=O)O)ccc1N1C(=NOC1)C=C,14/000000004,"InChI=1S/C11H12N2O5S2/c1-2-11-12-18-6-13(11)9-4-3-8(5-10(9)14)19-7-20(15,16)17/h2-5,14H,1,6-7H2,(H,15,16,17)",C11H12N2O5S2,316.0,2.01,4.44,7.18,22.8,-120.0,3.7958145366501785,1
OC(=O)Cc1nc([nH]n1)c1nc(c(cc1I)CO)CCC,4/000000240,"InChI=1S/C13H15IN4O3/c1-2-3-9-7(6-19)4-8(14)12(15-9)13-16-10(17-18-13)5-11(20)21/h4,19H,2-3,5-6H2,1H3,(H,20,21)(H,16,17,18)",C13H15N4O3I,402.0,1.66,4.44,7.27,21.0,-140.0,3.274602506373814,1
Oc1c(/C=C/[C@H](C2=CC(=O)NC2=O)S=O)ccc(c1Cl)/C=C\C,30/000000046,"InChI=1S/C16H14ClNO4S/c1-2-3-9-4-5-10(15(20)14(9)17)6-7-12(23-22)11-8-13(19)18-16(11)21/h2-8,12,20,23H,1H3,(H,18,19,21)/b3-2-,7-6+/t12-/m1/s1",C16H14NO4SCl,351.0,0.56,4.44,5.03,5.21,-170.0,4.4410604263107745,0
OC(=O)c1nc(c(o1)C/C=C/[C@@H](c1csc(=O)[nH]1)C=C)CN,3/000000052,"InChI=1S/C14H15N3O4S/c1-2-8(10-7-22-14(20)17-10)4-3-5-11-9(6-15)16-12(21-11)13(18)19/h2-4,7-8H,1,5-6,15H2,(H,17,20)(H,18,19)/b4-3+/t8-/m0/s1",C14H15N3O4S,321.0,0.19,4.44,5.61,6.72,-150.0,4.573020122935876,0
OC(=O)c1cc(c(c(c1)ON)Br)CC[NH3+],12/000001110,"InChI=1S/C9H11BrN2O3/c10-8-5(1-2-11)3-6(9(13)14)4-7(8)15-12/h3-4H,1-2,11-12H2,(H,13,14)/p+1",C9H12N2O3Br,276.0,0.25,4.43,5.7,2.48,0.0,3.5318000418808397,1
O=Nc1c(Br)c(F)cc(c1)C(=O)C[NH2+]CC#CCO,12/000000981,"InChI=1S/C12H10BrFN2O3/c13-12-9(14)5-8(6-10(12)16-19)11(18)7-15-3-1-2-4-17/h5-6,15,17H,3-4,7H2/p+1",C12H11N2O3FBr,330.0,1.27,4.43,2.1,2.35,-40.0,4.202585629915049,0
Oc1c(Br)c(Cl)cc(c1)C(=O)[C@H]1C=CNC=C1,12/000000206,"InChI=1S/C12H9BrClNO2/c13-11-9(14)5-8(6-10(11)16)12(17)7-1-3-15-4-2-7/h1-7,15-16H",C12H9NO2ClBr,314.0,3.59,4.43,2.89,2.48,-190.0,3.4242047160467752,1
Oc1cc(Br)cc(c1)C#CC(=O)[C@@H](C=C)O,23/000000122,"InChI=1S/C12H9BrO3/c1-2-11(15)12(16)4-3-8-5-9(13)7-10(14)6-8/h2,5-7,11,14-15H,1H2/t11-/m1/s1",C12H9O3Br,281.0,2.36,4.43,3.26,2.35,-150.0,3.8654443906326286,1
OCCC/C(=C/c1cnc(cc1Br)C1=C(C(=O)C=CC1=O)CCl)/N,10/000000135,"InChI=1S/C17H16BrClN2O3/c18-13-7-14(17-12(8-19)15(23)3-4-16(17)24)21-9-10(13)6-11(20)2-1-5-22/h3-4,6-7,9,22H,1-2,5,8,20H2/b11-6-",C17H16N2O3ClBr,411.0,1.13,4.43,10.1,24.0,-160.0,3.5301244123816273,1
OCC(=C)C(=O)c1cc(N=O)c(cc1O)Br,12/000000452,"InChI=1S/C10H8BrNO4/c1-5(4-13)10(15)6-2-8(12-16)7(11)3-9(6)14/h2-3,13-14H,1,4H2",C10H8NO4Br,286.0,1.19,4.43,4.58,2.35,0.0,3.3711144094142655,1
Oc1c(cc(c(c1)Br)N=O)C(=O)/C(=C/C=C\C)/CO,12/000001033,"InChI=1S/C13H12BrNO4/c1-2-3-4-8(7-16)13(18)9-5-11(15-19)10(14)6-12(9)17/h2-6,16-17H,7H2,1H3/b3-2-,8-4+",C13H12NO4Br,326.0,1.78,4.43,4.09,2.35,-60.0,3.576912291940806,1
OC(=O)c1cc(ON)c(c(c1)CC)Br,12/000001127,"InChI=1S/C9H10BrNO3/c1-2-5-3-6(9(12)13)4-7(14-11)8(5)10/h3-4H,2,11H2,1H3,(H,12,13)",C9H10NO3Br,260.0,1.45,4.43,4.98,2.48,-20.0,2.6076311054426586,1
O=NC(=O)c1cc(c(c(c1)CO)Br)CONC(=O)C(=O)O,12/000000029,"InChI=1S/C11H9BrN2O7/c12-8-6(3-15)1-5(9(16)13-20)2-7(8)4-21-14-10(17)11(18)19/h1-2,15H,3-4H2,(H,14,17)(H,18,19)",C11H8N2O7Br,360.0,0.08,4.43,5.02,22.9,-30.0,3.139180983069533,1
Oc1cc(Br)c(cc1C(=O)C(=C)CN)N=O,12/000000983,"InChI=1S/C10H9BrN2O3/c1-5(4-12)10(15)6-2-8(13-16)7(11)3-9(6)14/h2-3,14H,1,4,12H2",C10H9N2O3Br,285.0,1.12,4.43,4.57,2.35,0.0,3.410905618205474,1
Oc1cc(cc(c1Br)Cl)C(=O)C(=C)N[C@H](CO)S,12/000000600,"InChI=1S/C11H11BrClNO3S/c1-5(14-9(18)4-15)11(17)6-2-7(13)10(12)8(16)3-6/h2-3,9,14-16,18H,1,4H2/t9-/m0/s1",C11H11NO3SClBr,352.0,2.78,4.43,4.48,2.48,-190.0,3.935231426534841,1
Oc1c(cc(c(c1)Br)N=O)C(=O)/C(=C/C(=O)C=C)/CO,12/000001073,"InChI=1S/C13H10BrNO5/c1-2-8(17)3-7(6-16)13(19)9-4-11(15-20)10(14)5-12(9)18/h2-5,16,18H,1,6H2/b7-3+",C13H10NO5Br,340.0,1.08,4.43,5.05,3.7,-40.0,3.6697465646222067,1
Oc1c(ncc(c1Br)OCCO)C1=C(C(=O)C=CC1=O)CCl,10/000000170,"InChI=1S/C14H11BrClNO5/c15-12-10(22-4-3-18)6-17-13(14(12)21)11-7(5-16)8(19)1-2-9(11)20/h1-2,6,18,21H,3-5H2",C14H11NO5ClBr,388.0,0.45,4.43,10.08,22.2,-160.0,3.2641087418021417,1
Oc1cc(cc(c1)CSCCS(=O)(=O)C/C=C\N)N1C(=O)NCC1,28/000000425,"InChI=1S/C15H21N3O4S2/c16-2-1-6-24(21,22)7-5-23-11-12-8-13(10-14(19)9-12)18-4-3-17-15(18)20/h1-2,8-10,19H,3-7,11,16H2,(H,17,20)/b2-1-",C15H21N3O4S2,371.0,0.53,4.43,4.41,24.8,-120.0,3.2963687396961046,1
Oc1c(Br)c(OCc2cnc(=O)[nH]c2)cc(c1)C(=O)COC,12/000000589,"InChI=1S/C14H13BrN2O5/c1-21-7-11(19)9-2-10(18)13(15)12(3-9)22-6-8-4-16-14(20)17-5-8/h2-5,18H,6-7H2,1H3,(H,16,17,20)",C14H13N2O5Br,369.0,0.45,4.42,4.36,3.58,-20.0,2.805185652268724,1
Oc1cc(C(=O)C(=C)N)cc(c1Br)Cl,12/000000571,"InChI=1S/C9H7BrClNO2/c1-4(12)9(14)5-2-6(11)8(10)7(13)3-5/h2-3,13H,1,12H2",C9H7NO2ClBr,276.0,2.67,4.42,4.14,2.48,0.0,3.063503662615215,1
OC(=O)c1cc(ON)c(c(c1)C[C@@H](CCO)S)Br,12/000001227,"InChI=1S/C11H14BrNO4S/c12-10-6(4-8(18)1-2-14)3-7(11(15)16)5-9(10)17-13/h3,5,8,14,18H,1-2,4,13H2,(H,15,16)/t8-/m1/s1",C11H14NO4SBr,336.0,1.22,4.42,5.99,2.48,-150.0,3.6507877276805045,1
Oc1cc(cc(c1)CSCCS(=O)(=O)C)N1C(=O)NCC1,28/000000142,"InChI=1S/C13H18N2O4S2/c1-21(18,19)5-4-20-9-10-6-11(8-12(16)7-10)15-3-2-14-13(15)17/h6-8,16H,2-5,9H2,1H3,(H,14,17)",C13H18N2O4S2,330.0,0.93,4.42,2.54,21.2,-140.0,2.7385605965594895,1
Sc1c(Br)c(Nc2cnc(cc2)CO)cc(c1)F,16/000000015,"InChI=1S/C12H10BrFN2OS/c13-12-10(3-7(14)4-11(12)18)16-8-1-2-9(6-17)15-5-8/h1-5,16-18H,6H2",C12H10N2OSFBr,329.0,2.6,4.42,8.18,15.9,0.0,2.8219800413765306,1
Oc1cc(cc(c1)N1C(=O)NCC1)/C=C(\C)/C1=NCCOC1,28/000000128,"InChI=1S/C16H19N3O3/c1-11(15-10-22-5-3-17-15)6-12-7-13(9-14(20)8-12)19-4-2-18-16(19)21/h6-9,20H,2-5,10H2,1H3,(H,18,21)/b11-6+",C16H19N3O3,301.0,0.18,4.42,2.07,20.6,-140.0,3.3324442363076354,1
Oc1cc(C#CCCC2=NC=C(NC2)C)cc(c1)N1C(=O)NCC1,28/000000531,"InChI=1S/C18H20N4O2/c1-13-11-21-15(12-20-13)5-3-2-4-14-8-16(10-17(23)9-14)22-7-6-19-18(22)24/h8-11,20,23H,3,5-7,12H2,1H3,(H,19,24)",C18H20N4O2,324.0,0.61,4.42,3.35,24.8,-160.0,3.59567828893985,1
O=NC(=O)c1cc(c(c(c1)CO)Br)CCC(=O)OCC(=O)N,12/000000653,"InChI=1S/C13H13BrN2O6/c14-12-7(1-2-11(19)22-6-10(15)18)3-8(13(20)16-21)4-9(12)5-17/h3-4,17H,1-2,5-6H2,(H2,15,18)",C13H13N2O6Br,373.0,0.14,4.42,5.73,22.9,-60.0,2.817833396300186,1
Oc1ccc(c(c1F)COc1c(O)ccc(c1)C)O,4/000000166,"InChI=1S/C14H13FO4/c1-8-2-3-11(17)13(6-8)19-7-9-10(16)4-5-12(18)14(9)15/h2-6,16-18H,7H2,1H3",C14H13O4F,264.0,2.82,4.42,4.74,2.35,-20.0,2.2896915470748134,1
Oc1cc(cc(c1C=S)N(=O)=O)N1C(=O)NCC1,28/000000055,"InChI=1S/C10H9N3O4S/c14-9-4-6(12-2-1-11-10(12)15)3-8(13(16)17)7(9)5-18/h3-5,14H,1-2H2,(H,11,15)",C10H9N3O4S,267.0,0.28,4.42,4.9,20.3,-140.0,3.0886888953796703,1
OC(=O)c1nc(c(o1)C/C=C/[C@@H](C1=CCOC1)C=C)CN,3/000000123,"InChI=1S/C15H18N2O4/c1-2-10(11-6-7-20-9-11)4-3-5-13-12(8-16)17-14(21-13)15(18)19/h2-4,6,10H,1,5,7-9,16H2,(H,18,19)/b4-3+/t10-/m0/s1",C15H18N2O4,290.0,0.02,4.42,6.43,5.21,-150.0,4.635774331507982,0
OCCNC/C(=C\CC)/C(=O)c1cc(N=O)c(cc1O)Br,12/000001006,"InChI=1S/C14H17BrN2O4/c1-2-3-9(8-16-4-5-18)14(20)10-6-12(17-21)11(15)7-13(10)19/h3,6-7,16,18-19H,2,4-5,8H2,1H3/b9-3+",C14H17N2O4Br,357.0,1.37,4.41,2.49,3.7,-110.0,3.39314321557387,1
NOc1cc(C(=O)OCCCCC)cc(c1Br)CN,12/000001355,"InChI=1S/C13H19BrN2O3/c1-2-3-4-5-18-13(17)9-6-10(8-15)12(14)11(7-9)19-16/h6-7H,2-5,8,15-16H2,1H3",C13H19N2O3Br,331.0,1.91,4.41,3.87,15.7,-60.0,2.5670273458913826,1
Oc1cc(cc(c1)CCCCCCN=O)N1C(=O)NCC1,28/000000467,"InChI=1S/C15H21N3O3/c19-14-10-12(5-3-1-2-4-6-17-21)9-13(11-14)18-8-7-16-15(18)20/h9-11,19H,1-8H2,(H,16,20)",C15H21N3O3,291.0,1.55,4.41,1.93,18.6,-120.0,2.724228235816785,1
OC(=O)c1cc(/C=C/[C@H]2CC=CC2)c(c(c1)ON)Br,12/000000171,"InChI=1S/C14H14BrNO3/c15-13-10(6-5-9-3-1-2-4-9)7-11(14(17)18)8-12(13)19-16/h1-2,5-9H,3-4,16H2,(H,17,18)/b6-5+",C14H14NO3Br,324.0,2.2,4.41,4.96,17.3,-150.0,3.2817075792284367,1
Oc1cc(C#CCCO[P@](=O)(C)O)cc(c1)N1C(=O)NCC1,28/000000262,"InChI=1S/C14H17N2O5P/c1-22(19,20)21-7-3-2-4-11-8-12(10-13(17)9-11)16-6-5-15-14(16)18/h8-10,17H,3,5-7H2,1H3,(H,15,18)(H,19,20)",C14H17N2O5P,324.0,0.22,4.41,1.5,22.8,-140.0,3.589341686618096,1
Oc1cc(cc(c1CO)CCS)N1C(=O)NCC1,28/000000303,"InChI=1S/C12H16N2O3S/c15-7-10-8(1-4-18)5-9(6-11(10)16)14-3-2-13-12(14)17/h5-6,15-16,18H,1-4,7H2,(H,13,17)",C12H16N2O3S,268.0,0.36,4.41,4.32,16.3,-120.0,3.0199440413765304,1
OCC(=C)c1noc(n1)c1cc(O)c(cc1O)F,6/000000026,"InChI=1S/C11H9FN2O4/c1-5(4-15)10-13-11(18-14-10)6-2-9(17)7(12)3-8(6)16/h2-3,15-17H,1,4H2",C11H9N2O4F,252.0,1.14,4.41,1.79,20.3,-160.0,3.165139444830219,1
OC(=O)c1cc(ON)c(c(c1)CNCC[C@@H](C)O)Br,12/000001216,"InChI=1S/C12H17BrN2O4/c1-7(16)2-3-15-6-9-4-8(12(17)18)5-10(19-14)11(9)13/h4-5,7,15-16H,2-3,6,14H2,1H3,(H,17,18)/t7-/m1/s1",C12H17N2O4Br,333.0,0.59,4.41,5.14,3.87,-170.0,3.1837040506429712,1
N=c1sccn1C[C@H](c1cc(I)c(c(c1)/C=C/C)CN)O,12/000000775,"InChI=1S/C15H18IN3OS/c1-2-3-10-6-11(7-13(16)12(10)8-17)14(20)9-19-4-5-21-15(19)18/h2-7,14,18,20H,8-9,17H2,1H3/b3-2+,18-15+/t14-/m1/s1",C15H18N3OSI,415.0,3.67,4.41,3.44,20.5,-191.0,3.936206107797151,1
OC(=O)c1cc(ON)c(c(c1)S)Br,12/000001111,"InChI=1S/C7H6BrNO3S/c8-6-4(12-9)1-3(7(10)11)2-5(6)13/h1-2,13H,9H2,(H,10,11)",C7H6NO3SBr,264.0,1.35,4.41,5.07,13.2,0.0,3.1372759491038487,1
OC(=O)c1cc(c(c(c1)ON)Br)CCF,12/000001135,"InChI=1S/C9H9BrFNO3/c10-8-5(1-2-11)3-6(9(13)14)4-7(8)15-12/h3-4H,1-2,12H2,(H,13,14)",C9H9NO3FBr,278.0,1.65,4.41,4.58,2.48,0.0,2.936751195726993,1
Sc1ccc(cc1)[C@H](C=C)OP(=O)(O)O,26/000000001,"InChI=1S/C9H11O4PS/c1-2-9(13-14(10,11)12)7-3-5-8(15)6-4-7/h2-6,9,15H,1H2,(H2,10,11,12)/t9-/m0/s1",C9H11O4PS,246.0,0.84,4.41,4.64,3.58,-150.0,3.6611092666463527,1
Oc1cc(cc(c1)CCS)N1C(=O)NCC1,28/000000012,"InChI=1S/C11H14N2O2S/c14-10-6-8(1-4-16)5-9(7-10)13-3-2-12-11(13)15/h5-7,14,16H,1-4H2,(H,12,15)",C11H14N2O2S,238.0,1.17,4.41,2.02,14.5,-140.0,2.744545398425254,1
O=Nc1cc(cc(c1Br)CCNCCc1n[nH]c(c1)N)C(=O)CCl,12/000000416,"InChI=1S/C15H17BrClN5O2/c16-15-9(5-10(13(23)8-17)6-12(15)22-24)1-3-19-4-2-11-7-14(18)21-20-11/h5-7,19H,1-4,8H2,(H3,18,20,21)",C15H17N5O2ClBr,414.0,2.34,4.41,4.08,4.94,0.0,3.387594227640994,1
OC(=O)c1cc(c(c(c1)ON)Br)/C=C/C[C@@H](CC)CN,12/000000164,"InChI=1S/C14H19BrN2O3/c1-2-9(8-16)4-3-5-10-6-11(14(18)19)7-12(20-17)13(10)15/h3,5-7,9H,2,4,8,16-17H2,1H3,(H,18,19)/b5-3+/t9-/m1/s1",C14H19N2O3Br,343.0,1.87,4.41,5.91,3.87,-170.0,3.6054778406697707,1
Oc1c(/[NH]=c\2/[nH]c(c[nH]2)c2ncccc2)cc2c(c1)[nH]cc2C=C,20/000000043,"InChI=1S/C18H16N5O/c1-2-11-9-20-14-8-17(24)15(7-12(11)14)22-18-21-10-16(23-18)13-5-3-4-6-19-13/h2-10,20-24H,1H2/b22-18+",C18H15N5O,317.0,2.91,4.41,1.36,21.3,-120.0,,0
C1=C(C(=O)C(=CC1=O)c1ccc(cc1)C[NH3+])CN,10/000000055,"InChI=1S/C14H14N2O2/c15-7-9-1-3-10(4-2-9)13-6-12(17)5-11(8-16)14(13)18/h1-6H,7-8,15-16H2/p+1",C14H15N2O2,243.0,-0.21,4.4,3.88,2.22,-160.0,3.2836661952226844,1
OC(=O)c1nc(c(o1)C/C=C/[C@H](/C=C\CCl)c1nncs1)CN,3/000000289,"InChI=1S/C14H15ClN4O3S/c15-6-2-4-9(13-19-17-8-23-13)3-1-5-11-10(7-16)18-12(22-11)14(20)21/h1-4,8-9H,5-7,16H2,(H,20,21)/b3-1+,4-2-/t9-/m1/s1",C14H15N4O3SCl,354.0,1.85,4.4,8.48,6.72,-150.0,4.572222488863606,0
O=Nc1cc(cc(c1Br)CCNCCn1nnnc1S)C(=O)CCl,12/000000437,"InChI=1S/C13H14BrClN6O2S/c14-12-8(5-9(11(22)7-15)6-10(12)18-23)1-2-16-3-4-21-13(24)17-19-20-21/h5-6,16H,1-4,7H2,(H,17,20,24)",C13H14N6O2SClBr,433.0,1.3,4.4,6.74,4.94,0.0,3.4409060531289395,1
Oc1cc(cc(c1)N1C(=O)NCC1)/C=C/C1=CNC=NC1,28/000000110,"InChI=1S/C15H16N4O2/c20-14-6-11(1-2-12-8-16-10-17-9-12)5-13(7-14)19-4-3-18-15(19)21/h1-2,5-8,10,20H,3-4,9H2,(H,16,17)(H,18,21)/b2-1+",C15H16N4O2,284.0,0.43,4.4,0.85,20.3,-120.0,3.474797970999635,1
C#CCCCC(=O)/C=C/c1cc(O)cc(c1)N1C(=O)NCC1,28/000000084,"InChI=1S/C17H18N2O3/c1-2-3-4-5-15(20)7-6-13-10-14(12-16(21)11-13)19-9-8-18-17(19)22/h1,6-7,10-12,21H,3-5,8-9H2,(H,18,22)/b7-6+",C17H18N2O3,298.0,1.17,4.4,3.7,3.58,-120.0,2.936229064382788,1
Oc1cc(Br)c(cc1C(=O)/C(=C/CN)/C/C=C/C)N=O,12/000001037,"InChI=1S/C14H15BrN2O3/c1-2-3-4-9(5-6-16)14(19)10-7-12(17-20)11(15)8-13(10)18/h2-3,5,7-8,18H,4,6,16H2,1H3/b3-2+,9-5+",C14H15N2O3Br,339.0,2.18,4.4,3.81,3.7,-40.0,3.701938872314516,1
OC(=O)c1nc(oc1CC#CCCC)C(=O)O,3/000000026,"InChI=1S/C11H11NO5/c1-2-3-4-5-6-7-8(10(13)14)12-9(17-7)11(15)16/h2-3,6H2,1H3,(H,13,14)(H,15,16)",C11H11NO5,237.0,0.74,4.4,6.25,21.4,-20.0,3.328294675486041,1
O=Nc1cc(cc(c1Br)CONCCl)C(=O)CNC(=O)N,12/000000938,"InChI=1S/C11H12BrClN4O4/c12-10-7(4-21-16-5-13)1-6(2-8(10)17-20)9(18)3-15-11(14)19/h1-2,16H,3-5H2,(H3,14,15,19)",C11H12N4O4ClBr,379.0,0.95,4.4,5.57,3.87,-70.0,3.513012041484801,1
OC(=O)c1oc(c(n1)CO)CC#C/C(=C\CCO)/CCC,3/000000291,"InChI=1S/C15H19NO5/c1-2-5-11(7-4-9-17)6-3-8-13-12(10-18)16-14(21-13)15(19)20/h7,17-18H,2,4-5,8-10H2,1H3,(H,19,20)/b11-7-",C15H19NO5,293.0,0.18,4.4,6.34,23.8,-200.0,3.781916034225274,1
OC(=O)c1ccc(cc1O)N1C(=O)NCC1,28/000000035,"InChI=1S/C10H10N2O4/c13-8-5-6(1-2-7(8)9(14)15)12-4-3-11-10(12)16/h1-2,5,13H,3-4H2,(H,11,16)(H,14,15)",C10H10N2O4,222.0,0.06,4.4,3.76,14.8,-120.0,2.211499174649031,1
Oc1cc(/C=C/C=C/COCC)cc(c1)N1C(=O)NCC1,28/000000239,"InChI=1S/C16H20N2O3/c1-2-21-9-5-3-4-6-13-10-14(12-15(19)11-13)18-8-7-17-16(18)20/h3-6,10-12,19H,2,7-9H2,1H3,(H,17,20)/b5-3+,6-4+",C16H20N2O3,288.0,1.45,4.4,1.2,18.2,-160.0,2.9311636204321694,1
Oc1cc(C#C[C@H](CCO)NN)cc(c1)CCS,23/000000215,"InChI=1S/C13H18N2O2S/c14-15-12(3-5-16)2-1-10-7-11(4-6-18)9-13(17)8-10/h7-9,12,15-18H,3-6,14H2/t12-/m1/s1",C13H18N2O2S,266.0,1.65,4.4,0.04,17.1,-150.0,3.876901881526657,1
OCc1nc(oc1CC(=O)/C=C\c1nnc(o1)S)C(=O)O,3/000000023,"InChI=1S/C11H9N3O6S/c15-4-6-7(19-9(12-6)10(17)18)3-5(16)1-2-8-13-14-11(21)20-8/h1-2,15H,3-4H2,(H,14,21)(H,17,18)/b2-1-",C11H9N3O6S,311.0,-0.04,4.4,5.68,5.21,0.0,3.7335261138008704,1
O=Nc1c(Br)c(NC(N)N)cc(c1)C(=O)N,12/000000081,"InChI=1S/C8H10BrN5O2/c9-6-4(13-8(11)12)1-3(7(10)15)2-5(6)14-16/h1-2,8,13H,11-12H2,(H2,10,15)",C8H9N5O2Br,287.0,-0.05,4.4,4.65,18.0,0.0,3.295056167656025,1
NOc1cc(C(=O)OCF)cc(c1Br)CCNCC,12/000001382,"InChI=1S/C12H16BrFN2O3/c1-2-16-4-3-8-5-9(12(17)18-7-14)6-10(19-15)11(8)13/h5-6,16H,2-4,7,15H2,1H3",C12H16N2O3FBr,335.0,1.65,4.4,3.76,3.87,-20.0,2.9673649198558785,1
OC(=O)c1cc(ON)c(c(c1)CS)Br,12/000001114,"InChI=1S/C8H8BrNO3S/c9-7-5(3-14)1-4(8(11)12)2-6(7)13-10/h1-2,14H,3,10H2,(H,11,12)",C8H8NO3SBr,278.0,1.34,4.4,5.6,13.8,0.0,3.007713849725402,1
Oc1cc(Br)c(cc1C(=O)/C(=C/CNC)/CN)N=O,12/000000474,"InChI=1S/C12H14BrN3O3/c1-15-3-2-7(6-14)12(18)8-4-10(16-19)9(13)5-11(8)17/h2,4-5,15,17H,3,6,14H2,1H3/b7-2+",C12H14N3O3Br,328.0,0.72,4.39,3.74,2.35,-60.0,3.613124056646689,1
O=Nc1c(I)ccc(c1)C(=O)NC[C@H](CC)NN,5/000000054,"InChI=1S/C11H15IN4O2/c1-2-8(15-13)6-14-11(17)7-3-4-9(12)10(5-7)16-18/h3-5,8,15H,2,6,13H2,1H3,(H,14,17)/t8-/m0/s1",C11H15N4O2I,362.0,1.85,4.39,1.6,3.85,-190.0,3.3503775235988718,1
OCSCc1cc(O)cc(c1)N1C(=O)NCC1,28/000000096,"InChI=1S/C11H14N2O3S/c14-7-17-6-8-3-9(5-10(15)4-8)13-2-1-12-11(13)16/h3-5,14-15H,1-2,6-7H2,(H,12,16)",C11H14N2O3S,254.0,0.04,4.39,3.25,15.7,-120.0,2.8123098510713262,1
Oc1cc(cc(c1CC)CCCC)N1C(=O)NCC1,28/000000304,"InChI=1S/C15H22N2O2/c1-3-5-6-11-9-12(10-14(18)13(11)4-2)17-8-7-16-15(17)19/h9-10,18H,3-8H2,1-2H3,(H,16,19)",C15H22N2O2,262.0,2.12,4.39,5.93,14.4,-200.0,2.585321802740772,1
Oc1cc(cc(c1)CCCCC=C)N1C(=O)NCC1,28/000000414,"InChI=1S/C15H20N2O2/c1-2-3-4-5-6-12-9-13(11-14(18)10-12)17-8-7-16-15(17)19/h2,9-11,18H,1,3-8H2,(H,16,19)",C15H20N2O2,260.0,1.99,4.39,2.53,15.4,-120.0,2.544502789678365,1
O=Nc1cc(cc(c1Br)C[NH2+]C)C(=O)C[C@@H](C=C)S,12/000000381,"InChI=1S/C13H15BrN2O2S/c1-3-10(19)6-12(17)8-4-9(7-15-2)13(14)11(5-8)16-18/h3-5,10,15,19H,1,6-7H2,2H3/p+1/t10-/m1/s1",C13H16N2O2SBr,344.0,2.5,4.39,3.36,3.85,-190.0,4.816179163765142,0
Oc1cc(Br)c(cc1C(=O)/C(=C/C(=O)N)/CN)N=O,12/000000555,"InChI=1S/C11H10BrN3O4/c12-7-3-9(16)6(2-8(7)15-19)11(18)5(4-13)1-10(14)17/h1-3,16H,4,13H2,(H2,14,17)/b5-1+",C11H10N3O4Br,328.0,-0.23,4.39,4.61,2.35,-20.0,3.4779784819860566,1
O=Nc1cc(Br)c(cc1C(=O)[C@@H](NC)N)N=O,12/000000117,"InChI=1S/C9H9BrN4O3/c1-12-9(11)8(15)4-2-7(14-17)5(10)3-6(4)13-16/h2-3,9,12H,11H2,1H3/t9-/m1/s1",C9H9N4O3Br,301.0,0.49,4.39,4.8,2.48,-170.0,4.238341960452223,0
O=Nc1cc(cc(c1Br)NC(N)N)C(=O)CCl,12/000000935,"InChI=1S/C9H10BrClN4O2/c10-8-5(14-9(12)13)1-4(7(16)3-11)2-6(8)15-17/h1-2,9,14H,3,12-13H2",C9H9N4O2ClBr,320.0,1.14,4.39,3.83,18.9,0.0,3.43551273568671,1
OCC(=O)n1nc(nc1/C=C/[C@H](c1nnc([nH]1)C(=O)O)S)CCl,8/000000024,"InChI=1S/C11H11ClN6O4S/c12-3-6-13-7(18(17-6)8(20)4-19)2-1-5(23)9-14-10(11(21)22)16-15-9/h1-2,5,19,23H,3-4H2,(H,21,22)(H,14,15,16)/b2-1+/t5-/m1/s1",C11H10N6O4SCl,357.0,-0.05,4.39,2.68,5.21,-150.0,4.648447239497588,0
NNCC(=O)C1=CC(=O)C=C(C1=O)[C@@H](CCC#Cc1[nH]ccc1)Br,10/000000175,"InChI=1S/C17H16BrN3O3/c18-15(6-2-1-4-11-5-3-7-20-11)13-8-12(22)9-14(17(13)24)16(23)10-21-19/h3,5,7-9,15,20-21H,2,6,10,19H2/t15-/m1/s1",C17H16N3O3Br,390.0,0.49,4.39,3.9,5.08,-150.0,4.454599709582167,0
OC(=O)c1cc2c(n1CC)c(=O)[nH]cc2CNOCC=C,3/000000047,"InChI=1S/C14H17N3O4/c1-3-5-21-16-8-9-7-15-13(18)12-10(9)6-11(14(19)20)17(12)4-2/h3,6-7,16H,1,4-5,8H2,2H3,(H,15,18)(H,19,20)",C14H17N3O4,291.0,1.22,4.39,5.31,23.8,-60.0,3.1217194825011347,1
Oc1c(F)cc(c(c1)c1c(C=S)[nH]c(c1)C[NH3+])N=O,6/000000148,"InChI=1S/C12H10FN3O2S/c13-9-3-10(16-18)8(2-12(9)17)7-1-6(4-14)15-11(7)5-19/h1-3,5,15,17H,4,14H2/p+1",C12H11N3O2SF,280.0,1.06,4.39,5.29,23.0,-120.0,4.307520837015641,0
OC(=O)Cc1n[nH]c(n1)c1nccc(c1I)N=O,4/000000210,"InChI=1S/C9H6IN5O3/c10-7-4(15-18)1-2-11-8(7)9-12-5(13-14-9)3-6(16)17/h1-2H,3H2,(H,16,17)(H,12,13,14)",C9H6N5O3I,359.0,1.08,4.38,5.62,21.6,-120.0,3.3906969644534524,1
OC(=O)c1cc(c(c(c1)ON)Br)[C@H](CNCC)F,12/000001190,"InChI=1S/C11H14BrFN2O3/c1-2-15-5-8(13)7-3-6(11(16)17)4-9(18-14)10(7)12/h3-4,8,15H,2,5,14H2,1H3,(H,16,17)/t8-/m0/s1",C11H14N2O3FBr,321.0,1.2,4.38,4.73,17.2,-170.0,3.5601963815266586,1
