SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical
Oc1ccc(c(c1F)COc1c(O)ccc(c1)C)O,4/000000166,"InChI=1S/C14H13FO4/c1-8-2-3-11(17)13(6-8)19-7-9-10(16)4-5-12(18)14(9)15/h2-6,16-18H,7H2,1H3",C14H13O4F,264.0,2.82,4.42,4.74,2.35,-20.0
Oc1cc(cc(c1C=S)N(=O)=O)N1C(=O)NCC1,28/000000055,"InChI=1S/C10H9N3O4S/c14-9-4-6(12-2-1-11-10(12)15)3-8(13(16)17)7(9)5-18/h3-5,14H,1-2H2,(H,11,15)",C10H9N3O4S,267.0,0.28,4.42,4.9,20.3,-140.0
OC(=O)c1nc(c(o1)C/C=C/[C@@H](C1=CCOC1)C=C)CN,3/000000123,"InChI=1S/C15H18N2O4/c1-2-10(11-6-7-20-9-11)4-3-5-13-12(8-16)17-14(21-13)15(18)19/h2-4,6,10H,1,5,7-9,16H2,(H,18,19)/b4-3+/t10-/m0/s1",C15H18N2O4,290.0,0.02,4.42,6.43,5.21,-150.0
OCCNC/C(=C\CC)/C(=O)c1cc(N=O)c(cc1O)Br,12/000001006,"InChI=1S/C14H17BrN2O4/c1-2-3-9(8-16-4-5-18)14(20)10-6-12(17-21)11(15)7-13(10)19/h3,6-7,16,18-19H,2,4-5,8H2,1H3/b9-3+",C14H17N2O4Br,357.0,1.37,4.41,2.49,3.7,-110.0
NOc1cc(C(=O)OCCCCC)cc(c1Br)CN,12/000001355,"InChI=1S/C13H19BrN2O3/c1-2-3-4-5-18-13(17)9-6-10(8-15)12(14)11(7-9)19-16/h6-7H,2-5,8,15-16H2,1H3",C13H19N2O3Br,331.0,1.91,4.41,3.87,15.7,-60.0
Oc1cc(cc(c1)CCCCCCN=O)N1C(=O)NCC1,28/000000467,"InChI=1S/C15H21N3O3/c19-14-10-12(5-3-1-2-4-6-17-21)9-13(11-14)18-8-7-16-15(18)20/h9-11,19H,1-8H2,(H,16,20)",C15H21N3O3,291.0,1.55,4.41,1.93,18.6,-120.0
OC(=O)c1cc(/C=C/[C@H]2CC=CC2)c(c(c1)ON)Br,12/000000171,"InChI=1S/C14H14BrNO3/c15-13-10(6-5-9-3-1-2-4-9)7-11(14(17)18)8-12(13)19-16/h1-2,5-9H,3-4,16H2,(H,17,18)/b6-5+",C14H14NO3Br,324.0,2.2,4.41,4.96,17.3,-150.0
Oc1cc(C#CCCO[P@](=O)(C)O)cc(c1)N1C(=O)NCC1,28/000000262,"InChI=1S/C14H17N2O5P/c1-22(19,20)21-7-3-2-4-11-8-12(10-13(17)9-11)16-6-5-15-14(16)18/h8-10,17H,3,5-7H2,1H3,(H,15,18)(H,19,20)",C14H17N2O5P,324.0,0.22,4.41,1.5,22.8,-140.0
Oc1cc(cc(c1CO)CCS)N1C(=O)NCC1,28/000000303,"InChI=1S/C12H16N2O3S/c15-7-10-8(1-4-18)5-9(6-11(10)16)14-3-2-13-12(14)17/h5-6,15-16,18H,1-4,7H2,(H,13,17)",C12H16N2O3S,268.0,0.36,4.41,4.32,16.3,-120.0
OCC(=C)c1noc(n1)c1cc(O)c(cc1O)F,6/000000026,"InChI=1S/C11H9FN2O4/c1-5(4-15)10-13-11(18-14-10)6-2-9(17)7(12)3-8(6)16/h2-3,15-17H,1,4H2",C11H9N2O4F,252.0,1.14,4.41,1.79,20.3,-160.0
OC(=O)c1cc(ON)c(c(c1)CNCC[C@@H](C)O)Br,12/000001216,"InChI=1S/C12H17BrN2O4/c1-7(16)2-3-15-6-9-4-8(12(17)18)5-10(19-14)11(9)13/h4-5,7,15-16H,2-3,6,14H2,1H3,(H,17,18)/t7-/m1/s1",C12H17N2O4Br,333.0,0.59,4.41,5.14,3.87,-170.0
N=c1sccn1C[C@H](c1cc(I)c(c(c1)/C=C/C)CN)O,12/000000775,"InChI=1S/C15H18IN3OS/c1-2-3-10-6-11(7-13(16)12(10)8-17)14(20)9-19-4-5-21-15(19)18/h2-7,14,18,20H,8-9,17H2,1H3/b3-2+,18-15+/t14-/m1/s1",C15H18N3OSI,415.0,3.67,4.41,3.44,20.5,-191.0
OC(=O)c1cc(ON)c(c(c1)S)Br,12/000001111,"InChI=1S/C7H6BrNO3S/c8-6-4(12-9)1-3(7(10)11)2-5(6)13/h1-2,13H,9H2,(H,10,11)",C7H6NO3SBr,264.0,1.35,4.41,5.07,13.2,0.0
OC(=O)c1cc(c(c(c1)ON)Br)CCF,12/000001135,"InChI=1S/C9H9BrFNO3/c10-8-5(1-2-11)3-6(9(13)14)4-7(8)15-12/h3-4H,1-2,12H2,(H,13,14)",C9H9NO3FBr,278.0,1.65,4.41,4.58,2.48,0.0
Sc1ccc(cc1)[C@H](C=C)OP(=O)(O)O,26/000000001,"InChI=1S/C9H11O4PS/c1-2-9(13-14(10,11)12)7-3-5-8(15)6-4-7/h2-6,9,15H,1H2,(H2,10,11,12)/t9-/m0/s1",C9H11O4PS,246.0,0.84,4.41,4.64,3.58,-150.0
Oc1cc(cc(c1)CCS)N1C(=O)NCC1,28/000000012,"InChI=1S/C11H14N2O2S/c14-10-6-8(1-4-16)5-9(7-10)13-3-2-12-11(13)15/h5-7,14,16H,1-4H2,(H,12,15)",C11H14N2O2S,238.0,1.17,4.41,2.02,14.5,-140.0
O=Nc1cc(cc(c1Br)CCNCCc1n[nH]c(c1)N)C(=O)CCl,12/000000416,"InChI=1S/C15H17BrClN5O2/c16-15-9(5-10(13(23)8-17)6-12(15)22-24)1-3-19-4-2-11-7-14(18)21-20-11/h5-7,19H,1-4,8H2,(H3,18,20,21)",C15H17N5O2ClBr,414.0,2.34,4.41,4.08,4.94,0.0
OC(=O)c1cc(c(c(c1)ON)Br)/C=C/C[C@@H](CC)CN,12/000000164,"InChI=1S/C14H19BrN2O3/c1-2-9(8-16)4-3-5-10-6-11(14(18)19)7-12(20-17)13(10)15/h3,5-7,9H,2,4,8,16-17H2,1H3,(H,18,19)/b5-3+/t9-/m1/s1",C14H19N2O3Br,343.0,1.87,4.41,5.91,3.87,-170.0
Oc1c(/[NH]=c\2/[nH]c(c[nH]2)c2ncccc2)cc2c(c1)[nH]cc2C=C,20/000000043,"InChI=1S/C18H16N5O/c1-2-11-9-20-14-8-17(24)15(7-12(11)14)22-18-21-10-16(23-18)13-5-3-4-6-19-13/h2-10,20-24H,1H2/b22-18+",C18H15N5O,317.0,2.91,4.41,1.36,21.3,-120.0
C1=C(C(=O)C(=CC1=O)c1ccc(cc1)C[NH3+])CN,10/000000055,"InChI=1S/C14H14N2O2/c15-7-9-1-3-10(4-2-9)13-6-12(17)5-11(8-16)14(13)18/h1-6H,7-8,15-16H2/p+1",C14H15N2O2,243.0,-0.21,4.4,3.88,2.22,-160.0
OC(=O)c1nc(c(o1)C/C=C/[C@H](/C=C\CCl)c1nncs1)CN,3/000000289,"InChI=1S/C14H15ClN4O3S/c15-6-2-4-9(13-19-17-8-23-13)3-1-5-11-10(7-16)18-12(22-11)14(20)21/h1-4,8-9H,5-7,16H2,(H,20,21)/b3-1+,4-2-/t9-/m1/s1",C14H15N4O3SCl,354.0,1.85,4.4,8.48,6.72,-150.0
O=Nc1cc(cc(c1Br)CCNCCn1nnnc1S)C(=O)CCl,12/000000437,"InChI=1S/C13H14BrClN6O2S/c14-12-8(5-9(11(22)7-15)6-10(12)18-23)1-2-16-3-4-21-13(24)17-19-20-21/h5-6,16H,1-4,7H2,(H,17,20,24)",C13H14N6O2SClBr,433.0,1.3,4.4,6.74,4.94,0.0
Oc1cc(cc(c1)N1C(=O)NCC1)/C=C/C1=CNC=NC1,28/000000110,"InChI=1S/C15H16N4O2/c20-14-6-11(1-2-12-8-16-10-17-9-12)5-13(7-14)19-4-3-18-15(19)21/h1-2,5-8,10,20H,3-4,9H2,(H,16,17)(H,18,21)/b2-1+",C15H16N4O2,284.0,0.43,4.4,0.85,20.3,-120.0
C#CCCCC(=O)/C=C/c1cc(O)cc(c1)N1C(=O)NCC1,28/000000084,"InChI=1S/C17H18N2O3/c1-2-3-4-5-15(20)7-6-13-10-14(12-16(21)11-13)19-9-8-18-17(19)22/h1,6-7,10-12,21H,3-5,8-9H2,(H,18,22)/b7-6+",C17H18N2O3,298.0,1.17,4.4,3.7,3.58,-120.0
Oc1cc(Br)c(cc1C(=O)/C(=C/CN)/C/C=C/C)N=O,12/000001037,"InChI=1S/C14H15BrN2O3/c1-2-3-4-9(5-6-16)14(19)10-7-12(17-20)11(15)8-13(10)18/h2-3,5,7-8,18H,4,6,16H2,1H3/b3-2+,9-5+",C14H15N2O3Br,339.0,2.18,4.4,3.81,3.7,-40.0
OC(=O)c1nc(oc1CC#CCCC)C(=O)O,3/000000026,"InChI=1S/C11H11NO5/c1-2-3-4-5-6-7-8(10(13)14)12-9(17-7)11(15)16/h2-3,6H2,1H3,(H,13,14)(H,15,16)",C11H11NO5,237.0,0.74,4.4,6.25,21.4,-20.0
O=Nc1cc(cc(c1Br)CONCCl)C(=O)CNC(=O)N,12/000000938,"InChI=1S/C11H12BrClN4O4/c12-10-7(4-21-16-5-13)1-6(2-8(10)17-20)9(18)3-15-11(14)19/h1-2,16H,3-5H2,(H3,14,15,19)",C11H12N4O4ClBr,379.0,0.95,4.4,5.57,3.87,-70.0
OC(=O)c1oc(c(n1)CO)CC#C/C(=C\CCO)/CCC,3/000000291,"InChI=1S/C15H19NO5/c1-2-5-11(7-4-9-17)6-3-8-13-12(10-18)16-14(21-13)15(19)20/h7,17-18H,2,4-5,8-10H2,1H3,(H,19,20)/b11-7-",C15H19NO5,293.0,0.18,4.4,6.34,23.8,-200.0
OC(=O)c1ccc(cc1O)N1C(=O)NCC1,28/000000035,"InChI=1S/C10H10N2O4/c13-8-5-6(1-2-7(8)9(14)15)12-4-3-11-10(12)16/h1-2,5,13H,3-4H2,(H,11,16)(H,14,15)",C10H10N2O4,222.0,0.06,4.4,3.76,14.8,-120.0
Oc1cc(/C=C/C=C/COCC)cc(c1)N1C(=O)NCC1,28/000000239,"InChI=1S/C16H20N2O3/c1-2-21-9-5-3-4-6-13-10-14(12-15(19)11-13)18-8-7-17-16(18)20/h3-6,10-12,19H,2,7-9H2,1H3,(H,17,20)/b5-3+,6-4+",C16H20N2O3,288.0,1.45,4.4,1.2,18.2,-160.0
Oc1cc(C#C[C@H](CCO)NN)cc(c1)CCS,23/000000215,"InChI=1S/C13H18N2O2S/c14-15-12(3-5-16)2-1-10-7-11(4-6-18)9-13(17)8-10/h7-9,12,15-18H,3-6,14H2/t12-/m1/s1",C13H18N2O2S,266.0,1.65,4.4,0.04,17.1,-150.0
OCc1nc(oc1CC(=O)/C=C\c1nnc(o1)S)C(=O)O,3/000000023,"InChI=1S/C11H9N3O6S/c15-4-6-7(19-9(12-6)10(17)18)3-5(16)1-2-8-13-14-11(21)20-8/h1-2,15H,3-4H2,(H,14,21)(H,17,18)/b2-1-",C11H9N3O6S,311.0,-0.04,4.4,5.68,5.21,0.0
O=Nc1c(Br)c(NC(N)N)cc(c1)C(=O)N,12/000000081,"InChI=1S/C8H10BrN5O2/c9-6-4(13-8(11)12)1-3(7(10)15)2-5(6)14-16/h1-2,8,13H,11-12H2,(H2,10,15)",C8H9N5O2Br,287.0,-0.05,4.4,4.65,18.0,0.0
NOc1cc(C(=O)OCF)cc(c1Br)CCNCC,12/000001382,"InChI=1S/C12H16BrFN2O3/c1-2-16-4-3-8-5-9(12(17)18-7-14)6-10(19-15)11(8)13/h5-6,16H,2-4,7,15H2,1H3",C12H16N2O3FBr,335.0,1.65,4.4,3.76,3.87,-20.0
OC(=O)c1cc(ON)c(c(c1)CS)Br,12/000001114,"InChI=1S/C8H8BrNO3S/c9-7-5(3-14)1-4(8(11)12)2-6(7)13-10/h1-2,14H,3,10H2,(H,11,12)",C8H8NO3SBr,278.0,1.34,4.4,5.6,13.8,0.0
Oc1cc(Br)c(cc1C(=O)/C(=C/CNC)/CN)N=O,12/000000474,"InChI=1S/C12H14BrN3O3/c1-15-3-2-7(6-14)12(18)8-4-10(16-19)9(13)5-11(8)17/h2,4-5,15,17H,3,6,14H2,1H3/b7-2+",C12H14N3O3Br,328.0,0.72,4.39,3.74,2.35,-60.0
O=Nc1c(I)ccc(c1)C(=O)NC[C@H](CC)NN,5/000000054,"InChI=1S/C11H15IN4O2/c1-2-8(15-13)6-14-11(17)7-3-4-9(12)10(5-7)16-18/h3-5,8,15H,2,6,13H2,1H3,(H,14,17)/t8-/m0/s1",C11H15N4O2I,362.0,1.85,4.39,1.6,3.85,-190.0
OCSCc1cc(O)cc(c1)N1C(=O)NCC1,28/000000096,"InChI=1S/C11H14N2O3S/c14-7-17-6-8-3-9(5-10(15)4-8)13-2-1-12-11(13)16/h3-5,14-15H,1-2,6-7H2,(H,12,16)",C11H14N2O3S,254.0,0.04,4.39,3.25,15.7,-120.0
Oc1cc(cc(c1CC)CCCC)N1C(=O)NCC1,28/000000304,"InChI=1S/C15H22N2O2/c1-3-5-6-11-9-12(10-14(18)13(11)4-2)17-8-7-16-15(17)19/h9-10,18H,3-8H2,1-2H3,(H,16,19)",C15H22N2O2,262.0,2.12,4.39,5.93,14.4,-200.0
Oc1cc(cc(c1)CCCCC=C)N1C(=O)NCC1,28/000000414,"InChI=1S/C15H20N2O2/c1-2-3-4-5-6-12-9-13(11-14(18)10-12)17-8-7-16-15(17)19/h2,9-11,18H,1,3-8H2,(H,16,19)",C15H20N2O2,260.0,1.99,4.39,2.53,15.4,-120.0
O=Nc1cc(cc(c1Br)C[NH2+]C)C(=O)C[C@@H](C=C)S,12/000000381,"InChI=1S/C13H15BrN2O2S/c1-3-10(19)6-12(17)8-4-9(7-15-2)13(14)11(5-8)16-18/h3-5,10,15,19H,1,6-7H2,2H3/p+1/t10-/m1/s1",C13H16N2O2SBr,344.0,2.5,4.39,3.36,3.85,-190.0
Oc1cc(Br)c(cc1C(=O)/C(=C/C(=O)N)/CN)N=O,12/000000555,"InChI=1S/C11H10BrN3O4/c12-7-3-9(16)6(2-8(7)15-19)11(18)5(4-13)1-10(14)17/h1-3,16H,4,13H2,(H2,14,17)/b5-1+",C11H10N3O4Br,328.0,-0.23,4.39,4.61,2.35,-20.0
O=Nc1cc(Br)c(cc1C(=O)[C@@H](NC)N)N=O,12/000000117,"InChI=1S/C9H9BrN4O3/c1-12-9(11)8(15)4-2-7(14-17)5(10)3-6(4)13-16/h2-3,9,12H,11H2,1H3/t9-/m1/s1",C9H9N4O3Br,301.0,0.49,4.39,4.8,2.48,-170.0
O=Nc1cc(cc(c1Br)NC(N)N)C(=O)CCl,12/000000935,"InChI=1S/C9H10BrClN4O2/c10-8-5(14-9(12)13)1-4(7(16)3-11)2-6(8)15-17/h1-2,9,14H,3,12-13H2",C9H9N4O2ClBr,320.0,1.14,4.39,3.83,18.9,0.0
OCC(=O)n1nc(nc1/C=C/[C@H](c1nnc([nH]1)C(=O)O)S)CCl,8/000000024,"InChI=1S/C11H11ClN6O4S/c12-3-6-13-7(18(17-6)8(20)4-19)2-1-5(23)9-14-10(11(21)22)16-15-9/h1-2,5,19,23H,3-4H2,(H,21,22)(H,14,15,16)/b2-1+/t5-/m1/s1",C11H10N6O4SCl,357.0,-0.05,4.39,2.68,5.21,-150.0
NNCC(=O)C1=CC(=O)C=C(C1=O)[C@@H](CCC#Cc1[nH]ccc1)Br,10/000000175,"InChI=1S/C17H16BrN3O3/c18-15(6-2-1-4-11-5-3-7-20-11)13-8-12(22)9-14(17(13)24)16(23)10-21-19/h3,5,7-9,15,20-21H,2,6,10,19H2/t15-/m1/s1",C17H16N3O3Br,390.0,0.49,4.39,3.9,5.08,-150.0
OC(=O)c1cc2c(n1CC)c(=O)[nH]cc2CNOCC=C,3/000000047,"InChI=1S/C14H17N3O4/c1-3-5-21-16-8-9-7-15-13(18)12-10(9)6-11(14(19)20)17(12)4-2/h3,6-7,16H,1,4-5,8H2,2H3,(H,15,18)(H,19,20)",C14H17N3O4,291.0,1.22,4.39,5.31,23.8,-60.0
Oc1c(F)cc(c(c1)c1c(C=S)[nH]c(c1)C[NH3+])N=O,6/000000148,"InChI=1S/C12H10FN3O2S/c13-9-3-10(16-18)8(2-12(9)17)7-1-6(4-14)15-11(7)5-19/h1-3,5,15,17H,4,14H2/p+1",C12H11N3O2SF,280.0,1.06,4.39,5.29,23.0,-120.0
OC(=O)Cc1n[nH]c(n1)c1nccc(c1I)N=O,4/000000210,"InChI=1S/C9H6IN5O3/c10-7-4(15-18)1-2-11-8(7)9-12-5(13-14-9)3-6(16)17/h1-2H,3H2,(H,16,17)(H,12,13,14)",C9H6N5O3I,359.0,1.08,4.38,5.62,21.6,-120.0
OC(=O)c1cc(c(c(c1)ON)Br)[C@H](CNCC)F,12/000001190,"InChI=1S/C11H14BrFN2O3/c1-2-15-5-8(13)7-3-6(11(16)17)4-9(18-14)10(7)12/h3-4,8,15H,2,5,14H2,1H3,(H,16,17)/t8-/m0/s1",C11H14N2O3FBr,321.0,1.2,4.38,4.73,17.2,-170.0
C#CCCc1cc(cc(c1Br)N=O)C(=O)[C@@H]1C(=N)NCC1,12/000000082,"InChI=1S/C15H14BrN3O2/c1-2-3-4-9-7-10(8-12(19-21)13(9)16)14(20)11-5-6-18-15(11)17/h1,7-8,11H,3-6H2,(H2,17,18)/t11-/m1/s1",C15H14N3O2Br,348.0,2.28,4.38,5.99,3.58,-170.0
ONC(=O)CCc1cc(C(=O)C=C)cc(c1Br)N=O,12/000000699,"InChI=1S/C12H11BrN2O4/c1-2-10(16)8-5-7(3-4-11(17)15-19)12(13)9(6-8)14-18/h2,5-6,19H,1,3-4H2,(H,15,17)",C12H11N2O4Br,327.0,1.44,4.38,3.72,3.58,0.0
Sc1c(Br)c(Nc2cncc(c2)O[C@H]2COCC2)cc(c1)F,16/000000001,"InChI=1S/C15H14BrFN2O2S/c16-15-13(3-9(17)4-14(15)22)19-10-5-12(7-18-6-10)21-11-1-2-20-8-11/h3-7,11,19,22H,1-2,8H2/t11-/m1/s1",C15H14N2O2SFBr,385.0,3.23,4.38,7.06,19.3,-150.0
ONC(=O)/C=C/c1nnc([nH]1)[C@@H](/C=C/c1nc(n[nH]1)CCl)S,8/000000020,"InChI=1S/C11H12ClN7O2S/c12-5-9-13-7(15-17-9)2-1-6(22)11-14-8(16-18-11)3-4-10(20)19-21/h1-4,6,21-22H,5H2,(H,19,20)(H,13,15,17)(H,14,16,18)/b2-1+,4-3+/t6-/m1/s1",C11H12N7O2SCl,341.0,1.49,4.38,-0.14,5.09,-190.0
C1=C(c2ccc(c(c2)CN)I)C(=O)C(=CC1=O)CN,10/000000044,"InChI=1S/C14H13IN2O2/c15-13-2-1-8(3-9(13)6-16)12-5-11(18)4-10(7-17)14(12)19/h1-5H,6-7,16-17H2",C14H13N2O2I,368.0,0.86,4.38,4.05,2.22,-160.0
OC(=O)c1cc2c([nH]1)c(=O)[nH]cc2CNOC/C(=C/C)/C,3/000000017,"InChI=1S/C14H17N3O4/c1-3-8(2)7-21-16-6-9-5-15-13(18)12-10(9)4-11(17-12)14(19)20/h3-5,16-17H,6-7H2,1-2H3,(H,15,18)(H,19,20)/b8-3+",C14H17N3O4,291.0,0.66,4.38,6.6,23.8,-120.0
OC/C(=C\CF)/C(=O)c1cc(N=O)c(cc1O)Br,12/000001082,"InChI=1S/C11H9BrFNO4/c12-8-4-10(16)7(3-9(8)14-18)11(17)6(5-15)1-2-13/h1,3-4,15-16H,2,5H2/b6-1+",C11H9NO4FBr,318.0,1.6,4.38,4.02,2.35,-40.0
OC(=O)c1cc(c(c(c1)ON)Br)CC#CCCC#CC,12/000001439,"InChI=1S/C15H14BrNO3/c1-2-3-4-5-6-7-8-11-9-12(15(18)19)10-13(20-17)14(11)16/h9-10H,4-5,8,17H2,1H3,(H,18,19)",C15H14NO3Br,336.0,2.32,4.38,8.32,2.48,-20.0
Oc1c(/[NH]=c\2/[nH]c(c[nH]2)c2ncccc2)cc2c(c1)[nH]cc2CCl,20/000000039,"InChI=1S/C17H15ClN5O/c18-7-10-8-20-13-6-16(24)14(5-11(10)13)22-17-21-9-15(23-17)12-3-1-2-4-19-12/h1-6,8-9,20-24H,7H2/b22-17+",C17H14N5OCl,339.0,2.86,4.38,1.58,21.4,-120.0
OC(=O)c1cc(ON)c(c(c1)CCO)Br,12/000001115,"InChI=1S/C9H10BrNO4/c10-8-5(1-2-12)3-6(9(13)14)4-7(8)15-11/h3-4,12H,1-2,11H2,(H,13,14)",C9H10NO4Br,276.0,0.32,4.38,5.69,2.48,0.0
Oc1cc(I)c(cc1N(=O)=O)[C@H](C=C)N,5/000000060,"InChI=1S/C9H9IN2O3/c1-2-7(11)5-3-8(12(14)15)9(13)4-6(5)10/h2-4,7,13H,1,11H2/t7-/m0/s1",C9H9N2O3I,320.0,2.18,4.37,5.63,2.74,-150.0
Oc1cc(C#C[C@@H](CCO)C=C)cc(c1)CO,23/000000146,"InChI=1S/C14H16O3/c1-2-11(5-6-15)3-4-12-7-13(10-16)9-14(17)8-12/h2,7-9,11,15-17H,1,5-6,10H2/t11-/m0/s1",C14H16O3,232.0,1.57,4.37,2.16,14.6,-150.0
OC(=O)c1oc(c(c1)/C(=C/CO)/C)N(=O)=O,3/000000160,"InChI=1S/C9H9NO6/c1-5(2-3-11)6-4-7(9(12)13)16-8(6)10(14)15/h2,4,11H,3H2,1H3,(H,12,13)/b5-2+",C9H9NO6,227.0,0.25,4.37,7.71,19.4,-20.0
OC(=O)Cc1n[nH]c(n1)c1nc(C=S)ccc1I,4/000000205,"InChI=1S/C10H7IN4O2S/c11-6-2-1-5(4-18)12-9(6)10-13-7(14-15-10)3-8(16)17/h1-2,4H,3H2,(H,16,17)(H,13,14,15)",C10H7N4O2SI,374.0,1.58,4.37,6.38,21.7,-120.0
Sc1ccc(c2c1oc(c2)CO)NC=C,10/000000210,"InChI=1S/C11H11NO2S/c1-2-12-9-3-4-10(15)11-8(9)5-7(6-13)14-11/h2-5,12-13,15H,1,6H2",C11H11NO2S,221.0,1.74,4.37,5.42,14.1,-40.0
Oc1cc(cc(c1)CCCCS)N1C(=O)NCC1,28/000000249,"InChI=1S/C13H18N2O2S/c16-12-8-10(3-1-2-6-18)7-11(9-12)15-5-4-14-13(15)17/h7-9,16,18H,1-6H2,(H,14,17)",C13H18N2O2S,266.0,1.89,4.37,0.52,15.7,-140.0
Oc1c(Br)c(Nc2ccc3c(c2)[C@@H](S)C=N3)cc(c1)F,16/000000029,"InChI=1S/C14H10BrFN2OS/c15-14-11(3-7(16)4-12(14)19)18-8-1-2-10-9(5-8)13(20)6-17-10/h1-6,13,18-20H/t13-/m0/s1",C14H10N2OSFBr,353.0,3.37,4.37,7.45,19.3,-190.0
OCc1ncc(cc1)/C=C/[C@@H](CNNCN)Cl,7/000000010,"InChI=1S/C11H17ClN4O/c12-10(6-15-16-8-13)3-1-9-2-4-11(7-17)14-5-9/h1-5,10,15-17H,6-8,13H2/b3-1+/t10-/m0/s1",C11H17N4OCl,256.0,0.72,4.37,4.52,3.58,-150.0
OC(=O)c1cc(c(c(c1)ON)Br)CSC,12/000001165,"InChI=1S/C9H10BrNO3S/c1-15-4-6-2-5(9(12)13)3-7(14-11)8(6)10/h2-3H,4,11H2,1H3,(H,12,13)",C9H10NO3SBr,292.0,1.7,4.37,5.72,14.4,-20.0
NC(=O)c1cnc(c(c1)I)COc1c2OCC(=O)c2cc(c1)C[NH3+],4/000000304,"InChI=1S/C16H14IN3O4/c17-11-3-9(16(19)22)5-20-12(11)6-23-14-2-8(4-18)1-10-13(21)7-24-15(10)14/h1-3,5H,4,6-7,18H2,(H2,19,22)/p+1",C16H15N3O4I,440.0,0.78,4.37,8.42,3.7,-40.0
OC(=O)c1cc(ON)c(c(c1)N(=O)=O)Br,12/000001105,"InChI=1S/C7H5BrN2O5/c8-6-4(10(13)14)1-3(7(11)12)2-5(6)15-9/h1-2H,9H2,(H,11,12)",C7H5N2O5Br,277.0,0.86,4.37,5.11,1.37,0.0
O[C@H](Cc1cc(C(=O)N=O)cc(c1Br)O)CF,12/000000275,"InChI=1S/C10H9BrFNO4/c11-9-5(2-7(14)4-12)1-6(3-8(9)15)10(16)13-17/h1,3,7,14-15H,2,4H2/t7-/m1/s1",C10H9NO4FBr,306.0,1.99,4.37,3.5,3.85,-150.0
N[C@@H](Nc1cc(C(=O)/C=C\C=C)cc(c1Br)N=O)N,12/000000741,"InChI=1S/C12H13BrN4O2/c1-2-3-4-10(18)7-5-8(16-12(14)15)11(13)9(6-7)17-19/h2-6,12,16H,1,14-15H2/b4-3-",C12H11N4O2Br,323.0,1.47,4.37,4.95,21.0,0.0
OS(=O)(=O)C/C=C/c1c(Br)ccc(c1F)OP(O)(O)O,20/000000025,"InChI=1S/C9H11BrFO7PS/c10-7-3-4-8(18-19(12,13)14)9(11)6(7)2-1-5-20(15,16)17/h1-4,12-14,19H,5H2,(H,15,16,17)/b2-1+",C9H8O7PSFBr,390.0,0.34,4.37,8.25,23.7,0.0
OCc1nc(oc1C/C=C/C(=C/C)/C)C(=O)O,3/000000257,"InChI=1S/C12H15NO4/c1-3-8(2)5-4-6-10-9(7-14)13-11(17-10)12(15)16/h3-5,14H,6-7H2,1-2H3,(H,15,16)/b5-4+,8-3+",C12H15NO4,237.0,0.39,4.36,3.59,3.85,-80.0
OC(=O)c1oc(c(c1)C/C=C/CNC(=S)N)N(=O)=O,3/000000218,"InChI=1S/C10H11N3O5S/c11-10(19)12-4-2-1-3-6-5-7(9(14)15)18-8(6)13(16)17/h1-2,5H,3-4H2,(H,14,15)(H3,11,12,19)/b2-1+",C10H11N3O5S,285.0,0.42,4.36,3.99,4.16,-90.0
Oc1c(C=C)c(S)cc(c1)N1C(=O)NCC1,28/000000130,"InChI=1S/C11H12N2O2S/c1-2-8-9(14)5-7(6-10(8)16)13-4-3-12-11(13)15/h2,5-6,14,16H,1,3-4H2,(H,12,15)",C11H12N2O2S,236.0,1.34,4.36,4.18,15.5,-120.0
Oc1c(cc(c(c1)Br)N=O)C(=O)/C(=C/C[NH3+])/CCCl,12/000000537,"InChI=1S/C12H12BrClN2O3/c13-9-6-11(17)8(5-10(9)16-19)12(18)7(1-3-14)2-4-15/h2,5-6,17H,1,3-4,15H2/p+1/b7-2+",C12H13N2O3ClBr,348.0,2.03,4.36,4.34,2.35,-40.0
Oc1cc(C#CCCNC(=O)NC)cc(c1)N1C(=O)NCC1,28/000000059,"InChI=1S/C15H18N4O3/c1-16-14(21)17-5-3-2-4-11-8-12(10-13(20)9-11)19-7-6-18-15(19)22/h8-10,20H,3,5-7H2,1H3,(H,18,22)(H2,16,17,21)",C15H18N4O3,302.0,0.3,4.36,3.51,22.2,-140.0
N(c1ccc(cc1)c1cn[nH]c1)c1nnc(s1)/C=C/CN,27/000000001,"InChI=1S/C14H14N6S/c15-7-1-2-13-19-20-14(21-13)18-12-5-3-10(4-6-12)11-8-16-17-9-11/h1-6,8-9H,7,15H2,(H,16,17)(H,18,20)/b2-1+",C14H14N6S,298.0,2.83,4.36,-0.77,24.8,-160.0
OC(=O)C(=C)/C=C(\CN)/C(=O)c1cc(N=O)c(cc1O)Br,12/000000468,"InChI=1S/C13H11BrN2O5/c1-6(13(19)20)2-7(5-15)12(18)8-3-10(16-21)9(14)4-11(8)17/h2-4,17H,1,5,15H2,(H,19,20)/b7-2+",C13H11N2O5Br,355.0,0.93,4.36,4.69,3.7,-90.0
O=Nc1cc(cc(c1Br)CCNCCO)C(=O)CO,12/000000652,"InChI=1S/C12H15BrN2O4/c13-12-8(1-2-14-3-4-16)5-9(11(18)7-17)6-10(12)15-19/h5-6,14,16-17H,1-4,7H2",C12H15N2O4Br,331.0,0.12,4.36,5.58,3.58,0.0
