SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical,SA_Score,SA_Score_Binary,Dataset,Database,HBA,HBD,TPSA,RotBonds,NumCarbons,NumOxygens,NumNitrogens,FractionCarbons,FractionOxygens,FractionNitrogens,CSP3,ChiralCarbonFraction,HeavyAtoms,NumRings,AliphaticRings,AromaticRings,Heterocycles,AliphaticHeterocycles,AromaticHeterocycles,SpiroAtoms,BridgeheadAtoms
CCCCC1=C(Br)C(ON)=CC(C(=O)O)=C1,12/000001137,"InChI=1S/C11H14BrNO3/c1-2-3-4-7-5-8(11(14)15)6-9(16-13)10(7)12/h5-6H,2-4,13H2,1H3,(H,14,15)",C11H14NO3Br,287.015705408,2.742400000000001,4.48,6.58,2.48,-20.0,2.534713412736526,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,3,2,72.55,5,11,3,1,0.6875,0.1875,0.0625,0.36363636363636365,0.0,16,1,0,1,0,0,0,0,0
N=C1NC(CCC2=CC(NC3=CC(F)=CC(S)=C3Br)=CN=C2)=CS1,16/000000007,"InChI=1S/C16H14BrFN4S2/c17-15-13(4-10(18)5-14(15)23)21-12-3-9(6-20-7-12)1-2-11-8-24-16(19)22-11/h3-8,21,23H,1-2H2,(H2,19,22)",C16H14N4S2FBr,423.98272876799996,4.669770000000002,4.48,5.74,24.5,-21.0,3.5114045234470312,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,5,4,64.56,5,16,0,4,0.6666666666666666,0.0,0.16666666666666666,0.125,0.0,24,3,0,3,2,0,2,0,0
NCC[C@H](O)CC1=C(Br)C(O)=CC(C(=O)N=O)=C1,12/000000369,"InChI=1S/C11H13BrN2O4/c12-10-6(4-8(15)1-2-13)3-7(5-9(10)16)11(17)14-18/h3,5,8,15-16H,1-2,4,13H2/t8-/m0/s1",C11H13N2O4Br,316.005868996,1.3135,4.48,2.65,3.85,-150.0,3.495306958449735,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,5,3,112.98000000000002,5,11,4,2,0.6111111111111112,0.2222222222222222,0.1111111111111111,0.36363636363636365,0.09090909090909091,18,1,0,1,0,0,0,0,0
O=C(O)CCCC#CC1=CC(N2CCNC2=O)=CC(O)=C1,28/000000118,"InChI=1S/C15H16N2O4/c18-13-9-11(4-2-1-3-5-14(19)20)8-12(10-13)17-7-6-16-15(17)21/h8-10,18H,1,3,5-7H2,(H,16,21)(H,19,20)",C15H16N2O4,288.111006992,1.5282,4.48,0.85,20.6,-120.0,2.746256136729432,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,3,3,89.87,4,15,4,2,0.7142857142857143,0.19047619047619047,0.09523809523809523,0.3333333333333333,0.0,21,2,1,1,1,1,0,0,0
CN[C@@H](N)NC1=CC(C(=O)COC)=CC(O)=C1Br,12/000000159,"InChI=1S/C11H16BrN3O3/c1-14-11(13)15-7-3-6(9(17)5-18-2)4-8(16)10(7)12/h3-4,11,14-16H,5,13H2,1-2H3",C11H14N3O3Br,317.037503472,0.8573999999999997,4.48,3.66,16.6,-80.0,3.5524511892189654,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,6,4,96.61000000000001,6,11,3,3,0.6111111111111112,0.16666666666666666,0.16666666666666666,0.36363636363636365,0.09090909090909091,18,1,0,1,0,0,0,0,0
NCC1=CC(OCC2=NC=C(C(N)=O)C=C2I)=C2OCC(=O)C2=C1,4/000000300,"InChI=1S/C16H14IN3O4/c17-11-3-9(16(19)22)5-20-12(11)6-23-14-2-8(4-18)1-10-13(21)7-24-15(10)14/h1-3,5H,4,6-7,18H2,(H2,19,22)",C16H14N3O4I,439.00290392799997,1.3979000000000001,4.48,8.44,3.7,-40.0,2.9628603585250364,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,6,2,117.53,5,16,4,3,0.6666666666666666,0.16666666666666666,0.125,0.1875,0.0,24,3,1,2,2,1,1,0,0
O=C1NCCN1C1=CC(O)=CC(/C=C/C2=CSN=C2)=C1,28/000000293,"InChI=1S/C14H13N3O2S/c18-13-6-10(1-2-11-8-16-20-9-11)5-12(7-13)17-4-3-15-14(17)19/h1-2,5-9,18H,3-4H2,(H,15,19)/b2-1+",C14H13N3O2S,287.072847656,2.5487,4.48,0.59,21.7,-140.0,3.1684632754975386,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,4,2,65.46000000000001,3,14,2,3,0.7,0.1,0.15,0.14285714285714285,0.0,20,3,1,2,2,1,1,0,0
C#CC/C=C(\CN)C(=O)C1=CC(N=O)=C(Br)C=C1O,12/000000558,"InChI=1S/C13H11BrN2O3/c1-2-3-4-8(7-15)13(18)9-5-11(16-19)10(14)6-12(9)17/h1,4-6,17H,3,7,15H2/b8-4+",C13H11N2O3Br,321.99530431200003,2.6437000000000004,4.47,3.86,2.35,-60.0,3.815869758004157,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,5,2,92.75000000000001,5,13,3,2,0.6842105263157895,0.15789473684210525,0.10526315789473684,0.15384615384615385,0.0,19,1,0,1,0,0,0,0,0
NCC(=O)NC[C@H](O)CC1=C(Br)C(O)=CC(C(=O)N=O)=C1,12/000000263,"InChI=1S/C12H14BrN3O5/c13-11-6(2-8(17)5-15-10(19)4-14)1-7(3-9(11)18)12(20)16-21/h1,3,8,17-18H,2,4-5,14H2,(H,15,19)/t8-/m1/s1",C12H14N3O5Br,359.011682648,0.039600000000000024,4.47,4.37,5.21,-180.0,3.4359455924504303,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,6,4,142.08,6,12,5,3,0.5714285714285714,0.23809523809523808,0.14285714285714285,0.3333333333333333,0.08333333333333333,21,1,0,1,0,0,0,0,0
NC(=O)/C=C/[C@H](/C=C/C1=C(F)C=CC=C1Br)S(=O)(=O)O,20/000000013,"InChI=1S/C12H11BrFNO4S/c13-10-2-1-3-11(14)9(10)6-4-8(20(17,18)19)5-7-12(15)16/h1-8H,(H2,15,16)(H,17,18,19)/b6-4+,7-5+/t8-/m0/s1",C12H11NO4SFBr,362.957619152,1.8993000000000002,4.47,6.18,3.58,-150.0,3.6711962248013625,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,3,2,97.46000000000001,5,12,4,1,0.6,0.2,0.05,0.08333333333333333,0.08333333333333333,20,1,0,1,0,0,0,0,0
C#CC1=CC(C(=O)O)=CC(ON)=C1Br,12/000001142,"InChI=1S/C9H6BrNO3/c1-2-5-3-6(9(12)13)4-7(14-11)8(5)10/h1,3-4H,11H2,(H,12,13)",C9H6NO3Br,254.953105152,1.3811,4.47,4.59,14.7,0.0,3.0494805856921374,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,3,2,72.55,2,9,3,1,0.6428571428571429,0.21428571428571427,0.07142857142857142,0.0,0.0,14,1,0,1,0,0,0,0,0
CC(=O)CC1=CC(C2=CC(O)=C(F)C=C2N=O)=C(C=S)N1,6/000000152,"InChI=1S/C14H11FN2O3S/c1-7(18)2-8-3-9(13(6-21)16-8)10-4-14(19)11(15)5-12(10)17-20/h3-6,16,19H,2H2,1H3",C14H11N2O3SF,306.047441432,3.4036000000000017,4.47,4.65,25.0,-200.0,3.706921353225692,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,5,2,82.51999999999998,5,14,3,2,0.6666666666666666,0.14285714285714285,0.09523809523809523,0.14285714285714285,0.0,21,2,0,2,1,0,1,0,0
CNCCC#CC1=CC(N2CCNC2=O)=CC(O)=C1OCN,28/000000526,"InChI=1S/C15H20N4O3/c1-17-5-3-2-4-11-8-12(19-7-6-18-15(19)21)9-13(20)14(11)22-10-16/h8-9,17,20H,3,5-7,10,16H2,1H3,(H,18,21)",C15H20N4O3,304.1535405,0.17780000000000085,4.47,4.35,21.2,-140.0,3.2758394862190148,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,5,4,99.85,5,15,3,4,0.6818181818181818,0.13636363636363635,0.18181818181818182,0.4,0.0,22,2,1,1,1,1,0,0,0
O=C(O)C1=CC(CCC/C=C\C2=CN=C(S)N2)=CC(O)=C1O,3/000000225,"InChI=1S/C15H16N2O4S/c18-12-7-9(6-11(13(12)19)14(20)21)4-2-1-3-5-10-8-16-15(22)17-10/h3,5-8,18-19H,1-2,4H2,(H,20,21)(H2,16,17,22)/b5-3-",C15H16N2O4S,320.08307799199997,2.8439000000000014,4.47,2.23,4.94,0.0,3.195749334488144,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,5,5,106.44,6,15,4,2,0.6818181818181818,0.18181818181818182,0.09090909090909091,0.2,0.0,22,2,0,2,1,0,1,0,0
O=NCSCC1=CC(N2CCNC2=O)=CC(O)=C1Cl,28/000000489,"InChI=1S/C11H12ClN3O3S/c12-10-7(5-19-6-14-18)3-8(4-9(10)16)15-2-1-13-11(15)17/h3-4,16H,1-2,5-6H2,(H,13,17)",C11H12N3O3SCl,301.02878992399997,2.5323000000000007,4.47,4.41,20.4,-120.0,3.3665662149323543,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,5,2,82.0,5,11,3,3,0.5789473684210527,0.15789473684210525,0.15789473684210525,0.36363636363636365,0.0,19,2,1,1,1,1,0,0,0
CC1=CC(CO)=CC=C1C1=CC(=O)C=C(CN)C1=O,10/000000152,"InChI=1S/C15H15NO3/c1-9-4-10(8-17)2-3-13(9)14-6-12(18)5-11(7-16)15(14)19/h2-6,17H,7-8,16H2,1H3",C15H15NO3,257.10519334,0.9076200000000001,4.47,3.3,2.22,-180.0,2.7739261624594285,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,4,2,80.38999999999999,3,15,3,1,0.7894736842105263,0.15789473684210525,0.05263157894736842,0.2,0.0,19,2,1,1,0,0,0,0,0
CSCN(C)CCC#CC1=CC(N2CCNC2=O)=CC(O)=C1,28/000000481,"InChI=1S/C16H21N3O2S/c1-18(12-22-2)7-4-3-5-13-9-14(11-15(20)10-13)19-8-6-17-16(19)21/h9-11,20H,4,6-8,12H2,1-2H3,(H,17,21)",C16H21N3O2S,319.13544791199996,1.9157,4.47,3.59,21.7,-200.0,3.275897550735144,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,4,2,55.81,5,16,2,3,0.7272727272727273,0.09090909090909091,0.13636363636363635,0.4375,0.0,22,2,1,1,1,1,0,0,0
C=C/C=C(\CN)C(=O)C1=CC(N=O)=C(Br)C=C1O,12/000000999,"InChI=1S/C12H11BrN2O3/c1-2-3-7(6-14)12(17)8-4-10(15-18)9(13)5-11(8)16/h2-5,16H,1,6,14H2/b7-3+",C12H11N2O3Br,309.99530431200003,2.8064000000000013,4.46,4.12,2.35,-20.0,3.6250615798380688,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,5,2,92.75000000000001,5,12,3,2,0.6666666666666666,0.16666666666666666,0.1111111111111111,0.08333333333333333,0.0,18,1,0,1,0,0,0,0,0
O=NC1=C(Br)C=CC(C(=O)[C@H](Cl)NCO)=C1,12/000000107,"InChI=1S/C9H8BrClN2O3/c10-6-2-1-5(3-7(6)13-16)8(15)9(11)12-4-14/h1-3,9,12,14H,4H2/t9-/m1/s1",C9H8N2O3ClBr,305.940681896,2.1339999999999995,4.46,3.18,3.85,-190.0,3.8114637108472977,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,5,2,78.76,5,9,3,2,0.5625,0.1875,0.125,0.2222222222222222,0.1111111111111111,16,1,0,1,0,0,0,0,0
C=CCNCC(=C)C(=O)C1=CC(N=O)=C(Br)C=C1O,12/000001008,"InChI=1S/C13H13BrN2O3/c1-3-4-15-7-8(2)13(18)9-5-11(16-19)10(14)6-12(9)17/h3,5-6,15,17H,1-2,4,7H2/p+1",C13H14N2O3Br,324.01095437600003,3.067100000000002,4.46,2.31,2.35,-40.0,4.307872472936282,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,5,2,78.76,7,13,3,2,0.6842105263157895,0.15789473684210525,0.10526315789473684,0.15384615384615385,0.0,19,1,0,1,0,0,0,0,0
NOCC1=CC(C(N)=O)=CC(N=O)=C1Br,12/000000962,"InChI=1S/C8H8BrN3O3/c9-7-5(3-15-11)1-4(8(10)13)2-6(7)12-14/h1-2H,3,11H2,(H2,10,13)",C8H7N3O3Br,272.97490321600003,1.3362,4.46,4.91,15.7,0.0,3.2418511957269933,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,5,2,107.77000000000001,4,8,3,3,0.5333333333333333,0.2,0.2,0.125,0.0,15,1,0,1,0,0,0,0,0
CC(=O)CCCC#CCC1=CC(C(=O)O)=CC(ON)=C1Br,12/000001192,"InChI=1S/C15H16BrNO4/c1-10(18)6-4-2-3-5-7-11-8-12(15(19)20)9-13(21-17)14(11)16/h8-9H,2,4,6-7,17H2,1H3,(H,19,20)",C15H16NO4Br,353.026270092,2.705,4.46,7.67,3.84,-50.0,3.08062337751719,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,4,2,89.62,6,15,4,1,0.7142857142857143,0.19047619047619047,0.047619047619047616,0.3333333333333333,0.0,21,1,0,1,0,0,0,0,0
CC(=O)OCCCCCC1=CC(O)=CC(N2CCNC2=O)=C1,28/000000404,"InChI=1S/C16H22N2O4/c1-12(19)22-8-4-2-3-5-13-9-14(11-15(20)10-13)18-7-6-17-16(18)21/h9-11,20H,2-8H2,1H3,(H,17,21)",C16H22N2O4,306.157957184,2.1977,4.46,2.61,18.4,-140.0,2.4345896102884943,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,4,2,78.87,7,16,4,2,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.5,0.0,22,2,1,1,1,1,0,0,0
O=C1NCCN1C1=CC(CSCBr)=C(Cl)C(O)=C1,28/000000482,"InChI=1S/C11H12BrClN2O2S/c12-6-18-5-7-3-8(4-9(16)10(7)13)15-2-1-14-11(15)17/h3-4,16H,1-2,5-6H2,(H,14,17)",C11H12N2O2SClBr,349.949138404,3.160800000000002,4.46,5.23,17.9,-120.0,3.2364341952226834,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,3,2,52.57000000000001,4,11,2,2,0.6111111111111112,0.1111111111111111,0.1111111111111111,0.36363636363636365,0.0,18,2,1,1,1,1,0,0,0
O=C(O)CC1=NNC(C2=NC=C(CO)C=C2I)=N1,4/000000105,"InChI=1S/C10H9IN4O3/c11-6-1-5(4-16)3-12-9(6)10-13-7(14-15-10)2-8(17)18/h1,3,16H,2,4H2,(H,17,18)(H,13,14,15)",C10H9N4O3I,359.97193814800005,0.5906999999999998,4.46,7.3,19.2,-120.0,3.09374404137653,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,5,3,111.99,4,10,3,4,0.5555555555555556,0.16666666666666666,0.2222222222222222,0.2,0.0,18,2,0,2,2,0,2,0,0
CCC1=NN=C([C@H](S)/C=C/C2=NC(CCl)=NN2C(=O)CO)N1,8/000000027,"InChI=1S/C12H15ClN6O2S/c1-2-8-15-12(17-16-8)7(22)3-4-10-14-9(5-13)18-19(10)11(21)6-20/h3-4,7,20,22H,2,5-6H2,1H3,(H,15,16,17)/b4-3+/t7-/m1/s1",C12H15N6O2SCl,342.0665724,1.0141999999999995,4.46,2.8,4.94,-170.0,4.6442188619018285,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,8,3,109.58000000000001,6,12,2,6,0.5454545454545454,0.09090909090909091,0.2727272727272727,0.4166666666666667,0.08333333333333333,22,2,0,2,2,0,2,0,0
CCC#CC1=C(CO)C(O)=CC(N2CCNC2=O)=C1,28/000000447,"InChI=1S/C14H16N2O3/c1-2-3-4-10-7-11(8-13(18)12(10)9-17)16-6-5-15-14(16)19/h7-8,17-18H,2,5-6,9H2,1H3,(H,15,19)",C14H16N2O3,260.116092372,1.1756,4.46,2.21,17.8,-140.0,3.054155184453399,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,3,3,72.80000000000001,2,14,3,2,0.7368421052631579,0.15789473684210525,0.10526315789473684,0.35714285714285715,0.0,19,2,1,1,1,1,0,0,0
NOC1=C(Br)C(CBr)=CC(C(=O)O)=C1,12/000001098,"InChI=1S/C8H7Br2NO3/c9-3-5-1-4(8(12)13)2-6(14-11)7(5)10/h1-2H,3,11H2,(H,12,13)",C8H7NO3Br2,322.879267284,2.2946999999999997,4.46,4.68,1.37,0.0,2.8772269474384995,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,3,2,72.55,3,8,3,1,0.5714285714285714,0.21428571428571427,0.07142857142857142,0.125,0.0,14,1,0,1,0,0,0,0,0
O=C1NCCN1C1=CC(CSCCS(=O)(=O)CCCO)=CC(O)=C1,28/000000445,"InChI=1S/C15H22N2O5S2/c18-4-1-6-24(21,22)7-5-23-11-12-8-13(10-14(19)9-12)17-3-2-16-15(17)20/h8-10,18-19H,1-7,11H2,(H,16,20)",C15H22N2O5S2,374.0970138039999,0.9521999999999997,4.46,5.33,23.6,-120.0,2.896634411337894,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,6,3,106.94000000000001,9,15,5,2,0.625,0.20833333333333334,0.08333333333333333,0.5333333333333333,0.0,24,2,1,1,1,1,0,0,0
CN[C@@H](F)C(=O)C1=CC(O)=C(Br)C(N=O)=C1,12/000000904,"InChI=1S/C9H8BrFN2O3/c1-12-9(11)8(15)4-2-5(13-16)7(10)6(14)3-4/h2-3,9,12,14H,1H3/t9-/m1/s1",C9H8N2O3FBr,289.970232436,2.2503,4.46,3.64,2.35,-190.0,3.983630667146812,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,5,2,78.75999999999999,4,9,3,2,0.5625,0.1875,0.125,0.2222222222222222,0.1111111111111111,16,1,0,1,0,0,0,0,0
C/C=C/C=C(\CO)C(=O)C1=C(O)C=C(Br)C(N=O)=C1,12/000000514,"InChI=1S/C13H12BrNO4/c1-2-3-4-8(7-16)13(18)9-5-11(15-19)10(14)6-12(9)17/h2-6,16-17H,7H2,1H3/b3-2+,8-4+",C13H12NO4Br,324.994969964,3.230100000000002,4.46,3.32,2.35,-40.0,3.576912291940806,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,5,2,86.96000000000001,5,13,4,1,0.6842105263157895,0.21052631578947367,0.05263157894736842,0.15384615384615385,0.0,19,1,0,1,0,0,0,0,0
CN[C@H](Cl)CC1=C(Br)C(CO)=CC(C(=O)N=O)=C1,12/000000359,"InChI=1S/C11H12BrClN2O3/c1-14-9(13)4-6-2-7(11(17)15-18)3-8(5-16)10(6)12/h2-3,9,14,16H,4-5H2,1H3/t9-/m0/s1",C11H12N2O3ClBr,333.97198202399994,2.1748000000000003,4.45,5.26,17.8,-170.0,3.814867535372812,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,4,2,78.75999999999999,5,11,3,2,0.6111111111111112,0.16666666666666666,0.1111111111111111,0.36363636363636365,0.09090909090909091,18,1,0,1,0,0,0,0,0
COC/C=C(\CC(=O)O)C(=O)C1=CC(N=O)=C(Br)C=C1O,12/000000473,"InChI=1S/C13H12BrNO6/c1-21-3-2-7(4-12(17)18)13(19)8-5-10(15-20)9(14)6-11(8)16/h2,5-6,16H,3-4H2,1H3,(H,17,18)/b7-2+",C13H12NO6Br,356.984799204,2.7828000000000013,4.45,3.85,5.21,-70.0,3.3618889501024993,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,6,2,113.26,7,13,6,1,0.6190476190476191,0.2857142857142857,0.047619047619047616,0.23076923076923078,0.0,21,1,0,1,0,0,0,0,0
N/C=C\C1=CC=C(/C(=C/CO)C2=CC(=O)C2=O)C=C1,27/000000002,"InChI=1S/C15H13NO3/c16-7-5-10-1-3-11(4-2-10)12(6-8-17)13-9-14(18)15(13)19/h1-7,9,17H,8,16H2/b7-5-,12-6-",C15H13NO3,255.089543276,0.6360000000000001,4.45,4.64,2.22,0.0,3.058209756296651,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,4,2,80.39,4,15,3,1,0.7894736842105263,0.15789473684210525,0.05263157894736842,0.06666666666666667,0.0,19,2,0,2,0,0,0,0,0
NCC1=C(Br)C(N=O)=CC(C(=O)[C@H]2C=CNC=N2)=C1,12/000000639,"InChI=1S/C12H11BrN4O2/c13-11-8(5-14)3-7(4-10(11)17-19)12(18)9-1-2-15-6-16-9/h1-4,6,9H,5,14H2,(H,15,16)/p+1/t9-/m1/s1",C12H12N4O2Br,322.0065376920001,2.0022,4.45,3.11,2.48,-190.0,4.951028356969275,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,6,2,96.91,4,12,2,4,0.631578947368421,0.10526315789473684,0.21052631578947367,0.16666666666666666,0.08333333333333333,19,2,1,1,1,1,0,0,0
CC1=C(C(=O)NCC#CCN)C=C(S)C(I)=C1,5/000000045,"InChI=1S/C12H13IN2OS/c1-8-6-10(13)11(17)7-9(8)12(16)15-5-3-2-4-14/h6-7,17H,4-5,14H2,1H3,(H,15,16)",C12H13N2OSI,359.979332036,1.58022,4.45,2.81,3.72,-40.0,3.1922411637803547,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,3,3,55.120000000000005,2,12,1,2,0.7058823529411765,0.058823529411764705,0.11764705882352941,0.25,0.0,17,1,0,1,0,0,0,0,0
CCS(=O)(=O)CCSCC1=CC(O)=CC(N2CCNC2=O)=C1,28/000000502,"InChI=1S/C14H20N2O4S2/c1-2-22(19,20)6-5-21-10-11-7-12(9-13(17)8-11)16-4-3-15-14(16)18/h7-9,17H,2-6,10H2,1H3,(H,15,18)",C14H20N2O4S2,344.08644912,1.5897000000000003,4.45,3.05,21.8,-140.0,2.808690318094701,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,5,2,86.71000000000001,7,14,4,2,0.6363636363636364,0.18181818181818182,0.09090909090909091,0.5,0.0,22,2,1,1,1,1,0,0,0
CSC[C@H](N)C#CC1=NC(I)=C([N+](=O)[O-])C=C1C(=O)O,23/000000118,"InChI=1S/C11H10IN3O4S/c1-20-5-6(13)2-3-8-7(11(16)17)4-9(15(18)19)10(12)14-8/h4,6H,5,13H2,1H3,(H,16,17)/t6-/m1/s1",C11H9N3O4SI,406.94367479999994,1.3344000000000003,4.45,5.65,23.6,-170.0,4.118453118850709,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,6,2,119.35000000000001,4,11,4,3,0.55,0.2,0.15,0.2727272727272727,0.09090909090909091,20,1,0,1,1,0,1,0,0
O=C(O)CC1=NNC(C2=NC(/C=C/CCO)=CC=C2I)=N1,4/000000157,"InChI=1S/C13H13IN4O3/c14-9-5-4-8(3-1-2-6-19)15-12(9)13-16-10(17-18-13)7-11(20)21/h1,3-5,19H,2,6-7H2,(H,20,21)(H,16,17,18)/b3-1+",C13H13N4O3I,400.00323827600005,1.4939999999999998,4.45,4.74,22.0,-120.0,3.300888470497359,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,5,3,111.99,6,13,3,4,0.6190476190476191,0.14285714285714285,0.19047619047619047,0.23076923076923078,0.0,21,2,0,2,2,0,2,0,0
C[C@H](O)COC(=O)C1=CC(ON)=C(Br)C(OCCO)=C1,12/000001399,"InChI=1S/C12H16BrNO6/c1-7(16)6-19-12(17)8-4-9(18-3-2-15)11(13)10(5-8)20-14/h4-5,7,15-16H,2-3,6,14H2,1H3/t7-/m0/s1",C12H16NO6Br,349.01609933199995,0.6103000000000001,4.45,3.06,17.3,-190.0,3.12206502015695,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,7,3,111.24000000000001,7,12,6,1,0.6,0.3,0.05,0.4166666666666667,0.08333333333333333,20,1,0,1,0,0,0,0,0
CCC(=O)C1=CC=C(I)C(C2=NC(CC(=O)O)=NN2)=N1,4/000000059,"InChI=1S/C12H11IN4O3/c1-2-8(18)7-4-3-6(13)11(14-7)12-15-9(16-17-12)5-10(19)20/h3-4H,2,5H2,1H3,(H,19,20)(H,15,16,17)",C12H11N4O3I,385.98758821200005,1.6910999999999998,4.45,5.5,21.4,-140.0,3.0645613897970323,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,5,2,108.83,5,12,3,4,0.6,0.15,0.2,0.25,0.0,20,2,0,2,2,0,2,0,0
O=NC1=CC(C(=O)[C@@H](Br)CO)=CC(O)=C1Br,12/000000387,"InChI=1S/C9H7Br2NO4/c10-5(3-13)9(15)4-1-6(12-16)8(11)7(14)2-4/h1-2,5,13-14H,3H2/t5-/m0/s1",C9H7NO4Br2,350.87418190400007,2.4911000000000008,4.44,2.1,2.35,-170.0,3.8516240737402185,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,5,2,86.96000000000001,4,9,4,1,0.5625,0.25,0.0625,0.2222222222222222,0.1111111111111111,16,1,0,1,0,0,0,0,0
O=C(O)C1=CC=C(C(=O)O)S1,3/000000145,"InChI=1S/C6H4O4S/c7-5(8)3-1-2-4(11-3)6(9)10/h1-2H,(H,7,8)(H,9,10)",C6H4O4S,171.983029608,1.1445,4.44,2.86,1.11,0.0,2.0452799118940455,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,3,2,74.6,2,6,4,0,0.5454545454545454,0.36363636363636365,0.0,0.0,0.0,11,1,0,1,1,0,1,0,0
C=C[C@@H](CC#CC1=CC(O)=CC(N)=C1)CCO,23/000000223,"InChI=1S/C14H17NO2/c1-2-11(6-7-16)4-3-5-12-8-13(15)10-14(17)9-12/h2,8-11,16-17H,1,4,6-7,15H2/t11-/m0/s1",C14H17NO2,231.125928784,1.9005999999999994,4.44,6.1,14.8,-150.0,3.746958850795921,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,3,3,66.48,4,14,2,1,0.8235294117647058,0.11764705882352941,0.058823529411764705,0.2857142857142857,0.07142857142857142,17,1,0,1,0,0,0,0,0
CC(=O)OC1=C(Br)C(ON)=CC(C(=O)O)=C1,12/000000224,"InChI=1S/C9H8BrNO5/c1-4(12)15-6-2-5(9(13)14)3-7(16-11)8(6)10/h2-3H,11H2,1H3,(H,13,14)",C9H8NO5Br,288.958584456,1.3251000000000002,4.44,4.42,15.3,-20.0,2.5496352885351445,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,5,2,98.85000000000001,3,9,5,1,0.5625,0.3125,0.0625,0.1111111111111111,0.0,16,1,0,1,0,0,0,0,0
NC/C=C(\CN)C(=O)C1=CC(N=O)=C(Br)C=C1O,12/000000549,"InChI=1S/C11H12BrN3O3/c12-8-4-10(16)7(3-9(8)15-18)11(17)6(5-14)1-2-13/h1,3-4,16H,2,5,13-14H2/p+1/b6-1+",C11H13N3O3Br,313.00620334399997,1.5790999999999997,4.44,4.11,2.35,-20.0,4.0735817721457614,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,6,3,118.77,5,11,3,3,0.6111111111111112,0.16666666666666666,0.16666666666666666,0.18181818181818182,0.0,18,1,0,1,0,0,0,0,0
C=C(CN)C(=O)C1=CC(N=O)=C(Br)C=C1O,12/000000456,"InChI=1S/C10H9BrN2O3/c1-5(4-12)10(15)6-2-8(13-16)7(11)3-9(6)14/h2-3,14H,1,4,12H2/p+1",C10H10N2O3Br,283.97965424800003,2.2502,4.44,4.03,2.35,0.0,3.9371056182054742,1,HIGHDIVERSITY_CONCAT,HsDHODH_HighDiv,5,2,92.75000000000001,4,10,3,2,0.625,0.1875,0.125,0.1,0.0,16,1,0,1,0,0,0,0,0
