SMILES;Name;InChI;Formula;MW;LogP;pKd;Structure;Synthesize;Chemical
Oc1cc(C#CC(=O)O[C@H]2CN=C(C2)CO)cc(c1)C(=O)OC	No_4_641;1/000000189;InChI=1S/C16H15NO6/c1-22-16(21)11-4-10(5-13(19)6-11)2-3-15(20)23-14-7-12(9-18)17-8-14/h4-6,14,18-19H,7-9H2,1H3/t14-/m1/s1;C16H15NO6;317;0.95;4.67;4.55;3.58;-170
OC(=O)c1cc(O)cc(c1)c1coc(c1)CC#CCF	No_3_8;1/000000043;InChI=1S/C15H11FO4/c16-4-2-1-3-14-8-12(9-20-14)10-5-11(15(18)19)7-13(17)6-10/h5-9,17H,3-4H2,(H,18,19);C15H11O4F;274;2.59;4.19;3.89;2.22;-120
Oc1cccc2c1nc([nH]2)[C@@H](CC=C)O	No_2_259;1/000000192;InChI=1S/C11H12N2O2/c1-2-4-9(15)11-12-7-5-3-6-8(14)10(7)13-11/h2-3,5-6,9,14-15H,1,4H2,(H,12,13)/t9-/m1/s1;C11H12N2O2;204;0.99;4.01;0.93;12.70;-190
Oc1cc(C#CC(=O)OCCN2C=CCC2)cc(c1)CO	No_4_56;1/000000115;InChI=1S/C16H17NO4/c18-12-14-9-13(10-15(19)11-14)3-4-16(20)21-8-7-17-5-1-2-6-17/h1,5,9-11,18-19H,2,6-8,12H2;C16H17NO4;287;2.24;4.56;4.45;19.80;0
Oc1cccc2c1nc([nH]2)C(=O)O	No_1_10;1/000000195;InChI=1S/C8H6N2O3/c11-5-3-1-2-4-6(5)10-7(9-4)8(12)13/h1-3,11H,(H,9,10)(H,12,13);C8H5N2O3;177;0.10;4.06;3.52;13.00;-40
Oc1cc(F)cc(c1)C#CC(=O)OCCN1C=C[C@@H](C1)NC	No_4_371;1/000000170;InChI=1S/C16H17FN2O3/c1-18-14-4-5-19(11-14)6-7-22-16(21)3-2-12-8-13(17)10-15(20)9-12/h4-5,8-10,14,18,20H,6-7,11H2,1H3/t14-/m0/s1;C16H17N2O3F;304;2.77;4.11;4.10;22.70;-170
Oc1cc(cc(c1)CO)c1coc(c1CC=C)CC(=O)O	No_4_55;1/000000114;InChI=1S/C16H16O5/c1-2-3-13-14(9-21-15(13)7-16(19)20)11-4-10(8-17)5-12(18)6-11/h2,4-6,9,17-18H,1,3,7-8H2,(H,19,20);C16H16O5;288;1.37;4.19;5.56;3.85;-120
OC(=O)c1cc(O)cc(c1)c1coc(c1)CC#CCF	No_4_4;1/000000103;InChI=1S/C15H11FO4/c16-4-2-1-3-14-8-12(9-20-14)10-5-11(15(18)19)7-13(17)6-10/h5-9,17H,3-4H2,(H,18,19);C15H11O4F;274;2.59;4.10;4.73;2.22;-120
Oc1cc(C#CC(=O)OCCBr)cc(c1)c1n[nH]nc1	No_3_180;1/000000062;InChI=1S/C13H10BrN3O3/c14-3-4-20-13(19)2-1-9-5-10(7-11(18)6-9)12-8-15-17-16-12/h5-8,18H,3-4H2,(H,15,16,17);C13H10N3O3Br;336;4.31;4.45;1.79;23.50;-120
Oc1cc(C#CC(=O)OCC[NH2+]CCC)cc(c1)CO	No_4_88;1/000000124;InChI=1S/C15H19NO4/c1-2-5-16-6-7-20-15(19)4-3-12-8-13(11-17)10-14(18)9-12/h8-10,16-18H,2,5-7,11H2,1H3/p+1;C15H20NO4;278;1.80;4.40;1.71;17.80;-20
Oc1cc(c2coc(c2)CNCc2ccccc2)cc(c1)CO	No_4_121;1/000000136;InChI=1S/C19H19NO3/c21-12-15-6-16(8-18(22)7-15)17-9-19(23-13-17)11-20-10-14-4-2-1-3-5-14/h1-9,13,20-22H,10-12H2;C19H19NO3;309;2.58;4.57;3.58;3.58;-120
Oc1cccc(c1CCF)C#CC(=O)O[C@H]1CN=C(C1)CO	No_4_269;1/000000155;InChI=1S/C16H16FNO4/c17-7-6-14-11(2-1-3-15(14)20)4-5-16(21)22-13-8-12(10-19)18-9-13/h1-3,13,19-20H,6-10H2/t13-/m1/s1;C16H16NO4F;305;1.70;4.16;8.52;3.87;-150
Oc1cc(C#CC(=O)O[C@H]2CN=C(C2)CO)cc(c1)CC(=O)O	No_4_421;1/000000173;InChI=1S/C16H15NO6/c18-9-12-7-14(8-17-12)23-16(22)2-1-10-3-11(6-15(20)21)5-13(19)4-10/h3-5,14,18-19H,6-9H2,(H,20,21)/t14-/m1/s1;C16H15NO6;317;0.44;4.42;4.90;3.87;-150
Oc1ccc(c(c1)C#CC(=O)OC[C@H](O)Br)C(=O)C	No_4_114;1/000000131;InChI=1S/C13H11BrO5/c1-8(15)11-4-3-10(16)6-9(11)2-5-13(18)19-7-12(14)17/h3-4,6,12,16-17H,7H2,1H3/t12-/m0/s1;C13H11O5Br;327;2.12;4.14;5.90;19.10;-170
Oc1cc(c2coc(c2)CNCc2ccncc2)cc(c1)CO	No_4_187;1/000000141;InChI=1S/C18H18N2O3/c21-11-14-5-15(7-17(22)6-14)16-8-18(23-12-16)10-20-9-13-1-3-19-4-2-13/h1-8,12,20-22H,9-11H2;C18H18N2O3;310;1.33;4.17;3.60;3.58;-120
Oc1cc(C#CC(=O)O[C@H]2CN=C(C2)CO)cc(c1)C	No_4_337;1/000000162;InChI=1S/C15H15NO4/c1-10-4-11(6-13(18)5-10)2-3-15(19)20-14-7-12(9-17)16-8-14/h4-6,14,17-18H,7-9H2,1H3/t14-/m1/s1;C15H15NO4;273;1.24;4.04;5.37;19.80;-170
Oc1cc(cc(c1)C#CC(=O)O[C@H]1CN=C(C1)CO)NC(=O)C	No_4_552;1/000000180;InChI=1S/C16H16N2O5/c1-10(20)18-12-4-11(5-14(21)6-12)2-3-16(22)23-15-7-13(9-19)17-8-15/h4-6,15,19,21H,7-9H2,1H3,(H,18,20)/t15-/m1/s1;C16H16N2O5;316;0.27;4.64;4.83;24.00;-170
Oc1cc(c2coc(c2)C(=O)N2CCC2)cc(c1)CO	No_2_48;1/000000005;InChI=1S/C15H15NO4/c17-8-10-4-11(6-13(18)5-10)12-7-14(20-9-12)15(19)16-2-1-3-16/h4-7,9,17-18H,1-3,8H2;C15H15NO4;273;1.06;4.09;5.40;3.58;-120
Oc1cc(C#CC(=O)OCCN2C=C(CC2)C)cc(c1)CO	No_3_468;1/000000081;InChI=1S/C17H19NO4/c1-13-4-5-18(11-13)6-7-22-17(21)3-2-14-8-15(12-19)10-16(20)9-14/h8-11,19-20H,4-7,12H2,1H3;C17H19NO4;301;2.09;4.42;4.54;20.40;-20
Oc1ccc(c(c1)C#CC(=O)OCC[NH2+]CCC)[C@H](N)O	No_4_622;1/000000186;InChI=1S/C15H20N2O4/c1-2-7-17-8-9-21-14(19)6-3-11-10-12(18)4-5-13(11)15(16)20/h4-5,10,15,17-18,20H,2,7-9,16H2,1H3/p+1/t15-/m1/s1;C15H21N2O4;293;1.26;4.00;4.45;19.20;-200
Oc1cc(C#CC(=O)OCCN2C=CCC2)cc(c1)CO	No_2_160;1/000000011;InChI=1S/C16H17NO4/c18-12-14-9-13(10-15(19)11-14)3-4-16(20)21-8-7-17-5-1-2-6-17/h1,5,9-11,18-19H,2,6-8,12H2;C16H17NO4;287;2.24;4.29;4.46;19.80;0
Oc1cc(C#CC(=O)O[C@H]2CN=C(C2)CO)cc(c1)CO	No_4_482;1/000000179;InChI=1S/C15H15NO5/c17-8-11-3-10(4-13(19)5-11)1-2-15(20)21-14-6-12(9-18)16-7-14/h3-5,14,17-19H,6-9H2/t14-/m1/s1;C15H15NO5;289;0.20;4.13;5.17;21.00;-150
Oc1ccc(c(c1)C#CC(=O)OC[C@H](CC)Br)N	No_4_204;1/000000142;InChI=1S/C13H14BrNO3/c1-2-10(14)8-18-13(17)6-3-9-7-11(16)4-5-12(9)15/h4-5,7,10,16H,2,8,15H2,1H3/t10-/m0/s1;C13H14NO3Br;312;3.15;4.01;6.07;17.10;-170
Oc1cc(C#CC(=O)OCC(=O)O)cc(c1)C(=O)NC(=O)N	No_2_130;1/000000008;InChI=1S/C13H10N2O7/c14-13(21)15-12(20)8-3-7(4-9(16)5-8)1-2-11(19)22-6-10(17)18/h3-5,16H,6H2,(H,17,18)(H3,14,15,20,21);C13H10N2O7;306;-0.01;4.33;2.99;3.70;-100
Oc1cc(C#CC(=O)O[C@H]2CN=C(C2)CO)cc(c1)CO	No_3_194;1/000000066;InChI=1S/C15H15NO5/c17-8-11-3-10(4-13(19)5-11)1-2-15(20)21-14-6-12(9-18)16-7-14/h3-5,14,17-19H,6-9H2/t14-/m1/s1;C15H15NO5;289;0.20;4.65;4.99;21.00;-150
Oc1cc(c2coc(c2)CNCc2ccncc2)cc(c1)CO	No_4_186;1/000000140;InChI=1S/C18H18N2O3/c21-11-14-5-15(7-17(22)6-14)16-8-18(23-12-16)10-20-9-13-1-3-19-4-2-13/h1-8,12,20-22H,9-11H2;C18H18N2O3;310;1.33;4.23;3.47;3.58;-120
Oc1ccc(c(c1)C#CC(=O)OC[C@H](O)Br)C(=O)C	No_4_115;1/000000132;InChI=1S/C13H11BrO5/c1-8(15)11-4-3-10(16)6-9(11)2-5-13(18)19-7-12(14)17/h3-4,6,12,16-17H,7H2,1H3/t12-/m0/s1;C13H11O5Br;327;2.12;4.12;5.54;19.10;-170
Oc1cccc2c1nc([nH]2)C(=O)O	No_1_6;1/000000193;InChI=1S/C8H6N2O3/c11-5-3-1-2-4-6(5)10-7(9-4)8(12)13/h1-3,11H,(H,9,10)(H,12,13);C8H5N2O3;177;0.10;4.14;3.82;13.00;-40
Oc1cc(C#CC(=O)OCCc2nonc2)cc(c1)C(=O)O	No_3_20;1/000000045;InChI=1S/C14H10N2O6/c17-12-6-9(5-10(7-12)14(19)20)1-2-13(18)21-4-3-11-8-15-22-16-11/h5-8,17H,3-4H2,(H,19,20);C14H9N2O6;301;2.26;4.24;4.40;3.58;0
Oc1cccc(c1CC)C#CC(=O)O[C@H]1CN=C(C1)CO	No_3_631;1/000000096;InChI=1S/C16H17NO4/c1-2-14-11(4-3-5-15(14)19)6-7-16(20)21-13-8-12(10-18)17-9-13/h3-5,13,18-19H,2,8-10H2,1H3/t13-/m1/s1;C16H17NO4;287;1.49;4.20;7.67;3.87;-170
Oc1cc(C#CC(=O)O[C@H]2CN=C(C2)CO)cc(c1)C(=O)OC	No_4_213;1/000000146;InChI=1S/C16H15NO6/c1-22-16(21)11-4-10(5-13(19)6-11)2-3-15(20)23-14-7-12(9-18)17-8-14/h4-6,14,18-19H,7-9H2,1H3/t14-/m1/s1;C16H15NO6;317;0.95;4.61;4.30;3.58;-190
Oc1cc(C#CC(=O)O[C@H]2CN=C(C2)CO)cc(c1)CO	No_4_480;1/000000177;InChI=1S/C15H15NO5/c17-8-11-3-10(4-13(19)5-11)1-2-15(20)21-14-6-12(9-18)16-7-14/h3-5,14,17-19H,6-9H2/t14-/m1/s1;C15H15NO5;289;0.20;4.95;5.69;21.00;-150
Oc1cc(C(=O)OCCC)cc(c1)c1coc(c1)CNCCO	No_4_445;1/000000176;InChI=1S/C17H21NO5/c1-2-5-22-17(21)13-6-12(7-15(20)8-13)14-9-16(23-11-14)10-18-3-4-19/h6-9,11,18-20H,2-5,10H2,1H3;C17H21NO5;319;1.69;4.40;3.22;3.58;-180
Oc1cc(C#CC(=O)OCC(=O)O)cc(c1)C(=O)CF	No_2_596;1/000000034;InChI=1S/C13H9FO6/c14-6-11(16)9-3-8(4-10(15)5-9)1-2-13(19)20-7-12(17)18/h3-5,15H,6-7H2,(H,17,18);C13H9O6F;280;1.53;4.33;2.88;3.58;-20
Oc1cc(C#CC(=O)O[C@H]2CN=CC2)cc(c1)CO	No_2_198;1/000000014;InChI=1S/C14H13NO4/c16-9-11-5-10(6-12(17)7-11)1-2-14(18)19-13-3-4-15-8-13/h4-7,13,16-17H,3,8-9H2/t13-/m1/s1;C14H13NO4;259;1.39;4.42;4.06;19.20;-150
Oc1cc(C#CC(=O)O[C@H]2CN=C(C2)CO)cc(c1)C(=O)OC	No_4_214;1/000000147;InChI=1S/C16H15NO6/c1-22-16(21)11-4-10(5-13(19)6-11)2-3-15(20)23-14-7-12(9-18)17-8-14/h4-6,14,18-19H,7-9H2,1H3/t14-/m1/s1;C16H15NO6;317;0.95;4.56;4.53;3.58;-170
Oc1cc(C#CC(=O)OCCc2nonc2)cc(c1)C(=O)O	No_2_265;1/000000024;InChI=1S/C14H10N2O6/c17-12-6-9(5-10(7-12)14(19)20)1-2-13(18)21-4-3-11-8-15-22-16-11/h5-8,17H,3-4H2,(H,19,20);C14H9N2O6;301;2.26;4.24;4.33;3.58;0
Oc1cc(C#CC(=O)O[C@@H](CN)C(=O)O)cc(c1)C(=O)N	No_4_586;1/000000184;InChI=1S/C13H12N2O6/c14-6-10(13(19)20)21-11(17)2-1-7-3-8(12(15)18)5-9(16)4-7/h3-5,10,16H,6,14H2,(H2,15,18)(H,19,20)/t10-/m0/s1;C13H12N2O6;292;-0.19;4.26;4.38;3.58;-180
Oc1cc(C#CC(=O)OCCN2C=CCC2)cc(c1)C(=O)NC	No_3_66;1/000000054;InChI=1S/C17H18N2O4/c1-18-17(22)14-10-13(11-15(20)12-14)4-5-16(21)23-9-8-19-6-2-3-7-19/h2,6,10-12,20H,3,7-9H2,1H3,(H,18,22);C17H18N2O4;314;2.46;4.56;3.47;3.58;-40
Oc1cc(C#CC(=O)OCCF)cc(c1)c1noc(=O)[nH]1	No_2_331;1/000000028;InChI=1S/C13H9FN2O5/c14-3-4-20-11(18)2-1-8-5-9(7-10(17)6-8)12-15-13(19)21-16-12/h5-7,17H,3-4H2,(H,15,16,19);C13H9N2O5F;292;2.75;4.21;1.27;24.00;-140
Oc1cc(C#CC(=O)OCCN2C=C(CC2)C)cc(c1)CO	No_3_469;1/000000082;InChI=1S/C17H19NO4/c1-13-4-5-18(11-13)6-7-22-17(21)3-2-14-8-15(12-19)10-16(20)9-14/h8-11,19-20H,4-7,12H2,1H3;C17H19NO4;301;2.09;4.38;4.28;20.40;-20
Oc1cc(C#CC(=O)OCCC(=O)C)cc(c1)c1noc(=O)[nH]1	No_2_636;1/000000038;InChI=1S/C15H12N2O6/c1-9(18)4-5-22-13(20)3-2-10-6-11(8-12(19)7-10)14-16-15(21)23-17-14/h6-8,19H,4-5H2,1H3,(H,16,17,21);C15H12N2O6;316;1.93;4.16;2.81;24.70;-160
Oc1cccc(c1NC(=O)C)C#CC(=O)OCC(F)F	No_1_689;1/000000004;InChI=1S/C13H11F2NO4/c1-8(17)16-13-9(3-2-4-10(13)18)5-6-12(19)20-7-11(14)15/h2-4,11,18H,7H2,1H3,(H,16,17);C13H11NO4F2;283;2.24;4.36;5.94;23.00;-170
Oc1cccc(c1Cl)c1[nH]c(c(c1)CC)C#CCO	No_5_59;1/000000102;InChI=1S/C15H14ClNO2/c1-2-10-9-13(17-12(10)6-4-8-18)11-5-3-7-14(19)15(11)16/h3,5,7,9,17-19H,2,8H2,1H3;C15H14NO2Cl;275;3.25;4.10;5.39;3.58;-140
Oc1cc(C#CC(=O)OCC[NH2+]CCC)cc(c1)CO	No_4_96;1/000000126;InChI=1S/C15H19NO4/c1-2-5-16-6-7-20-15(19)4-3-12-8-13(11-17)10-14(18)9-12/h8-10,16-18H,2,5-7,11H2,1H3/p+1;C15H20NO4;278;1.80;4.26;1.11;17.80;-20
Oc1cc(c2coc(c2)CNCC2=CCC=C2)cc(c1)CO	No_4_76;1/000000118;InChI=1S/C18H19NO3/c20-11-14-5-15(7-17(21)6-14)16-8-18(22-12-16)10-19-9-13-3-1-2-4-13/h1,3-8,12,19-21H,2,9-11H2;C18H19NO3;297;1.50;4.18;3.29;3.58;-120
Oc1cc(C(=O)OCC(=O)O)cc(c1)c1coc(c1)CBr	No_2_326;1/000000027;InChI=1S/C14H11BrO6/c15-5-12-4-10(6-20-12)8-1-9(3-11(16)2-8)14(19)21-7-13(17)18/h1-4,6,16H,5,7H2,(H,17,18);C14H11O6Br;355;2.29;4.11;0.81;3.58;-180
Oc1cc(C#CC(=O)OCC)cc(c1)CN	No_2_371;1/000000032;InChI=1S/C12H13NO3/c1-2-16-12(15)4-3-9-5-10(8-13)7-11(14)6-9/h5-7,14H,2,8,13H2,1H3;C12H13NO3;219;1.76;4.26;2.35;14.80;-20
Oc1cc(C#CC(=O)O[C@H]2CN=C(C2)CO)cc(c1)CNC	No_3_260;1/000000077;InChI=1S/C16H18N2O4/c1-17-8-12-4-11(5-14(20)6-12)2-3-16(21)22-15-7-13(10-19)18-9-15/h4-6,15,17,19-20H,7-10H2,1H3/t15-/m1/s1;C16H18N2O4;302;0.53;4.03;3.85;21.80;-170
Oc1cc(C#CC(=O)O[C@H]2CN=CC2)cc(c1)CO	No_2_200;1/000000016;InChI=1S/C14H13NO4/c16-9-11-5-10(6-12(17)7-11)1-2-14(18)19-13-3-4-15-8-13/h4-7,13,16-17H,3,8-9H2/t13-/m1/s1;C14H13NO4;259;1.39;4.44;4.39;19.20;-150
Oc1cccc(c1I)C#CC(=O)O[C@H]1CN=C(C1)CO	No_4_211;1/000000144;InChI=1S/C14H12INO4/c15-14-9(2-1-3-12(14)18)4-5-13(19)20-11-6-10(8-17)16-7-11/h1-3,11,17-18H,6-8H2/t11-/m1/s1;C14H12NO4I;385;2.08;4.22;7.46;20.90;-150
Oc1ccc(c(c1)C#CC(=O)OC[C@H](O)Br)C(=O)C	No_4_112;1/000000129;InChI=1S/C13H11BrO5/c1-8(15)11-4-3-10(16)6-9(11)2-5-13(18)19-7-12(14)17/h3-4,6,12,16-17H,7H2,1H3/t12-/m0/s1;C13H11O5Br;327;2.12;4.15;5.47;19.10;-170
Oc1cc(C#CC(=O)O[C@H]2CN=CC2)cc(c1)CO	No_2_199;1/000000015;InChI=1S/C14H13NO4/c16-9-11-5-10(6-12(17)7-11)1-2-14(18)19-13-3-4-15-8-13/h4-7,13,16-17H,3,8-9H2/t13-/m1/s1;C14H13NO4;259;1.39;4.35;3.97;19.20;-150
Oc1ccc(c(c1)C#CC(=O)OCCN1C=CCC1)CO	No_2_81;1/000000006;InChI=1S/C16H17NO4/c18-12-14-3-5-15(19)11-13(14)4-6-16(20)21-10-9-17-7-1-2-8-17/h1,3,5,7,11,18-19H,2,8-10,12H2;C16H17NO4;287;2.24;4.39;5.90;19.80;0
Oc1cc(C#CC(=O)OCC(=O)O)cc(c1)C(=O)CF	No_3_29;1/000000048;InChI=1S/C13H9FO6/c14-6-11(16)9-3-8(4-10(15)5-9)1-2-13(19)20-7-12(17)18/h3-5,15H,6-7H2,(H,17,18);C13H9O6F;280;1.53;4.27;3.14;3.58;0
Oc1cc(C#CC(=O)OCC(=O)O)cc(c1)C(=O)CF	No_2_597;1/000000035;InChI=1S/C13H9FO6/c14-6-11(16)9-3-8(4-10(15)5-9)1-2-13(19)20-7-12(17)18/h3-5,15H,6-7H2,(H,17,18);C13H9O6F;280;1.53;4.27;3.14;3.58;0
Oc1cc(C#CC(=O)OCC[NH2+]CCC)cc(c1)CO	No_4_290;1/000000159;InChI=1S/C15H19NO4/c1-2-5-16-6-7-20-15(19)4-3-12-8-13(11-17)10-14(18)9-12/h8-10,16-18H,2,5-7,11H2,1H3/p+1;C15H20NO4;278;1.80;4.15;1.47;17.80;-20
Oc1cc(C#CC(=O)OCC[NH2+]CCC)cc(c1)CO	No_4_86;1/000000122;InChI=1S/C15H19NO4/c1-2-5-16-6-7-20-15(19)4-3-12-8-13(11-17)10-14(18)9-12/h8-10,16-18H,2,5-7,11H2,1H3/p+1;C15H20NO4;278;1.80;4.38;1.30;17.80;-20
OC(=O)c1c(O)cccc1C#CC(=O)OCCC1=CCCCO1	No_3_236;1/000000072;InChI=1S/C17H16O6/c18-14-6-3-4-12(16(14)17(20)21)7-8-15(19)23-11-9-13-5-1-2-10-22-13/h3-6,18H,1-2,9-11H2,(H,20,21);C17H16O6;316;2.80;4.20;5.98;3.58;0
Oc1ccc(c(c1)C#CC(=O)OCCN1C=CCC1)CO	No_3_13;1/000000044;InChI=1S/C16H17NO4/c18-12-14-3-5-15(19)11-13(14)4-6-16(20)21-10-9-17-7-1-2-8-17/h1,3,5,7,11,18-19H,2,8-10,12H2;C16H17NO4;287;2.24;4.39;5.90;19.80;0
Oc1cc(cc(c1)CO)c1coc(c1CC=C)CC(=O)O	No_3_85;1/000000055;InChI=1S/C16H16O5/c1-2-3-13-14(9-21-15(13)7-16(19)20)11-4-10(8-17)5-12(18)6-11/h2,4-6,9,17-18H,1,3,7-8H2,(H,19,20);C16H16O5;288;1.37;4.19;5.56;3.85;-120
Oc1ccc(c(c1)C#CC(=O)O[C@H]1CN=C(C1)CO)C(=O)N	No_3_172;1/000000059;InChI=1S/C15H14N2O5/c16-15(21)13-3-2-11(19)5-9(13)1-4-14(20)22-12-6-10(8-18)17-7-12/h2-3,5,12,18-19H,6-8H2,(H2,16,21)/t12-/m1/s1;C15H14N2O5;302;-0.10;4.01;7.73;23.40;-150
Oc1cc(C#CC(=O)OCCN2C=CCC2)cc(c1)C(=O)NCC(F)F	No_3_144;1/000000057;InChI=1S/C18H18F2N2O4/c19-16(20)12-21-18(25)14-9-13(10-15(23)11-14)3-4-17(24)26-8-7-22-5-1-2-6-22/h1,5,9-11,16,23H,2,6-8,12H2,(H,21,25);C18H18N2O4F2;364;3.23;4.70;2.98;4.94;-170
Oc1cc(C#CC(=O)OCCC(=O)C)cc(c1)c1noc(=O)[nH]1	No_2_635;1/000000037;InChI=1S/C15H12N2O6/c1-9(18)4-5-22-13(20)3-2-10-6-11(8-12(19)7-10)14-16-15(21)23-17-14/h6-8,19H,4-5H2,1H3,(H,16,17,21);C15H12N2O6;316;1.93;4.17;2.72;24.70;-160
Oc1cc(C#CC(=O)OCCN2C=C[C@H](C2)C[NH3+])cc(c1)CO	No_3_372;1/000000078;InChI=1S/C17H20N2O4/c18-10-14-3-4-19(11-14)5-6-23-17(22)2-1-13-7-15(12-20)9-16(21)8-13/h3-4,7-9,14,20-21H,5-6,10-12,18H2/p+1/t14-/m0/s1;C17H21N2O4;317;1.34;4.29;3.45;21.80;-150
C#Cc1occ(c1)c1ccc(c(c1)O)C(=O)CCC[NH3+]	No_3_727;1/000000100;InChI=1S/C16H15NO3/c1-2-13-8-12(10-20-13)11-5-6-14(16(19)9-11)15(18)4-3-7-17/h1,5-6,8-10,19H,3-4,7,17H2/p+1;C16H16NO3;270;1.92;4.10;1.45;5.09;-120
Oc1cc(C#CC(=O)OCC(=O)O)cc(c1)C(=O)CC(=O)O	No_2_222;1/000000020;InChI=1S/C14H10O8/c15-10-4-8(1-2-14(21)22-7-13(19)20)3-9(5-10)11(16)6-12(17)18/h3-5,15H,6-7H2,(H,17,18)(H,19,20);C14H10O8;306;0.64;4.18;2.47;3.70;-60
Oc1cc(C#CC(=O)OCC(=O)O)cc(c1)C(=O)CF	No_4_39;1/000000113;InChI=1S/C13H9FO6/c14-6-11(16)9-3-8(4-10(15)5-9)1-2-13(19)20-7-12(17)18/h3-5,15H,6-7H2,(H,17,18);C13H9O6F;280;1.53;4.27;3.14;3.58;0
Oc1cc(C#CC(=O)OCCBr)cc(c1)c1n[nH]nc1	No_3_181;1/000000063;InChI=1S/C13H10BrN3O3/c14-3-4-20-13(19)2-1-9-5-10(7-11(18)6-9)12-8-15-17-16-12/h5-8,18H,3-4H2,(H,15,16,17);C13H10N3O3Br;336;4.31;4.48;1.35;23.50;-120
OC(=O)c1c(O)cccc1C#CC(=O)OCCC1=CCCCO1	No_4_18;1/000000108;InChI=1S/C17H16O6/c18-14-6-3-4-12(16(14)17(20)21)7-8-15(19)23-11-9-13-5-1-2-10-22-13/h3-6,18H,1-2,9-11H2,(H,20,21);C17H16O6;316;2.80;4.20;5.98;3.58;0
Oc1ccc(c(c1)C#CC(=O)OC[C@H](O)Br)C(=O)C	No_4_116;1/000000133;InChI=1S/C13H11BrO5/c1-8(15)11-4-3-10(16)6-9(11)2-5-13(18)19-7-12(14)17/h3-4,6,12,16-17H,7H2,1H3/t12-/m0/s1;C13H11O5Br;327;2.12;4.21;6.10;19.10;-170
Oc1cc(C#CC(=O)OCC[NH2+]C)cc(c1)CCOCC	No_3_240;1/000000075;InChI=1S/C16H21NO4/c1-3-20-8-6-14-10-13(11-15(18)12-14)4-5-16(19)21-9-7-17-2/h10-12,17-18H,3,6-9H2,1-2H3/p+1;C16H22NO4;292;2.12;4.06;0.37;18.40;-130
Oc1cc(C#CC(=O)OCC[NH2+]CCC)cc(c1)CO	No_4_281;1/000000156;InChI=1S/C15H19NO4/c1-2-5-16-6-7-20-15(19)4-3-12-8-13(11-17)10-14(18)9-12/h8-10,16-18H,2,5-7,11H2,1H3/p+1;C15H20NO4;278;1.80;4.50;1.25;17.80;-20
Oc1cc(F)cc(c1)C#CC(=O)OCCN1C=C[C@@H](C1)NC	No_4_372;1/000000171;InChI=1S/C16H17FN2O3/c1-18-14-4-5-19(11-14)6-7-22-16(21)3-2-12-8-13(17)10-15(20)9-12/h4-5,8-10,14,18,20H,6-7,11H2,1H3/t14-/m0/s1;C16H17N2O3F;304;2.77;4.03;4.04;22.70;-170
Oc1cc(C#CC(=O)OCCN2C=CCC2)cc(c1)CO	No_3_59;1/000000053;InChI=1S/C16H17NO4/c18-12-14-9-13(10-15(19)11-14)3-4-16(20)21-8-7-17-5-1-2-6-17/h1,5,9-11,18-19H,2,6-8,12H2;C16H17NO4;287;2.24;4.20;4.67;19.80;0
NC(=[NH2])Nc1c(C#CC(=O)OCC[NH2+]CCC)cccc1O	No_4_258;1/000000154;InChI=1S/C15H21N4O3/c1-2-8-18-9-10-22-13(21)7-6-11-4-3-5-12(20)14(11)19-15(16)17/h3-5,18-20H,2,8-10,16-17H2,1H3/p+1;C15H21N4O3;305;1.44;4.47;4.64;21.50;-80
Oc1cc(F)cc(c1)C#CC(=O)OCCN1C=C[C@@H](C1)NC	No_4_368;1/000000168;InChI=1S/C16H17FN2O3/c1-18-14-4-5-19(11-14)6-7-22-16(21)3-2-12-8-13(17)10-15(20)9-12/h4-5,8-10,14,18,20H,6-7,11H2,1H3/t14-/m0/s1;C16H17N2O3F;304;2.77;4.02;3.59;22.70;-170
Oc1cc(c2coc(c2)CNCc2ccncc2)cc(c1)CO	No_4_185;1/000000139;InChI=1S/C18H18N2O3/c21-11-14-5-15(7-17(22)6-14)16-8-18(23-12-16)10-20-9-13-1-3-19-4-2-13/h1-8,12,20-22H,9-11H2;C18H18N2O3;310;1.33;4.15;3.01;3.58;-120
Oc1cc(C(=O)OCCF)cc(c1)c1coc(c1)/C=C/NC	No_3_380;1/000000079;InChI=1S/C16H16FNO4/c1-18-4-2-15-9-13(10-22-15)11-6-12(8-14(19)7-11)16(20)21-5-3-17/h2,4,6-10,18-19H,3,5H2,1H3/b4-2+;C16H16NO4F;305;2.97;4.22;2.07;3.58;-180
Oc1ccc(c(c1)C#CC(=O)O[C@H]1CN=C(C1)CO)C(=O)N	No_3_171;1/000000058;InChI=1S/C15H14N2O5/c16-15(21)13-3-2-11(19)5-9(13)1-4-14(20)22-12-6-10(8-18)17-7-12/h2-3,5,12,18-19H,6-8H2,(H2,16,21)/t12-/m1/s1;C15H14N2O5;302;-0.10;4.26;7.84;23.40;-150
Oc1cc(C#CC(=O)OCCN2C=CCC2)cc(c1)CO	No_4_64;1/000000117;InChI=1S/C16H17NO4/c18-12-14-9-13(10-15(19)11-14)3-4-16(20)21-8-7-17-5-1-2-6-17/h1,5,9-11,18-19H,2,6-8,12H2;C16H17NO4;287;2.24;4.38;4.73;19.80;0
